Orthogroup	CquinquefasciatusJHB2020	AdirusWRAIR2
OG0007476	CQUJHB018015	ADIR008678
OG0007477	CQUJHB004696	ADIR001671
OG0007478	CQUJHB004749	ADIR001262
OG0007479	CQUJHB002301	ADIR009198
OG0007480	CQUJHB004344	ADIR007378
OG0007481	CQUJHB013371	ADIR002384
OG0007482	CQUJHB016595	ADIR000754
OG0007483	CQUJHB001247	ADIR007232
OG0007484	CQUJHB016866	ADIR002848
OG0007485	CQUJHB014532	ADIR008081
OG0007486	CQUJHB013602	ADIR003688
OG0007487	CQUJHB007081	ADIR011085
OG0007488	CQUJHB000791	ADIR009240
OG0007489	CQUJHB017167	ADIR002605
OG0007490	CQUJHB007109	ADIR000787
OG0007491	CQUJHB016777	ADIR007060
OG0007492	CQUJHB018458	ADIR008278
OG0007493	CQUJHB011478	ADIR001506
OG0007494	CQUJHB002644	ADIR000982
OG0007496	CQUJHB013837	ADIR015698
OG0007497	CQUJHB012969	ADIR005411
OG0007498	CQUJHB002782	ADIR007170
OG0007499	CQUJHB005325	ADIR007354
OG0007500	CQUJHB014923	ADIR005424
OG0007501	CQUJHB003812, CQUJHB016658	ADIR001032
OG0007503	CQUJHB017868	ADIR003484
OG0007504	CQUJHB007296	ADIR002080
OG0007505	CQUJHB003295	ADIR005726
OG0007506	CQUJHB012407	ADIR002022
OG0007507	CQUJHB014032	ADIR007664
OG0007508	CQUJHB001748	ADIR004982
OG0007509	CQUJHB012680	ADIR010186
OG0007510	CQUJHB008645	ADIR006275
OG0007511	CQUJHB004933	ADIR003938
OG0007512	CQUJHB009849	ADIR015507
OG0007513	CQUJHB004936	ADIR007025
OG0007514	CQUJHB014599	ADIR008711
OG0007515	CQUJHB014227	ADIR002915
OG0007516	CQUJHB003079	ADIR007305
OG0007517	CQUJHB005594	ADIR003015
OG0007518	CQUJHB004590	ADIR000327
OG0007519	CQUJHB018194	ADIR011215
OG0007520	CQUJHB003071	ADIR009195
OG0007521	CQUJHB000880	ADIR001366
OG0007522	CQUJHB006274	ADIR008795
OG0007523	CQUJHB012392	ADIR001066
OG0007524	CQUJHB016010	ADIR009245
OG0007525	CQUJHB003877	ADIR003713
OG0007527	CQUJHB003876	ADIR011698
OG0007528	CQUJHB003354	ADIR008687
OG0007530	CQUJHB018297	ADIR007587
OG0007531	CQUJHB014870	ADIR008401
OG0007532	CQUJHB002685	ADIR002939
OG0007533	CQUJHB016591	ADIR001481
OG0007534	CQUJHB014756	ADIR002981
OG0007536	CQUJHB006043	ADIR007886
OG0007537	CQUJHB006901	ADIR003621
OG0007538	CQUJHB004350	ADIR006006
OG0007539	CQUJHB003575	ADIR001492
OG0007540	CQUJHB003776	ADIR008402
OG0007541	CQUJHB007107	ADIR011016
OG0007542	CQUJHB007512	ADIR015523
OG0007543	CQUJHB001834	ADIR016164
OG0007544	CQUJHB018073	ADIR006508
OG0007545	CQUJHB013864	ADIR009124
OG0007546	CQUJHB009743	ADIR000004
OG0007547	CQUJHB013803	ADIR009672
OG0007548	CQUJHB014557	ADIR005216
OG0007549	CQUJHB017873	ADIR001896
OG0007550	CQUJHB003170	ADIR011361
OG0007551	CQUJHB002515	ADIR006262
OG0007552	CQUJHB009560	ADIR002577
OG0007553	CQUJHB005369	ADIR003482
OG0007554	CQUJHB001659	ADIR004813
OG0007555	CQUJHB007717	ADIR011453
OG0007556	CQUJHB008983	ADIR011081
OG0007557	CQUJHB001969	ADIR009677
OG0007558	CQUJHB012114	ADIR011204
OG0007559	CQUJHB013646	ADIR005256
OG0007560	CQUJHB014086	ADIR005725
OG0007561	CQUJHB001673	ADIR007707
OG0007562	CQUJHB012604	ADIR002235
OG0007563	CQUJHB005000	ADIR005042
OG0007564	CQUJHB000552	ADIR009085
OG0007565	CQUJHB007837	ADIR009224
OG0007566	CQUJHB017005	ADIR001385
OG0007567	CQUJHB000697	ADIR011275
OG0007568	CQUJHB000907	ADIR009805
OG0007569	CQUJHB007763	ADIR005962
OG0007570	CQUJHB016924	ADIR008722
OG0007571	CQUJHB017119	ADIR002787
OG0007572	CQUJHB013393	ADIR009953
OG0007573	CQUJHB014122	ADIR005861
OG0007574	CQUJHB001048	ADIR015684
OG0007575	CQUJHB000821	ADIR006510
OG0007576	CQUJHB010660	ADIR016157
OG0007577	CQUJHB006566	ADIR000127
OG0007578	CQUJHB010603	ADIR005551
OG0007579	CQUJHB017043	ADIR008412
OG0007580	CQUJHB003698	ADIR004015
OG0007581	CQUJHB001176	ADIR007067
OG0007583	CQUJHB014822	ADIR000529
OG0007584	CQUJHB000505	ADIR002745
OG0007585	CQUJHB013676	ADIR010384
OG0007586	CQUJHB005407	ADIR010564
OG0007587	CQUJHB018211	ADIR003729
OG0007588	CQUJHB017803	ADIR000842
OG0007589	CQUJHB018362	ADIR001078
OG0007590	CQUJHB012049	ADIR001739
OG0007591	CQUJHB013831	ADIR009072
OG0007592	CQUJHB003120	ADIR005255
OG0007593	CQUJHB016716	ADIR006704
OG0007594	CQUJHB015340	ADIR008347
OG0007595	CQUJHB006670	ADIR005114
OG0007596	CQUJHB012206	ADIR003998
OG0007597	CQUJHB003584	ADIR008508
OG0007598	CQUJHB001828	ADIR000763
OG0007599	CQUJHB015684	ADIR002606
OG0007600	CQUJHB001816	ADIR006863
OG0007601	CQUJHB005888	ADIR007501
OG0007602	CQUJHB013608	ADIR003542
OG0007603	CQUJHB007476	ADIR007969
OG0007604	CQUJHB010777	ADIR000017
OG0007605	CQUJHB008934	ADIR001733
OG0007606	CQUJHB002585	ADIR006548
OG0007607	CQUJHB013457	ADIR016153
OG0007608	CQUJHB007128	ADIR009297
OG0007610	CQUJHB017401	ADIR001277
OG0007611	CQUJHB011800	ADIR001046
OG0007613	CQUJHB003133	ADIR003870
OG0007614	CQUJHB017519	ADIR002379
OG0007615	CQUJHB005044	ADIR008411
OG0007616	CQUJHB002100	ADIR004144
OG0007617	CQUJHB009847	ADIR001403
OG0007618	CQUJHB003316	ADIR003301
OG0007619	CQUJHB017742	ADIR001587
OG0007620	CQUJHB005261	ADIR015671
OG0007621	CQUJHB015138	ADIR006859
OG0007622	CQUJHB001871	ADIR007703
OG0007623	CQUJHB005259	ADIR011019
OG0007624	CQUJHB002039	ADIR007176
OG0007625	CQUJHB012225	ADIR011659
OG0007626	CQUJHB016824	ADIR015776
OG0007627	CQUJHB002294	ADIR008827
OG0007628	CQUJHB003608	ADIR000536
OG0007629	CQUJHB001288	ADIR000940
OG0007630	CQUJHB009488	ADIR006140
OG0007631	CQUJHB002853	ADIR000807
OG0007632	CQUJHB011793	ADIR010597
OG0007633	CQUJHB007365	ADIR007461
OG0007634	CQUJHB013091	ADIR008726
OG0007635	CQUJHB005872	ADIR003836
OG0007636	CQUJHB009640	ADIR003393
OG0007637	CQUJHB002101	ADIR009559
OG0007638	CQUJHB003999	ADIR003791
OG0007639	CQUJHB000778	ADIR004131
OG0007640	CQUJHB002483	ADIR009923
OG0007641	CQUJHB014606	ADIR011428
OG0007642	CQUJHB005707	ADIR004241
OG0007643	CQUJHB010577	ADIR001438
OG0007644	CQUJHB013704	ADIR008035
OG0007645	CQUJHB012869	ADIR004424
OG0007646	CQUJHB007868	ADIR003784
OG0007647	CQUJHB011021	ADIR003171
OG0007648	CQUJHB002258	ADIR000948
OG0007649	CQUJHB007835	ADIR004617
OG0007650	CQUJHB004046	ADIR003137
OG0007651	CQUJHB012670	ADIR005166
OG0007652	CQUJHB010041	ADIR003583
OG0007653	CQUJHB006865	ADIR000115
OG0007654	CQUJHB010639	ADIR005958
OG0007655	CQUJHB002204	ADIR006502
OG0007656	CQUJHB010382	ADIR010521
OG0007657	CQUJHB010642	ADIR008119
OG0007658	CQUJHB012805	ADIR007830
OG0007659	CQUJHB007788	ADIR003178
OG0007660	CQUJHB015083	ADIR006398
OG0007661	CQUJHB018191	ADIR007401
OG0007662	CQUJHB006109	ADIR004650, ADIR003967
OG0007663	CQUJHB008519	ADIR006451
OG0007664	CQUJHB001420	ADIR005331
OG0007665	CQUJHB010805	ADIR004560
OG0007666	CQUJHB015016	ADIR006034
OG0007667	CQUJHB003412	ADIR005543
OG0007668	CQUJHB011155	ADIR006946
OG0007669	CQUJHB011950	ADIR001445
OG0007670	CQUJHB016699	ADIR005367
OG0007671	CQUJHB011242	ADIR005472
OG0007672	CQUJHB002503	ADIR005539
OG0007674	CQUJHB013652	ADIR003941
OG0007675	CQUJHB007388	ADIR004879
OG0007676	CQUJHB001764	ADIR008583
OG0007677	CQUJHB017142	ADIR003825
OG0007678	CQUJHB002405	ADIR003760
OG0007679	CQUJHB001033	ADIR009490
OG0007680	CQUJHB005605	ADIR001197
OG0007681	CQUJHB016576	ADIR001076
OG0007682	CQUJHB003232	ADIR001126
OG0007683	CQUJHB015507	ADIR011516
OG0007684	CQUJHB001836	ADIR002032
OG0007685	CQUJHB015238	ADIR001472
OG0007686	CQUJHB015575	ADIR004954
OG0007687	CQUJHB010304	ADIR006695
OG0007688	CQUJHB009324	ADIR008199
OG0007689	CQUJHB003663	ADIR010334
OG0007690	CQUJHB012466	ADIR007785
OG0007691	CQUJHB016869	ADIR001416
OG0007692	CQUJHB016013	ADIR004646
OG0007693	CQUJHB008658, CQUJHB004978	ADIR004768
OG0007694	CQUJHB006230	ADIR011241
OG0007695	CQUJHB003623	ADIR005992
OG0007696	CQUJHB007136	ADIR000029
OG0007697	CQUJHB015289	ADIR000967
OG0007698	CQUJHB017307	ADIR000617
OG0007699	CQUJHB005570	ADIR005430
OG0007700	CQUJHB008563	ADIR000526
OG0007701	CQUJHB017440	ADIR004597
OG0007702	CQUJHB008252	ADIR000108
OG0007703	CQUJHB017053	ADIR008223
OG0007704	CQUJHB006588	ADIR007374
OG0007705	CQUJHB012635	ADIR000172
OG0007706	CQUJHB004204	ADIR003312
OG0007707	CQUJHB015624	ADIR010017
OG0007708	CQUJHB002353	ADIR002141
OG0007709	CQUJHB017209	ADIR007423
OG0007710	CQUJHB000582	ADIR004501
OG0007711	CQUJHB001367	ADIR006853
OG0007712	CQUJHB017872	ADIR007013
OG0007713	CQUJHB018081	ADIR000356
OG0007714	CQUJHB000901	ADIR009001
OG0007715	CQUJHB017349	ADIR015682
OG0007716	CQUJHB000041	ADIR000152
OG0007717	CQUJHB000551	ADIR011501
OG0007718	CQUJHB017111	ADIR009196
OG0007719	CQUJHB005730	ADIR003565
OG0007720	CQUJHB013125	ADIR004230
OG0007721	CQUJHB007790	ADIR008036
OG0007722	CQUJHB016709	ADIR009421
OG0007723	CQUJHB015629	ADIR016149
OG0007724	CQUJHB016298	ADIR002350
OG0007725	CQUJHB013312	ADIR006069
OG0007726	CQUJHB017821	ADIR001256
OG0007727	CQUJHB011301	ADIR005307
OG0007728	CQUJHB008745	ADIR000691
OG0007729	CQUJHB013785	ADIR006532
OG0007730	CQUJHB004567	ADIR002943
OG0007731	CQUJHB008029	ADIR000612
OG0007732	CQUJHB011356	ADIR011006
OG0007733	CQUJHB001888	ADIR008667
OG0007734	CQUJHB017953	ADIR003682
OG0007735	CQUJHB008139	ADIR004096
OG0007736	CQUJHB018181	ADIR010528
OG0007737	CQUJHB017471	ADIR009635
OG0007738	CQUJHB010958	ADIR009547
OG0007739	CQUJHB012258	ADIR000412
OG0007740	CQUJHB009469	ADIR005557
OG0007741	CQUJHB009701	ADIR010383
OG0007742	CQUJHB010440	ADIR001018
OG0007743	CQUJHB010746	ADIR001165
OG0007744	CQUJHB006706	ADIR005729
OG0007745	CQUJHB009352	ADIR005717
OG0007746	CQUJHB010399	ADIR008494
OG0007747	CQUJHB018413	ADIR007553
OG0007748	CQUJHB006365	ADIR007289
OG0007749	CQUJHB002794	ADIR010463
OG0007750	CQUJHB017452	ADIR006413
OG0007751	CQUJHB000377	ADIR010102
OG0007752	CQUJHB014778	ADIR016054
OG0007753	CQUJHB010591	ADIR005199
OG0007754	CQUJHB004323	ADIR010852
OG0007755	CQUJHB017271	ADIR008810
OG0007756	CQUJHB000774	ADIR000146
OG0007757	CQUJHB008051	ADIR001040
OG0007758	CQUJHB009706	ADIR010553
OG0007760	CQUJHB014433	ADIR007065
OG0007761	CQUJHB016944	ADIR006985
OG0007762	CQUJHB004729	ADIR008461
OG0007763	CQUJHB002099	ADIR007188
OG0007764	CQUJHB007298	ADIR008897
OG0007765	CQUJHB010059	ADIR009519
OG0007767	CQUJHB000332	ADIR003553
OG0007768	CQUJHB003883	ADIR006309
OG0007769	CQUJHB013813, CQUJHB000046	ADIR002273
OG0007770	CQUJHB017476	ADIR002446
OG0007771	CQUJHB017173	ADIR004647
OG0007772	CQUJHB016931	ADIR001212
OG0007773	CQUJHB017253	ADIR001405
OG0007774	CQUJHB017238	ADIR008264
OG0007775	CQUJHB016179, CQUJHB015691	ADIR011570
OG0007776	CQUJHB014642	ADIR006699, ADIR006700, ADIR006701
OG0007778	CQUJHB006414	ADIR008940
OG0007781	CQUJHB017837, CQUJHB012567	ADIR010638
OG0007784	CQUJHB015863	ADIR001229
OG0007785	CQUJHB010847	ADIR005482
OG0007787	CQUJHB017693	ADIR009188
OG0007788	CQUJHB000537	ADIR014516
OG0007796	CQUJHB011455, CQUJHB001808, CQUJHB012564	ADIR010681
OG0007802	CQUJHB016607	ADIR001955
OG0007806	CQUJHB006411	ADIR003262, ADIR003263
OG0007810	CQUJHB020312	ADIR008984, ADIR005334
OG0007812	CQUJHB011531, CQUJHB008940, CQUJHB001757	ADIR007669
OG0007838	CQUJHB009594	ADIR002644
OG0007839	CQUJHB007196	ADIR002649
OG0007840	CQUJHB015780	ADIR009915
OG0007841	CQUJHB020272	ADIR010652
OG0007842	CQUJHB008105	ADIR006710
OG0007844	CQUJHB011624	ADIR010634
OG0007845	CQUJHB012200	ADIR008824
OG0007847	CQUJHB012838	ADIR008821
OG0007851	CQUJHB015811	ADIR000203
OG0007852	CQUJHB001812	ADIR005655
OG0007853	CQUJHB003106	ADIR009128
OG0007854	CQUJHB012976	ADIR000204
OG0007858	CQUJHB018187	ADIR011531
OG0007859	CQUJHB016378	ADIR006915
OG0007860	CQUJHB015858	ADIR009754
OG0007861	CQUJHB016775	ADIR001735
OG0007863	CQUJHB011258	ADIR009753
OG0007864	CQUJHB011060	ADIR006907
OG0007865	CQUJHB016684	ADIR009750
OG0007866	CQUJHB013437	ADIR000049
OG0007867	CQUJHB017738	ADIR011032
OG0007868	CQUJHB002300	ADIR007556
OG0007869	CQUJHB001116	ADIR006310
OG0007870	CQUJHB014837	ADIR011035
OG0007871	CQUJHB002939	ADIR010261
OG0007872	CQUJHB005549	ADIR006303
OG0007873	CQUJHB011890	ADIR006308
OG0007874	CQUJHB017023	ADIR002033
OG0007875	CQUJHB002236	ADIR002029
OG0007876	CQUJHB013691	ADIR003188
OG0007877	CQUJHB003384	ADIR002031
OG0007878	CQUJHB004431	ADIR006458
OG0007880	CQUJHB015499	ADIR010135
OG0007881	CQUJHB004580	ADIR010142
OG0007883	CQUJHB007778	ADIR002822
OG0007884	CQUJHB004090	ADIR000291
OG0007885	CQUJHB015762	ADIR002821
OG0007886	CQUJHB018420	ADIR009466
OG0007887	CQUJHB014425	ADIR005752
OG0007890	CQUJHB013295	ADIR003419
OG0007891	CQUJHB010364	ADIR000553
OG0007892	CQUJHB002984	ADIR000565
OG0007893	CQUJHB002679	ADIR000568
OG0007894	CQUJHB017124	ADIR005915
OG0007895	CQUJHB017191	ADIR005892
OG0007897	CQUJHB000920	ADIR008171
OG0007898	CQUJHB002810	ADIR008172
OG0007899	CQUJHB002270	ADIR000373
OG0007900	CQUJHB007475	ADIR011631
OG0007902	CQUJHB007210	ADIR003368
OG0007903	CQUJHB005882	ADIR011571
OG0007904	CQUJHB012189	ADIR005637
OG0007905	CQUJHB007525	ADIR011572
OG0007907	CQUJHB002540	ADIR011576
OG0007911	CQUJHB012730	ADIR005550
OG0007912	CQUJHB005168	ADIR007817
OG0007913	CQUJHB004246	ADIR003244
OG0007917	CQUJHB012412	ADIR010178
OG0007920	CQUJHB011052	ADIR015741
OG0007921	CQUJHB003655	ADIR009541
OG0007922	CQUJHB017530	ADIR009535
OG0007923	CQUJHB010809	ADIR002752
OG0007927	CQUJHB013819	ADIR006831
OG0007928	CQUJHB017105	ADIR006829
OG0007929	CQUJHB004630	ADIR006272
OG0007931	CQUJHB008367	ADIR006316
OG0007932	CQUJHB002193	ADIR016066
OG0007933	CQUJHB017739	ADIR004985
OG0007934	CQUJHB002051	ADIR004992
OG0007935	CQUJHB010672	ADIR001037
OG0007936	CQUJHB007425	ADIR004988
OG0007937	CQUJHB003462	ADIR016003
OG0007938	CQUJHB012800	ADIR003786
OG0007939	CQUJHB014267	ADIR009952
OG0007940	CQUJHB016331	ADIR008175
OG0007941	CQUJHB005315	ADIR009942
OG0007942	CQUJHB000754	ADIR015962
OG0007943	CQUJHB009373	ADIR008191
OG0007944	CQUJHB017600	ADIR008607
OG0007945	CQUJHB005989	ADIR003768
OG0007946	CQUJHB004458	ADIR008248
OG0007947	CQUJHB015422	ADIR008244
OG0007948	CQUJHB011678	ADIR008863
OG0007949	CQUJHB005908	ADIR007194
OG0007950	CQUJHB018281	ADIR007274
OG0007951	CQUJHB006859	ADIR007190
OG0007953	CQUJHB015751	ADIR007996
OG0007954	CQUJHB000888	ADIR004010
OG0007956	CQUJHB000809	ADIR003937
OG0007957	CQUJHB014350	ADIR000174
OG0007958	CQUJHB000657	ADIR000176
OG0007959	CQUJHB000254	ADIR007154
OG0007960	CQUJHB004144	ADIR007105
OG0007961	CQUJHB000042	ADIR014615
OG0007962	CQUJHB003926	ADIR014382
OG0007964	CQUJHB009453	ADIR005784
OG0007965	CQUJHB013089	ADIR001794
OG0007967	CQUJHB010781	ADIR004943
OG0007968	CQUJHB014260	ADIR000750
OG0007969	CQUJHB005569	ADIR004941
OG0007971	CQUJHB002579	ADIR011167
OG0007972	CQUJHB013075	ADIR000574
OG0007973	CQUJHB010741	ADIR007888
OG0007974	CQUJHB001638	ADIR008644
OG0007976	CQUJHB007794	ADIR007889
OG0007977	CQUJHB010368	ADIR011151
OG0007979	CQUJHB014341	ADIR004690
OG0007980	CQUJHB017819	ADIR011010
OG0007981	CQUJHB004606	ADIR004197
OG0007982	CQUJHB000289	ADIR014349
OG0007984	CQUJHB015565	ADIR005035
OG0007985	CQUJHB009159	ADIR006245
OG0007986	CQUJHB011175	ADIR000305
OG0007987	CQUJHB014986	ADIR003724
OG0007988	CQUJHB008684	ADIR007953
OG0007989	CQUJHB014411	ADIR000306
OG0007990	CQUJHB000708	ADIR004219
OG0007992	CQUJHB013107	ADIR011053
OG0007993	CQUJHB000009	ADIR011225
OG0007994	CQUJHB006610	ADIR006274
OG0007995	CQUJHB018008	ADIR011059
OG0007996	CQUJHB005646	ADIR011218
OG0007997	CQUJHB002905	ADIR006892
OG0007998	CQUJHB002755	ADIR010585
OG0007999	CQUJHB009049	ADIR003510
OG0008000	CQUJHB004702	ADIR003507
OG0008001	CQUJHB017041	ADIR006558
OG0008002	CQUJHB010619	ADIR003503
OG0008003	CQUJHB002613	ADIR010584
OG0008004	CQUJHB000058	ADIR003497
OG0008006	CQUJHB001028	ADIR003925
OG0008007	CQUJHB010467	ADIR004608
OG0008008	CQUJHB016969	ADIR004129
OG0008009	CQUJHB012559	ADIR011457
OG0008010	CQUJHB002826	ADIR011437
OG0008011	CQUJHB014925	ADIR015572
OG0008012	CQUJHB014493	ADIR004210
OG0008013	CQUJHB011025	ADIR011439
OG0008014	CQUJHB011336	ADIR011441
OG0008015	CQUJHB016328	ADIR007680
OG0008016	CQUJHB014625	ADIR002086
OG0008017	CQUJHB009161	ADIR007674
OG0008018	CQUJHB017176	ADIR005273
OG0008020	CQUJHB013051	ADIR002323
OG0008021	CQUJHB013757	ADIR002322
OG0008022	CQUJHB007267	ADIR000968
OG0008023	CQUJHB010025	ADIR000964
OG0008026	CQUJHB012528	ADIR005014
OG0008027	CQUJHB003591	ADIR005015
OG0008028	CQUJHB015044	ADIR008441
OG0008030	CQUJHB002787	ADIR006672
OG0008033	CQUJHB017616	ADIR010459
OG0008034	CQUJHB011240	ADIR006639
OG0008035	CQUJHB014263	ADIR004432
OG0008036	CQUJHB015735	ADIR010478
OG0008037	CQUJHB017071	ADIR005682
OG0008038	CQUJHB016731	ADIR016127
OG0008039	CQUJHB005254	ADIR000481
OG0008041	CQUJHB017484	ADIR004925
OG0008043	CQUJHB005163	ADIR004918
OG0008044	CQUJHB018423	ADIR004887
OG0008045	CQUJHB017681	ADIR004890
OG0008046	CQUJHB014012	ADIR005537
OG0008047	CQUJHB010757	ADIR007057
OG0008048	CQUJHB016666	ADIR008949
OG0008049	CQUJHB000746	ADIR014049
OG0008054	CQUJHB000515	ADIR005466
OG0008056	CQUJHB005350	ADIR004568
OG0008057	CQUJHB008132	ADIR003349
OG0008058	CQUJHB018463	ADIR009587
OG0008059	CQUJHB011008	ADIR009592
OG0008061	CQUJHB005809	ADIR009584
OG0008062	CQUJHB016305	ADIR010426
OG0008064	CQUJHB013232	ADIR001408
OG0008065	CQUJHB014414	ADIR004605
OG0008066	CQUJHB011270	ADIR001404
OG0008067	CQUJHB013522	ADIR010730
OG0008068	CQUJHB010851	ADIR015706
OG0008069	CQUJHB013062	ADIR001288
OG0008071	CQUJHB005433	ADIR001267
OG0008072	CQUJHB012826	ADIR007905
OG0008073	CQUJHB009887	ADIR006971
OG0008074	CQUJHB008288	ADIR016161
OG0008075	CQUJHB001502	ADIR005394
OG0008076	CQUJHB017845	ADIR000072, ADIR000070
OG0008077	CQUJHB017483	ADIR006964
OG0008078	CQUJHB015035	ADIR009664
OG0008079	CQUJHB010744	ADIR002225
OG0008081	CQUJHB001443	ADIR004871
OG0008082	CQUJHB013696	ADIR011340
OG0008083	CQUJHB016890	ADIR011337
OG0008084	CQUJHB001315	ADIR009785
OG0008085	CQUJHB010877	ADIR009602
OG0008086	CQUJHB017370	ADIR011616
OG0008087	CQUJHB013782	ADIR005591
OG0008089	CQUJHB015648	ADIR011615
OG0008091	CQUJHB003865	ADIR011319
OG0008092	CQUJHB010801	ADIR002480
OG0008093	CQUJHB014914	ADIR000242
OG0008094	CQUJHB002607	ADIR002220
OG0008095	CQUJHB000109	ADIR008206
OG0008097	CQUJHB006238	ADIR010487
OG0008098	CQUJHB002014	ADIR010480
OG0008099	CQUJHB001216	ADIR011621
OG0008100	CQUJHB003868	ADIR009621
OG0008101	CQUJHB005048	ADIR003826
OG0008102	CQUJHB014203	ADIR006552
OG0008103	CQUJHB009882	ADIR010621
OG0008104	CQUJHB009722	ADIR001234
OG0008105	CQUJHB001323	ADIR002071
OG0008106	CQUJHB015159	ADIR003265
OG0008107	CQUJHB008794	ADIR004746
OG0008108	CQUJHB002523	ADIR004753
OG0008109	CQUJHB006620	ADIR003677
OG0008112	CQUJHB012181	ADIR005421
OG0008113	CQUJHB017643	ADIR004572
OG0008114	CQUJHB001580	ADIR001153
OG0008116	CQUJHB003005	ADIR002713
OG0008117	CQUJHB005725	ADIR015985
OG0008118	CQUJHB013451	ADIR015986
OG0008119	CQUJHB002021	ADIR010615
OG0008121	CQUJHB014234	ADIR010418
OG0008122	CQUJHB008678	ADIR015858
OG0008123	CQUJHB000311	ADIR010417
OG0008124	CQUJHB017393	ADIR004558
OG0008126	CQUJHB011885	ADIR010660
OG0008127	CQUJHB016549	ADIR008358
OG0008128	CQUJHB017726	ADIR009501
OG0008129	CQUJHB005970	ADIR009499
OG0008130	CQUJHB003398	ADIR009503
OG0008132	CQUJHB002909	ADIR001804
OG0008133	CQUJHB006243	ADIR005816
OG0008134	CQUJHB013559	ADIR005821
OG0008135	CQUJHB010042	ADIR006389
OG0008136	CQUJHB015670	ADIR005828
OG0008137	CQUJHB008146	ADIR002527
OG0008142	CQUJHB008032	ADIR004199
OG0008144	CQUJHB013154	ADIR000429
OG0008145	CQUJHB017715	ADIR003783
OG0008147	CQUJHB006092	ADIR008915
OG0008148	CQUJHB017493	ADIR002487
OG0008149	CQUJHB009977	ADIR002488
OG0008151	CQUJHB009210	ADIR006952
OG0008153	CQUJHB012861	ADIR000999
OG0008155	CQUJHB017296	ADIR009219
OG0008156	CQUJHB012015	ADIR010283
OG0008157	CQUJHB013867	ADIR001853
OG0008159	CQUJHB016034	ADIR008249
OG0008160	CQUJHB000729, CQUJHB011184	ADIR004806
OG0008161	CQUJHB016174	ADIR004957
OG0008162	CQUJHB003314	ADIR009968
OG0008163	CQUJHB006846	ADIR003226
OG0008164	CQUJHB010840	ADIR003325
OG0008165	CQUJHB004411	ADIR003231
OG0008166	CQUJHB004806	ADIR006602
OG0008167	CQUJHB004958	ADIR000377
OG0008168	CQUJHB013829	ADIR000368
OG0008171	CQUJHB001080	ADIR009120
OG0008172	CQUJHB010527	ADIR006449
OG0008173	CQUJHB007034	ADIR006086
OG0008175	CQUJHB013887	ADIR002407
OG0008177	CQUJHB015249	ADIR006727
OG0008178	CQUJHB014065	ADIR002854
OG0008180	CQUJHB015240	ADIR007612
OG0008181	CQUJHB006376	ADIR007604
OG0008184	CQUJHB013773	ADIR002619
OG0008187	CQUJHB007878	ADIR010357
OG0008188	CQUJHB005660	ADIR011597
OG0008189	CQUJHB011821	ADIR003708
OG0008190	CQUJHB001945	ADIR005515
OG0008191	CQUJHB009177	ADIR008425
OG0008192	CQUJHB008735	ADIR001342
OG0008193	CQUJHB014931	ADIR007373
OG0008198	CQUJHB008281	ADIR007382
OG0008199	CQUJHB005719	ADIR004428
OG0008202	CQUJHB007468	ADIR004423
OG0008203	CQUJHB014563	ADIR004427
OG0008204	CQUJHB017433	ADIR004425
OG0008205	CQUJHB007588	ADIR004273
OG0008206	CQUJHB008992	ADIR006928
OG0008207	CQUJHB003606	ADIR004019
OG0008208	CQUJHB001366	ADIR005240
OG0008209	CQUJHB007309	ADIR009680
OG0008210	CQUJHB013583	ADIR005002
OG0008212	CQUJHB006750	ADIR006330
OG0008214	CQUJHB012666	ADIR006151
OG0008215	CQUJHB005945	ADIR006149
OG0008216	CQUJHB008532	ADIR008246
OG0008221	CQUJHB011362	ADIR009768
OG0008223	CQUJHB002768, CQUJHB017986	ADIR014487
OG0008225	CQUJHB000093	ADIR007143
OG0008226	CQUJHB012916	ADIR007781
OG0008227	CQUJHB015471	ADIR007133
OG0008230	CQUJHB012436	ADIR007131
OG0008231	CQUJHB002489	ADIR007129
OG0008232	CQUJHB014309	ADIR005130
OG0008233	CQUJHB001113	ADIR002509
OG0008234	CQUJHB010269	ADIR006535
OG0008235	CQUJHB015584	ADIR006530
OG0008236	CQUJHB013811	ADIR006531
OG0008237	CQUJHB011064	ADIR006533
OG0008238	CQUJHB016803	ADIR015703
OG0008239	CQUJHB016948	ADIR015897
OG0008240	CQUJHB009906	ADIR005356
OG0008241	CQUJHB017929	ADIR002585
OG0008242	CQUJHB017672	ADIR007444
OG0008243	CQUJHB008374	ADIR007005
OG0008244	CQUJHB017760	ADIR009430
OG0008245	CQUJHB009351	ADIR010732
OG0008246	CQUJHB003447	ADIR008529
OG0008247	CQUJHB006036	ADIR010716
OG0008248	CQUJHB005011	ADIR008528
OG0008249	CQUJHB014010	ADIR010717
OG0008250	CQUJHB007152	ADIR011489
OG0008251	CQUJHB006328	ADIR011502
OG0008252	CQUJHB011847	ADIR009477
OG0008253	CQUJHB011253	ADIR010109
OG0008254	CQUJHB005269	ADIR008996
OG0008255	CQUJHB009828	ADIR006794
OG0008256	CQUJHB005477	ADIR009571
OG0008257	CQUJHB005123	ADIR000339
OG0008258	CQUJHB002218	ADIR009985
OG0008259	CQUJHB014589	ADIR015972
OG0008261	CQUJHB006884	ADIR000849
OG0008262	CQUJHB014553	ADIR015971
OG0008263	CQUJHB007451	ADIR015964
OG0008264	CQUJHB010313	ADIR014975, ADIR011348
