Orthogroup	CquinquefasciatusJHB2020	AdirusWRAIR2
OG0000302	CQUJHB010010	ADIR016215
OG0000302	CQUJHB010685	ADIR008218
OG0000303	CQUJHB008617	ADIR005583
OG0000304	CQUJHB006070, CQUJHB016739	ADIR010873
OG0000304	CQUJHB018002	ADIR010872
OG0000305	CQUJHB001390, CQUJHB001973	ADIR005190, ADIR010835, ADIR010833, ADIR010838, ADIR004507, ADIR004700, ADIR010836, ADIR010839, ADIR004701, ADIR010837, ADIR010841, ADIR010840, ADIR004506, ADIR010834
OG0000306	CQUJHB007627	ADIR010982, ADIR010985, ADIR010986, ADIR010984
OG0000317	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414, CQUJHB013993, CQUJHB016263	ADIR008367
OG0000318	CQUJHB008681	ADIR006689, ADIR007089
OG0000319	CQUJHB011407	ADIR004939
OG0000319	CQUJHB013783	ADIR007826
OG0000320	CQUJHB004177, CQUJHB001759, CQUJHB015816	ADIR005272, ADIR005235
OG0000321	CQUJHB003997	ADIR015863, ADIR015862
OG0000321	CQUJHB003886	ADIR011556
OG0000324	CQUJHB006140	ADIR010906
OG0000324	CQUJHB006853	ADIR010907
OG0000325	CQUJHB012591	ADIR006976
OG0000326	CQUJHB012353	ADIR005565
OG0000326	CQUJHB011965	ADIR003426
OG0000327	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290	ADIR004793
OG0000328	CQUJHB006591	ADIR001956
OG0000328	CQUJHB002346	ADIR001957
OG0000329	CQUJHB015894	ADIR006061, ADIR003916
OG0000329	CQUJHB005779, CQUJHB010729	ADIR006062
OG0000330	CQUJHB017282, CQUJHB004081	ADIR001248
OG0000331	CQUJHB014371, CQUJHB013844	ADIR009969
OG0000332	CQUJHB000271, CQUJHB007528	ADIR010199, ADIR010356, ADIR010198
OG0000333	CQUJHB012787	ADIR004150, ADIR004140, ADIR007959, ADIR003780
OG0000334	CQUJHB001067	ADIR004979
OG0000336	CQUJHB001118	ADIR004182
OG0000336	CQUJHB014833	ADIR004184
OG0000344	CQUJHB015676, CQUJHB017337, CQUJHB020406	ADIR008368
OG0000344	CQUJHB012075	ADIR001581
OG0000345	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641	ADIR000883
OG0000346	CQUJHB002577, CQUJHB002322, CQUJHB006754	ADIR002727
OG0000347	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374	ADIR011568
OG0000348	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618	ADIR005623
OG0000351	CQUJHB013920	ADIR000179
OG0000351	CQUJHB012124	ADIR000178
OG0000352	CQUJHB012242, CQUJHB009117	ADIR005371
OG0000352	CQUJHB007986	ADIR004606
OG0000353	CQUJHB009056, CQUJHB008063	ADIR007451
OG0000354	CQUJHB002681	ADIR002946
OG0000354	CQUJHB001846	ADIR010471
OG0000355	CQUJHB009441	ADIR006415
OG0000356	CQUJHB006946, CQUJHB002667	ADIR009183
OG0000357	CQUJHB017445	ADIR010484, ADIR010483
OG0000357	CQUJHB006068	ADIR010481, ADIR010482
OG0000359	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652	ADIR008488
OG0000360	CQUJHB000284, CQUJHB007098, CQUJHB000677	ADIR001997
OG0000361	CQUJHB003076, CQUJHB005994, CQUJHB005593	ADIR002964
OG0000362	CQUJHB013242, CQUJHB005211	ADIR015887, ADIR015885
OG0000363	CQUJHB006132	ADIR015546
OG0000363	CQUJHB010204	ADIR015547
OG0000364	CQUJHB016963, CQUJHB007057	ADIR016198, ADIR016196
OG0000365	CQUJHB010079	ADIR004665
OG0000366	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408	ADIR010711
OG0000367	CQUJHB007804	ADIR003716
OG0000368	CQUJHB005991, CQUJHB009102, CQUJHB015642	ADIR004446
OG0000369	CQUJHB002920	ADIR010893, ADIR010887
OG0000370	CQUJHB017740	ADIR000577
OG0000370	CQUJHB001032, CQUJHB007246	ADIR010058
OG0000371	CQUJHB008710	ADIR007436
OG0000372	CQUJHB013895	ADIR015735
OG0000372	CQUJHB001937	ADIR015734
OG0000380	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719	ADIR015576
OG0000380	CQUJHB007276	ADIR015577
OG0000381	CQUJHB004475	ADIR016122
OG0000381	CQUJHB007369, CQUJHB016781	ADIR016121
OG0000382	CQUJHB003897	ADIR011633
OG0000382	CQUJHB002028	ADIR011634
OG0000383	CQUJHB017591	ADIR009909
OG0000383	CQUJHB009099	ADIR009553
OG0000384	CQUJHB002088, CQUJHB001148	ADIR011575, ADIR011584, ADIR011574
OG0000386	CQUJHB015040	ADIR007470
OG0000387	CQUJHB006491	ADIR001678
OG0000387	CQUJHB004975	ADIR006893
OG0000388	CQUJHB009063, CQUJHB004642, CQUJHB002192	ADIR010377, ADIR010378, ADIR010640
OG0000389	CQUJHB010871	ADIR003638
OG0000390	CQUJHB014001	ADIR009143
OG0000391	CQUJHB005583	ADIR006703
OG0000391	CQUJHB015832	ADIR000463
OG0000392	CQUJHB017979, CQUJHB012328, CQUJHB000942	ADIR015588, ADIR015589, ADIR015587
OG0000393	CQUJHB000678	ADIR008379
OG0000393	CQUJHB010193	ADIR008380
OG0000394	CQUJHB013003	ADIR009815
OG0000395	CQUJHB015252	ADIR004795
OG0000395	CQUJHB008501	ADIR000918
OG0000396	CQUJHB010706	ADIR006188
OG0000396	CQUJHB014186	ADIR006187
OG0000397	CQUJHB014890	ADIR005187
OG0000397	CQUJHB017700	ADIR002696
OG0000398	CQUJHB018445, CQUJHB012707, CQUJHB008460	ADIR008789
OG0000399	CQUJHB010610, CQUJHB002697	ADIR001694
OG0000399	CQUJHB000514	ADIR007577
OG0000400	CQUJHB008299	ADIR003792
OG0000400	CQUJHB016642	ADIR003582
OG0000401	CQUJHB004404	ADIR003313
OG0000401	CQUJHB012725	ADIR001782
OG0000402	CQUJHB015843	ADIR004118, ADIR007659, ADIR007661
OG0000403	CQUJHB004828	ADIR001185
OG0000403	CQUJHB002873	ADIR008736
OG0000404	CQUJHB014951, CQUJHB002330	ADIR000386
OG0000405	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662	ADIR016033, ADIR016035
OG0000406	CQUJHB016847	ADIR010242, ADIR002392, ADIR002343
OG0000407	CQUJHB009167	ADIR002282
OG0000407	CQUJHB002164	ADIR009590
OG0000409	CQUJHB009131	ADIR004706, ADIR004703, ADIR004705
OG0000410	CQUJHB012516, CQUJHB011477	ADIR002540
OG0000412	CQUJHB007660	ADIR002367, ADIR002366
OG0000412	CQUJHB015305	ADIR002365
OG0000413	CQUJHB010075, CQUJHB007446, CQUJHB020332	ADIR015533, ADIR015532, ADIR015501
OG0000414	CQUJHB013421	ADIR014057, ADIR000659, ADIR000660, ADIR000661
OG0000416	CQUJHB005337	ADIR007938
OG0000416	CQUJHB009397	ADIR007755
OG0000417	CQUJHB004451	ADIR010431
OG0000417	CQUJHB016554	ADIR005728
OG0000421	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658	ADIR016222, ADIR016219, ADIR016220, ADIR016221, ADIR014849
OG0000428	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191	ADIR015548, ADIR015549
OG0000430	CQUJHB003893	ADIR009309
OG0000430	CQUJHB017728	ADIR003911
OG0000431	CQUJHB014587	ADIR003217
OG0000432	CQUJHB015256	ADIR009396
OG0000432	CQUJHB018224	ADIR004972
OG0000433	CQUJHB018005	ADIR003006
OG0000433	CQUJHB016512	ADIR003007
OG0000434	CQUJHB004006	ADIR015930, ADIR015929
OG0000435	CQUJHB009018	ADIR010798
OG0000437	CQUJHB002230	ADIR005813
OG0000437	CQUJHB017705	ADIR005815
OG0000438	CQUJHB007603, CQUJHB007274, CQUJHB010807	ADIR005817, ADIR005814
OG0000439	CQUJHB003508	ADIR010992
OG0000440	CQUJHB008712	ADIR003327
OG0000441	CQUJHB008515	ADIR007412, ADIR000981
OG0000442	CQUJHB016515	ADIR004523
OG0000442	CQUJHB009960	ADIR004521
OG0000443	CQUJHB000083	ADIR005386
OG0000443	CQUJHB012897	ADIR007351
OG0000445	CQUJHB009271	ADIR000225, ADIR000224
OG0000446	CQUJHB017131	ADIR007631
OG0000446	CQUJHB010200	ADIR007632
OG0000447	CQUJHB007173	ADIR006355
OG0000447	CQUJHB004421	ADIR016048
OG0000448	CQUJHB007741	ADIR007075
OG0000448	CQUJHB005150	ADIR002786
OG0000449	CQUJHB012758	ADIR001435
OG0000449	CQUJHB004303	ADIR011623
OG0000450	CQUJHB016258	ADIR006287
OG0000451	CQUJHB009874	ADIR001343, ADIR001344
OG0000452	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307	ADIR003211
OG0000453	CQUJHB010602	ADIR002048
OG0000454	CQUJHB010114	ADIR006123
OG0000455	CQUJHB001183	ADIR003615
OG0000455	CQUJHB015257	ADIR001796
OG0000456	CQUJHB001939	ADIR011403
OG0000456	CQUJHB007364	ADIR008105
OG0000457	CQUJHB015649	ADIR010440
OG0000457	CQUJHB017695	ADIR010441
OG0000458	CQUJHB005250	ADIR000582, ADIR000585, ADIR000586
OG0000459	CQUJHB020285, CQUJHB015919, CQUJHB008529, CQUJHB010276	ADIR010100
OG0000460	CQUJHB014579	ADIR010285
OG0000461	CQUJHB002251, CQUJHB013571	ADIR001398
OG0000462	CQUJHB004472	ADIR000056
OG0000463	CQUJHB014449, CQUJHB009591	ADIR009788
OG0000464	CQUJHB004307	ADIR006988
OG0000465	CQUJHB017090	ADIR009087, ADIR001140
OG0000466	CQUJHB012439	ADIR001786, ADIR000450
OG0000472	CQUJHB013462	ADIR010905
OG0000476	CQUJHB001928, CQUJHB020328	ADIR015518
OG0000476	CQUJHB017939, CQUJHB007705, CQUJHB020343	ADIR015520
OG0000477	CQUJHB013483	ADIR015939
OG0000477	CQUJHB003518	ADIR015938
OG0000478	CQUJHB016476	ADIR009352
OG0000478	CQUJHB009586	ADIR009353
OG0000479	CQUJHB003472, CQUJHB017772	ADIR003422, ADIR003423
OG0000480	CQUJHB015374	ADIR000106, ADIR000107
OG0000481	CQUJHB000113	ADIR004329
OG0000482	CQUJHB010431	ADIR015529
OG0000482	CQUJHB009602	ADIR015530
OG0000484	CQUJHB015280	ADIR009697
OG0000484	CQUJHB007616	ADIR000755
OG0000485	CQUJHB009246	ADIR011226
OG0000486	CQUJHB012006	ADIR004130
OG0000486	CQUJHB002625	ADIR010048
OG0000487	CQUJHB000683	ADIR011456
OG0000487	CQUJHB011221	ADIR002382
OG0000488	CQUJHB015233	ADIR005675
OG0000489	CQUJHB016351	ADIR011660
OG0000489	CQUJHB004674	ADIR011661
OG0000490	CQUJHB014278	ADIR002278
OG0000491	CQUJHB002060	ADIR010196
OG0000492	CQUJHB001365	ADIR001274
OG0000492	CQUJHB003626	ADIR015512
OG0000493	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276	ADIR010823, ADIR003156
OG0000494	CQUJHB000732	ADIR001926
OG0000494	CQUJHB003918	ADIR006809
OG0000495	CQUJHB008204	ADIR008544
OG0000496	CQUJHB000722	ADIR016174
OG0000497	CQUJHB008176	ADIR010268
OG0000497	CQUJHB015119, CQUJHB017322	ADIR011592
OG0000498	CQUJHB001250	ADIR001903
OG0000499	CQUJHB015349	ADIR003605
OG0000500	CQUJHB011977	ADIR001164
OG0000502	CQUJHB007873	ADIR015872
OG0000503	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853	ADIR010403, ADIR010386
OG0000504	CQUJHB013167	ADIR010398
OG0000505	CQUJHB015118, CQUJHB008195	ADIR004460
OG0000506	CQUJHB013163	ADIR000144
OG0000507	CQUJHB006236	ADIR011452
OG0000507	CQUJHB016153	ADIR006617
OG0000508	CQUJHB004534	ADIR016191, ADIR016190, ADIR007988
OG0000509	CQUJHB006064	ADIR007447
OG0000509	CQUJHB001100	ADIR007448
OG0000510	CQUJHB012354	ADIR000926
OG0000510	CQUJHB017274	ADIR002571
OG0000511	CQUJHB008338, CQUJHB006823	ADIR008094, ADIR016142
OG0000512	CQUJHB012251	ADIR002377
OG0000512	CQUJHB001081	ADIR002378
OG0000514	CQUJHB010667	ADIR008504
OG0000514	CQUJHB016059	ADIR004788
OG0000515	CQUJHB007879	ADIR015942
OG0000515	CQUJHB018283	ADIR015940
OG0000516	CQUJHB007539	ADIR002633
OG0000517	CQUJHB000346	ADIR005492, ADIR005493
OG0000518	CQUJHB004443, CQUJHB006267	ADIR007074
OG0000518	CQUJHB008592	ADIR007072
OG0000520	CQUJHB012809	ADIR006171
OG0000521	CQUJHB006650	ADIR007269
OG0000521	CQUJHB003739	ADIR010663
OG0000522	CQUJHB017648	ADIR003989
OG0000522	CQUJHB001472	ADIR003992
OG0000523	CQUJHB015431	ADIR005431
OG0000524	CQUJHB010348	ADIR007502
OG0000524	CQUJHB002248	ADIR007504
OG0000525	CQUJHB015660, CQUJHB009228, CQUJHB003915, CQUJHB010730, CQUJHB005857, CQUJHB010977, CQUJHB009055, CQUJHB011013, CQUJHB002145	ADIR007248
OG0000526	CQUJHB001197	ADIR001209
OG0000527	CQUJHB000806	ADIR005535
OG0000527	CQUJHB017204	ADIR005536
OG0000528	CQUJHB013575	ADIR007580
OG0000528	CQUJHB011302	ADIR007576
OG0000529	CQUJHB002135	ADIR009854, ADIR003686, ADIR009775, ADIR005588, ADIR009037, ADIR010825, ADIR005689
OG0000534	CQUJHB009525	ADIR004940
OG0000535	CQUJHB001581	ADIR005911
OG0000536	CQUJHB011779	ADIR008027
OG0000538	CQUJHB012021	ADIR003261
OG0000539	CQUJHB009653	ADIR003268, ADIR003267
OG0000540	CQUJHB010329	ADIR002371
OG0000541	CQUJHB016056, CQUJHB007487	ADIR011392, ADIR000730
OG0000542	CQUJHB000586	ADIR002521
OG0000542	CQUJHB008769	ADIR002522
OG0000543	CQUJHB015339, CQUJHB009756	ADIR001792
OG0000544	CQUJHB006986	ADIR006076
OG0000544	CQUJHB013252	ADIR008375
OG0000546	CQUJHB005558	ADIR000983
OG0000547	CQUJHB010578	ADIR009748
OG0000547	CQUJHB018134	ADIR008851
OG0000549	CQUJHB008172	ADIR007473, ADIR011705, ADIR011704
OG0000550	CQUJHB000340, CQUJHB008859, CQUJHB002119	ADIR004260
OG0000551	CQUJHB011017	ADIR005366
OG0000552	CQUJHB007207, CQUJHB003339	ADIR005528, ADIR005530, ADIR005529
OG0000553	CQUJHB013994, CQUJHB013521	ADIR008143
OG0000554	CQUJHB008590, CQUJHB005910, CQUJHB018305, CQUJHB016306, CQUJHB015835	ADIR010047
OG0000555	CQUJHB000168, CQUJHB001449, CQUJHB013217, CQUJHB013560, CQUJHB011581	ADIR005419
OG0000556	CQUJHB011411, CQUJHB016284, CQUJHB012231	ADIR002690
OG0000557	CQUJHB003953	ADIR002816, ADIR001118
OG0000558	CQUJHB003681	ADIR001028
OG0000559	CQUJHB002414	ADIR010538
OG0000559	CQUJHB007372	ADIR010539
OG0000560	CQUJHB007191, CQUJHB009268	ADIR004634
OG0000561	CQUJHB012199	ADIR003887
OG0000562	CQUJHB010758	ADIR008626
OG0000563	CQUJHB009483	ADIR015945
OG0000563	CQUJHB011878	ADIR015943
OG0000564	CQUJHB018354, CQUJHB015185	ADIR011483
OG0000565	CQUJHB003774	ADIR004400, ADIR009049
OG0000566	CQUJHB008862	ADIR000074
OG0000566	CQUJHB002242	ADIR000076
OG0000567	CQUJHB014368	ADIR004302
OG0000567	CQUJHB006759	ADIR007725
OG0000569	CQUJHB004253, CQUJHB013050, CQUJHB003277	ADIR010351
OG0000570	CQUJHB007877	ADIR008400, ADIR005510
OG0000571	CQUJHB014429, CQUJHB017646	ADIR009253
OG0000572	CQUJHB011402	ADIR009206, ADIR009208
OG0000573	CQUJHB006793	ADIR002372
OG0000574	CQUJHB004478	ADIR004769, ADIR004770
OG0000576	CQUJHB010052	ADIR000871
OG0000579	CQUJHB005475	ADIR007934
OG0000579	CQUJHB004194	ADIR004490
OG0000581	CQUJHB013739	ADIR001607
OG0000581	CQUJHB000355	ADIR001609
OG0000582	CQUJHB005683	ADIR015869
OG0000582	CQUJHB000285	ADIR015868
OG0000583	CQUJHB003268, CQUJHB001570	ADIR006996
OG0000584	CQUJHB005921	ADIR000206, ADIR000205, ADIR000208
OG0000585	CQUJHB003909, CQUJHB007478, CQUJHB009028	ADIR006922
OG0000586	CQUJHB001705, CQUJHB000997	ADIR003218
OG0000588	CQUJHB007821	ADIR010647
OG0000596	CQUJHB010976, CQUJHB006826, CQUJHB001891, CQUJHB009658, CQUJHB001172	ADIR001805, ADIR011638
OG0000601	CQUJHB014712, CQUJHB002463, CQUJHB005030	ADIR002178
OG0000606	CQUJHB013202, CQUJHB018414, CQUJHB014818	ADIR010706
OG0000607	CQUJHB017251	ADIR000209
OG0000608	CQUJHB003281	ADIR006043, ADIR006044
OG0000609	CQUJHB007902	ADIR006271
OG0000610	CQUJHB002809, CQUJHB015516	ADIR007166
OG0000611	CQUJHB018025, CQUJHB005363	ADIR007100
OG0000612	CQUJHB001942, CQUJHB014770	ADIR006139
OG0000613	CQUJHB013436	ADIR014298, ADIR003502
OG0000614	CQUJHB007602	ADIR003599
OG0000615	CQUJHB001870	ADIR007513
OG0000616	CQUJHB004196	ADIR016185, ADIR016184
OG0000617	CQUJHB001422	ADIR014435, ADIR014433, ADIR014425
OG0000618	CQUJHB000366	ADIR004564, ADIR001182
OG0000619	CQUJHB001608	ADIR003359
OG0000620	CQUJHB000356	ADIR011338
OG0000621	CQUJHB015803	ADIR009431
OG0000621	CQUJHB003150	ADIR001339
OG0000622	CQUJHB010083, CQUJHB006146, CQUJHB006183, CQUJHB003709	ADIR005772
OG0000623	CQUJHB016237	ADIR001819, ADIR001948
OG0000624	CQUJHB004957, CQUJHB007945	ADIR006550
OG0000625	CQUJHB004085	ADIR015792
OG0000625	CQUJHB000562	ADIR015794
OG0000627	CQUJHB004705	ADIR005607, ADIR005612
OG0000628	CQUJHB002672	ADIR009278
OG0000629	CQUJHB018196, CQUJHB000380	ADIR000859
OG0000630	CQUJHB006477	ADIR002291, ADIR002307
OG0000631	CQUJHB007569, CQUJHB004799	ADIR011098
OG0000632	CQUJHB017853, CQUJHB011863	ADIR002589
OG0000633	CQUJHB001530	ADIR001162, ADIR008662
OG0000634	CQUJHB000906	ADIR001434, ADIR005413
OG0000635	CQUJHB009236, CQUJHB015107	ADIR010027, ADIR010026, ADIR005808
OG0000636	CQUJHB008913	ADIR004263
OG0000637	CQUJHB013869	ADIR010754, ADIR010756
OG0000638	CQUJHB008134	ADIR016063, ADIR015866
OG0000639	CQUJHB017810	ADIR007163
OG0000640	CQUJHB013845, CQUJHB005794	ADIR007483
OG0000641	CQUJHB012984, CQUJHB015405	ADIR006280
OG0000642	CQUJHB005027	ADIR002901
OG0000642	CQUJHB000829	ADIR002900
OG0000643	CQUJHB006306	ADIR010103
OG0000644	CQUJHB010985	ADIR000026
OG0000645	CQUJHB001855	ADIR008785
OG0000645	CQUJHB012170	ADIR008787
OG0000646	CQUJHB003732, CQUJHB017159	ADIR007094
OG0000647	CQUJHB008570	ADIR007084
OG0000648	CQUJHB017048, CQUJHB012253	ADIR015991, ADIR015990
OG0000649	CQUJHB002396, CQUJHB003590, CQUJHB013711, CQUJHB009753	ADIR015836
OG0000650	CQUJHB005867	ADIR009272
OG0000652	CQUJHB009292, CQUJHB004075, CQUJHB005724, CQUJHB014512	ADIR001181, ADIR007213
OG0000653	CQUJHB003511	ADIR010712
OG0000653	CQUJHB001259	ADIR011268
OG0000654	CQUJHB009746, CQUJHB017418	ADIR007302
OG0000655	CQUJHB015358	ADIR008840
OG0000655	CQUJHB003456	ADIR007857
OG0000656	CQUJHB012382	ADIR006297
OG0000657	CQUJHB000725, CQUJHB010178, CQUJHB014908	ADIR011479
OG0000658	CQUJHB000804	ADIR008934
OG0000658	CQUJHB008360	ADIR008935
OG0000660	CQUJHB002482	ADIR003385
OG0000661	CQUJHB000929	ADIR001298
OG0000662	CQUJHB007292, CQUJHB008352	ADIR002069
OG0000663	CQUJHB010911	ADIR005873
OG0000664	CQUJHB012286, CQUJHB005533	ADIR004975
OG0000665	CQUJHB003514	ADIR010523
OG0000666	CQUJHB011299	ADIR001094, ADIR001091, ADIR001092
OG0000667	CQUJHB018023, CQUJHB011576, CQUJHB004374	ADIR005250
OG0000669	CQUJHB013318, CQUJHB004234, CQUJHB014448, CQUJHB006857	ADIR005146, ADIR005147, ADIR005148
OG0000671	CQUJHB010436	ADIR005757, ADIR001820
OG0000672	CQUJHB001913	ADIR011370, ADIR011369
OG0000673	CQUJHB000192	ADIR009373
OG0000674	CQUJHB014403	ADIR000180, ADIR000181, ADIR000182
OG0000675	CQUJHB005209	ADIR004357
OG0000675	CQUJHB012852	ADIR004359
OG0000676	CQUJHB005151, CQUJHB000080, CQUJHB007791	ADIR015831
OG0000677	CQUJHB001307	ADIR004053
OG0000677	CQUJHB014595	ADIR004057
OG0000678	CQUJHB000263	ADIR008664, ADIR008663
OG0000679	CQUJHB009196, CQUJHB007014	ADIR008098, ADIR008707
OG0000680	CQUJHB015200	ADIR001462
OG0000681	CQUJHB009478	ADIR003575, ADIR003576, ADIR003569
OG0000682	CQUJHB003401	ADIR001375
OG0000683	CQUJHB002961	ADIR004792
OG0000684	CQUJHB006098	ADIR008684, ADIR001359
OG0000686	CQUJHB008353	ADIR008967, ADIR008968, ADIR008965, ADIR008966
OG0000687	CQUJHB015307	ADIR005260, ADIR006874
OG0000698	CQUJHB011058	ADIR010606
OG0000700	CQUJHB016495, CQUJHB012542, CQUJHB000542, CQUJHB017152, CQUJHB005396, CQUJHB016302, CQUJHB001083, CQUJHB004454	ADIR000562
OG0000701	CQUJHB000433	ADIR009737, ADIR000544
OG0000703	CQUJHB011080, CQUJHB013142	ADIR002997, ADIR002996
OG0000704	CQUJHB015122, CQUJHB003638	ADIR005443
OG0000706	CQUJHB009474, CQUJHB003794	ADIR008446
OG0000707	CQUJHB009109	ADIR007676, ADIR007679
OG0000708	CQUJHB012157	ADIR000862
OG0000709	CQUJHB006352	ADIR003944
OG0000710	CQUJHB007628	ADIR001331
OG0000711	CQUJHB018046, CQUJHB002959	ADIR000483
OG0000712	CQUJHB001451	ADIR005673, ADIR005674
OG0000713	CQUJHB004397, CQUJHB016083, CQUJHB012047	ADIR003761
OG0000714	CQUJHB011331, CQUJHB010725	ADIR010237
OG0000715	CQUJHB007457	ADIR002785, ADIR005811
OG0000716	CQUJHB011532	ADIR002517, ADIR015809
OG0000717	CQUJHB012088	ADIR004994
OG0000718	CQUJHB014281	ADIR009108, ADIR009109, ADIR009106
OG0000719	CQUJHB012526	ADIR015877, ADIR015878
OG0000720	CQUJHB005139	ADIR005353
OG0000721	CQUJHB016980	ADIR015873
OG0000721	CQUJHB000723	ADIR000118
OG0000722	CQUJHB004860, CQUJHB020444, CQUJHB020326	ADIR010217, ADIR010216
OG0000723	CQUJHB002245	ADIR008414, ADIR010092
OG0000724	CQUJHB004778	ADIR004314
OG0000724	CQUJHB002720	ADIR004315
OG0000725	CQUJHB007061	ADIR007428
OG0000726	CQUJHB008017	ADIR005496, ADIR005497
OG0000727	CQUJHB010808, CQUJHB001132	ADIR000192, ADIR000191
OG0000728	CQUJHB013061	ADIR007813, ADIR009268
OG0000729	CQUJHB008823	ADIR011499, ADIR001420
OG0000730	CQUJHB001740, CQUJHB006029, CQUJHB006112, CQUJHB005834	ADIR000405
OG0000731	CQUJHB012463	ADIR003750
OG0000732	CQUJHB004825	ADIR016014, ADIR016015
OG0000733	CQUJHB013316, CQUJHB003400	ADIR007422
OG0000734	CQUJHB002601	ADIR001121, ADIR009318
OG0000735	CQUJHB008270	ADIR004318, ADIR004573
OG0000736	CQUJHB015522	ADIR007030, ADIR007029
OG0000737	CQUJHB000682, CQUJHB016772, CQUJHB005330	ADIR000955
OG0000739	CQUJHB015206	ADIR003753
OG0000740	CQUJHB008404	ADIR008992, ADIR008993
OG0000741	CQUJHB008104	ADIR009181, ADIR009178, ADIR009180
OG0000743	CQUJHB006615	ADIR010773
OG0000744	CQUJHB007312	ADIR006121
OG0000745	CQUJHB013653, CQUJHB008040	ADIR002922
OG0000746	CQUJHB002228, CQUJHB014336	ADIR008974
OG0000747	CQUJHB011434	ADIR002716
OG0000748	CQUJHB001735	ADIR010524
OG0000749	CQUJHB005550	ADIR001353, ADIR007200
OG0000750	CQUJHB005806, CQUJHB007371, CQUJHB003118	ADIR010959
OG0000751	CQUJHB002459	ADIR001188
OG0000751	CQUJHB015038	ADIR001384
OG0000752	CQUJHB016429	ADIR007588, ADIR001235
OG0000753	CQUJHB014658	ADIR003634, ADIR011231
OG0000754	CQUJHB016456, CQUJHB000029	ADIR008000
OG0000756	CQUJHB014454	ADIR009868
OG0000757	CQUJHB015557, CQUJHB020315, CQUJHB017468	ADIR005640
OG0000760	CQUJHB018132	ADIR002003
OG0000761	CQUJHB007727	ADIR004099, ADIR004098
OG0000762	CQUJHB005031	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911, ADIR008912
OG0000763	CQUJHB005520	ADIR007037
OG0000764	CQUJHB014559	ADIR006058
OG0000766	CQUJHB000126	ADIR014475, ADIR005643, ADIR005641
OG0000767	CQUJHB006962	ADIR002095
OG0000769	CQUJHB007872	ADIR010785, ADIR010786
OG0000770	CQUJHB005345	ADIR001062
OG0000771	CQUJHB002883	ADIR001419, ADIR001418
OG0000772	CQUJHB016917	ADIR007672, ADIR007673
OG0000773	CQUJHB015729	ADIR004802, ADIR004801
OG0000774	CQUJHB005729	ADIR002089
OG0000775	CQUJHB009556	ADIR004192, ADIR004194
OG0000776	CQUJHB007573	ADIR002136
OG0000776	CQUJHB001862	ADIR002137
OG0000777	CQUJHB001730	ADIR008628
OG0000779	CQUJHB000386	ADIR004267, ADIR004268, ADIR004269
OG0000786	CQUJHB006686	ADIR005558
OG0000793	CQUJHB002968	ADIR009740, ADIR009741
OG0000794	CQUJHB016266, CQUJHB016278, CQUJHB017081, CQUJHB018078, CQUJHB002820, CQUJHB001718, CQUJHB008076, CQUJHB002476	ADIR010270, ADIR010269
OG0000799	CQUJHB001573	ADIR009139
OG0000800	CQUJHB013205	ADIR006579, ADIR006580
OG0000801	CQUJHB009680	ADIR010498, ADIR010497
OG0000802	CQUJHB001349	ADIR000764
OG0000803	CQUJHB005304	ADIR015524, ADIR015531
OG0000804	CQUJHB011451, CQUJHB008424, CQUJHB014697, CQUJHB020381, CQUJHB013665, CQUJHB011528, CQUJHB016526	ADIR000727
OG0000805	CQUJHB009291	ADIR007101
OG0000806	CQUJHB011050, CQUJHB001077, CQUJHB005760, CQUJHB011077	ADIR002166
OG0000808	CQUJHB015905	ADIR010933, ADIR010932
OG0000810	CQUJHB017437	ADIR001431
OG0000811	CQUJHB007508	ADIR004618
OG0000813	CQUJHB000588	ADIR000634, ADIR000633
OG0000814	CQUJHB008496, CQUJHB002534, CQUJHB006769	ADIR009761
OG0000815	CQUJHB001854, CQUJHB008231	ADIR005227
OG0000816	CQUJHB002704, CQUJHB007050, CQUJHB011222	ADIR005442
OG0000817	CQUJHB016385	ADIR000841
OG0000820	CQUJHB016297	ADIR004370
OG0000821	CQUJHB016785	ADIR001683, ADIR001351
OG0000822	CQUJHB000969	ADIR010685
OG0000823	CQUJHB020376, CQUJHB002292	ADIR001927
OG0000825	CQUJHB012419	ADIR010416, ADIR010413
