Orthogroup	CquinquefasciatusJHB2020	AsinensisChina
OG0007747	CQUJHB018413	ASIC019562, ASIC019566
OG0007748	CQUJHB006365	ASIC014942
OG0007749	CQUJHB002794	ASIC013405
OG0007750	CQUJHB017452	ASIC021084
OG0007751	CQUJHB000377	ASIC011569
OG0007753	CQUJHB010591	ASIC017167
OG0007754	CQUJHB004323	ASIC014167
OG0007755	CQUJHB017271	ASIC002895
OG0007756	CQUJHB000774	ASIC017501
OG0007757	CQUJHB008051	ASIC005165
OG0007758	CQUJHB009706	ASIC002370
OG0007760	CQUJHB014433	ASIC003750
OG0007761	CQUJHB016944	ASIC019867
OG0007762	CQUJHB004729	ASIC002056
OG0007763	CQUJHB002099	ASIC019845
OG0007764	CQUJHB007298	ASIC008914
OG0007765	CQUJHB010059	ASIC015431
OG0007766	CQUJHB005051	ASIC009550
OG0007767	CQUJHB000332	ASIC012486
OG0007768	CQUJHB003883	ASIC010734
OG0007769	CQUJHB013813	ASIC018235
OG0007769	CQUJHB000046	ASIC018234
OG0007770	CQUJHB017476	ASIC009005
OG0007771	CQUJHB017173	ASIC009544
OG0007772	CQUJHB016931	ASIC003986
OG0007773	CQUJHB017253	ASIC010271
OG0007774	CQUJHB017238	ASIC014104
OG0007776	CQUJHB014642	ASIC015125, ASIC015122
OG0007778	CQUJHB006414	ASIC002844
OG0007781	CQUJHB017837, CQUJHB012567	ASIC011999
OG0007784	CQUJHB015863	ASIC004449
OG0007785	CQUJHB010847	ASIC020122
OG0007787	CQUJHB017693	ASIC014968
OG0007788	CQUJHB000537	ASIC005784, ASIC007351, ASIC005783
OG0007799	CQUJHB004529, CQUJHB003160	ASIC000196
OG0007802	CQUJHB016607	ASIC018100
OG0007806	CQUJHB006411	ASIC013826, ASIC013818
OG0007810	CQUJHB020312	ASIC009739, ASIC004644
OG0007812	CQUJHB011531, CQUJHB008940, CQUJHB001757	ASIC003050, ASIC002168
OG0007841	CQUJHB020272	ASIC000330
OG0007843	CQUJHB006656	ASIC010652
OG0007844	CQUJHB011624	ASIC012004
OG0007845	CQUJHB012200	ASIC019036
OG0007847	CQUJHB012838	ASIC019032
OG0007848	CQUJHB014176	ASIC021028
OG0007849	CQUJHB015946	ASIC019020
OG0007850	CQUJHB011961	ASIC021937
OG0007851	CQUJHB015811	ASIC014508
OG0007854	CQUJHB012976	ASIC014509
OG0007855	CQUJHB010665	ASIC012747
OG0007858	CQUJHB018187	ASIC009184
OG0007859	CQUJHB016378	ASIC012879
OG0007861	CQUJHB016775	ASIC019380
OG0007862	CQUJHB010634	ASIC019370
OG0007864	CQUJHB011060	ASIC012984
OG0007865	CQUJHB016684	ASIC015887
OG0007868	CQUJHB002300	ASIC019559
OG0007869	CQUJHB001116	ASIC010712
OG0007870	CQUJHB014837	ASIC016025
OG0007871	CQUJHB002939	ASIC021865
OG0007872	CQUJHB005549	ASIC010809
OG0007873	CQUJHB011890	ASIC010790
OG0007876	CQUJHB013691	ASIC000143
OG0007879	CQUJHB011552	ASIC001083
OG0007880	CQUJHB015499	ASIC008088
OG0007882	CQUJHB017565	ASIC021491
OG0007883	CQUJHB007778	ASIC021533
OG0007885	CQUJHB015762	ASIC021532
OG0007886	CQUJHB018420	ASIC013672, ASIC005072
OG0007888	CQUJHB002171	ASIC008727, ASIC008726
OG0007889	CQUJHB009198	ASIC018808
OG0007891	CQUJHB010364	ASIC018224
OG0007896	CQUJHB006015	ASIC007458
OG0007898	CQUJHB002810	ASIC021325
OG0007899	CQUJHB002270	ASIC015470
OG0007900	CQUJHB007475	ASIC013914
OG0007901	CQUJHB003563	ASIC013906
OG0007905	CQUJHB007525	ASIC002783
OG0007906	CQUJHB008965	ASIC018022
OG0007907	CQUJHB002540	ASIC001194
OG0007908	CQUJHB009521	ASIC004823
OG0007910	CQUJHB017460	ASIC017467
OG0007911	CQUJHB012730	ASIC005760
OG0007912	CQUJHB005168	ASIC016404
OG0007913	CQUJHB004246	ASIC013327
OG0007920	CQUJHB011052	ASIC012289
OG0007921	CQUJHB003655	ASIC015392
OG0007922	CQUJHB017530	ASIC015397
OG0007924	CQUJHB000742	ASIC013634
OG0007925	CQUJHB015046	ASIC014547
OG0007927	CQUJHB013819	ASIC008618
OG0007928	CQUJHB017105	ASIC008513
OG0007929	CQUJHB004630	ASIC006673
OG0007931	CQUJHB008367	ASIC010844
OG0007933	CQUJHB017739	ASIC005930
OG0007935	CQUJHB010672	ASIC020496
OG0007938	CQUJHB012800	ASIC014909
OG0007940	CQUJHB016331	ASIC007795
OG0007943	CQUJHB009373	ASIC007763
OG0007946	CQUJHB004458	ASIC007748
OG0007947	CQUJHB015422	ASIC007744
OG0007948	CQUJHB011678	ASIC012387
OG0007951	CQUJHB006859	ASIC019841
OG0007953	CQUJHB015751	ASIC019264
OG0007955	CQUJHB005156	ASIC010763
OG0007956	CQUJHB000809	ASIC007103
OG0007958	CQUJHB000657	ASIC002973
OG0007961	CQUJHB000042	ASIC010182
OG0007962	CQUJHB003926	ASIC013031
OG0007965	CQUJHB013089	ASIC004789
OG0007967	CQUJHB010781	ASIC006530
OG0007969	CQUJHB005569	ASIC006532
OG0007970	CQUJHB010494	ASIC012207
OG0007972	CQUJHB013075	ASIC013155
OG0007975	CQUJHB005786	ASIC018474
OG0007979	CQUJHB014341	ASIC006487
OG0007981	CQUJHB004606	ASIC018715
OG0007984	CQUJHB015565	ASIC015767
OG0007985	CQUJHB009159	ASIC015757
OG0007987	CQUJHB014986	ASIC016769
OG0007989	CQUJHB014411	ASIC010325
OG0007990	CQUJHB000708	ASIC016801
OG0007993	CQUJHB000009	ASIC006952
OG0007994	CQUJHB006610	ASIC006675
OG0007995	CQUJHB018008	ASIC006979
OG0007996	CQUJHB005646	ASIC006965
OG0008001	CQUJHB017041	ASIC020008
OG0008003	CQUJHB002613	ASIC011331
OG0008005	CQUJHB018382	ASIC009870
OG0008006	CQUJHB001028	ASIC005156
OG0008007	CQUJHB010467	ASIC020450
OG0008008	CQUJHB016969	ASIC016986
OG0008010	CQUJHB002826	ASIC012062
OG0008012	CQUJHB014493	ASIC006103
OG0008013	CQUJHB011025	ASIC012061
OG0008014	CQUJHB011336	ASIC006075
OG0008016	CQUJHB014625	ASIC015574
OG0008018	CQUJHB017176	ASIC000165
OG0008019	CQUJHB003317	ASIC008484
OG0008020	CQUJHB013051	ASIC018198
OG0008021	CQUJHB013757	ASIC018197
OG0008022	CQUJHB007267	ASIC020326
OG0008027	CQUJHB003591	ASIC008501
OG0008030	CQUJHB002787	ASIC002487
OG0008032	CQUJHB011100	ASIC010258
OG0008033	CQUJHB017616	ASIC004401
OG0008034	CQUJHB011240	ASIC003494
OG0008035	CQUJHB014263	ASIC021889
OG0008038	CQUJHB016731	ASIC018399
OG0008039	CQUJHB005254	ASIC018385
OG0008041	CQUJHB017484	ASIC006567
OG0008043	CQUJHB005163	ASIC006578
OG0008044	CQUJHB018423	ASIC006628
OG0008045	CQUJHB017681	ASIC006622
OG0008046	CQUJHB014012	ASIC006178
OG0008047	CQUJHB010757	ASIC019746
OG0008048	CQUJHB016666	ASIC010209
OG0008049	CQUJHB000746	ASIC010615
OG0008051	CQUJHB012570	ASIC012968
OG0008057	CQUJHB008132	ASIC020882
OG0008058	CQUJHB018463	ASIC015364
OG0008059	CQUJHB011008	ASIC015365
OG0008061	CQUJHB005809	ASIC015361
OG0008062	CQUJHB016305	ASIC005269
OG0008063	CQUJHB016961	ASIC006258
OG0008065	CQUJHB014414	ASIC009469
OG0008066	CQUJHB011270	ASIC010273
OG0008067	CQUJHB013522	ASIC021685
OG0008068	CQUJHB010851	ASIC008981
OG0008069	CQUJHB013062	ASIC006211
OG0008072	CQUJHB012826	ASIC018441
OG0008073	CQUJHB009887	ASIC018408
OG0008075	CQUJHB001502	ASIC020930
OG0008076	CQUJHB017845	ASIC012748
OG0008078	CQUJHB015035	ASIC005101
OG0008079	CQUJHB010744	ASIC018299
OG0008080	CQUJHB009767	ASIC010434
OG0008081	CQUJHB001443	ASIC001508
OG0008082	CQUJHB013696	ASIC012035
OG0008083	CQUJHB016890	ASIC012032
OG0008084	CQUJHB001315	ASIC018647
OG0008085	CQUJHB010877	ASIC017960
OG0008087	CQUJHB013782	ASIC015897
OG0008088	CQUJHB004881	ASIC007899
OG0008089	CQUJHB015648	ASIC001937
OG0008090	CQUJHB017850	ASIC014410
OG0008092	CQUJHB010801	ASIC008221
OG0008093	CQUJHB014914	ASIC005088
OG0008095	CQUJHB000109	ASIC007785
OG0008096	CQUJHB012784	ASIC017760
OG0008097	CQUJHB006238	ASIC012556
OG0008102	CQUJHB014203	ASIC003587
OG0008103	CQUJHB009882	ASIC001114
OG0008105	CQUJHB001323	ASIC022198
OG0008107	CQUJHB008794	ASIC014608
OG0008108	CQUJHB002523	ASIC014616
OG0008109	CQUJHB006620	ASIC019175
OG0008113	CQUJHB017643	ASIC003486
OG0008115	CQUJHB009108	ASIC010276
OG0008116	CQUJHB003005	ASIC008211
OG0008117	CQUJHB005725	ASIC020162
OG0008118	CQUJHB013451	ASIC020161
OG0008125	CQUJHB011061	ASIC013803
OG0008128	CQUJHB017726	ASIC019965
OG0008129	CQUJHB005970	ASIC019963
OG0008131	CQUJHB015081	ASIC016729
OG0008132	CQUJHB002909	ASIC015958
OG0008135	CQUJHB010042	ASIC005457
OG0008142	CQUJHB008032	ASIC018693
OG0008146	CQUJHB005054	ASIC019493
OG0008149	CQUJHB009977	ASIC008232
OG0008150	CQUJHB004585	ASIC010412
OG0008152	CQUJHB005617	ASIC010411
OG0008154	CQUJHB012767	ASIC016048
OG0008156	CQUJHB012015	ASIC021995
OG0008157	CQUJHB013867	ASIC015545
OG0008158	CQUJHB008993	ASIC007848
OG0008162	CQUJHB003314	ASIC011487
OG0008163	CQUJHB006846	ASIC013359
OG0008164	CQUJHB010840	ASIC013258
OG0008165	CQUJHB004411	ASIC013349
OG0008166	CQUJHB004806	ASIC008888
OG0008167	CQUJHB004958	ASIC005973
OG0008168	CQUJHB013829	ASIC015415
OG0008173	CQUJHB007034	ASIC007385
OG0008174	CQUJHB008619	ASIC006886
OG0008176	CQUJHB004058	ASIC013322
OG0008178	CQUJHB014065	ASIC020818
OG0008179	CQUJHB017249	ASIC016110
OG0008181	CQUJHB006376	ASIC019916
OG0008184	CQUJHB013773	ASIC003599
OG0008187	CQUJHB007878	ASIC011147
OG0008188	CQUJHB005660	ASIC003402
OG0008190	CQUJHB001945	ASIC001586
OG0008191	CQUJHB009177	ASIC008923
OG0008192	CQUJHB008735	ASIC016925
OG0008197	CQUJHB012720	ASIC021620
OG0008198	CQUJHB008281	ASIC017433
OG0008199	CQUJHB005719	ASIC021884
OG0008202	CQUJHB007468	ASIC021878
OG0008204	CQUJHB017433	ASIC021880
OG0008205	CQUJHB007588	ASIC003265
OG0008206	CQUJHB008992	ASIC015017
OG0008207	CQUJHB003606	ASIC016202
OG0008208	CQUJHB001366	ASIC003893
OG0008209	CQUJHB007309	ASIC017934
OG0008210	CQUJHB013583	ASIC004513
OG0008211	CQUJHB013832	ASIC008624
OG0008213	CQUJHB018204	ASIC006393
OG0008214	CQUJHB012666	ASIC006414
OG0008215	CQUJHB005945	ASIC006409
OG0008216	CQUJHB008532	ASIC007183
OG0008221	CQUJHB011362	ASIC005570
OG0008222	CQUJHB007254	ASIC004809
OG0008223	CQUJHB002768, CQUJHB017986	ASIC005567
OG0008224	CQUJHB003282	ASIC015118
OG0008226	CQUJHB012916	ASIC016834
OG0008227	CQUJHB015471	ASIC003730
OG0008228	CQUJHB012533, CQUJHB004735	ASIC003734
OG0008229	CQUJHB007261	ASIC016855
OG0008231	CQUJHB002489	ASIC003723
OG0008233	CQUJHB001113	ASIC009119
OG0008234	CQUJHB010269	ASIC002267
OG0008235	CQUJHB015584	ASIC002296
OG0008236	CQUJHB013811	ASIC002295
OG0008240	CQUJHB009906	ASIC003544
OG0008241	CQUJHB017929	ASIC013934
OG0008246	CQUJHB003447	ASIC012760
OG0008247	CQUJHB006036	ASIC021711
OG0008248	CQUJHB005011	ASIC012764
OG0008249	CQUJHB014010	ASIC021706
OG0008251	CQUJHB006328	ASIC012772
OG0008252	CQUJHB011847	ASIC013666
OG0008255	CQUJHB009828	ASIC010765
OG0008256	CQUJHB005477	ASIC019418
OG0008257	CQUJHB005123	ASIC019428
OG0008258	CQUJHB002218	ASIC011534
OG0008260	CQUJHB006096	ASIC011530
OG0008261	CQUJHB006884	ASIC009641
OG0008262	CQUJHB014553	ASIC011540
OG0008264	CQUJHB010313	ASIC012045
OG0008265	CQUJHB017443	ASIC017299
OG0008268	CQUJHB012612	ASIC014424
OG0008269	CQUJHB005911	ASIC017355
OG0008272	CQUJHB000647	ASIC005234
OG0008273	CQUJHB007610	ASIC021039
OG0008274	CQUJHB003691	ASIC009596
OG0008276	CQUJHB001069	ASIC004171
OG0008279	CQUJHB008558	ASIC004162
OG0008282	CQUJHB016435	ASIC010315
OG0008284	CQUJHB004328	ASIC010319
OG0008286	CQUJHB010942	ASIC016655
OG0008287	CQUJHB006987	ASIC003203
OG0008288	CQUJHB008234	ASIC007208
OG0008289	CQUJHB009795	ASIC000174
OG0008293	CQUJHB009748	ASIC008993
OG0008294	CQUJHB010212	ASIC004558
OG0008296	CQUJHB014542	ASIC009859
OG0008297	CQUJHB002866	ASIC020871, ASIC020874
OG0008298	CQUJHB004681	ASIC015238
OG0008299	CQUJHB004407	ASIC004852
OG0008300	CQUJHB014967	ASIC004850
OG0008301	CQUJHB008373	ASIC007047
OG0008304	CQUJHB000980	ASIC010340
OG0008308	CQUJHB005202	ASIC020623
OG0008310	CQUJHB001495	ASIC000727
OG0008311	CQUJHB009744	ASIC002546
OG0008312	CQUJHB008041	ASIC004661
OG0008314	CQUJHB000415	ASIC012673
OG0008315	CQUJHB001138	ASIC012664
OG0008317	CQUJHB015234	ASIC005140
OG0008318	CQUJHB009686	ASIC000824
OG0008320	CQUJHB006116	ASIC008382
OG0008325	CQUJHB005926	ASIC013100
OG0008326	CQUJHB013144	ASIC015318
OG0008327	CQUJHB014937	ASIC015274
OG0008328	CQUJHB004863	ASIC011435
OG0008329	CQUJHB005268	ASIC011437
OG0008331	CQUJHB004057	ASIC007417
OG0008332	CQUJHB015601	ASIC007424
OG0008334	CQUJHB008500	ASIC012909
OG0008339	CQUJHB002621	ASIC016007
OG0008342	CQUJHB017259	ASIC011469
OG0008344	CQUJHB015408	ASIC003119
OG0008345	CQUJHB014247	ASIC003115
OG0008346	CQUJHB004000	ASIC016627
OG0008347	CQUJHB009837	ASIC003121
OG0008348	CQUJHB013386	ASIC016332
OG0008349	CQUJHB014209	ASIC019995
OG0008350	CQUJHB015030	ASIC004988
OG0008351	CQUJHB017869	ASIC004981
OG0008352	CQUJHB007325	ASIC005003
OG0008354	CQUJHB004122	ASIC007563
OG0008355	CQUJHB011246	ASIC000875
OG0008358	CQUJHB012636	ASIC013413
OG0008360	CQUJHB006226	ASIC001839
OG0008361	CQUJHB014978	ASIC001843
OG0008362	CQUJHB007866	ASIC001841
OG0008366	CQUJHB004428	ASIC002679
OG0008368	CQUJHB002934	ASIC004602
OG0008369	CQUJHB002584	ASIC020148
OG0008371	CQUJHB013376	ASIC006779
OG0008372	CQUJHB013753	ASIC018013
OG0008373	CQUJHB006619	ASIC015516
OG0008374	CQUJHB016683	ASIC005052
OG0008375	CQUJHB004572	ASIC015086
OG0008376	CQUJHB001619	ASIC018550
OG0008377	CQUJHB001463	ASIC015259
OG0008379	CQUJHB001934	ASIC005780
OG0008387	CQUJHB006978	ASIC018895
OG0008392	CQUJHB013615	ASIC010852
OG0008393	CQUJHB008415	ASIC010853
OG0008395	CQUJHB007734	ASIC012626
OG0008397	CQUJHB005181	ASIC021042
OG0008398	CQUJHB002498	ASIC016911
OG0008399	CQUJHB010413	ASIC015432
OG0008401	CQUJHB001401	ASIC012348
OG0008402	CQUJHB017714	ASIC020663
OG0008403	CQUJHB000318	ASIC017596
OG0008404	CQUJHB009938	ASIC019786
OG0008406	CQUJHB009909	ASIC013317
OG0008408	CQUJHB003488	ASIC012376
OG0008411	CQUJHB008264	ASIC013936
OG0008413	CQUJHB000730	ASIC011373
OG0008415	CQUJHB001284	ASIC020849
OG0008418	CQUJHB002897	ASIC007220
OG0008420	CQUJHB013912	ASIC017137
OG0008424	CQUJHB010031	ASIC021425
OG0008426	CQUJHB001051	ASIC011231
OG0008427	CQUJHB014229	ASIC002698
OG0008430	CQUJHB014250	ASIC017786
OG0008431	CQUJHB015734	ASIC022361
OG0008432	CQUJHB017867	ASIC007156
OG0008433	CQUJHB012508	ASIC008471
OG0008434	CQUJHB016016	ASIC002455
OG0008436	CQUJHB015503	ASIC011573
OG0008437	CQUJHB010421	ASIC020795
OG0008438	CQUJHB009214	ASIC020793
OG0008439	CQUJHB004061	ASIC012974
OG0008440	CQUJHB012027	ASIC010009
OG0008441	CQUJHB013378	ASIC003914
OG0008443	CQUJHB004464	ASIC003913
OG0008444	CQUJHB015852	ASIC004675
OG0008448	CQUJHB010316	ASIC007589
OG0008449	CQUJHB001853	ASIC020305
OG0008450	CQUJHB005316	ASIC006225
OG0008451	CQUJHB003547	ASIC013268
OG0008452	CQUJHB008362	ASIC013277
OG0008454	CQUJHB004847	ASIC008320
OG0008455	CQUJHB012832	ASIC008331
OG0008456	CQUJHB000832	ASIC008326
OG0008458	CQUJHB011462, CQUJHB009089	ASIC010463
OG0008459	CQUJHB005615	ASIC015144
OG0008460	CQUJHB015218	ASIC015145
OG0008461	CQUJHB012715	ASIC011112
OG0008462	CQUJHB005826	ASIC015380
OG0008467	CQUJHB001262	ASIC009648
OG0008469	CQUJHB016182	ASIC019337
OG0008474	CQUJHB003431	ASIC016813
OG0008476	CQUJHB009378	ASIC003823
OG0008477	CQUJHB017385	ASIC003737
OG0008478	CQUJHB009633	ASIC015794
OG0008480	CQUJHB013284	ASIC016796
OG0008482	CQUJHB017146	ASIC009844
OG0008483	CQUJHB014560	ASIC013608
OG0008484	CQUJHB005039	ASIC013611
OG0008485	CQUJHB016146	ASIC018722
OG0008486	CQUJHB013697	ASIC007339
OG0008487	CQUJHB004609	ASIC011010
OG0008489	CQUJHB011881	ASIC011023
OG0008491	CQUJHB004672, CQUJHB001801	ASIC002369
OG0008492	CQUJHB011809	ASIC014552
OG0008495	CQUJHB000068	ASIC020096
OG0008496	CQUJHB001091	ASIC001364
OG0008498	CQUJHB015210	ASIC019947
OG0008499	CQUJHB011758	ASIC004972
OG0008500	CQUJHB007728	ASIC015494
OG0008502	CQUJHB002801	ASIC015491
OG0008503	CQUJHB014232	ASIC013894
OG0008504	CQUJHB011212	ASIC013895
OG0008505	CQUJHB016114	ASIC019200
OG0008507	CQUJHB014325	ASIC021400
OG0008508	CQUJHB015244	ASIC008077
OG0008511	CQUJHB000245	ASIC008250
OG0008512	CQUJHB002616	ASIC008257
OG0008514	CQUJHB015504	ASIC011175
OG0008516	CQUJHB002721	ASIC013737
OG0008517	CQUJHB007896	ASIC012248
OG0008519	CQUJHB014014	ASIC014077
OG0008522	CQUJHB004697	ASIC004337
OG0008523	CQUJHB002268	ASIC016352
OG0008524	CQUJHB015455	ASIC009413
OG0008528	CQUJHB008426	ASIC012334
OG0008529	CQUJHB007911	ASIC012335
OG0008530	CQUJHB005846	ASIC017860
OG0008532	CQUJHB015473	ASIC004222
OG0008533	CQUJHB008358	ASIC019626
OG0008534	CQUJHB010045	ASIC019628
OG0008537	CQUJHB005556	ASIC014200
OG0008538	CQUJHB017114	ASIC014208
OG0008541	CQUJHB001214	ASIC021869
OG0008542	CQUJHB013448	ASIC005197
OG0008543	CQUJHB014999	ASIC005186
OG0008544	CQUJHB005033	ASIC005992
OG0008545	CQUJHB004218	ASIC008206
OG0008547	CQUJHB017764	ASIC018135
OG0008549	CQUJHB012421	ASIC010235
OG0008550	CQUJHB003362	ASIC017917
OG0008551	CQUJHB012330	ASIC015330
OG0008553	CQUJHB012100	ASIC011843
OG0008554	CQUJHB016958	ASIC015985
OG0008555	CQUJHB014126	ASIC021944
OG0008558	CQUJHB020395	ASIC009738
OG0008559	CQUJHB015602	ASIC009884
OG0008563	CQUJHB002156	ASIC021901
OG0008564	CQUJHB005509	ASIC016910
OG0008565	CQUJHB014201	ASIC018287
OG0008566	CQUJHB009530	ASIC018891
OG0008568	CQUJHB005821	ASIC011287
OG0008569	CQUJHB017521	ASIC002286
OG0008572	CQUJHB010406	ASIC015889
OG0008573	CQUJHB004690	ASIC015895
OG0008574	CQUJHB003928	ASIC015893
OG0008576	CQUJHB007890	ASIC016967
OG0008581	CQUJHB016645	ASIC021616
OG0008582	CQUJHB011912	ASIC020859
OG0008587	CQUJHB010176	ASIC013698
OG0008588	CQUJHB008164	ASIC013704
OG0008589	CQUJHB012224	ASIC005546
OG0008590	CQUJHB008368	ASIC002559
OG0008593	CQUJHB004231	ASIC004069
OG0008597	CQUJHB009783	ASIC019696
OG0008600	CQUJHB008989	ASIC018572
OG0008601	CQUJHB014085	ASIC010751
OG0008602	CQUJHB014643	ASIC004882
OG0008603	CQUJHB001109	ASIC004311
OG0008604	CQUJHB001277	ASIC004308
OG0008605	CQUJHB004821	ASIC011594
OG0008606	CQUJHB016310	ASIC008140
OG0008607	CQUJHB000974	ASIC012040
OG0008608	CQUJHB000844	ASIC008678
OG0008609	CQUJHB006485	ASIC017235
OG0008613	CQUJHB005153	ASIC019460
OG0008614	CQUJHB001745	ASIC019440
OG0008616	CQUJHB006730	ASIC006421
OG0008617	CQUJHB004322	ASIC022101
OG0008618	CQUJHB001321	ASIC013010
OG0008619	CQUJHB014244	ASIC018917
OG0008620	CQUJHB005728	ASIC018903
OG0008625	CQUJHB018389	ASIC014954
OG0008628	CQUJHB016465	ASIC011946
OG0008629	CQUJHB006798	ASIC006034
OG0008630	CQUJHB011090	ASIC006728
OG0008633	CQUJHB011752	ASIC016716
OG0008635	CQUJHB005088	ASIC015053
OG0008636	CQUJHB000314	ASIC009299
OG0008638	CQUJHB006872	ASIC015435
OG0008639	CQUJHB013423	ASIC006175
OG0008641	CQUJHB000503	ASIC012456
OG0008642	CQUJHB015242	ASIC019893
OG0008643	CQUJHB018161	ASIC007879
OG0008644	CQUJHB013913	ASIC019891
OG0008645	CQUJHB003048	ASIC022075
OG0008646	CQUJHB004692	ASIC022064
OG0008648	CQUJHB007604	ASIC004512
OG0008649	CQUJHB011587	ASIC022115
OG0008653	CQUJHB011382	ASIC013490
OG0008654	CQUJHB016635	ASIC008488
OG0008655	CQUJHB013562	ASIC003590
OG0008656	CQUJHB010533	ASIC003593
OG0008660	CQUJHB014802	ASIC001036
OG0008661	CQUJHB016313	ASIC015085
OG0008663	CQUJHB010765	ASIC019710
OG0008664	CQUJHB017054	ASIC014103
OG0008669	CQUJHB005133	ASIC022168
OG0008670	CQUJHB006947	ASIC003799
OG0008671	CQUJHB018170	ASIC003680
OG0008672	CQUJHB006520	ASIC020688
OG0008673	CQUJHB000884	ASIC013537
OG0008674	CQUJHB008056	ASIC008461
OG0008675	CQUJHB001879	ASIC011470
OG0008676	CQUJHB001752	ASIC002142
OG0008678	CQUJHB011186	ASIC003624
OG0008679	CQUJHB017570	ASIC003632
OG0008680	CQUJHB004271	ASIC020039
OG0008681	CQUJHB016746	ASIC009402
OG0008683	CQUJHB015065	ASIC004686
OG0008687	CQUJHB015317	ASIC004106
OG0008691	CQUJHB010569	ASIC007086
OG0008692	CQUJHB006618	ASIC010289
OG0008693	CQUJHB012560	ASIC014153
OG0008695	CQUJHB011072	ASIC002641
OG0008696	CQUJHB012569	ASIC021924
OG0008697	CQUJHB014455	ASIC012711
OG0008698	CQUJHB016053	ASIC004861
OG0008700	CQUJHB008102	ASIC018015
OG0008701	CQUJHB015438	ASIC017970
OG0008704	CQUJHB014365	ASIC016641
OG0008705	CQUJHB006013	ASIC008240
OG0008706	CQUJHB009175	ASIC007805
OG0008708	CQUJHB001803	ASIC018710
OG0008709	CQUJHB013508	ASIC016719
OG0008710	CQUJHB002593	ASIC016720
OG0008711	CQUJHB014340	ASIC011271
OG0008712	CQUJHB014807	ASIC014870
OG0008713	CQUJHB013134	ASIC009258
OG0008715	CQUJHB006010	ASIC014070
OG0008717	CQUJHB004752	ASIC002139
OG0008718	CQUJHB009508	ASIC014065
OG0008719	CQUJHB000877	ASIC015503
OG0008720	CQUJHB002419	ASIC011488
OG0008722	CQUJHB015760	ASIC015228
OG0008724	CQUJHB008788	ASIC018019
OG0008725	CQUJHB013355	ASIC022345
OG0008727	CQUJHB002371	ASIC000870
OG0008728	CQUJHB013011	ASIC015441
OG0008730	CQUJHB017294	ASIC021550
OG0008731	CQUJHB016695	ASIC006251
OG0008734	CQUJHB013310	ASIC015754
OG0008736	CQUJHB003343	ASIC007398
OG0008738	CQUJHB011329	ASIC010476
OG0008745	CQUJHB001135	ASIC015130
OG0008747	CQUJHB011338	ASIC017190
OG0008748	CQUJHB011683	ASIC017870
OG0008749	CQUJHB010663	ASIC017759
OG0008750	CQUJHB001469	ASIC011745
OG0008751	CQUJHB001405	ASIC014310
OG0008753	CQUJHB000358	ASIC008075
OG0008754	CQUJHB013510	ASIC011788
OG0008755	CQUJHB014997	ASIC011723
OG0008756	CQUJHB015546	ASIC011724
OG0008757	CQUJHB017889	ASIC011727
OG0008758	CQUJHB012673	ASIC005631
OG0008760	CQUJHB008702	ASIC000396
OG0008761	CQUJHB010060	ASIC009532
OG0008762	CQUJHB001586	ASIC020432
OG0008763	CQUJHB005500	ASIC006742
OG0008768	CQUJHB011816	ASIC009177
OG0008769	CQUJHB011748	ASIC014902
OG0008771	CQUJHB007373	ASIC014922
OG0008772	CQUJHB011097	ASIC019216
OG0008775	CQUJHB014635	ASIC016853
OG0008776	CQUJHB005321	ASIC013984
OG0008782	CQUJHB007987	ASIC020497
OG0008784	CQUJHB005056	ASIC015904
OG0008785	CQUJHB016773	ASIC015048
OG0008788	CQUJHB003738	ASIC015047
OG0008790	CQUJHB018271	ASIC009804
OG0008791	CQUJHB018285	ASIC010539
OG0008792	CQUJHB017070	ASIC010542
OG0008796	CQUJHB005717	ASIC009760
OG0008802	CQUJHB017831	ASIC019222
OG0008805	CQUJHB008263	ASIC003513
OG0008806	CQUJHB017904	ASIC014250
OG0008808	CQUJHB016236	ASIC017392
OG0008809	CQUJHB018082	ASIC003816
OG0008810	CQUJHB006684	ASIC012198
OG0008811	CQUJHB005060	ASIC012155
OG0008812	CQUJHB004553	ASIC008761
OG0008813	CQUJHB014362	ASIC012154
OG0008814	CQUJHB007265	ASIC014461
OG0008817	CQUJHB011274	ASIC011803
OG0008818	CQUJHB017998	ASIC007483
OG0008819	CQUJHB005513	ASIC002594
OG0008820	CQUJHB017710	ASIC012637
OG0008824	CQUJHB012675	ASIC016931
OG0008825	CQUJHB005374	ASIC016942
OG0008828	CQUJHB014874	ASIC021388
OG0008830	CQUJHB008777	ASIC013203
OG0008832	CQUJHB014402	ASIC019540
OG0008833	CQUJHB015939	ASIC002462
OG0008834	CQUJHB013692	ASIC006052
OG0008835	CQUJHB018189	ASIC017613
OG0008839	CQUJHB012926	ASIC019535
OG0008840	CQUJHB002867	ASIC008573
OG0008843	CQUJHB007221	ASIC019958
OG0008844	CQUJHB008889	ASIC020942
OG0008845	CQUJHB001151	ASIC003530
OG0008848	CQUJHB004893	ASIC014704
OG0008849	CQUJHB004924	ASIC008359
OG0008850	CQUJHB002703	ASIC014996
OG0008851	CQUJHB013406	ASIC012044
OG0008852	CQUJHB015675	ASIC010770
OG0008853	CQUJHB018351	ASIC011584
OG0008854	CQUJHB011904	ASIC013784
OG0008856	CQUJHB008600	ASIC001571
OG0008857	CQUJHB013642	ASIC020234
OG0008859	CQUJHB001647	ASIC018613
