Orthogroup	CquinquefasciatusJHB2020	AsinensisChina
OG0007076	CQUJHB002591	ASIC011846
OG0007077	CQUJHB004926	ASIC007902
OG0007078	CQUJHB008216	ASIC016571
OG0007079	CQUJHB006603	ASIC021656
OG0007080	CQUJHB002529	ASIC010432
OG0007081	CQUJHB007399	ASIC013411
OG0007082	CQUJHB017952	ASIC004923
OG0007083	CQUJHB014648	ASIC000479
OG0007084	CQUJHB010860	ASIC004999
OG0007085	CQUJHB009251	ASIC020176
OG0007086	CQUJHB013950	ASIC017880
OG0007087	CQUJHB009589	ASIC013064
OG0007088	CQUJHB010383	ASIC019054
OG0007089	CQUJHB003607	ASIC004145
OG0007090	CQUJHB012040	ASIC019457
OG0007092	CQUJHB010585	ASIC001421
OG0007093	CQUJHB004951	ASIC018685
OG0007094	CQUJHB014319	ASIC013438
OG0007096	CQUJHB008867	ASIC019851
OG0007097	CQUJHB001025	ASIC010823
OG0007098	CQUJHB006201	ASIC018801
OG0007099	CQUJHB017548	ASIC018642
OG0007100	CQUJHB005713	ASIC020487
OG0007101	CQUJHB006889	ASIC016188
OG0007102	CQUJHB004065	ASIC003506
OG0007103	CQUJHB007466	ASIC006078
OG0007105	CQUJHB013056, CQUJHB003092	ASIC007446
OG0007106	CQUJHB010745	ASIC014834
OG0007107	CQUJHB013113	ASIC004935
OG0007108	CQUJHB014101	ASIC014553
OG0007109	CQUJHB000758	ASIC015995
OG0007110	CQUJHB013211	ASIC015192
OG0007111	CQUJHB013577	ASIC003102
OG0007112	CQUJHB005234	ASIC008631
OG0007113	CQUJHB015481	ASIC013309
OG0007114	CQUJHB015450	ASIC006637
OG0007115	CQUJHB002773	ASIC016998
OG0007116	CQUJHB002227	ASIC009154
OG0007117	CQUJHB003924	ASIC006087
OG0007118	CQUJHB011671	ASIC014980
OG0007119	CQUJHB009575	ASIC006457
OG0007120	CQUJHB007819	ASIC013009
OG0007121	CQUJHB016250	ASIC020976
OG0007122	CQUJHB015857	ASIC020980
OG0007123	CQUJHB000094	ASIC011462
OG0007124	CQUJHB014934	ASIC009398
OG0007125	CQUJHB000204	ASIC020846
OG0007126	CQUJHB011677	ASIC016022
OG0007127	CQUJHB000084	ASIC000635
OG0007128	CQUJHB004865	ASIC003881
OG0007129	CQUJHB013000	ASIC011527
OG0007130	CQUJHB004993	ASIC004559
OG0007131	CQUJHB003080	ASIC010691
OG0007132	CQUJHB002825	ASIC003435
OG0007133	CQUJHB017321	ASIC011372
OG0007134	CQUJHB001617	ASIC016724
OG0007135	CQUJHB017057	ASIC012450
OG0007136	CQUJHB000981	ASIC011011
OG0007138	CQUJHB002650	ASIC019782
OG0007139	CQUJHB013860	ASIC019942
OG0007140	CQUJHB013729	ASIC003004
OG0007141	CQUJHB006048	ASIC019697
OG0007142	CQUJHB008750	ASIC004731
OG0007143	CQUJHB015595	ASIC006619
OG0007144	CQUJHB008089	ASIC000812
OG0007145	CQUJHB009256	ASIC016200
OG0007146	CQUJHB015156	ASIC005659
OG0007147	CQUJHB002457	ASIC012235
OG0007148	CQUJHB018481	ASIC015109
OG0007149	CQUJHB016235	ASIC005964
OG0007150	CQUJHB005782	ASIC008904
OG0007151	CQUJHB003206	ASIC013887
OG0007152	CQUJHB017975	ASIC007772
OG0007153	CQUJHB000749	ASIC006636
OG0007154	CQUJHB004308	ASIC006526
OG0007155	CQUJHB017976	ASIC011564
OG0007156	CQUJHB005747	ASIC012707
OG0007157	CQUJHB018126	ASIC006865
OG0007158	CQUJHB015105	ASIC011411
OG0007159	CQUJHB010217	ASIC021211
OG0007160	CQUJHB000566	ASIC011808
OG0007161	CQUJHB016069	ASIC004124
OG0007162	CQUJHB010449	ASIC012330
OG0007163	CQUJHB004043	ASIC016036
OG0007164	CQUJHB007229	ASIC021892
OG0007165	CQUJHB017679	ASIC004905
OG0007166	CQUJHB008136	ASIC019510
OG0007167	CQUJHB006542	ASIC009895
OG0007168	CQUJHB001652	ASIC010420
OG0007169	CQUJHB007488	ASIC019142
OG0007170	CQUJHB013936	ASIC019179
OG0007171	CQUJHB010386	ASIC018294
OG0007172	CQUJHB008734	ASIC017475
OG0007173	CQUJHB009079	ASIC008742, ASIC008744
OG0007175	CQUJHB008372	ASIC002442
OG0007176	CQUJHB000208	ASIC005075
OG0007177	CQUJHB018462	ASIC018147
OG0007178	CQUJHB005043	ASIC018319
OG0007179	CQUJHB016458	ASIC003947
OG0007180	CQUJHB014884	ASIC022083
OG0007181	CQUJHB015036	ASIC005242
OG0007182	CQUJHB010285	ASIC022297
OG0007183	CQUJHB005943	ASIC018604
OG0007184	CQUJHB006651	ASIC018330
OG0007185	CQUJHB006990	ASIC006219
OG0007186	CQUJHB014581	ASIC016636
OG0007187	CQUJHB012714	ASIC010299
OG0007188	CQUJHB008603	ASIC006056
OG0007189	CQUJHB002887	ASIC014914
OG0007190	CQUJHB002627	ASIC010928
OG0007191	CQUJHB004531	ASIC021059
OG0007192	CQUJHB006963	ASIC003739
OG0007193	CQUJHB017604	ASIC021363
OG0007194	CQUJHB003353	ASIC020125
OG0007195	CQUJHB014672	ASIC005654
OG0007196	CQUJHB002349	ASIC019552
OG0007197	CQUJHB005238	ASIC015103
OG0007198	CQUJHB003947	ASIC017049
OG0007199	CQUJHB002317	ASIC019515
OG0007200	CQUJHB009229	ASIC014465
OG0007201	CQUJHB017399	ASIC013675
OG0007202	CQUJHB003069	ASIC007173
OG0007203	CQUJHB016694	ASIC003571
OG0007204	CQUJHB010231	ASIC019797
OG0007205	CQUJHB003124	ASIC008395
OG0007206	CQUJHB000802	ASIC014707
OG0007207	CQUJHB002199	ASIC010266
OG0007208	CQUJHB003713	ASIC014622
OG0007209	CQUJHB014640	ASIC010345
OG0007210	CQUJHB017918	ASIC014430
OG0007211	CQUJHB013848	ASIC016452
OG0007212	CQUJHB010524	ASIC016476
OG0007213	CQUJHB009171	ASIC021727
OG0007214	CQUJHB017203	ASIC007874
OG0007215	CQUJHB017298	ASIC021168
OG0007216	CQUJHB009541	ASIC007558
OG0007217	CQUJHB011767	ASIC009022
OG0007218	CQUJHB009982	ASIC014336
OG0007219	CQUJHB004356	ASIC006467
OG0007221	CQUJHB008533	ASIC005332
OG0007222	CQUJHB003842	ASIC019595
OG0007223	CQUJHB009536	ASIC014368
OG0007224	CQUJHB010180	ASIC007619
OG0007225	CQUJHB011295	ASIC005606
OG0007226	CQUJHB015581	ASIC012201
OG0007227	CQUJHB005090	ASIC007460
OG0007228	CQUJHB016372	ASIC011762
OG0007229	CQUJHB010087	ASIC019808
OG0007230	CQUJHB012835	ASIC011804
OG0007231	CQUJHB006756	ASIC012245
OG0007233	CQUJHB000839	ASIC013574
OG0007234	CQUJHB013501	ASIC009071
OG0007235	CQUJHB013889	ASIC020792
OG0007236	CQUJHB003131	ASIC020361
OG0007238	CQUJHB000917	ASIC012766
OG0007239	CQUJHB017496	ASIC015091
OG0007242	CQUJHB009831	ASIC002904
OG0007243	CQUJHB003084	ASIC019780
OG0007244	CQUJHB010103	ASIC002502
OG0007245	CQUJHB017709	ASIC009637
OG0007247	CQUJHB005960	ASIC020538
OG0007249	CQUJHB007651	ASIC009719
OG0007250	CQUJHB010438	ASIC017071
OG0007252	CQUJHB006239	ASIC008772
OG0007253	CQUJHB004239	ASIC021038
OG0007254	CQUJHB005913	ASIC011820
OG0007255	CQUJHB006860	ASIC016412
OG0007256	CQUJHB017671	ASIC014346, ASIC014345
OG0007257	CQUJHB001637	ASIC015675
OG0007258	CQUJHB016345	ASIC013081
OG0007259	CQUJHB018306	ASIC005681
OG0007260	CQUJHB004284	ASIC021617
OG0007261	CQUJHB015694	ASIC005757
OG0007262	CQUJHB000462	ASIC016887
OG0007263	CQUJHB010853	ASIC020308
OG0007264	CQUJHB009134	ASIC011732
OG0007265	CQUJHB010371	ASIC003344
OG0007267	CQUJHB005920	ASIC022342
OG0007268	CQUJHB004002	ASIC008481
OG0007269	CQUJHB005722	ASIC004940
OG0007270	CQUJHB018157	ASIC009828
OG0007271	CQUJHB003618, CQUJHB009775	ASIC002474
OG0007272	CQUJHB013855	ASIC018321
OG0007273	CQUJHB011841	ASIC008668
OG0007274	CQUJHB016568	ASIC009894
OG0007275	CQUJHB015195	ASIC008303
OG0007276	CQUJHB012553	ASIC018329
OG0007277	CQUJHB004206	ASIC009528
OG0007278	CQUJHB013664	ASIC019811
OG0007279	CQUJHB014008	ASIC007708
OG0007280	CQUJHB002059, CQUJHB013973	ASIC022078
OG0007281	CQUJHB008334	ASIC011064
OG0007282	CQUJHB012794	ASIC008802
OG0007283	CQUJHB015837	ASIC017633
OG0007284	CQUJHB005450	ASIC006247
OG0007285	CQUJHB008960	ASIC002567
OG0007286	CQUJHB007313	ASIC019860
OG0007287	CQUJHB012771	ASIC007647
OG0007288	CQUJHB015075	ASIC020457
OG0007290	CQUJHB016099	ASIC005758
OG0007291	CQUJHB007948	ASIC016441
OG0007292	CQUJHB011869	ASIC021397
OG0007293	CQUJHB011046	ASIC014091
OG0007294	CQUJHB007983	ASIC005205
OG0007295	CQUJHB009327	ASIC005366
OG0007296	CQUJHB012425	ASIC011914
OG0007297	CQUJHB014154	ASIC016377
OG0007298	CQUJHB018112	ASIC022178
OG0007299	CQUJHB003334	ASIC018822
OG0007301	CQUJHB008300	ASIC018939
OG0007303	CQUJHB013555	ASIC006220
OG0007304	CQUJHB012098	ASIC007389
OG0007305	CQUJHB010123	ASIC007094
OG0007306	CQUJHB003117	ASIC005532
OG0007307	CQUJHB003341	ASIC003112
OG0007308	CQUJHB000871	ASIC015481
OG0007309	CQUJHB004498	ASIC018468
OG0007310	CQUJHB014996	ASIC002547
OG0007311	CQUJHB012302	ASIC012525
OG0007312	CQUJHB012277	ASIC016374
OG0007313	CQUJHB001326	ASIC018732
OG0007314	CQUJHB016393	ASIC015455, ASIC015454
OG0007315	CQUJHB005664	ASIC007419
OG0007317	CQUJHB003934	ASIC004912
OG0007318	CQUJHB002904	ASIC009476
OG0007319	CQUJHB013152	ASIC020363
OG0007320	CQUJHB015834	ASIC014927
OG0007321	CQUJHB013517	ASIC005069
OG0007322	CQUJHB009156	ASIC015129
OG0007323	CQUJHB004227	ASIC010485
OG0007325	CQUJHB016630	ASIC016439
OG0007326	CQUJHB017276	ASIC021996
OG0007327	CQUJHB015023	ASIC005381
OG0007328	CQUJHB012146	ASIC008095
OG0007329	CQUJHB001412	ASIC007431
OG0007330	CQUJHB000991	ASIC006980
OG0007331	CQUJHB005876	ASIC001079
OG0007332	CQUJHB007684	ASIC008912
OG0007333	CQUJHB004548	ASIC010619
OG0007334	CQUJHB003743	ASIC018341
OG0007335	CQUJHB017407	ASIC016106
OG0007336	CQUJHB004138	ASIC012209
OG0007337	CQUJHB015685	ASIC017233
OG0007338	CQUJHB006175	ASIC014206
OG0007339	CQUJHB001324	ASIC020514
OG0007340	CQUJHB002927	ASIC014334
OG0007341	CQUJHB003948	ASIC010891
OG0007342	CQUJHB008706	ASIC011605
OG0007343	CQUJHB001722	ASIC004312
OG0007344	CQUJHB010828	ASIC021004
OG0007345	CQUJHB010775	ASIC020600
OG0007346	CQUJHB007386	ASIC017065
OG0007348	CQUJHB003366	ASIC019237
OG0007349	CQUJHB011291	ASIC014536
OG0007350	CQUJHB012147	ASIC009380
OG0007351	CQUJHB001790	ASIC009614
OG0007353	CQUJHB001144	ASIC002916
OG0007354	CQUJHB018103	ASIC016575
OG0007355	CQUJHB001513	ASIC005139
OG0007356	CQUJHB013897	ASIC004983
OG0007357	CQUJHB013770	ASIC013579
OG0007358	CQUJHB014366	ASIC015106
OG0007359	CQUJHB005518	ASIC005257
OG0007360	CQUJHB000687	ASIC010324
OG0007361	CQUJHB009814	ASIC002645
OG0007362	CQUJHB006305	ASIC016391
OG0007363	CQUJHB004166	ASIC006730
OG0007364	CQUJHB007657	ASIC013978
OG0007365	CQUJHB016671	ASIC003699
OG0007366	CQUJHB002796	ASIC016841
OG0007367	CQUJHB012804	ASIC005507
OG0007368	CQUJHB008259	ASIC007714
OG0007369	CQUJHB005812	ASIC021933
OG0007370	CQUJHB010454	ASIC015140
OG0007371	CQUJHB013720	ASIC008900
OG0007372	CQUJHB006212	ASIC018877
OG0007373	CQUJHB011474	ASIC010225
OG0007374	CQUJHB001059	ASIC007580
OG0007375	CQUJHB008233	ASIC002901
OG0007376	CQUJHB006554	ASIC017014
OG0007377	CQUJHB017232	ASIC013212
OG0007378	CQUJHB017545	ASIC019598
OG0007379	CQUJHB016022, CQUJHB017589	ASIC004400
OG0007380	CQUJHB009692	ASIC019268
OG0007381	CQUJHB006909	ASIC010408
OG0007382	CQUJHB007776	ASIC019617
OG0007383	CQUJHB005959	ASIC006800
OG0007384	CQUJHB014797	ASIC002920
OG0007385	CQUJHB005990	ASIC007218
OG0007386	CQUJHB007718	ASIC020446
OG0007387	CQUJHB005829	ASIC022313
OG0007388	CQUJHB008212	ASIC008017
OG0007389	CQUJHB000857	ASIC005919
OG0007390	CQUJHB011220	ASIC013780
OG0007391	CQUJHB009335	ASIC011044
OG0007393	CQUJHB016736	ASIC011327
OG0007394	CQUJHB015955	ASIC002733
OG0007395	CQUJHB015526	ASIC015521
OG0007396	CQUJHB007441	ASIC002999
OG0007397	CQUJHB007646	ASIC009705
OG0007398	CQUJHB018319	ASIC018739
OG0007399	CQUJHB003661	ASIC018149
OG0007400	CQUJHB012754	ASIC009426
OG0007401	CQUJHB006564	ASIC021621
OG0007403	CQUJHB002431	ASIC010405
OG0007404	CQUJHB013104	ASIC008186
OG0007405	CQUJHB014817	ASIC019836
OG0007406	CQUJHB001867	ASIC007746
OG0007407	CQUJHB008481	ASIC018948
OG0007408	CQUJHB018444	ASIC018322
OG0007409	CQUJHB016703	ASIC011274
OG0007410	CQUJHB014903	ASIC002017
OG0007411	CQUJHB013552	ASIC006090
OG0007412	CQUJHB016320	ASIC003211
OG0007413	CQUJHB004813	ASIC002561
OG0007414	CQUJHB004063	ASIC003722
OG0007415	CQUJHB000292	ASIC018803
OG0007416	CQUJHB017169	ASIC010079
OG0007417	CQUJHB003291	ASIC007188
OG0007418	CQUJHB003856	ASIC018980
OG0007419	CQUJHB012446	ASIC012647
OG0007420	CQUJHB014728	ASIC016803
OG0007421	CQUJHB005927	ASIC017489
OG0007422	CQUJHB004946	ASIC020041
OG0007423	CQUJHB012137	ASIC021336
OG0007425	CQUJHB001480	ASIC006801
OG0007426	CQUJHB001921	ASIC020515
OG0007428	CQUJHB003144	ASIC018608
OG0007429	CQUJHB015854	ASIC019136
OG0007430	CQUJHB008860, CQUJHB016040	ASIC007782
OG0007431	CQUJHB013330	ASIC012287
OG0007432	CQUJHB006304	ASIC005097
OG0007433	CQUJHB014754	ASIC014675
OG0007434	CQUJHB001756	ASIC014912
OG0007435	CQUJHB014130	ASIC017952
OG0007436	CQUJHB012562	ASIC021144
OG0007437	CQUJHB008524	ASIC013879
OG0007438	CQUJHB016183	ASIC018593
OG0007439	CQUJHB009248	ASIC017206
OG0007440	CQUJHB007874	ASIC016699
OG0007441	CQUJHB005115	ASIC013938
OG0007442	CQUJHB012465	ASIC014456
OG0007443	CQUJHB014178	ASIC016534
OG0007444	CQUJHB005148	ASIC007127
OG0007445	CQUJHB011156	ASIC010292
OG0007446	CQUJHB015017	ASIC019783
OG0007447	CQUJHB016272	ASIC014843
OG0007448	CQUJHB007506	ASIC011045
OG0007449	CQUJHB008336	ASIC018833
OG0007450	CQUJHB005351	ASIC005725
OG0007451	CQUJHB014255	ASIC008600
OG0007452	CQUJHB018387	ASIC015877
OG0007453	CQUJHB002062	ASIC020211
OG0007454	CQUJHB006847	ASIC010354
OG0007455	CQUJHB014783	ASIC016764
OG0007456	CQUJHB012078, CQUJHB006957	ASIC012990
OG0007457	CQUJHB002858	ASIC019699
OG0007459	CQUJHB003993	ASIC020962
OG0007460	CQUJHB008819	ASIC012011, ASIC012012
OG0007461	CQUJHB006822	ASIC012425
OG0007462	CQUJHB015538	ASIC011993, ASIC011992
OG0007463	CQUJHB009515	ASIC012771
OG0007464	CQUJHB017076	ASIC005719
OG0007465	CQUJHB018144	ASIC004213, ASIC010755
OG0007466	CQUJHB004874	ASIC006478
OG0007468	CQUJHB007679	ASIC018340
OG0007469	CQUJHB009444	ASIC019586
OG0007470	CQUJHB008870	ASIC016437
OG0007472	CQUJHB011858	ASIC005231
OG0007473	CQUJHB014948	ASIC018527
OG0007474	CQUJHB006252	ASIC000897, ASIC000898
OG0007476	CQUJHB018015	ASIC018638
OG0007477	CQUJHB004696	ASIC016033
OG0007478	CQUJHB004749	ASIC005256
OG0007479	CQUJHB002301	ASIC014953
OG0007480	CQUJHB004344	ASIC017445
OG0007482	CQUJHB016595	ASIC001456
OG0007483	CQUJHB001247	ASIC019775
OG0007484	CQUJHB016866	ASIC020829
OG0007485	CQUJHB014532	ASIC016642
OG0007486	CQUJHB013602	ASIC021604
OG0007487	CQUJHB007081	ASIC003443
OG0007489	CQUJHB017167	ASIC011942
OG0007490	CQUJHB007109	ASIC005365
OG0007491	CQUJHB016777	ASIC003742
OG0007492	CQUJHB018458	ASIC011116
OG0007493	CQUJHB011478	ASIC005229
OG0007494	CQUJHB002644	ASIC005126
OG0007496	CQUJHB013837	ASIC012205
OG0007497	CQUJHB012969	ASIC020591
OG0007498	CQUJHB002782	ASIC002447
OG0007499	CQUJHB005325	ASIC009897
OG0007500	CQUJHB014923	ASIC020602
OG0007501	CQUJHB003812, CQUJHB016658	ASIC003483
OG0007503	CQUJHB017868	ASIC014090
OG0007504	CQUJHB007296	ASIC022210
OG0007505	CQUJHB003295	ASIC011222
OG0007506	CQUJHB012407	ASIC014768
OG0007507	CQUJHB014032	ASIC001025
OG0007508	CQUJHB001748	ASIC005862
OG0007509	CQUJHB012680	ASIC013973
OG0007510	CQUJHB008645	ASIC006676
OG0007511	CQUJHB004933	ASIC007102
OG0007512	CQUJHB009849	ASIC010676
OG0007513	CQUJHB004936	ASIC003775
OG0007514	CQUJHB014599	ASIC011053
OG0007515	CQUJHB014227	ASIC019998
OG0007516	CQUJHB003079	ASIC019685
OG0007517	CQUJHB005594	ASIC000729
OG0007518	CQUJHB004590	ASIC008124
OG0007519	CQUJHB018194	ASIC006968
OG0007520	CQUJHB003071	ASIC014959
OG0007522	CQUJHB006274	ASIC003090
OG0007523	CQUJHB012392	ASIC003994
OG0007524	CQUJHB016010	ASIC018648
OG0007525	CQUJHB003877	ASIC016754
OG0007527	CQUJHB003876	ASIC003948
OG0007530	CQUJHB018297	ASIC019509
OG0007531	CQUJHB014870	ASIC009761
OG0007532	CQUJHB002685	ASIC002727
OG0007533	CQUJHB016591	ASIC000585
OG0007534	CQUJHB014756	ASIC021809
OG0007536	CQUJHB006043	ASIC018472
OG0007537	CQUJHB006901	ASIC019052
OG0007538	CQUJHB004350	ASIC007212
OG0007539	CQUJHB003575	ASIC007121
OG0007540	CQUJHB003776	ASIC009763
OG0007541	CQUJHB007107	ASIC016241
OG0007542	CQUJHB007512	ASIC006649
OG0007543	CQUJHB001834	ASIC012907
OG0007544	CQUJHB018073	ASIC016611
OG0007545	CQUJHB013864	ASIC011844
OG0007546	CQUJHB009743	ASIC022363
OG0007547	CQUJHB013803	ASIC017942
OG0007548	CQUJHB014557	ASIC005241
OG0007549	CQUJHB017873	ASIC019953
OG0007550	CQUJHB003170	ASIC008681
OG0007551	CQUJHB002515	ASIC006661
OG0007552	CQUJHB009560	ASIC021724
OG0007553	CQUJHB005369	ASIC014087
OG0007554	CQUJHB001659	ASIC017253
OG0007555	CQUJHB007717	ASIC006097
OG0007556	CQUJHB008983	ASIC003438
OG0007557	CQUJHB001969	ASIC017938
OG0007558	CQUJHB012114	ASIC010005
OG0007559	CQUJHB013646	ASIC008472
OG0007560	CQUJHB014086	ASIC011220
OG0007561	CQUJHB001673	ASIC018752
OG0007562	CQUJHB012604	ASIC018284
OG0007563	CQUJHB005000	ASIC017311
OG0007564	CQUJHB000552	ASIC014239
OG0007565	CQUJHB007837	ASIC010409
OG0007566	CQUJHB017005	ASIC006248
OG0007567	CQUJHB000697	ASIC014343
OG0007568	CQUJHB000907	ASIC016095
OG0007569	CQUJHB007763	ASIC007467
OG0007570	CQUJHB016924	ASIC011052
OG0007571	CQUJHB017119	ASIC012624
OG0007572	CQUJHB013393	ASIC010578
OG0007573	CQUJHB014122	ASIC014300
OG0007574	CQUJHB001048	ASIC012435
OG0007575	CQUJHB000821	ASIC016644, ASIC016633
OG0007576	CQUJHB010660	ASIC018987
OG0007577	CQUJHB006566	ASIC017453
OG0007578	CQUJHB010603	ASIC005762
OG0007579	CQUJHB017043	ASIC014898
OG0007580	CQUJHB003698	ASIC017393
OG0007581	CQUJHB001176	ASIC003754
OG0007583	CQUJHB014822	ASIC018020
OG0007584	CQUJHB000505	ASIC000839
OG0007585	CQUJHB013676	ASIC004853
OG0007586	CQUJHB005407	ASIC008243
OG0007587	CQUJHB018211	ASIC016775
OG0007588	CQUJHB017803	ASIC006310
OG0007589	CQUJHB018362	ASIC005162
OG0007590	CQUJHB012049	ASIC014069
OG0007591	CQUJHB013831	ASIC010884
OG0007592	CQUJHB003120	ASIC008473
OG0007593	CQUJHB016716	ASIC015110
OG0007594	CQUJHB015340	ASIC003196
OG0007595	CQUJHB006670	ASIC017236
OG0007596	CQUJHB012206	ASIC007515
OG0007597	CQUJHB003584	ASIC013319
OG0007598	CQUJHB001828	ASIC009248
OG0007599	CQUJHB015684	ASIC011953
OG0007600	CQUJHB001816	ASIC002445
OG0007601	CQUJHB005888	ASIC015080
OG0007602	CQUJHB013608	ASIC012527
OG0007603	CQUJHB007476	ASIC019031
OG0007604	CQUJHB010777	ASIC022341
OG0007605	CQUJHB008934	ASIC019387
OG0007606	CQUJHB002585	ASIC009114
OG0007607	CQUJHB013457	ASIC011641
OG0007608	CQUJHB007128	ASIC012861
OG0007609	CQUJHB000297	ASIC002549, ASIC002548
OG0007610	CQUJHB017401	ASIC007674
OG0007611	CQUJHB011800	ASIC020453
OG0007612	CQUJHB003859	ASIC005675
OG0007613	CQUJHB003133	ASIC012223
OG0007614	CQUJHB017519	ASIC017121
OG0007615	CQUJHB005044	ASIC014897
OG0007616	CQUJHB002100	ASIC016714
OG0007617	CQUJHB009847	ASIC010274
OG0007618	CQUJHB003316	ASIC014710
OG0007619	CQUJHB017742	ASIC016483
OG0007620	CQUJHB005261	ASIC012293
OG0007621	CQUJHB015138	ASIC002440
OG0007622	CQUJHB001871	ASIC018753
OG0007623	CQUJHB005259	ASIC016244
OG0007624	CQUJHB002039	ASIC011746
OG0007625	CQUJHB012225	ASIC004456
OG0007626	CQUJHB016824	ASIC004094
OG0007627	CQUJHB002294	ASIC019040
OG0007628	CQUJHB003608	ASIC018229
OG0007629	CQUJHB001288	ASIC009506
OG0007630	CQUJHB009488	ASIC006381
OG0007631	CQUJHB002853	ASIC006786
OG0007632	CQUJHB011793	ASIC008072
OG0007633	CQUJHB007365	ASIC011688
OG0007634	CQUJHB013091	ASIC018794
OG0007635	CQUJHB005872	ASIC012343
OG0007636	CQUJHB009640	ASIC020870
OG0007637	CQUJHB002101	ASIC019294
OG0007638	CQUJHB003999	ASIC014916
OG0007639	CQUJHB000778	ASIC016964
OG0007640	CQUJHB002483	ASIC008462
OG0007641	CQUJHB014606	ASIC012042
OG0007642	CQUJHB005707	ASIC011750
OG0007643	CQUJHB010577	ASIC009732
OG0007644	CQUJHB013704	ASIC018941
OG0007645	CQUJHB012869	ASIC021879
OG0007646	CQUJHB007868	ASIC014907
OG0007647	CQUJHB011021	ASIC015005
OG0007648	CQUJHB002258	ASIC009491
OG0007649	CQUJHB007835	ASIC003968
OG0007650	CQUJHB004046	ASIC002311
OG0007651	CQUJHB012670	ASIC014666
OG0007652	CQUJHB010041	ASIC019624
OG0007653	CQUJHB006865	ASIC020511
OG0007654	CQUJHB010639	ASIC007461
OG0007655	CQUJHB002204	ASIC016842
OG0007656	CQUJHB010382	ASIC004567
OG0007657	CQUJHB010642	ASIC012888
OG0007658	CQUJHB012805	ASIC015034
OG0007659	CQUJHB007788	ASIC014988, ASIC015014
OG0007660	CQUJHB015083	ASIC009107
OG0007661	CQUJHB018191	ASIC016282
OG0007662	CQUJHB006109	ASIC009635
OG0007663	CQUJHB008519	ASIC022158
OG0007664	CQUJHB001420	ASIC004648
OG0007665	CQUJHB010805	ASIC011967
OG0007666	CQUJHB015016	ASIC007267
OG0007667	CQUJHB003412	ASIC005754
OG0007668	CQUJHB011155	ASIC003017
OG0007669	CQUJHB011950	ASIC017067
OG0007670	CQUJHB016699	ASIC020943
OG0007671	CQUJHB011242	ASIC020241
OG0007675	CQUJHB007388	ASIC005070
OG0007676	CQUJHB001764	ASIC021189
OG0007677	CQUJHB017142	ASIC021218
OG0007678	CQUJHB002405	ASIC000956
OG0007679	CQUJHB001033	ASIC022287
OG0007680	CQUJHB005605	ASIC016960
OG0007681	CQUJHB016576	ASIC005163
OG0007682	CQUJHB003232	ASIC013774
OG0007683	CQUJHB015507	ASIC014926
OG0007684	CQUJHB001836	ASIC009042
OG0007685	CQUJHB015238	ASIC006261
OG0007686	CQUJHB015575	ASIC008585
OG0007687	CQUJHB010304	ASIC015132
OG0007688	CQUJHB009324	ASIC007774
OG0007689	CQUJHB003663	ASIC010562
OG0007690	CQUJHB012466	ASIC016828
OG0007691	CQUJHB016869	ASIC010278
OG0007692	CQUJHB016013	ASIC019658
OG0007693	CQUJHB008658, CQUJHB004978	ASIC014641
OG0007694	CQUJHB006230	ASIC006914
OG0007695	CQUJHB003623	ASIC007189
OG0007696	CQUJHB007136	ASIC015372
OG0007697	CQUJHB015289	ASIC020327
OG0007698	CQUJHB017307	ASIC013834
OG0007699	CQUJHB005570	ASIC020594
OG0007700	CQUJHB008563	ASIC018025
OG0007701	CQUJHB017440	ASIC007605
OG0007702	CQUJHB008252	ASIC020527
OG0007703	CQUJHB017053	ASIC007807
OG0007704	CQUJHB006588	ASIC017449
OG0007705	CQUJHB012635	ASIC020566
OG0007706	CQUJHB004204	ASIC005941
OG0007707	CQUJHB015624	ASIC011380
OG0007708	CQUJHB002353	ASIC016003
OG0007709	CQUJHB017209	ASIC011024
OG0007710	CQUJHB000582	ASIC012492
OG0007711	CQUJHB001367	ASIC005287
OG0007712	CQUJHB017872	ASIC003724
OG0007713	CQUJHB018081	ASIC015608
OG0007714	CQUJHB000901	ASIC002700
OG0007715	CQUJHB017349	ASIC004097
OG0007716	CQUJHB000041	ASIC017461
OG0007717	CQUJHB000551	ASIC012773
OG0007718	CQUJHB017111	ASIC014957
OG0007719	CQUJHB005730	ASIC019600
OG0007720	CQUJHB013125	ASIC011763
OG0007721	CQUJHB007790	ASIC018940
OG0007722	CQUJHB016709	ASIC008666
OG0007723	CQUJHB015629	ASIC016686
OG0007724	CQUJHB016298	ASIC018172
OG0007725	CQUJHB013312	ASIC007346
OG0007726	CQUJHB017821	ASIC000573
OG0007728	CQUJHB008745	ASIC009952
OG0007729	CQUJHB013785	ASIC002294
OG0007730	CQUJHB004567	ASIC012584
OG0007731	CQUJHB008029	ASIC010648
OG0007732	CQUJHB011356	ASIC013636
OG0007733	CQUJHB001888	ASIC018607
OG0007734	CQUJHB017953	ASIC021607
OG0007735	CQUJHB008139	ASIC013461
OG0007736	CQUJHB018181	ASIC004583
OG0007737	CQUJHB017471	ASIC005005
OG0007738	CQUJHB010958	ASIC015384
OG0007739	CQUJHB012258	ASIC017898
OG0007740	CQUJHB009469	ASIC005777
OG0007741	CQUJHB009701	ASIC004855
OG0007742	CQUJHB010440	ASIC006289
OG0007743	CQUJHB010746	ASIC010265
OG0007744	CQUJHB006706	ASIC011177
OG0007745	CQUJHB009352	ASIC008963
OG0007746	CQUJHB010399	ASIC004253, ASIC004254
