Orthogroup	CquinquefasciatusJHB2020	AgambiaePEST
OG0000210	CQUJHB015488, CQUJHB015097, CQUJHB007162	AGAP011432, AGAP029292, AGAP029324, AGAP029065, AGAP029748, AGAP029117, AGAP011431, AGAP029749, AGAP029750, AGAP029747, AGAP008891
OG0000217	CQUJHB018057	AGAP012963
OG0000217	CQUJHB008942	AGAP000310
OG0000217	CQUJHB006291	AGAP003365
OG0000218	CQUJHB001220	AGAP008054
OG0000219	CQUJHB004655	AGAP005907
OG0000219	CQUJHB009528, CQUJHB009252, CQUJHB018120, CQUJHB007367	AGAP000907
OG0000220	CQUJHB017724	AGAP013166
OG0000220	CQUJHB002011	AGAP013260
OG0000220	CQUJHB009710	AGAP013120
OG0000220	CQUJHB008956	AGAP002457
OG0000221	CQUJHB011640	AGAP007990
OG0000221	CQUJHB016680, CQUJHB007754	AGAP006775
OG0000222	CQUJHB015532	AGAP028196
OG0000222	CQUJHB017485, CQUJHB013750	AGAP008915
OG0000223	CQUJHB009151	AGAP001185
OG0000223	CQUJHB014766	AGAP001966
OG0000223	CQUJHB004378	AGAP013429
OG0000224	CQUJHB005624	AGAP013366, AGAP012995, AGAP029279, AGAP013463
OG0000225	CQUJHB018221	AGAP003067
OG0000225	CQUJHB016925, CQUJHB017410, CQUJHB002547, CQUJHB013654, CQUJHB010873	AGAP003066, AGAP003065
OG0000229	CQUJHB007133	AGAP003236
OG0000229	CQUJHB010008	AGAP002137, AGAP002008
OG0000230	CQUJHB018077, CQUJHB010793, CQUJHB004599, CQUJHB013294, CQUJHB000972	AGAP028050, AGAP008670, AGAP008671
OG0000231	CQUJHB015552, CQUJHB009864	AGAP006013, AGAP006012
OG0000232	CQUJHB004882	AGAP005657, AGAP012667, AGAP005660, AGAP005656
OG0000233	CQUJHB013827, CQUJHB005784	AGAP001190
OG0000233	CQUJHB017046	AGAP001199
OG0000234	CQUJHB001691	AGAP007802
OG0000234	CQUJHB001439	AGAP007808
OG0000234	CQUJHB012585	AGAP007803
OG0000235	CQUJHB006661, CQUJHB013626, CQUJHB008173, CQUJHB013536, CQUJHB015825	AGAP013372, AGAP000706, AGAP013152, AGAP012911, AGAP012124
OG0000236	CQUJHB005892, CQUJHB007626, CQUJHB015922	AGAP001202, AGAP012383
OG0000237	CQUJHB010154	AGAP003501, AGAP003500
OG0000244	CQUJHB007355	AGAP009715, AGAP009722, AGAP009717, AGAP028644, AGAP009716, AGAP009723, AGAP009711
OG0000245	CQUJHB000799	AGAP002360, AGAP002359
OG0000245	CQUJHB016506, CQUJHB007248, CQUJHB011910	AGAP013402
OG0000247	CQUJHB002713, CQUJHB017013	AGAP006146, AGAP006145
OG0000247	CQUJHB002013	AGAP006148
OG0000248	CQUJHB007060	AGAP008404
OG0000248	CQUJHB012099	AGAP028212
OG0000248	CQUJHB010965	AGAP028060
OG0000249	CQUJHB009233, CQUJHB007489, CQUJHB002025, CQUJHB001010, CQUJHB009190	AGAP004935, AGAP005326
OG0000250	CQUJHB012300	AGAP002055
OG0000250	CQUJHB006421	AGAP002058
OG0000250	CQUJHB004522	AGAP002056
OG0000251	CQUJHB008705	AGAP012697, AGAP029782, AGAP029784
OG0000251	CQUJHB017833	AGAP029623, AGAP012647, AGAP029785
OG0000252	CQUJHB005253, CQUJHB008240, CQUJHB011189, CQUJHB017858	AGAP028629
OG0000252	CQUJHB008290	AGAP011674
OG0000253	CQUJHB011918, CQUJHB003161	AGAP001648
OG0000254	CQUJHB001657	AGAP004634
OG0000254	CQUJHB009978	AGAP013293
OG0000255	CQUJHB003529	AGAP002195, AGAP002197
OG0000256	CQUJHB009160	AGAP002766
OG0000256	CQUJHB014478	AGAP002765, AGAP002767, AGAP002769
OG0000257	CQUJHB010739, CQUJHB009502, CQUJHB000584, CQUJHB000689, CQUJHB000541, CQUJHB008553, CQUJHB004547, CQUJHB014397, CQUJHB008765	AGAP008795, AGAP028220, AGAP008796
OG0000260	CQUJHB020421, CQUJHB004409, CQUJHB006012, CQUJHB011286	AGAP013416, AGAP002763, AGAP013285, AGAP013363
OG0000265	CQUJHB003184	AGAP007255, AGAP007266
OG0000265	CQUJHB006489	AGAP000253
OG0000266	CQUJHB002351	AGAP008867
OG0000266	CQUJHB011998	AGAP007794, AGAP007793
OG0000267	CQUJHB017125	AGAP004378
OG0000268	CQUJHB012623	AGAP029235, AGAP007932
OG0000268	CQUJHB010904	AGAP007933
OG0000269	CQUJHB013165, CQUJHB003189	AGAP001722
OG0000270	CQUJHB003727, CQUJHB017973, CQUJHB003318	AGAP004920, AGAP012945, AGAP011951, AGAP011952
OG0000271	CQUJHB018009	AGAP008769
OG0000271	CQUJHB011493	AGAP028056, AGAP028014
OG0000271	CQUJHB011542	AGAP028164
OG0000272	CQUJHB005415, CQUJHB017192	AGAP011698, AGAP011696
OG0000273	CQUJHB002335	AGAP001281
OG0000273	CQUJHB008927	AGAP001284
OG0000274	CQUJHB003245, CQUJHB014187, CQUJHB000081	AGAP010002, AGAP009985
OG0000274	CQUJHB007666	AGAP000094
OG0000275	CQUJHB000546, CQUJHB005342, CQUJHB010174, CQUJHB012136, CQUJHB006340, CQUJHB000241, CQUJHB013765	AGAP003083
OG0000276	CQUJHB004277, CQUJHB012726, CQUJHB008874, CQUJHB010302, CQUJHB001377, CQUJHB004937, CQUJHB013546, CQUJHB006216	AGAP012686, AGAP029761, AGAP029762
OG0000277	CQUJHB010575, CQUJHB010852, CQUJHB004755, CQUJHB010749, CQUJHB002174, CQUJHB009714, CQUJHB010492, CQUJHB016702, CQUJHB013862	AGAP001811, AGAP001812
OG0000278	CQUJHB008764, CQUJHB011798	AGAP004971, AGAP004951, AGAP004974
OG0000279	CQUJHB005102	AGAP008447
OG0000279	CQUJHB016711	AGAP008446
OG0000279	CQUJHB013635, CQUJHB001819	AGAP008449
OG0000280	CQUJHB000493	AGAP029826, AGAP029827
OG0000285	CQUJHB011294	AGAP004324
OG0000286	CQUJHB008968, CQUJHB015387	AGAP010505, AGAP010504
OG0000288	CQUJHB010147	AGAP009363, AGAP009374, AGAP029144, AGAP009375
OG0000289	CQUJHB011529, CQUJHB001666, CQUJHB017987	AGAP028096, AGAP011302
OG0000290	CQUJHB002754, CQUJHB008405	AGAP011048, AGAP011047, AGAP011046
OG0000291	CQUJHB017541	AGAP006510
OG0000291	CQUJHB015406	AGAP006271
OG0000292	CQUJHB017021	AGAP010057
OG0000292	CQUJHB008145	AGAP029713, AGAP029711, AGAP029712
OG0000293	CQUJHB008571	AGAP001006
OG0000293	CQUJHB000229, CQUJHB000928, CQUJHB011680	AGAP006991
OG0000294	CQUJHB015184	AGAP002506
OG0000294	CQUJHB009494	AGAP012451
OG0000295	CQUJHB020305, CQUJHB011786	AGAP010650, AGAP010649, AGAP010648
OG0000296	CQUJHB017172	AGAP008278, AGAP008279
OG0000297	CQUJHB004146, CQUJHB000290	AGAP000163
OG0000297	CQUJHB011318	AGAP000165
OG0000298	CQUJHB011277	AGAP005975
OG0000298	CQUJHB012628	AGAP028749
OG0000298	CQUJHB004025	AGAP028751
OG0000299	CQUJHB014668	AGAP002521
OG0000299	CQUJHB005162, CQUJHB009370	AGAP011852
OG0000300	CQUJHB009969, CQUJHB015841, CQUJHB004971, CQUJHB004484, CQUJHB012791, CQUJHB008483, CQUJHB001208, CQUJHB014241, CQUJHB018084, CQUJHB007208, CQUJHB002456, CQUJHB001900, CQUJHB010645, CQUJHB016923, CQUJHB016527, CQUJHB010855	AGAP006698
OG0000302	CQUJHB010010	AGAP007286
OG0000302	CQUJHB010685	AGAP007287
OG0000303	CQUJHB011015	AGAP002273
OG0000303	CQUJHB008617	AGAP002272
OG0000304	CQUJHB006070, CQUJHB016739	AGAP008548, AGAP028011
OG0000304	CQUJHB018002	AGAP008547
OG0000305	CQUJHB001390, CQUJHB001973	AGAP008813
OG0000306	CQUJHB007627	AGAP007964, AGAP007965, AGAP013745
OG0000317	CQUJHB020361, CQUJHB020388, CQUJHB020257, CQUJHB001753, CQUJHB020414, CQUJHB013993, CQUJHB016263	AGAP012969, AGAP004432, AGAP012872
OG0000318	CQUJHB008681	AGAP007879, AGAP007880, AGAP007881
OG0000319	CQUJHB011407	AGAP008734
OG0000319	CQUJHB013783	AGAP005794
OG0000320	CQUJHB004177, CQUJHB001759, CQUJHB015816	AGAP010731, AGAP010730
OG0000321	CQUJHB003997	AGAP028153, AGAP009056
OG0000321	CQUJHB003886	AGAP010766, AGAP010765
OG0000324	CQUJHB006140	AGAP008582, AGAP028204
OG0000324	CQUJHB006853	AGAP008584
OG0000325	CQUJHB012591	AGAP007534
OG0000325	CQUJHB002806, CQUJHB016723	AGAP013228
OG0000326	CQUJHB012353	AGAP003658
OG0000326	CQUJHB011965	AGAP001773, AGAP001774, AGAP012781
OG0000327	CQUJHB001917, CQUJHB018000, CQUJHB003068, CQUJHB018290	AGAP009949
OG0000328	CQUJHB006591	AGAP011914, AGAP011913
OG0000328	CQUJHB002346	AGAP011912
OG0000329	CQUJHB015894	AGAP029555
OG0000329	CQUJHB005779, CQUJHB010729	AGAP009460
OG0000330	CQUJHB017282	AGAP000988
OG0000330	CQUJHB004081	AGAP000987
OG0000331	CQUJHB014371, CQUJHB013844	AGAP001264
OG0000331	CQUJHB002783	AGAP013078, AGAP013443
OG0000332	CQUJHB000271, CQUJHB007528	AGAP013321, AGAP001742, AGAP002650
OG0000333	CQUJHB012787	AGAP007203
OG0000334	CQUJHB001067	AGAP009010
OG0000336	CQUJHB001118	AGAP029478
OG0000336	CQUJHB014833	AGAP006215
OG0000344	CQUJHB012075	AGAP005208
OG0000345	CQUJHB013032, CQUJHB015347, CQUJHB011799, CQUJHB002735, CQUJHB017641	AGAP010046, AGAP029395, AGAP010047
OG0000346	CQUJHB002577, CQUJHB002322, CQUJHB006754	AGAP003197, AGAP003195, AGAP001097
OG0000347	CQUJHB003802	AGAP029723
OG0000347	CQUJHB015931, CQUJHB012747, CQUJHB006813, CQUJHB004127, CQUJHB010963, CQUJHB001880, CQUJHB012374	AGAP029724
OG0000348	CQUJHB008694, CQUJHB007833, CQUJHB006199, CQUJHB014618	AGAP029288, AGAP010900, AGAP010901
OG0000350	CQUJHB008958	AGAP005613
OG0000351	CQUJHB013920	AGAP029490
OG0000351	CQUJHB012124	AGAP011561
OG0000352	CQUJHB012242, CQUJHB009117	AGAP003702
OG0000352	CQUJHB007986	AGAP003703
OG0000353	CQUJHB009056, CQUJHB008063	AGAP006016
OG0000353	CQUJHB002446	AGAP006015
OG0000354	CQUJHB002681	AGAP004115, AGAP004116
OG0000354	CQUJHB001846	AGAP001628, AGAP013268
OG0000355	CQUJHB009441	AGAP010402, AGAP013018
OG0000355	CQUJHB011420	AGAP002458
OG0000356	CQUJHB006946, CQUJHB002667	AGAP004785
OG0000356	CQUJHB000622, CQUJHB010020	AGAP013350, AGAP004200
OG0000357	CQUJHB017445	AGAP001618
OG0000357	CQUJHB006068	AGAP001619
OG0000359	CQUJHB007818, CQUJHB004465, CQUJHB013660, CQUJHB010652	AGAP004203, AGAP013109, AGAP013503
OG0000360	CQUJHB000284, CQUJHB007098	AGAP011974
OG0000360	CQUJHB000677	AGAP011975
OG0000361	CQUJHB014315, CQUJHB014950	AGAP007947
OG0000361	CQUJHB003076, CQUJHB005994, CQUJHB005593	AGAP012604, AGAP004133
OG0000362	CQUJHB013242, CQUJHB005211	AGAP009194, AGAP009195
OG0000363	CQUJHB006132	AGAP007055
OG0000363	CQUJHB010204	AGAP007054
OG0000364	CQUJHB016963, CQUJHB007057	AGAP007140, AGAP007139
OG0000365	CQUJHB010079	AGAP008684, AGAP008686
OG0000365	CQUJHB016111, CQUJHB009516	AGAP008685
OG0000366	CQUJHB010124, CQUJHB003903, CQUJHB011993, CQUJHB015491, CQUJHB013408	AGAP013192, AGAP003354
OG0000367	CQUJHB007804	AGAP005371, AGAP005370, AGAP005373, AGAP005372
OG0000368	CQUJHB005991, CQUJHB009102, CQUJHB015642	AGAP004528
OG0000369	CQUJHB002920	AGAP008563
OG0000370	CQUJHB017740	AGAP009256
OG0000370	CQUJHB001032, CQUJHB007246	AGAP001169
OG0000371	CQUJHB008710	AGAP006378
OG0000372	CQUJHB013895	AGAP029891
OG0000380	CQUJHB003039, CQUJHB020254, CQUJHB020387, CQUJHB016719	AGAP003259, AGAP012713
OG0000380	CQUJHB007276	AGAP003260
OG0000381	CQUJHB004475	AGAP029758
OG0000381	CQUJHB007369, CQUJHB016781	AGAP029757
OG0000382	CQUJHB003897	AGAP010399
OG0000382	CQUJHB002028	AGAP010398
OG0000383	CQUJHB017591	AGAP002748
OG0000383	CQUJHB009099	AGAP012252
OG0000384	CQUJHB002088, CQUJHB001148	AGAP029196, AGAP029197
OG0000386	CQUJHB015040	AGAP005985, AGAP005986, AGAP005984
OG0000387	CQUJHB006491	AGAP004912
OG0000387	CQUJHB004975	AGAP005652
OG0000388	CQUJHB009063, CQUJHB004642, CQUJHB002192	AGAP001717, AGAP013493
OG0000389	CQUJHB010871	AGAP006745
OG0000389	CQUJHB002288	AGAP006744
OG0000390	CQUJHB014001	AGAP004740
OG0000391	CQUJHB005583	AGAP002331
OG0000391	CQUJHB015832	AGAP012302
OG0000392	CQUJHB017979, CQUJHB012328, CQUJHB000942	AGAP013404, AGAP013054, AGAP002838
OG0000393	CQUJHB000678	AGAP001777
OG0000393	CQUJHB010193	AGAP012467, AGAP001775
OG0000394	CQUJHB013003	AGAP005237
OG0000394	CQUJHB002473, CQUJHB014747	AGAP005238
OG0000395	CQUJHB015252	AGAP029448
OG0000395	CQUJHB008501	AGAP000965
OG0000396	CQUJHB010706	AGAP009100
OG0000396	CQUJHB014186	AGAP009098
OG0000397	CQUJHB014890	AGAP029500
OG0000397	CQUJHB017700	AGAP029451
OG0000398	CQUJHB018445, CQUJHB012707, CQUJHB008460	AGAP005453, AGAP005454
OG0000399	CQUJHB010610, CQUJHB002697	AGAP004900
OG0000399	CQUJHB000514	AGAP006539
OG0000400	CQUJHB008299	AGAP005113
OG0000400	CQUJHB016642	AGAP006806
OG0000401	CQUJHB004404	AGAP003114
OG0000401	CQUJHB012725	AGAP011166
OG0000402	CQUJHB015843	AGAP000475, AGAP029224
OG0000403	CQUJHB004828	AGAP000653
OG0000403	CQUJHB002873	AGAP005557
OG0000404	CQUJHB014951	AGAP028613
OG0000404	CQUJHB002330	AGAP010562
OG0000405	CQUJHB012057, CQUJHB007826, CQUJHB003192, CQUJHB004662	AGAP005707, AGAP005706
OG0000406	CQUJHB016847	AGAP002615, AGAP002074, AGAP011844
OG0000407	CQUJHB009167	AGAP012111
OG0000407	CQUJHB002164	AGAP011402
OG0000408	CQUJHB008821, CQUJHB002756	AGAP005167
OG0000409	CQUJHB009131	AGAP029901, AGAP008720, AGAP008721
OG0000410	CQUJHB012516, CQUJHB011477	AGAP013194, AGAP013142
OG0000411	CQUJHB006540	AGAP001508
OG0000411	CQUJHB007335	AGAP001509
OG0000411	CQUJHB008223	AGAP001510
OG0000412	CQUJHB007660	AGAP001022
OG0000413	CQUJHB010075, CQUJHB007446, CQUJHB020332	AGAP006717, AGAP006716
OG0000414	CQUJHB013421	AGAP000689, AGAP028186, AGAP008923, AGAP008922
OG0000416	CQUJHB005337	AGAP007156
OG0000416	CQUJHB009397	AGAP005787
OG0000417	CQUJHB004451	AGAP001672
OG0000417	CQUJHB016554	AGAP010435
OG0000421	CQUJHB016620, CQUJHB006925, CQUJHB015719, CQUJHB009816, CQUJHB013246, CQUJHB012658	AGAP001989, AGAP001988
OG0000428	CQUJHB001704, CQUJHB002181, CQUJHB008857, CQUJHB016191	AGAP000226
OG0000429	CQUJHB005902	AGAP001971
OG0000429	CQUJHB006371	AGAP001970, AGAP001969, AGAP002599
OG0000430	CQUJHB003893	AGAP029419, AGAP010066
OG0000430	CQUJHB017728	AGAP012621, AGAP012622
OG0000431	CQUJHB014587	AGAP004006, AGAP004007
OG0000431	CQUJHB006065	AGAP004004
OG0000432	CQUJHB015256	AGAP012644, AGAP010004
OG0000432	CQUJHB018224	AGAP009017
OG0000433	CQUJHB018005	AGAP002460
OG0000433	CQUJHB016512	AGAP013297
OG0000434	CQUJHB004006	AGAP006275
OG0000435	CQUJHB009018	AGAP011294
OG0000436	CQUJHB004776, CQUJHB005462, CQUJHB001738, CQUJHB017395	AGAP029719
OG0000437	CQUJHB002230	AGAP002977
OG0000437	CQUJHB017705	AGAP002975
OG0000438	CQUJHB007603, CQUJHB007274, CQUJHB010807	AGAP013216, AGAP002976
OG0000439	CQUJHB003508	AGAP012585, AGAP007972
OG0000439	CQUJHB007442	AGAP007974
OG0000440	CQUJHB008712	AGAP003120, AGAP012726
OG0000441	CQUJHB008515	AGAP006406, AGAP013127
OG0000442	CQUJHB016515	AGAP010970
OG0000442	CQUJHB009960	AGAP010969
OG0000443	CQUJHB000083	AGAP003718
OG0000443	CQUJHB012897	AGAP006629
OG0000445	CQUJHB005105	AGAP029627
OG0000445	CQUJHB009271	AGAP011449
OG0000446	CQUJHB017131	AGAP006487
OG0000446	CQUJHB010200	AGAP006485
OG0000447	CQUJHB007173	AGAP008201
OG0000447	CQUJHB004421	AGAP029240
OG0000448	CQUJHB007741	AGAP007675
OG0000448	CQUJHB005150	AGAP003271
OG0000449	CQUJHB012758	AGAP000731
OG0000449	CQUJHB004303	AGAP010391
OG0000450	CQUJHB016258	AGAP009201
OG0000450	CQUJHB006704	AGAP009200
OG0000451	CQUJHB009874	AGAP000847, AGAP013457
OG0000452	CQUJHB010141, CQUJHB003251, CQUJHB013257, CQUJHB004493, CQUJHB011307	AGAP013186
OG0000453	CQUJHB010602	AGAP011247
OG0000454	CQUJHB010114	AGAP009342
OG0000455	CQUJHB001183	AGAP006770
OG0000455	CQUJHB015257	AGAP011180
OG0000456	CQUJHB007364	AGAP006019
OG0000456	CQUJHB013775	AGAP008962
OG0000457	CQUJHB015649	AGAP001659
OG0000457	CQUJHB017695	AGAP001657
OG0000458	CQUJHB005250	AGAP009246, AGAP009241, AGAP009240
OG0000459	CQUJHB020285, CQUJHB015919, CQUJHB008529, CQUJHB010276	AGAP001120
OG0000460	CQUJHB013625	AGAP002578
OG0000461	CQUJHB002251	AGAP000449
OG0000461	CQUJHB013571	AGAP000452
OG0000462	CQUJHB004472	AGAP028721
OG0000464	CQUJHB004307	AGAP029372
OG0000465	CQUJHB017090	AGAP004655
OG0000466	CQUJHB012439	AGAP011171, AGAP029870, AGAP029548
OG0000472	CQUJHB013462	AGAP008579, AGAP008580
OG0000476	CQUJHB001928, CQUJHB020328	AGAP003256
OG0000476	CQUJHB017939, CQUJHB007705, CQUJHB020343	AGAP003255
OG0000477	CQUJHB013483	AGAP013466
OG0000477	CQUJHB003518	AGAP003482
OG0000478	CQUJHB016476	AGAP009964
OG0000478	CQUJHB009586	AGAP009965
OG0000479	CQUJHB003472, CQUJHB017772	AGAP001766, AGAP001769
OG0000480	CQUJHB015374	AGAP011643, AGAP011641
OG0000481	CQUJHB000113	AGAP005612
OG0000481	CQUJHB007620, CQUJHB006420	AGAP005610
OG0000482	CQUJHB010431	AGAP009381
OG0000482	CQUJHB009602	AGAP009385
OG0000483	CQUJHB013484, CQUJHB002001, CQUJHB005117, CQUJHB002565, CQUJHB014052, CQUJHB012268, CQUJHB005236, CQUJHB003977, CQUJHB000786, CQUJHB011985, CQUJHB016572	AGAP007811
OG0000484	CQUJHB015280	AGAP010151
OG0000484	CQUJHB007616	AGAP007828
OG0000485	CQUJHB012703	AGAP008061
OG0000485	CQUJHB009246	AGAP008060
OG0000486	CQUJHB012006	AGAP011729
OG0000486	CQUJHB002625	AGAP001183
OG0000487	CQUJHB000683	AGAP008490
OG0000487	CQUJHB011221	AGAP000473
OG0000488	CQUJHB015233	AGAP028173, AGAP029973, AGAP029974
OG0000489	CQUJHB016351	AGAP000218
OG0000489	CQUJHB004674	AGAP000217
OG0000490	CQUJHB014278	AGAP012106, AGAP012081
OG0000491	CQUJHB004009	AGAP003322
OG0000491	CQUJHB002060	AGAP002652
OG0000492	CQUJHB001365	AGAP000225
OG0000492	CQUJHB003626	AGAP000228
OG0000493	CQUJHB003936, CQUJHB020409, CQUJHB013220, CQUJHB020276	AGAP002125, AGAP002126
OG0000494	CQUJHB000732	AGAP011945
OG0000494	CQUJHB003918	AGAP008898
OG0000495	CQUJHB004875	AGAP007851
OG0000495	CQUJHB008204	AGAP013726, AGAP013771
OG0000496	CQUJHB000722	AGAP029684
OG0000497	CQUJHB008176	AGAP013190
OG0000497	CQUJHB015119, CQUJHB017322	AGAP028501
OG0000498	CQUJHB018428	AGAP010973
OG0000498	CQUJHB001250	AGAP010974
OG0000499	CQUJHB015349	AGAP006782
OG0000499	CQUJHB002347	AGAP002358
OG0000500	CQUJHB011977	AGAP000399
OG0000501	CQUJHB015962, CQUJHB015865	AGAP010828, AGAP010829, AGAP010827, AGAP010826
OG0000502	CQUJHB007873	AGAP010734
OG0000503	CQUJHB000177, CQUJHB005641, CQUJHB008470, CQUJHB001030, CQUJHB013601, CQUJHB004853	AGAP028471, AGAP013020, AGAP001707
OG0000504	CQUJHB013167	AGAP001695
OG0000505	CQUJHB015118, CQUJHB008195	AGAP007073, AGAP007070, AGAP007072, AGAP007071, AGAP007074, AGAP012821
OG0000506	CQUJHB005354	AGAP006486
OG0000506	CQUJHB013163	AGAP011608
OG0000507	CQUJHB006236	AGAP008487
OG0000507	CQUJHB016153	AGAP004054
OG0000508	CQUJHB004534	AGAP006182, AGAP006181, AGAP006178
OG0000509	CQUJHB006064	AGAP006370
OG0000509	CQUJHB001100	AGAP006369
OG0000510	CQUJHB012354	AGAP000973
OG0000510	CQUJHB017274	AGAP003730, AGAP012841
OG0000511	CQUJHB008338, CQUJHB006823	AGAP006343, AGAP006342
OG0000512	CQUJHB001081	AGAP001033
OG0000514	CQUJHB010667	AGAP003578
OG0000514	CQUJHB016059	AGAP009944
OG0000515	CQUJHB007879	AGAP003487
OG0000515	CQUJHB018283	AGAP013419
OG0000516	CQUJHB001551	AGAP003586
OG0000516	CQUJHB007539	AGAP013333
OG0000517	CQUJHB000346	AGAP004263, AGAP012703, AGAP004262
OG0000518	CQUJHB004443, CQUJHB006267	AGAP007676
OG0000518	CQUJHB008592	AGAP007677
OG0000519	CQUJHB006578, CQUJHB006537, CQUJHB010625, CQUJHB016100, CQUJHB014959	AGAP006385
OG0000520	CQUJHB012809	AGAP009090
OG0000520	CQUJHB016234	AGAP009091
OG0000521	CQUJHB006650	AGAP007406
OG0000521	CQUJHB003739	AGAP003541
OG0000522	CQUJHB017648	AGAP010186
OG0000522	CQUJHB001472	AGAP010184
OG0000523	CQUJHB015431	AGAP004369
OG0000524	CQUJHB010348	AGAP005952
OG0000524	CQUJHB002248	AGAP005951
OG0000525	CQUJHB015660, CQUJHB009228, CQUJHB003915, CQUJHB010730, CQUJHB005857, CQUJHB010977, CQUJHB009055, CQUJHB011013, CQUJHB002145	AGAP007440
OG0000526	CQUJHB001197	AGAP000361
OG0000527	CQUJHB000806	AGAP004223
OG0000527	CQUJHB017204	AGAP004222
OG0000528	CQUJHB013575	AGAP006536
OG0000528	CQUJHB011302	AGAP006540
OG0000534	CQUJHB013716	AGAP008732
OG0000534	CQUJHB009525	AGAP028052
OG0000535	CQUJHB001581	AGAP007918, AGAP013758
OG0000536	CQUJHB011779	AGAP007134
OG0000537	CQUJHB007852, CQUJHB009891, CQUJHB000706, CQUJHB000501	AGAP009869
OG0000538	CQUJHB012021	AGAP013071
OG0000538	CQUJHB018149	AGAP003049
OG0000539	CQUJHB009653	AGAP003055, AGAP003054, AGAP013396, AGAP012758, AGAP003053
OG0000540	CQUJHB010329	AGAP001027
OG0000541	CQUJHB016056, CQUJHB007487	AGAP008976, AGAP007800
OG0000542	CQUJHB000586	AGAP003783
OG0000542	CQUJHB008769	AGAP003782
OG0000543	CQUJHB015339, CQUJHB009756	AGAP029776, AGAP029777
OG0000544	CQUJHB006986	AGAP009442
OG0000544	CQUJHB013252	AGAP003796
OG0000546	CQUJHB005558	AGAP000075, AGAP013356
OG0000547	CQUJHB010578	AGAP010354
OG0000547	CQUJHB018134	AGAP005899
OG0000548	CQUJHB006907, CQUJHB015796, CQUJHB011613, CQUJHB011366	AGAP000570
OG0000549	CQUJHB008172	AGAP005981, AGAP000008
OG0000550	CQUJHB000340, CQUJHB008859, CQUJHB002119	AGAP006913
OG0000551	CQUJHB011017	AGAP013146, AGAP013188, AGAP013393, AGAP013255, AGAP012745
OG0000552	CQUJHB007207, CQUJHB003339	AGAP004228
OG0000553	CQUJHB013994, CQUJHB013521	AGAP006055
OG0000554	CQUJHB008590, CQUJHB005910, CQUJHB018305, CQUJHB016306, CQUJHB015835	AGAP001184, AGAP013501
OG0000555	CQUJHB000168, CQUJHB001449, CQUJHB013217, CQUJHB013560, CQUJHB011581	AGAP004358
OG0000556	CQUJHB011411, CQUJHB016284, CQUJHB012231	AGAP008553, AGAP013224, AGAP008552, AGAP013305, AGAP001864
OG0000557	CQUJHB003953	AGAP003231, AGAP000170
OG0000558	CQUJHB003681	AGAP000787
OG0000559	CQUJHB002414	AGAP001962
OG0000559	CQUJHB007372	AGAP001961
OG0000560	CQUJHB007191	AGAP007460
OG0000560	CQUJHB009268	AGAP000546
OG0000561	CQUJHB012199	AGAP005929
OG0000562	CQUJHB010758	AGAP005035
OG0000563	CQUJHB009483	AGAP003494
OG0000563	CQUJHB011878	AGAP003493
OG0000564	CQUJHB018354	AGAP009587
OG0000564	CQUJHB015185	AGAP009588
OG0000565	CQUJHB003774	AGAP013199, AGAP000721
OG0000566	CQUJHB008862	AGAP011220
OG0000566	CQUJHB002242	AGAP011219
OG0000567	CQUJHB014368	AGAP006868
OG0000567	CQUJHB006759	AGAP006283
OG0000569	CQUJHB004253	AGAP002511
OG0000569	CQUJHB013050, CQUJHB003277	AGAP002510
OG0000570	CQUJHB007877	AGAP003302, AGAP012952, AGAP004243
OG0000571	CQUJHB014429, CQUJHB017646	AGAP004860
OG0000572	CQUJHB011402	AGAP012528, AGAP004813, AGAP012530, AGAP012531, AGAP004815, AGAP004814
OG0000573	CQUJHB006793	AGAP001028
OG0000573	CQUJHB005561	AGAP004281, AGAP029321
OG0000574	CQUJHB004478	AGAP009926, AGAP012737, AGAP009927
OG0000576	CQUJHB004961	AGAP013520
OG0000576	CQUJHB010052	AGAP013172
OG0000577	CQUJHB009005, CQUJHB008986, CQUJHB009148	AGAP013128, AGAP002862
OG0000579	CQUJHB005475	AGAP006150, AGAP007148
OG0000579	CQUJHB004194	AGAP001329
OG0000581	CQUJHB013739	AGAP005002
OG0000581	CQUJHB000355	AGAP005001
OG0000582	CQUJHB005683	AGAP029049
OG0000582	CQUJHB000285	AGAP029054
OG0000583	CQUJHB003268, CQUJHB001570	AGAP007414, AGAP007558, AGAP007557
OG0000584	CQUJHB005921	AGAP011711, AGAP011712
OG0000585	CQUJHB003909, CQUJHB007478, CQUJHB009028	AGAP005697, AGAP012903, AGAP005698
OG0000586	CQUJHB001705, CQUJHB000997	AGAP013019, AGAP004005
OG0000588	CQUJHB007747	AGAP003524
OG0000588	CQUJHB007821	AGAP003523
OG0000601	CQUJHB014712, CQUJHB002463, CQUJHB005030	AGAP011807, AGAP011806
OG0000606	CQUJHB013202, CQUJHB018414, CQUJHB014818	AGAP003350
OG0000607	CQUJHB016227	AGAP011713
OG0000607	CQUJHB017251	AGAP029298
OG0000608	CQUJHB003281	AGAP029663, AGAP029476
OG0000609	CQUJHB007902	AGAP009176
OG0000611	CQUJHB018025	AGAP007588
OG0000611	CQUJHB005363	AGAP007589
OG0000612	CQUJHB004742	AGAP007597
OG0000612	CQUJHB001942, CQUJHB014770	AGAP009318
OG0000613	CQUJHB013436	AGAP002811, AGAP002813
