Orthogroup	CquinquefasciatusJHB2020	AgambiaePEST
OG0007250	CQUJHB010438	AGAP000139
OG0007251	CQUJHB000943	AGAP013317, AGAP000933
OG0007252	CQUJHB006239	AGAP002757
OG0007253	CQUJHB004239	AGAP013320
OG0007254	CQUJHB005913	AGAP004691
OG0007255	CQUJHB006860	AGAP005797
OG0007256	CQUJHB017671	AGAP008114
OG0007257	CQUJHB001637	AGAP001674
OG0007258	CQUJHB016345	AGAP008268
OG0007259	CQUJHB018306	AGAP002877
OG0007260	CQUJHB004284	AGAP006683
OG0007261	CQUJHB015694	AGAP004210
OG0007262	CQUJHB000462	AGAP005783
OG0007263	CQUJHB010853	AGAP000929
OG0007264	CQUJHB009134	AGAP002212
OG0007265	CQUJHB010371	AGAP002906
OG0007266	CQUJHB010109	AGAP029376
OG0007267	CQUJHB005920	AGAP012175
OG0007268	CQUJHB004002	AGAP010938
OG0007269	CQUJHB005722	AGAP012341
OG0007270	CQUJHB018157	AGAP013535
OG0007271	CQUJHB003618, CQUJHB009775	AGAP010981
OG0007272	CQUJHB013855	AGAP011768
OG0007273	CQUJHB011841	AGAP009973
OG0007274	CQUJHB016568	AGAP006133
OG0007275	CQUJHB015195	AGAP001867
OG0007276	CQUJHB012553	AGAP011776
OG0007277	CQUJHB004206	AGAP000745
OG0007278	CQUJHB013664	AGAP007503
OG0007279	CQUJHB014008	AGAP000483
OG0007280	CQUJHB002059, CQUJHB013973	AGAP009763
OG0007281	CQUJHB008334	AGAP005526
OG0007282	CQUJHB012794	AGAP004056
OG0007283	CQUJHB015837	AGAP008100
OG0007284	CQUJHB005450	AGAP000466
OG0007285	CQUJHB008960	AGAP013472
OG0007286	CQUJHB007313	AGAP007541
OG0007287	CQUJHB012771	AGAP000329
OG0007288	CQUJHB015075	AGAP000532
OG0007290	CQUJHB016099	AGAP004209
OG0007291	CQUJHB007948	AGAP004954
OG0007292	CQUJHB011869	AGAP002159
OG0007293	CQUJHB011046	AGAP002826
OG0007294	CQUJHB007983	AGAP000222
OG0007295	CQUJHB009327	AGAP000506
OG0007296	CQUJHB012425	AGAP028526
OG0007297	CQUJHB014154	AGAP005812
OG0007298	CQUJHB018112	AGAP010849
OG0007299	CQUJHB003334	AGAP005565
OG0007301	CQUJHB008300	AGAP007124
OG0007302	CQUJHB010915	AGAP010518
OG0007303	CQUJHB013555	AGAP000256
OG0007304	CQUJHB012098	AGAP009424
OG0007305	CQUJHB010123	AGAP000592
OG0007306	CQUJHB003117	AGAP004323
OG0007307	CQUJHB003341	AGAP000513
OG0007308	CQUJHB000871	AGAP028522
OG0007309	CQUJHB004498	AGAP005771
OG0007310	CQUJHB014996	AGAP008660
OG0007311	CQUJHB012302	AGAP001751
OG0007312	CQUJHB012277	AGAP005815
OG0007313	CQUJHB001326	AGAP029191
OG0007314	CQUJHB016393	AGAP011487
OG0007315	CQUJHB005664	AGAP007925
OG0007316	CQUJHB016327	AGAP001258
OG0007317	CQUJHB003934	AGAP001590
OG0007318	CQUJHB002904	AGAP000685
OG0007319	CQUJHB013152	AGAP000169
OG0007320	CQUJHB015834	AGAP004827
OG0007321	CQUJHB013517	AGAP005006
OG0007322	CQUJHB009156	AGAP002328
OG0007323	CQUJHB004227	AGAP013115
OG0007325	CQUJHB016630	AGAP004955
OG0007326	CQUJHB017276	AGAP029605
OG0007327	CQUJHB015023	AGAP000783
OG0007328	CQUJHB012146	AGAP002719
OG0007329	CQUJHB001412	AGAP007919
OG0007330	CQUJHB000991	AGAP008042
OG0007331	CQUJHB005876	AGAP003556
OG0007332	CQUJHB007684	AGAP003643
OG0007333	CQUJHB004548	AGAP008301
OG0007334	CQUJHB003743	AGAP011810
OG0007335	CQUJHB017407	AGAP005217
OG0007336	CQUJHB004138	AGAP005312
OG0007337	CQUJHB015685	AGAP009780
OG0007338	CQUJHB006175	AGAP007769
OG0007339	CQUJHB001324	AGAP011635
OG0007340	CQUJHB002927	AGAP004644
OG0007341	CQUJHB003948	AGAP004660
OG0007342	CQUJHB008706	AGAP005976
OG0007343	CQUJHB001722	AGAP003772
OG0007344	CQUJHB010828	AGAP002680
OG0007345	CQUJHB010775	AGAP013122
OG0007346	CQUJHB007386	AGAP000144
OG0007348	CQUJHB003366	AGAP007157
OG0007349	CQUJHB011291	AGAP009833
OG0007350	CQUJHB012147	AGAP008575
OG0007351	CQUJHB001790	AGAP029975
OG0007352	CQUJHB001515	AGAP004513
OG0007353	CQUJHB001144	AGAP010346
OG0007354	CQUJHB018103	AGAP007084
OG0007355	CQUJHB001513	AGAP000078
OG0007356	CQUJHB013897	AGAP011743
OG0007357	CQUJHB013770	AGAP008334
OG0007358	CQUJHB014366	AGAP002335
OG0007359	CQUJHB005518	AGAP000098
OG0007360	CQUJHB000687	AGAP011522
OG0007361	CQUJHB009814	AGAP008694
OG0007362	CQUJHB006305	AGAP005806
OG0007364	CQUJHB007657	AGAP002662
OG0007365	CQUJHB016671	AGAP007648
OG0007366	CQUJHB002796	AGAP005845
OG0007367	CQUJHB012804	AGAP003457
OG0007368	CQUJHB008259	AGAP001047
OG0007369	CQUJHB005812	AGAP002600
OG0007370	CQUJHB010454	AGAP005711
OG0007371	CQUJHB013720	AGAP004029
OG0007372	CQUJHB006212	AGAP006901
OG0007373	CQUJHB011474	AGAP000555
OG0007374	CQUJHB001059	AGAP000245
OG0007375	CQUJHB008233	AGAP005425
OG0007376	CQUJHB006554	AGAP000656
OG0007377	CQUJHB017232	AGAP001402
OG0007378	CQUJHB017545	AGAP006652
OG0007379	CQUJHB016022, CQUJHB017589	AGAP001640
OG0007380	CQUJHB009692	AGAP006173
OG0007381	CQUJHB006909	AGAP004889
OG0007382	CQUJHB007776	AGAP006809
OG0007383	CQUJHB005959	AGAP000213
OG0007384	CQUJHB014797	AGAP002978
OG0007385	CQUJHB005990	AGAP029527
OG0007386	CQUJHB007718	AGAP029050
OG0007387	CQUJHB005829	AGAP010768
OG0007388	CQUJHB008212	AGAP003021
OG0007389	CQUJHB000857	AGAP009005
OG0007390	CQUJHB011220	AGAP006830
OG0007391	CQUJHB009335	AGAP007113
OG0007393	CQUJHB016736	AGAP003736
OG0007394	CQUJHB015955	AGAP013211
OG0007395	CQUJHB015526	AGAP011441
OG0007396	CQUJHB007441	AGAP006249
OG0007397	CQUJHB007646	AGAP000769
OG0007398	CQUJHB018319	AGAP006273
OG0007399	CQUJHB003661	AGAP011874
OG0007400	CQUJHB012754	AGAP002262
OG0007401	CQUJHB006564	AGAP006682
OG0007403	CQUJHB002431	AGAP004890
OG0007404	CQUJHB013104	AGAP001925
OG0007405	CQUJHB014817	AGAP007521
OG0007406	CQUJHB001867	AGAP007243
OG0007407	CQUJHB008481	AGAP029700
OG0007408	CQUJHB018444	AGAP011769
OG0007409	CQUJHB016703	AGAP004750
OG0007410	CQUJHB014903	AGAP013391
OG0007411	CQUJHB013552	AGAP028176
OG0007412	CQUJHB016320	AGAP003506
OG0007413	CQUJHB004813	AGAP004096
OG0007414	CQUJHB004063	AGAP007638
OG0007415	CQUJHB000292	AGAP005555
OG0007416	CQUJHB017169	AGAP001798
OG0007417	CQUJHB003291	AGAP009531
OG0007418	CQUJHB003856	AGAP006185
OG0007419	CQUJHB012446	AGAP013338
OG0007420	CQUJHB014728	AGAP006956
OG0007421	CQUJHB005927	AGAP011584
OG0007422	CQUJHB004946	AGAP003839
OG0007423	CQUJHB012137	AGAP007327
OG0007425	CQUJHB001480	AGAP000214
OG0007426	CQUJHB001921	AGAP011636
OG0007427	CQUJHB014416	AGAP005978
OG0007428	CQUJHB003144	AGAP005071
OG0007429	CQUJHB015854	AGAP006736
OG0007430	CQUJHB008860, CQUJHB016040	AGAP007303
OG0007431	CQUJHB013330	AGAP005179
OG0007432	CQUJHB006304	AGAP028174
OG0007434	CQUJHB001756	AGAP005118
OG0007435	CQUJHB014130	AGAP011417
OG0007436	CQUJHB012562	AGAP006969
OG0007437	CQUJHB008524	AGAP012534
OG0007438	CQUJHB016183	AGAP029668
OG0007439	CQUJHB009248	AGAP009799
OG0007440	CQUJHB007874	AGAP006142
OG0007441	CQUJHB005115	AGAP002352
OG0007442	CQUJHB012465	AGAP011101
OG0007443	CQUJHB014178	AGAP029528
OG0007444	CQUJHB005148	AGAP000306
OG0007445	CQUJHB011156	AGAP000407
OG0007446	CQUJHB015017	AGAP007479
OG0007447	CQUJHB016272	AGAP002281
OG0007448	CQUJHB007506	AGAP007114
OG0007449	CQUJHB008336	AGAP005577
OG0007450	CQUJHB005351	AGAP009958
OG0007451	CQUJHB014255	AGAP010003
OG0007452	CQUJHB018387	AGAP010358
OG0007453	CQUJHB002062	AGAP002199
OG0007454	CQUJHB006847	AGAP011296
OG0007455	CQUJHB014783	AGAP005368
OG0007457	CQUJHB002858	AGAP007389
OG0007459	CQUJHB003993	AGAP002945
OG0007460	CQUJHB008819	AGAP003510
OG0007461	CQUJHB006822	AGAP005466
OG0007462	CQUJHB015538	AGAP003519
OG0007463	CQUJHB009515	AGAP009568
OG0007464	CQUJHB017076	AGAP009664
OG0007465	CQUJHB018144	AGAP028068
OG0007466	CQUJHB004874	AGAP028088
OG0007468	CQUJHB007679	AGAP011809
OG0007469	CQUJHB009444	AGAP006825
OG0007470	CQUJHB008870	AGAP004957
OG0007471	CQUJHB015177	AGAP007081
OG0007472	CQUJHB011858	AGAP000763
OG0007473	CQUJHB014948	AGAP007052
OG0007474	CQUJHB006252	AGAP027998
OG0007475	CQUJHB007435	AGAP004373
OG0007476	CQUJHB018015	AGAP005088
OG0007477	CQUJHB004696	AGAP004923
OG0007478	CQUJHB004749	AGAP000097
OG0007479	CQUJHB002301	AGAP004801
OG0007480	CQUJHB004344	AGAP006601
OG0007481	CQUJHB013371	AGAP000472
OG0007482	CQUJHB016595	AGAP007827
OG0007483	CQUJHB001247	AGAP007474
OG0007484	CQUJHB016866	AGAP001391
OG0007485	CQUJHB014532	AGAP006350
OG0007487	CQUJHB007081	AGAP008328
OG0007488	CQUJHB000791	AGAP004871
OG0007489	CQUJHB017167	AGAP002366
OG0007490	CQUJHB007109	AGAP000512
OG0007491	CQUJHB016777	AGAP007688
OG0007492	CQUJHB018458	AGAP003413
OG0007493	CQUJHB011478	AGAP000765
OG0007494	CQUJHB002644	AGAP000074
OG0007496	CQUJHB013837	AGAP005183
OG0007497	CQUJHB012969	AGAP004348
OG0007498	CQUJHB002782	AGAP005599
OG0007499	CQUJHB005325	AGAP006625
OG0007500	CQUJHB014923	AGAP004363
OG0007501	CQUJHB003812, CQUJHB016658	AGAP000522
OG0007503	CQUJHB017868	AGAP002828
OG0007504	CQUJHB007296	AGAP010872
OG0007505	CQUJHB003295	AGAP028121
OG0007506	CQUJHB012407	AGAP011027
OG0007507	CQUJHB014032	AGAP006452
OG0007508	CQUJHB001748	AGAP009008
OG0007509	CQUJHB012680	AGAP002663
OG0007510	CQUJHB008645	AGAP009180
OG0007511	CQUJHB004933	AGAP000273
OG0007512	CQUJHB009849	AGAP008842
OG0007513	CQUJHB004936	AGAP007725
OG0007514	CQUJHB014599	AGAP005532
OG0007515	CQUJHB014227	AGAP004090
OG0007516	CQUJHB003079	AGAP007367
OG0007517	CQUJHB005594	AGAP002080
OG0007518	CQUJHB004590	AGAP029600
OG0007519	CQUJHB018194	AGAP008047
OG0007520	CQUJHB003071	AGAP004798
OG0007521	CQUJHB000880	AGAP028591
OG0007522	CQUJHB006274	AGAP005448
OG0007523	CQUJHB012392	AGAP000043
OG0007524	CQUJHB016010	AGAP004866
OG0007525	CQUJHB003877	AGAP005376
OG0007527	CQUJHB003876	AGAP007760
OG0007528	CQUJHB003354	AGAP005507
OG0007530	CQUJHB018297	AGAP006528
OG0007531	CQUJHB014870	AGAP003303
OG0007532	CQUJHB002685	AGAP004108
OG0007533	CQUJHB016591	AGAP000589
OG0007534	CQUJHB014756	AGAP004144
OG0007536	CQUJHB006043	AGAP005778
OG0007537	CQUJHB006901	AGAP006764
OG0007538	CQUJHB004350	AGAP009518
OG0007539	CQUJHB003575	AGAP000309
OG0007541	CQUJHB007107	AGAP029532
OG0007542	CQUJHB007512	AGAP009377, AGAP009365
OG0007543	CQUJHB001834	AGAP006038
OG0007544	CQUJHB018073	AGAP003183
OG0007545	CQUJHB013864	AGAP029796
OG0007546	CQUJHB009743	AGAP012190
OG0007547	CQUJHB013803	AGAP028194
OG0007548	CQUJHB014557	AGAP000943
OG0007549	CQUJHB017873	AGAP029609
OG0007550	CQUJHB003170	AGAP008817
OG0007551	CQUJHB002515	AGAP009167
OG0007552	CQUJHB009560	AGAP003159
OG0007553	CQUJHB005369	AGAP002830
OG0007554	CQUJHB001659	AGAP009645
OG0007555	CQUJHB007717	AGAP008488
OG0007556	CQUJHB008983	AGAP008324
OG0007557	CQUJHB001969	AGAP012023
OG0007558	CQUJHB012114	AGAP009282
OG0007559	CQUJHB013646	AGAP010875
OG0007560	CQUJHB014086	AGAP010432
OG0007561	CQUJHB001673	AGAP006266
OG0007562	CQUJHB012604	AGAP029616
OG0007563	CQUJHB005000	AGAP008995
OG0007564	CQUJHB000552	AGAP004653
OG0007565	CQUJHB007837	AGAP004888
OG0007566	CQUJHB017005	AGAP000467
OG0007567	CQUJHB000697	AGAP008115
OG0007568	CQUJHB000907	AGAP005226
OG0007569	CQUJHB007763	AGAP007868
OG0007570	CQUJHB016924	AGAP005533
OG0007571	CQUJHB017119	AGAP003269
OG0007572	CQUJHB013393	AGAP001287
OG0007573	CQUJHB014122	AGAP004623
OG0007574	CQUJHB001048	AGAP005471
OG0007575	CQUJHB000821	AGAP003332
OG0007576	CQUJHB010660	AGAP029656
OG0007577	CQUJHB006566	AGAP011620
OG0007578	CQUJHB010603	AGAP004284
OG0007579	CQUJHB017043	AGAP003312
OG0007580	CQUJHB003698	AGAP010160
OG0007581	CQUJHB001176	AGAP007682
OG0007583	CQUJHB014822	AGAP012369
OG0007584	CQUJHB000505	AGAP013007
OG0007585	CQUJHB013676	AGAP001710
OG0007586	CQUJHB005407	AGAP001337
OG0007587	CQUJHB018211	AGAP005356
OG0007588	CQUJHB017803	AGAP000617
OG0007589	CQUJHB018362	AGAP000249
OG0007590	CQUJHB012049	AGAP029243
OG0007591	CQUJHB013831	AGAP004664
OG0007592	CQUJHB003120	AGAP010876
OG0007593	CQUJHB016716	AGAP002333
OG0007594	CQUJHB015340	AGAP003498
OG0007595	CQUJHB006670	AGAP009775
OG0007596	CQUJHB012206	AGAP010178
OG0007597	CQUJHB003584	AGAP002931
OG0007598	CQUJHB001828	AGAP007835
OG0007599	CQUJHB015684	AGAP002367
OG0007600	CQUJHB001816	AGAP005622
OG0007601	CQUJHB005888	AGAP005953
OG0007602	CQUJHB013608	AGAP002775
OG0007603	CQUJHB007476	AGAP006073
OG0007604	CQUJHB010777	AGAP012174
OG0007605	CQUJHB008934	AGAP011119
OG0007606	CQUJHB002585	AGAP003797
OG0007607	CQUJHB013457	AGAP006022
OG0007608	CQUJHB007128	AGAP010080
OG0007609	CQUJHB000297	AGAP008661
OG0007610	CQUJHB017401	AGAP000635
OG0007611	CQUJHB011800	AGAP000533
OG0007612	CQUJHB003859	AGAP029190
OG0007613	CQUJHB003133	AGAP005101
OG0007614	CQUJHB017519	AGAP001035
OG0007615	CQUJHB005044	AGAP003311
OG0007616	CQUJHB002100	AGAP007212
OG0007617	CQUJHB009847	AGAP000445
OG0007618	CQUJHB003316	AGAP003091
OG0007619	CQUJHB017742	AGAP005019
OG0007620	CQUJHB005261	AGAP005175
OG0007621	CQUJHB015138	AGAP005617
OG0007622	CQUJHB001871	AGAP006265
OG0007623	CQUJHB005259	AGAP007999
OG0007624	CQUJHB002039	AGAP005585
OG0007625	CQUJHB012225	AGAP000219
OG0007626	CQUJHB016824	AGAP013384
OG0007627	CQUJHB002294	AGAP006083
OG0007628	CQUJHB003608	AGAP012404
OG0007629	CQUJHB001288	AGAP013084
OG0007630	CQUJHB009488	AGAP009315
OG0007631	CQUJHB002853	AGAP000955
OG0007632	CQUJHB011793	AGAP004476
OG0007633	CQUJHB007365	AGAP005995
OG0007634	CQUJHB013091	AGAP005546
OG0007635	CQUJHB005872	AGAP005153
OG0007636	CQUJHB009640	AGAP003887
OG0007637	CQUJHB002101	AGAP012256
OG0007638	CQUJHB003999	AGAP005115
OG0007639	CQUJHB000778	AGAP000011
OG0007640	CQUJHB002483	AGAP002736
OG0007641	CQUJHB014606	AGAP008939
OG0007642	CQUJHB005707	AGAP006932
OG0007643	CQUJHB010577	AGAP000727
OG0007644	CQUJHB013704	AGAP007126
OG0007645	CQUJHB012869	AGAP004553
OG0007646	CQUJHB007868	AGAP005122
OG0007647	CQUJHB011021	AGAP002112
OG0007648	CQUJHB002258	AGAP000688
OG0007649	CQUJHB007835	AGAP000737
OG0007650	CQUJHB004046	AGAP002992
OG0007651	CQUJHB012670	AGAP009827
OG0007652	CQUJHB010041	AGAP006805
OG0007653	CQUJHB006865	AGAP028628
OG0007654	CQUJHB010639	AGAP007872
OG0007655	CQUJHB002204	AGAP013292
OG0007656	CQUJHB010382	AGAP001985
OG0007657	CQUJHB010642	AGAP006031
OG0007658	CQUJHB012805	AGAP007010
OG0007659	CQUJHB007788	AGAP013041
OG0007660	CQUJHB015083	AGAP002441
OG0007661	CQUJHB018191	AGAP005727
OG0007662	CQUJHB006109	AGAP000875
OG0007663	CQUJHB008519	AGAP003038
OG0007664	CQUJHB001420	AGAP013079
OG0007665	CQUJHB010805	AGAP002391
OG0007666	CQUJHB015016	AGAP009487
OG0007667	CQUJHB003412	AGAP004213
OG0007668	CQUJHB011155	AGAP006245
OG0007669	CQUJHB011950	AGAP000143
OG0007670	CQUJHB016699	AGAP013001
OG0007671	CQUJHB011242	AGAP004419
OG0007672	CQUJHB002503	AGAP012739, AGAP004219
OG0007674	CQUJHB013652	AGAP000395
OG0007675	CQUJHB007388	AGAP008798
OG0007676	CQUJHB001764	AGAP006104
OG0007677	CQUJHB017142	AGAP005874
OG0007678	CQUJHB002405	AGAP005328
OG0007679	CQUJHB001033	AGAP010687
OG0007680	CQUJHB005605	AGAP000863
OG0007681	CQUJHB016576	AGAP000247
OG0007682	CQUJHB003232	AGAP008153
OG0007683	CQUJHB015507	AGAP004828
OG0007684	CQUJHB001836	AGAP011038
OG0007685	CQUJHB015238	AGAP000121
OG0007686	CQUJHB015575	AGAP009034
OG0007687	CQUJHB010304	AGAP012947
OG0007688	CQUJHB009324	AGAP007307
OG0007689	CQUJHB003663	AGAP002529
OG0007690	CQUJHB012466	AGAP005832
OG0007691	CQUJHB016869	AGAP000544
OG0007692	CQUJHB016013	AGAP000977
OG0007693	CQUJHB008658, CQUJHB004978	AGAP009925
OG0007694	CQUJHB006230	AGAP008080
OG0007695	CQUJHB003623	AGAP028642
OG0007696	CQUJHB007136	AGAP012161
OG0007697	CQUJHB015289	AGAP000062
OG0007698	CQUJHB017307	AGAP009291
OG0007699	CQUJHB005570	AGAP004367
OG0007700	CQUJHB008563	AGAP012365
OG0007701	CQUJHB017440	AGAP000760
OG0007702	CQUJHB008252	AGAP011640
OG0007703	CQUJHB017053	AGAP007280
OG0007704	CQUJHB006588	AGAP006605
OG0007705	CQUJHB012635	AGAP011568
OG0007706	CQUJHB004204	AGAP003112
OG0007707	CQUJHB015624	AGAP001209
OG0007708	CQUJHB002353	AGAP011331
OG0007709	CQUJHB017209	AGAP006394
OG0007710	CQUJHB000582	AGAP001491
OG0007711	CQUJHB001367	AGAP008673
OG0007712	CQUJHB017872	AGAP007573
OG0007713	CQUJHB018081	AGAP010519
OG0007714	CQUJHB000901	AGAP002168
OG0007715	CQUJHB017349	AGAP002051
OG0007716	CQUJHB000041	AGAP011590
OG0007717	CQUJHB000551	AGAP009570
OG0007718	CQUJHB017111	AGAP004799
OG0007719	CQUJHB005730	AGAP006817
OG0007720	CQUJHB013125	AGAP006941
OG0007721	CQUJHB007790	AGAP007125
OG0007722	CQUJHB016709	AGAP009975
OG0007723	CQUJHB015629	AGAP006165
OG0007724	CQUJHB016298	AGAP029760
OG0007725	CQUJHB013312	AGAP009450
OG0007726	CQUJHB017821	AGAP000039
OG0007727	CQUJHB011301	AGAP002002
OG0007728	CQUJHB008745	AGAP008634
OG0007729	CQUJHB013785	AGAP003814
OG0007730	CQUJHB004567	AGAP004112
OG0007731	CQUJHB008029	AGAP013772
OG0007732	CQUJHB011356	AGAP007985
OG0007733	CQUJHB001888	AGAP005070
OG0007734	CQUJHB017953	AGAP006699
OG0007735	CQUJHB008139	AGAP010282
OG0007736	CQUJHB018181	AGAP001979
OG0007737	CQUJHB017471	AGAP011731
OG0007738	CQUJHB010958	AGAP012246
OG0007739	CQUJHB012258	AGAP010597
OG0007740	CQUJHB009469	AGAP004288
OG0007741	CQUJHB009701	AGAP001711
OG0007742	CQUJHB010440	AGAP000893
OG0007743	CQUJHB010746	AGAP000412
OG0007744	CQUJHB006706	AGAP010436
OG0007745	CQUJHB009352	AGAP028496
OG0007746	CQUJHB010399	AGAP028484
OG0007747	CQUJHB018413	AGAP006579
OG0007748	CQUJHB006365	AGAP000886
OG0007749	CQUJHB002794	AGAP001635
OG0007750	CQUJHB017452	AGAP002456
OG0007751	CQUJHB000377	AGAP001118
OG0007752	CQUJHB014778	AGAP000957
OG0007753	CQUJHB010591	AGAP000313
OG0007754	CQUJHB004323	AGAP029905
OG0007755	CQUJHB017271	AGAP005427
OG0007756	CQUJHB000774	AGAP011605
OG0007757	CQUJHB008051	AGAP000090
OG0007758	CQUJHB009706	AGAP001348
OG0007759	CQUJHB000230	AGAP013156, AGAP029945
OG0007760	CQUJHB014433	AGAP007683
OG0007761	CQUJHB016944	AGAP007545
OG0007762	CQUJHB004729	AGAP004178
OG0007763	CQUJHB002099	AGAP007530
OG0007764	CQUJHB007298	AGAP003645
OG0007765	CQUJHB010059	AGAP012219
OG0007766	CQUJHB005051	AGAP000388
OG0007767	CQUJHB000332	AGAP001747
OG0007768	CQUJHB003883	AGAP009234
OG0007770	CQUJHB017476	AGAP001442
OG0007771	CQUJHB017173	AGAP000975
OG0007772	CQUJHB016931	AGAP000358
OG0007773	CQUJHB017253	AGAP029047
OG0007774	CQUJHB017238	AGAP003396
OG0007775	CQUJHB016179, CQUJHB015691	AGAP010783
OG0007776	CQUJHB014642	AGAP028474
OG0007778	CQUJHB006414	AGAP002234
OG0007781	CQUJHB017837, CQUJHB012567	AGAP003515
OG0007784	CQUJHB015863	AGAP013476
OG0007785	CQUJHB010847	AGAP012883, AGAP004271
OG0007786	CQUJHB003688, CQUJHB009122	AGAP013485, AGAP013299, AGAP007171, AGAP007170
OG0007787	CQUJHB017693	AGAP004790, AGAP004788
OG0007788	CQUJHB000537	AGAP009444
OG0007796	CQUJHB011455, CQUJHB001808, CQUJHB012564	AGAP003558
OG0007802	CQUJHB016607	AGAP011915
OG0007806	CQUJHB006411	AGAP029188
OG0007810	CQUJHB020312	AGAP002189, AGAP002025
OG0007812	CQUJHB011531, CQUJHB008940, CQUJHB001757	AGAP006447
OG0007838	CQUJHB009594	AGAP002923
OG0007839	CQUJHB007196	AGAP002918
OG0007840	CQUJHB015780	AGAP002742
OG0007841	CQUJHB020272	AGAP003530
OG0007842	CQUJHB008105	AGAP003154
OG0007843	CQUJHB006656	AGAP002744
OG0007844	CQUJHB011624	AGAP003512
OG0007845	CQUJHB012200	AGAP006080
OG0007847	CQUJHB012838	AGAP006074
OG0007848	CQUJHB014176	AGAP002477
OG0007849	CQUJHB015946	AGAP006071
OG0007850	CQUJHB011961	AGAP001098
OG0007851	CQUJHB015811	AGAP011708
OG0007852	CQUJHB001812	AGAP010488
OG0007853	CQUJHB003106	AGAP004710
OG0007854	CQUJHB012976	AGAP029507
OG0007855	CQUJHB010665	AGAP028621
OG0007858	CQUJHB018187	AGAP004846
OG0007859	CQUJHB016378	AGAP005683
OG0007860	CQUJHB015858	AGAP010348, AGAP012593
OG0007861	CQUJHB016775	AGAP011121
OG0007862	CQUJHB010634	AGAP012134
OG0007863	CQUJHB011258	AGAP010349
OG0007864	CQUJHB011060	AGAP005674
OG0007865	CQUJHB016684	AGAP010352
OG0007866	CQUJHB013437	AGAP012136
OG0007867	CQUJHB017738	AGAP008014
OG0007868	CQUJHB002300	AGAP006575
OG0007869	CQUJHB001116	AGAP009232
OG0007870	CQUJHB014837	AGAP008015
OG0007871	CQUJHB002939	AGAP002604
OG0007872	CQUJHB005549	AGAP009225
OG0007873	CQUJHB011890	AGAP028114
OG0007874	CQUJHB017023	AGAP012503, AGAP011041
OG0007875	CQUJHB002236	AGAP011035
OG0007876	CQUJHB013691	AGAP002098
OG0007877	CQUJHB003384	AGAP011037
OG0007878	CQUJHB004431	AGAP002087
OG0007879	CQUJHB011552	AGAP003553
OG0007880	CQUJHB015499	AGAP002724
OG0007881	CQUJHB004580	AGAP002713
OG0007882	CQUJHB017565	AGAP003205
OG0007883	CQUJHB007778	AGAP003225
OG0007884	CQUJHB004090	AGAP028523
OG0007885	CQUJHB015762	AGAP003226
OG0007886	CQUJHB018420	AGAP010821
OG0007887	CQUJHB014425	AGAP010460
OG0007888	CQUJHB002171	AGAP001604
OG0007889	CQUJHB009198	AGAP005559
OG0007890	CQUJHB013295	AGAP001763
OG0007891	CQUJHB010364	AGAP012409
OG0007892	CQUJHB002984	AGAP012389
OG0007893	CQUJHB002679	AGAP012392
OG0007894	CQUJHB017124	AGAP007914
OG0007895	CQUJHB017191	AGAP007936
OG0007896	CQUJHB006015	AGAP007875
OG0007897	CQUJHB000920	AGAP007339
OG0007898	CQUJHB002810	AGAP007338
OG0007899	CQUJHB002270	AGAP010548
OG0007900	CQUJHB007475	AGAP010401
OG0007901	CQUJHB003563	AGAP010397
OG0007902	CQUJHB007210	AGAP003919
OG0007903	CQUJHB005882	AGAP010784
OG0007904	CQUJHB012189	AGAP010926
OG0007905	CQUJHB007525	AGAP010785
OG0007906	CQUJHB008965	AGAP029323
OG0007907	CQUJHB002540	AGAP010789
OG0007908	CQUJHB009521	AGAP028143
OG0007909	CQUJHB014144	AGAP010574
OG0007910	CQUJHB017460	AGAP011583
OG0007911	CQUJHB012730	AGAP004283
OG0007912	CQUJHB005168	AGAP005801
OG0007913	CQUJHB004246	AGAP003977
OG0007917	CQUJHB012412	AGAP002671
OG0007920	CQUJHB011052	AGAP005177
OG0007921	CQUJHB003655	AGAP012239
OG0007923	CQUJHB010809	AGAP002491
OG0007924	CQUJHB000742	AGAP008338
OG0007925	CQUJHB015046	AGAP009842
OG0007927	CQUJHB013819	AGAP008651
OG0007928	CQUJHB017105	AGAP008649
OG0007929	CQUJHB004630	AGAP009177
OG0007931	CQUJHB008367	AGAP009071
OG0007932	CQUJHB002193	AGAP009072
OG0007933	CQUJHB017739	AGAP009006
OG0007934	CQUJHB002051	AGAP009695
OG0007935	CQUJHB010672	AGAP000093
OG0007936	CQUJHB007425	AGAP009699
OG0007937	CQUJHB003462	AGAP005604
OG0007938	CQUJHB012800	AGAP005120
OG0007939	CQUJHB014267	AGAP001290
OG0007940	CQUJHB016331	AGAP007326
OG0007941	CQUJHB005315	AGAP013277
OG0007942	CQUJHB000754	AGAP001301
OG0007943	CQUJHB009373	AGAP007317
OG0007944	CQUJHB017600	AGAP006990
OG0007945	CQUJHB005989	AGAP005136
OG0007946	CQUJHB004458	AGAP007242
OG0007947	CQUJHB015422	AGAP007246
OG0007948	CQUJHB011678	AGAP005887
OG0007949	CQUJHB005908	AGAP007522
OG0007950	CQUJHB018281	AGAP007397
OG0007951	CQUJHB006859	AGAP007525
OG0007953	CQUJHB015751	AGAP006170
OG0007954	CQUJHB000888	AGAP029467
OG0007955	CQUJHB005156	AGAP008884
OG0007956	CQUJHB000809	AGAP000274
OG0007957	CQUJHB014350	AGAP011565
