Orthogroup	AfunestusAfunGA1	CquinquefasciatusJHB2020
OG0002830	AFUN2_006436	CQUJHB010064
OG0002831	AFUN2_003157	CQUJHB009348
OG0002832	AFUN2_004146	CQUJHB015620
OG0002833	AFUN2_007769	CQUJHB009678
OG0002834	AFUN2_013563	CQUJHB009464
OG0002835	AFUN2_001139	CQUJHB014375
OG0002836	AFUN2_006748	CQUJHB001594
OG0002837	AFUN2_010134	CQUJHB011183
OG0002838	AFUN2_014422	CQUJHB000604
OG0002839	AFUN2_012012	CQUJHB006208
OG0002840	AFUN2_006124	CQUJHB014135
OG0002841	AFUN2_014399	CQUJHB012841
OG0002842	AFUN2_000793	CQUJHB015322
OG0002843	AFUN2_013091	CQUJHB015662
OG0002844	AFUN2_011480	CQUJHB013567
OG0002845	AFUN2_012714	CQUJHB002985
OG0002846	AFUN2_002958	CQUJHB009626, CQUJHB006435
OG0002847	AFUN2_007806	CQUJHB002149
OG0002848	AFUN2_005502	CQUJHB008228
OG0002849	AFUN2_008034	CQUJHB017635
OG0002850	AFUN2_011183	CQUJHB001958
OG0002851	AFUN2_009502	CQUJHB010908
OG0002852	AFUN2_006228	CQUJHB001574
OG0002853	AFUN2_009600	CQUJHB015414
OG0002854	AFUN2_006540	CQUJHB011629
OG0002855	AFUN2_012367	CQUJHB013354
OG0002856	AFUN2_006758	CQUJHB002888
OG0002858	AFUN2_008940	CQUJHB017353
OG0002859	AFUN2_005791, AFUN2_002737	CQUJHB011381
OG0002860	AFUN2_011939	CQUJHB005968
OG0002861	AFUN2_013237	CQUJHB003151
OG0002862	AFUN2_007888	CQUJHB014704
OG0002863	AFUN2_012968	CQUJHB000810
OG0002864	AFUN2_004357	CQUJHB006195
OG0002866	AFUN2_011680	CQUJHB005563
OG0002867	AFUN2_008642	CQUJHB008387
OG0002868	AFUN2_014395	CQUJHB008884
OG0002869	AFUN2_008301	CQUJHB005511
OG0002870	AFUN2_010472	CQUJHB003209
OG0002871	AFUN2_003474, AFUN2_010607	CQUJHB009365
OG0002872	AFUN2_003261	CQUJHB005681
OG0002873	AFUN2_007622	CQUJHB005179
OG0002874	AFUN2_011761	CQUJHB012748
OG0002875	AFUN2_008396	CQUJHB000053
OG0002876	AFUN2_004743	CQUJHB005692, CQUJHB017981
OG0002877	AFUN2_004450	CQUJHB007974
OG0002878	AFUN2_004571	CQUJHB011650
OG0002879	AFUN2_008048	CQUJHB012256
OG0002880	AFUN2_008636	CQUJHB000646
OG0002881	AFUN2_003069	CQUJHB013885
OG0002882	AFUN2_004915	CQUJHB007846
OG0002883	AFUN2_010813	CQUJHB013117, CQUJHB014017
OG0002884	AFUN2_014652	CQUJHB010592, CQUJHB015110
OG0002885	AFUN2_007004	CQUJHB011674, CQUJHB015574
OG0002886	AFUN2_011793	CQUJHB014993
OG0002887	AFUN2_009946	CQUJHB007328
OG0002888	AFUN2_014211	CQUJHB011036, CQUJHB016426
OG0002889	AFUN2_003086	CQUJHB000995
OG0002890	AFUN2_014300	CQUJHB006624
OG0002891	AFUN2_003793	CQUJHB004524
OG0002892	AFUN2_012630	CQUJHB010365
OG0002893	AFUN2_003384	CQUJHB015973
OG0002894	AFUN2_012295	CQUJHB002141, CQUJHB010241
OG0002895	AFUN2_004208	CQUJHB000993
OG0002896	AFUN2_014305	CQUJHB006791
OG0002897	AFUN2_004376	CQUJHB012160
OG0002898	AFUN2_012532	CQUJHB002872
OG0002899	AFUN2_003159	CQUJHB000108
OG0002900	AFUN2_003966	CQUJHB008071
OG0002901	AFUN2_011814	CQUJHB001609
OG0002902	AFUN2_002783	CQUJHB012744
OG0002903	AFUN2_011563	CQUJHB000664
OG0002904	AFUN2_009344	CQUJHB000307
OG0002905	AFUN2_007510	CQUJHB013499
OG0002906	AFUN2_010930	CQUJHB007768
OG0002907	AFUN2_001670	CQUJHB003127
OG0002908	AFUN2_013629	CQUJHB003526
OG0002909	AFUN2_012244	CQUJHB001264, CQUJHB000990, CQUJHB011590
OG0002910	AFUN2_008535	CQUJHB004741
OG0002911	AFUN2_007920	CQUJHB018341, CQUJHB014907
OG0002912	AFUN2_001581	CQUJHB011275
OG0002913	AFUN2_002172	CQUJHB004289
OG0002914	AFUN2_011524, AFUN2_009565	CQUJHB002143
OG0002915	AFUN2_008376	CQUJHB006179
OG0002916	AFUN2_011337	CQUJHB011848
OG0002917	AFUN2_006707	CQUJHB018379
OG0002919	AFUN2_002512, AFUN2_009624	CQUJHB013053
OG0002920	AFUN2_009002	CQUJHB013598
OG0002921	AFUN2_007538	CQUJHB010426
OG0002922	AFUN2_007883	CQUJHB000913
OG0002923	AFUN2_009827	CQUJHB017522, CQUJHB015544
OG0002924	AFUN2_010766	CQUJHB002430
OG0002925	AFUN2_008200	CQUJHB015219
OG0002926	AFUN2_008375	CQUJHB012973
OG0002927	AFUN2_010818	CQUJHB003550
OG0002928	AFUN2_002269	CQUJHB017127
OG0002929	AFUN2_014375	CQUJHB001946
OG0002930	AFUN2_008706	CQUJHB004771, CQUJHB010696
OG0002931	AFUN2_003676	CQUJHB013263
OG0002932	AFUN2_001594	CQUJHB003872
OG0002933	AFUN2_003995	CQUJHB010767
OG0002934	AFUN2_004661	CQUJHB006944
OG0002935	AFUN2_001669	CQUJHB014768
OG0002936	AFUN2_009481	CQUJHB014360
OG0002937	AFUN2_002668	CQUJHB005507, CQUJHB015281
OG0002938	AFUN2_006811	CQUJHB010366
OG0002939	AFUN2_004827	CQUJHB014061
OG0002941	AFUN2_001101	CQUJHB017961
OG0002942	AFUN2_009453	CQUJHB017386
OG0002943	AFUN2_005723	CQUJHB011264
OG0002944	AFUN2_000507	CQUJHB002586, CQUJHB018121
OG0002945	AFUN2_008479	CQUJHB005838
OG0002946	AFUN2_012415	CQUJHB003648, CQUJHB005344
OG0002947	AFUN2_006379	CQUJHB006102
OG0002948	AFUN2_004083	CQUJHB014507
OG0002949	AFUN2_005544	CQUJHB001765
OG0002950	AFUN2_001456	CQUJHB003604
OG0002951	AFUN2_000771	CQUJHB015745
OG0002952	AFUN2_001936	CQUJHB007677
OG0002953	AFUN2_005441	CQUJHB006997
OG0002954	AFUN2_014621	CQUJHB008098
OG0002955	AFUN2_013982	CQUJHB017802
OG0002956	AFUN2_014038	CQUJHB004884
OG0002957	AFUN2_013531, AFUN2_003410, AFUN2_005246, AFUN2_001659	CQUJHB004348
OG0002958	AFUN2_013287	CQUJHB003744
OG0002959	AFUN2_014754	CQUJHB014528
OG0002960	AFUN2_008333	CQUJHB018348
OG0002961	AFUN2_008283	CQUJHB011372
OG0002962	AFUN2_012065	CQUJHB003588
OG0002963	AFUN2_014581	CQUJHB017503
OG0002964	AFUN2_010401	CQUJHB000498
OG0002965	AFUN2_007469	CQUJHB015756
OG0002966	AFUN2_011516	CQUJHB006197
OG0002967	AFUN2_008451	CQUJHB005627
OG0002968	AFUN2_000396	CQUJHB002581
OG0002969	AFUN2_001891	CQUJHB002490, CQUJHB002851
OG0002970	AFUN2_000458	CQUJHB015165, CQUJHB015125
OG0002971	AFUN2_011145	CQUJHB009592
OG0002972	AFUN2_010371	CQUJHB010523
OG0002973	AFUN2_009023	CQUJHB010158
OG0002974	AFUN2_004012	CQUJHB004011
OG0002975	AFUN2_012127	CQUJHB005232
OG0002976	AFUN2_009904	CQUJHB009657
OG0002977	AFUN2_005509	CQUJHB015572
OG0002978	AFUN2_003312	CQUJHB006347
OG0002979	AFUN2_014413	CQUJHB011612
OG0002980	AFUN2_014680	CQUJHB000504
OG0002981	AFUN2_004777	CQUJHB015412
OG0002982	AFUN2_013621	CQUJHB002929, CQUJHB012228
OG0002983	AFUN2_009107	CQUJHB007199
OG0002984	AFUN2_011642	CQUJHB016832
OG0002985	AFUN2_014599	CQUJHB003718
OG0002986	AFUN2_000517	CQUJHB003552
OG0002987	AFUN2_013588	CQUJHB000494
OG0002988	AFUN2_009506	CQUJHB010053
OG0002989	AFUN2_004761	CQUJHB001911
OG0002990	AFUN2_001668	CQUJHB016993
OG0002991	AFUN2_011351	CQUJHB005004
OG0002992	AFUN2_002780	CQUJHB011956, CQUJHB016419
OG0002994	AFUN2_013126	CQUJHB004870
OG0002995	AFUN2_002530	CQUJHB013641, CQUJHB002046
OG0002996	AFUN2_005332	CQUJHB016032
OG0002997	AFUN2_000828	CQUJHB001058
OG0002998	AFUN2_004988	CQUJHB009479
OG0002999	AFUN2_009711	CQUJHB000258
OG0003000	AFUN2_008337	CQUJHB004097
OG0003001	AFUN2_008165	CQUJHB017995
OG0003002	AFUN2_006429	CQUJHB008549
OG0003003	AFUN2_010210	CQUJHB000601, CQUJHB014192
OG0003004	AFUN2_005963	CQUJHB005063
OG0003005	AFUN2_012772	CQUJHB016594
OG0003006	AFUN2_010097	CQUJHB013332
OG0003007	AFUN2_004640	CQUJHB007613
OG0003008	AFUN2_013389	CQUJHB009918
OG0003009	AFUN2_007705	CQUJHB012915
OG0003010	AFUN2_007703	CQUJHB000695
OG0003011	AFUN2_006572	CQUJHB003159
OG0003012	AFUN2_003959	CQUJHB006507
OG0003013	AFUN2_008637	CQUJHB017479
OG0003014	AFUN2_013578	CQUJHB015008
OG0003015	AFUN2_007891	CQUJHB003777
OG0003016	AFUN2_000945	CQUJHB015266
OG0003017	AFUN2_001467	CQUJHB007770
OG0003018	AFUN2_002590	CQUJHB014626
OG0003019	AFUN2_006535	CQUJHB016290
OG0003020	AFUN2_001221	CQUJHB014479
OG0003021	AFUN2_008991	CQUJHB011653
OG0003022	AFUN2_004702	CQUJHB001168
OG0003023	AFUN2_001147	CQUJHB011813
OG0003024	AFUN2_005665	CQUJHB001416
OG0003025	AFUN2_006247	CQUJHB008160
OG0003026	AFUN2_000330	CQUJHB005194
OG0003027	AFUN2_014740	CQUJHB006408
OG0003028	AFUN2_001414	CQUJHB011209, CQUJHB002633
OG0003029	AFUN2_013761	CQUJHB007168
OG0003030	AFUN2_005269	CQUJHB014749
OG0003031	AFUN2_002317	CQUJHB006196
OG0003032	AFUN2_012460	CQUJHB006517
OG0003033	AFUN2_006031	CQUJHB003183
OG0003034	AFUN2_005896	CQUJHB011251
OG0003035	AFUN2_012121	CQUJHB014726
OG0003036	AFUN2_011792	CQUJHB018353
OG0003037	AFUN2_000899	CQUJHB000738
OG0003038	AFUN2_010338	CQUJHB001818
OG0003039	AFUN2_007819	CQUJHB013799
OG0003040	AFUN2_001744	CQUJHB004887
OG0003042	AFUN2_007719	CQUJHB012914
OG0003043	AFUN2_003431	CQUJHB009812
OG0003044	AFUN2_013916	CQUJHB001211
OG0003045	AFUN2_000382	CQUJHB015048
OG0003046	AFUN2_005262	CQUJHB016363
OG0003047	AFUN2_013564	CQUJHB010519
OG0003048	AFUN2_011625	CQUJHB004527
OG0003049	AFUN2_003052	CQUJHB018205
OG0003050	AFUN2_013301	CQUJHB010049
OG0003051	AFUN2_008799	CQUJHB001492
OG0003052	AFUN2_013053	CQUJHB002618
OG0003053	AFUN2_014333	CQUJHB004633
OG0003054	AFUN2_009819	CQUJHB011266
OG0003055	AFUN2_012675	CQUJHB010561
OG0003056	AFUN2_006616	CQUJHB006984
OG0003057	AFUN2_002003	CQUJHB015467
OG0003058	AFUN2_007155	CQUJHB009758, CQUJHB007459, CQUJHB013449
OG0003059	AFUN2_013330	CQUJHB016193
OG0003060	AFUN2_010098	CQUJHB009966
OG0003061	AFUN2_002859	CQUJHB009871
OG0003062	AFUN2_004269	CQUJHB015665
OG0003063	AFUN2_004145	CQUJHB008197
OG0003064	AFUN2_013723	CQUJHB009993
OG0003065	AFUN2_010559	CQUJHB002295
OG0003066	AFUN2_007629	CQUJHB014292
OG0003067	AFUN2_011206	CQUJHB015903
OG0003068	AFUN2_007250	CQUJHB005659
OG0003069	AFUN2_010145	CQUJHB010955
OG0003070	AFUN2_000493	CQUJHB015330
OG0003071	AFUN2_011087	CQUJHB013245
OG0003072	AFUN2_005706	CQUJHB008150
OG0003073	AFUN2_008351	CQUJHB000592
OG0003074	AFUN2_011093	CQUJHB003367
OG0003075	AFUN2_002369	CQUJHB001273
OG0003076	AFUN2_012470	CQUJHB011087
OG0003077	AFUN2_002200	CQUJHB006293
OG0003078	AFUN2_001419	CQUJHB011116
OG0003079	AFUN2_014584	CQUJHB003454
OG0003080	AFUN2_010317	CQUJHB002357
OG0003081	AFUN2_010329	CQUJHB000782
OG0003082	AFUN2_002808	CQUJHB000268
OG0003083	AFUN2_007897	CQUJHB001295
OG0003084	AFUN2_007689	CQUJHB013554
OG0003085	AFUN2_014253	CQUJHB016288
OG0003086	AFUN2_003042	CQUJHB017620
OG0003087	AFUN2_009450	CQUJHB000950
OG0003088	AFUN2_011138	CQUJHB010303, CQUJHB009496
OG0003090	AFUN2_011224	CQUJHB015901
OG0003091	AFUN2_001626	CQUJHB004141
OG0003092	AFUN2_010646	CQUJHB015102
OG0003093	AFUN2_010142	CQUJHB008900
OG0003094	AFUN2_009589	CQUJHB012393
OG0003095	AFUN2_007692	CQUJHB006682
OG0003096	AFUN2_006390	CQUJHB003104
OG0003097	AFUN2_001522	CQUJHB008242
OG0003098	AFUN2_002595, AFUN2_012150, AFUN2_000836	CQUJHB005083
OG0003099	AFUN2_011748	CQUJHB011670
OG0003100	AFUN2_006605	CQUJHB015459
OG0003101	AFUN2_009976	CQUJHB015484, CQUJHB015372
OG0003102	AFUN2_012376	CQUJHB000947
OG0003103	AFUN2_002578	CQUJHB010097
OG0003104	AFUN2_008078	CQUJHB008559
OG0003105	AFUN2_007659	CQUJHB012361
OG0003106	AFUN2_008416, AFUN2_011256	CQUJHB015819
OG0003107	AFUN2_006193	CQUJHB009510
OG0003108	AFUN2_003225	CQUJHB010654
OG0003109	AFUN2_002099	CQUJHB012096
OG0003110	AFUN2_002155	CQUJHB011497
OG0003111	AFUN2_013830	CQUJHB000875
OG0003112	AFUN2_008711	CQUJHB009040
OG0003113	AFUN2_003208	CQUJHB013824
OG0003114	AFUN2_010227	CQUJHB011573, CQUJHB004525
OG0003115	AFUN2_002230	CQUJHB016704
OG0003116	AFUN2_001618	CQUJHB012395
OG0003117	AFUN2_014075	CQUJHB017288
OG0003118	AFUN2_004863	CQUJHB001383
OG0003119	AFUN2_008106	CQUJHB012409
OG0003120	AFUN2_011782	CQUJHB011511
OG0003121	AFUN2_008904	CQUJHB001499
OG0003122	AFUN2_011605	CQUJHB005358, CQUJHB009862
OG0003123	AFUN2_008190	CQUJHB009280
OG0003124	AFUN2_010211	CQUJHB004578
OG0003125	AFUN2_014706	CQUJHB006095
OG0003126	AFUN2_002446	CQUJHB018076
OG0003127	AFUN2_010889	CQUJHB011960
OG0003128	AFUN2_004531	CQUJHB003323
OG0003129	AFUN2_004929	CQUJHB017374
OG0003130	AFUN2_003343	CQUJHB007452, CQUJHB017857
OG0003131	AFUN2_004346	CQUJHB005732
OG0003132	AFUN2_008771	CQUJHB012483
OG0003133	AFUN2_013232	CQUJHB000098, CQUJHB017080
OG0003134	AFUN2_001293	CQUJHB005528, CQUJHB006818
OG0003135	AFUN2_010852	CQUJHB007870
OG0003136	AFUN2_011823	CQUJHB012505
OG0003137	AFUN2_000322	CQUJHB013893
OG0003138	AFUN2_002676	CQUJHB003287
OG0003139	AFUN2_004861	CQUJHB015709, CQUJHB016553
OG0003140	AFUN2_012151	CQUJHB015302
OG0003141	AFUN2_000731	CQUJHB002434
OG0003142	AFUN2_008758	CQUJHB006133
OG0003143	AFUN2_000334	CQUJHB001954
OG0003144	AFUN2_012672, AFUN2_006501	CQUJHB006729
OG0003145	AFUN2_000814	CQUJHB008771
OG0003146	AFUN2_014106	CQUJHB009768
OG0003147	AFUN2_014580	CQUJHB009289
OG0003148	AFUN2_005596	CQUJHB010101, CQUJHB013687
OG0003149	AFUN2_013979	CQUJHB017851
OG0003150	AFUN2_012015	CQUJHB004774
OG0003151	AFUN2_007645	CQUJHB002098
OG0003152	AFUN2_004478	CQUJHB011483
OG0003153	AFUN2_008907	CQUJHB017816
OG0003154	AFUN2_006164	CQUJHB007285
OG0003155	AFUN2_005290	CQUJHB003114
OG0003156	AFUN2_006424	CQUJHB010216
OG0003157	AFUN2_006889	CQUJHB000529
OG0003158	AFUN2_001713	CQUJHB008192
OG0003159	AFUN2_011933	CQUJHB002767
OG0003160	AFUN2_003373	CQUJHB006669
OG0003161	AFUN2_002313	CQUJHB016096
OG0003162	AFUN2_008511	CQUJHB003188, CQUJHB007515
OG0003163	AFUN2_003868	CQUJHB003759, CQUJHB017753
OG0003164	AFUN2_014125	CQUJHB003297
OG0003165	AFUN2_011885	CQUJHB013352
OG0003166	AFUN2_011661	CQUJHB012033
OG0003167	AFUN2_002097	CQUJHB009695
OG0003168	AFUN2_011795	CQUJHB003407
OG0003169	AFUN2_007785	CQUJHB017920
OG0003170	AFUN2_005449	CQUJHB003659
OG0003171	AFUN2_012965	CQUJHB007224
OG0003172	AFUN2_007429	CQUJHB014217
OG0003173	AFUN2_008444	CQUJHB018056
OG0003174	AFUN2_007268	CQUJHB017311
OG0003175	AFUN2_010908	CQUJHB006560
OG0003176	AFUN2_007242	CQUJHB009559
OG0003177	AFUN2_004619	CQUJHB003643
OG0003178	AFUN2_010124	CQUJHB012028
OG0003179	AFUN2_007586	CQUJHB005193
OG0003180	AFUN2_009100	CQUJHB012590
OG0003181	AFUN2_009494	CQUJHB009771
OG0003182	AFUN2_012117	CQUJHB000276
OG0003183	AFUN2_004090	CQUJHB013045
OG0003184	AFUN2_013443	CQUJHB001142
OG0003185	AFUN2_005993	CQUJHB006577
OG0003186	AFUN2_014230, AFUN2_014611	CQUJHB002109
OG0003187	AFUN2_014524	CQUJHB010743
OG0003188	AFUN2_002574	CQUJHB011224
OG0003189	AFUN2_004657	CQUJHB008657
OG0003190	AFUN2_010117	CQUJHB009643
OG0003191	AFUN2_006764	CQUJHB007130
OG0003192	AFUN2_004979	CQUJHB013751
OG0003193	AFUN2_003080	CQUJHB007865
OG0003194	AFUN2_003321	CQUJHB003545
OG0003195	AFUN2_010298	CQUJHB016707
OG0003196	AFUN2_006637	CQUJHB003015
OG0003197	AFUN2_009741	CQUJHB004929
OG0003198	AFUN2_004062	CQUJHB005217
OG0003200	AFUN2_013944	CQUJHB001340
OG0003201	AFUN2_008035	CQUJHB001957
OG0003202	AFUN2_002468	CQUJHB003473
OG0003203	AFUN2_010848	CQUJHB005753
OG0003204	AFUN2_006285	CQUJHB008634
OG0003205	AFUN2_004558	CQUJHB003032
OG0003206	AFUN2_000826	CQUJHB009216
OG0003207	AFUN2_012024	CQUJHB000671
OG0003208	AFUN2_000535	CQUJHB004185
OG0003209	AFUN2_001649	CQUJHB009845
OG0003210	AFUN2_001449	CQUJHB011233
OG0003211	AFUN2_001942	CQUJHB010479
OG0003212	AFUN2_000373	CQUJHB006546
OG0003213	AFUN2_013310	CQUJHB005420
OG0003214	AFUN2_007283	CQUJHB013458
OG0003215	AFUN2_009891	CQUJHB011005
OG0003216	AFUN2_001010	CQUJHB010511
OG0003217	AFUN2_005550	CQUJHB014261
OG0003218	AFUN2_006143	CQUJHB009963
OG0003219	AFUN2_000555	CQUJHB003646
OG0003220	AFUN2_014294	CQUJHB010026
OG0003221	AFUN2_009321	CQUJHB006318
OG0003222	AFUN2_006925	CQUJHB012830
OG0003223	AFUN2_014588	CQUJHB015942
OG0003224	AFUN2_013853	CQUJHB016669
OG0003225	AFUN2_003986	CQUJHB008086
OG0003226	AFUN2_003733	CQUJHB014500
OG0003227	AFUN2_012538	CQUJHB014564
OG0003228	AFUN2_003423	CQUJHB000715
OG0003229	AFUN2_002804	CQUJHB003168
OG0003230	AFUN2_007531	CQUJHB001012, CQUJHB000403, CQUJHB010671
OG0003231	AFUN2_009013	CQUJHB016225
OG0003232	AFUN2_011616	CQUJHB002491
OG0003233	AFUN2_012129	CQUJHB014548
OG0003234	AFUN2_000904	CQUJHB001677
OG0003235	AFUN2_004087	CQUJHB011688
OG0003236	AFUN2_007166	CQUJHB014511
OG0003237	AFUN2_009720	CQUJHB006362
OG0003238	AFUN2_011236	CQUJHB003207
OG0003239	AFUN2_014806	CQUJHB012373
OG0003240	AFUN2_002419	CQUJHB015191
OG0003241	AFUN2_001045	CQUJHB000444
OG0003242	AFUN2_012463	CQUJHB005267
OG0003243	AFUN2_014630	CQUJHB009074
OG0003244	AFUN2_011536	CQUJHB009971
OG0003245	AFUN2_008881	CQUJHB001043
OG0003246	AFUN2_002527	CQUJHB007407
OG0003247	AFUN2_006030	CQUJHB013690
OG0003248	AFUN2_010107	CQUJHB012936
OG0003249	AFUN2_004939	CQUJHB008831
OG0003250	AFUN2_010060	CQUJHB015999
OG0003251	AFUN2_014076	CQUJHB000626
OG0003252	AFUN2_011969	CQUJHB003667
OG0003253	AFUN2_013589	CQUJHB010501
OG0003254	AFUN2_002890	CQUJHB015716, CQUJHB010564
OG0003255	AFUN2_006998	CQUJHB005047
OG0003256	AFUN2_007661	CQUJHB014591
OG0003257	AFUN2_002322	CQUJHB009368
OG0003258	AFUN2_011729	CQUJHB007012
OG0003259	AFUN2_009556	CQUJHB015773
OG0003260	AFUN2_011730	CQUJHB006014
OG0003261	AFUN2_000772	CQUJHB014452
OG0003262	AFUN2_003289	CQUJHB008828, CQUJHB000524
OG0003263	AFUN2_003138	CQUJHB002337
OG0003264	AFUN2_006723	CQUJHB006181
OG0003265	AFUN2_006254	CQUJHB011622
OG0003266	AFUN2_000640	CQUJHB014520
OG0003267	AFUN2_012872	CQUJHB005720, CQUJHB014467, CQUJHB015525, CQUJHB010287
OG0003268	AFUN2_007921	CQUJHB015052, CQUJHB003098
OG0003269	AFUN2_012044	CQUJHB012506
OG0003270	AFUN2_009320	CQUJHB010127
OG0003271	AFUN2_003076	CQUJHB007214, CQUJHB005752
OG0003272	AFUN2_001429	CQUJHB000996
OG0003273	AFUN2_007138	CQUJHB013828
OG0003274	AFUN2_007721	CQUJHB007682
OG0003275	AFUN2_004413	CQUJHB002947
OG0003276	AFUN2_003022	CQUJHB008653
OG0003277	AFUN2_010903	CQUJHB002443
OG0003278	AFUN2_001400	CQUJHB017408
OG0003279	AFUN2_001518	CQUJHB016017
OG0003280	AFUN2_002058	CQUJHB004184
OG0003281	AFUN2_004482	CQUJHB005783
OG0003282	AFUN2_008813	CQUJHB017586
OG0003283	AFUN2_000716	CQUJHB010377
OG0003284	AFUN2_008336	CQUJHB015463
OG0003285	AFUN2_007267	CQUJHB007170
OG0003286	AFUN2_005795	CQUJHB011600
OG0003287	AFUN2_001469	CQUJHB011595
OG0003288	AFUN2_000705	CQUJHB016609
OG0003289	AFUN2_005549	CQUJHB011047, CQUJHB012183
OG0003290	AFUN2_001693	CQUJHB007876
OG0003291	AFUN2_013624	CQUJHB003534
OG0003292	AFUN2_011102	CQUJHB007830
OG0003294	AFUN2_000755	CQUJHB009105
OG0003295	AFUN2_002596	CQUJHB001429
OG0003296	AFUN2_014457	CQUJHB013200
OG0003297	AFUN2_011972	CQUJHB012983
OG0003298	AFUN2_005667	CQUJHB015180
OG0003299	AFUN2_010159	CQUJHB005582
OG0003300	AFUN2_012404	CQUJHB007739
OG0003301	AFUN2_008728	CQUJHB005371
OG0003302	AFUN2_009021	CQUJHB014651, CQUJHB005866
OG0003304	AFUN2_009269	CQUJHB015304
OG0003305	AFUN2_011790	CQUJHB003296
OG0003307	AFUN2_013040	CQUJHB005046
OG0003308	AFUN2_013868	CQUJHB007820
OG0003309	AFUN2_008001	CQUJHB006032
OG0003310	AFUN2_003569	CQUJHB009480
OG0003311	AFUN2_005855	CQUJHB000219
OG0003312	AFUN2_003954	CQUJHB007623
OG0003313	AFUN2_000342	CQUJHB000357
OG0003314	AFUN2_005669	CQUJHB005535
OG0003315	AFUN2_008552	CQUJHB007962, CQUJHB015380
OG0003316	AFUN2_008457	CQUJHB010957
OG0003317	AFUN2_005327	CQUJHB009145
OG0003318	AFUN2_009725	CQUJHB006870
OG0003319	AFUN2_014435	CQUJHB006412, CQUJHB016975
OG0003320	AFUN2_006593	CQUJHB016978
OG0003321	AFUN2_005702	CQUJHB005800
OG0003322	AFUN2_013064	CQUJHB006711
OG0003323	AFUN2_007108	CQUJHB009788
OG0003324	AFUN2_003136	CQUJHB002033
OG0003325	AFUN2_013495	CQUJHB007108, CQUJHB017702
OG0003326	AFUN2_007049	CQUJHB001103, CQUJHB009565
OG0003328	AFUN2_002840	CQUJHB009727
OG0003329	AFUN2_012930	CQUJHB014195
OG0003330	AFUN2_013572	CQUJHB014343
OG0003331	AFUN2_005340	CQUJHB005614
OG0003332	AFUN2_012504	CQUJHB005675
OG0003333	AFUN2_011849	CQUJHB018053
OG0003334	AFUN2_003131	CQUJHB002017
OG0003335	AFUN2_013482	CQUJHB002182
OG0003336	AFUN2_013268	CQUJHB015226
OG0003337	AFUN2_014199	CQUJHB017286
OG0003338	AFUN2_003996	CQUJHB010078
OG0003339	AFUN2_009027	CQUJHB007897
OG0003340	AFUN2_006520	CQUJHB017846
OG0003341	AFUN2_005102	CQUJHB007742
OG0003342	AFUN2_004384	CQUJHB009518
OG0003343	AFUN2_004715	CQUJHB001832
OG0003344	AFUN2_012285	CQUJHB011376
OG0003345	AFUN2_011659	CQUJHB002007
OG0003346	AFUN2_010556	CQUJHB014264
OG0003347	AFUN2_013333	CQUJHB017093, CQUJHB000825
OG0003348	AFUN2_012947	CQUJHB002002
OG0003349	AFUN2_014466	CQUJHB011028
OG0003350	AFUN2_008234	CQUJHB017102
OG0003351	AFUN2_004270	CQUJHB016251
OG0003352	AFUN2_003864	CQUJHB014394
OG0003353	AFUN2_006169	CQUJHB018070
OG0003354	AFUN2_000445	CQUJHB012026
OG0003355	AFUN2_006301	CQUJHB013057
OG0003356	AFUN2_007381	CQUJHB003611
OG0003357	AFUN2_006793	CQUJHB004894, CQUJHB003981
OG0003358	AFUN2_004147	CQUJHB001378
OG0003359	AFUN2_009980	CQUJHB005244
OG0003360	AFUN2_003925	CQUJHB011513
OG0003361	AFUN2_014379	CQUJHB011438
OG0003362	AFUN2_014235	CQUJHB006259
OG0003363	AFUN2_001349	CQUJHB002911
OG0003364	AFUN2_008746	CQUJHB009375
OG0003365	AFUN2_004710	CQUJHB008482
OG0003366	AFUN2_009847	CQUJHB005879
OG0003367	AFUN2_006092	CQUJHB012575, CQUJHB018139
OG0003368	AFUN2_014441	CQUJHB008005
OG0003369	AFUN2_005810	CQUJHB001049
OG0003370	AFUN2_006018	CQUJHB003830
OG0003372	AFUN2_009230	CQUJHB008875
OG0003373	AFUN2_012294	CQUJHB008796
OG0003374	AFUN2_007127	CQUJHB012558
OG0003375	AFUN2_003144	CQUJHB001072
OG0003376	AFUN2_014382	CQUJHB015874, CQUJHB005937
OG0003377	AFUN2_001200	CQUJHB005915, CQUJHB008640
OG0003378	AFUN2_014818	CQUJHB013817
OG0003380	AFUN2_006712	CQUJHB015019
OG0003381	AFUN2_005508	CQUJHB008631
OG0003382	AFUN2_013656	CQUJHB009523
OG0003383	AFUN2_009653	CQUJHB012619
OG0003384	AFUN2_007159	CQUJHB009342
OG0003386	AFUN2_008300	CQUJHB002030
OG0003387	AFUN2_001486	CQUJHB010182
OG0003388	AFUN2_010547	CQUJHB010800
OG0003389	AFUN2_012611	CQUJHB006708
OG0003390	AFUN2_005435	CQUJHB001104, CQUJHB016135
OG0003391	AFUN2_007983	CQUJHB008810
OG0003392	AFUN2_009459	CQUJHB005603, CQUJHB007311
OG0003393	AFUN2_009465	CQUJHB001902
OG0003394	AFUN2_002187	CQUJHB010785
OG0003395	AFUN2_008701, AFUN2_007150	CQUJHB010471
OG0003396	AFUN2_010450	CQUJHB006969
OG0003397	AFUN2_013796	CQUJHB004998
OG0003398	AFUN2_006999	CQUJHB002974
