Orthogroup	AfunestusAfunGA1	CquinquefasciatusJHB2020
OG0007639	AFUN2_003606	CQUJHB000778
OG0007640	AFUN2_007087	CQUJHB002483
OG0007641	AFUN2_004485	CQUJHB014606
OG0007642	AFUN2_001801	CQUJHB005707
OG0007643	AFUN2_007245	CQUJHB010577
OG0007644	AFUN2_003380	CQUJHB013704
OG0007645	AFUN2_007881	CQUJHB012869
OG0007646	AFUN2_012911	CQUJHB007868
OG0007647	AFUN2_007895	CQUJHB011021
OG0007648	AFUN2_008325	CQUJHB002258
OG0007649	AFUN2_000650	CQUJHB007835
OG0007650	AFUN2_006354	CQUJHB004046
OG0007651	AFUN2_001633	CQUJHB012670
OG0007652	AFUN2_012143	CQUJHB010041
OG0007653	AFUN2_014032	CQUJHB006865
OG0007654	AFUN2_008578	CQUJHB010639
OG0007655	AFUN2_006912	CQUJHB002204
OG0007656	AFUN2_013129	CQUJHB010382
OG0007657	AFUN2_007247	CQUJHB010642
OG0007658	AFUN2_007880	CQUJHB012805
OG0007659	AFUN2_001732	CQUJHB007788
OG0007660	AFUN2_004417	CQUJHB015083
OG0007661	AFUN2_013253	CQUJHB018191
OG0007662	AFUN2_006770	CQUJHB006109
OG0007663	AFUN2_002659	CQUJHB008519
OG0007664	AFUN2_009813	CQUJHB001420
OG0007665	AFUN2_012781	CQUJHB010805
OG0007666	AFUN2_010393	CQUJHB015016
OG0007667	AFUN2_011405	CQUJHB003412
OG0007668	AFUN2_011189	CQUJHB011155
OG0007669	AFUN2_013861	CQUJHB011950
OG0007670	AFUN2_008227	CQUJHB016699
OG0007671	AFUN2_005724	CQUJHB011242
OG0007672	AFUN2_010713	CQUJHB002503
OG0007674	AFUN2_013754	CQUJHB013652
OG0007675	AFUN2_005877	CQUJHB007388
OG0007676	AFUN2_010474	CQUJHB001764
OG0007677	AFUN2_002163	CQUJHB017142
OG0007678	AFUN2_009454	CQUJHB002405
OG0007679	AFUN2_010951	CQUJHB001033
OG0007680	AFUN2_001107	CQUJHB005605
OG0007681	AFUN2_014800	CQUJHB016576
OG0007682	AFUN2_010355	CQUJHB003232
OG0007683	AFUN2_001901	CQUJHB015507
OG0007684	AFUN2_002128	CQUJHB001836
OG0007685	AFUN2_013414	CQUJHB015238
OG0007686	AFUN2_008513	CQUJHB015575
OG0007687	AFUN2_013525	CQUJHB010304
OG0007688	AFUN2_001572	CQUJHB009324
OG0007689	AFUN2_009593	CQUJHB003663
OG0007690	AFUN2_004426	CQUJHB012466
OG0007691	AFUN2_001701	CQUJHB016869
OG0007692	AFUN2_007606	CQUJHB016013
OG0007693	AFUN2_010013	CQUJHB008658, CQUJHB004978
OG0007694	AFUN2_012536	CQUJHB006230
OG0007695	AFUN2_008860	CQUJHB003623
OG0007696	AFUN2_012874	CQUJHB007136
OG0007697	AFUN2_007290	CQUJHB015289
OG0007698	AFUN2_014719	CQUJHB017307
OG0007699	AFUN2_005974	CQUJHB005570
OG0007700	AFUN2_005196	CQUJHB008563
OG0007701	AFUN2_012726	CQUJHB017440
OG0007702	AFUN2_014387	CQUJHB008252
OG0007703	AFUN2_001325	CQUJHB017053
OG0007704	AFUN2_005355	CQUJHB006588
OG0007705	AFUN2_014685	CQUJHB012635
OG0007706	AFUN2_007163	CQUJHB004204
OG0007707	AFUN2_004553	CQUJHB015624
OG0007708	AFUN2_009160	CQUJHB002353
OG0007709	AFUN2_009765	CQUJHB017209
OG0007710	AFUN2_013195	CQUJHB000582
OG0007711	AFUN2_012299	CQUJHB001367
OG0007712	AFUN2_004393	CQUJHB017872
OG0007713	AFUN2_006656	CQUJHB018081
OG0007714	AFUN2_002182	CQUJHB000901
OG0007715	AFUN2_009368	CQUJHB017349
OG0007716	AFUN2_013919	CQUJHB000041
OG0007717	AFUN2_001259	CQUJHB000551
OG0007718	AFUN2_000518	CQUJHB017111
OG0007719	AFUN2_013165	CQUJHB005730
OG0007720	AFUN2_002042	CQUJHB013125
OG0007721	AFUN2_006239	CQUJHB007790
OG0007722	AFUN2_001294	CQUJHB016709
OG0007723	AFUN2_000398	CQUJHB015629
OG0007724	AFUN2_010772	CQUJHB016298
OG0007725	AFUN2_011288	CQUJHB013312
OG0007726	AFUN2_004144	CQUJHB017821
OG0007727	AFUN2_001298	CQUJHB011301
OG0007728	AFUN2_011149	CQUJHB008745
OG0007729	AFUN2_004632	CQUJHB013785
OG0007730	AFUN2_005636	CQUJHB004567
OG0007731	AFUN2_003317	CQUJHB008029
OG0007732	AFUN2_004031	CQUJHB011356
OG0007733	AFUN2_013207	CQUJHB001888
OG0007734	AFUN2_013386	CQUJHB017953
OG0007735	AFUN2_012691	CQUJHB008139
OG0007736	AFUN2_007544	CQUJHB018181
OG0007737	AFUN2_013840	CQUJHB017471
OG0007738	AFUN2_011721	CQUJHB010958
OG0007739	AFUN2_007135	CQUJHB012258
OG0007740	AFUN2_010985	CQUJHB009469
OG0007741	AFUN2_009863	CQUJHB009701
OG0007742	AFUN2_013441	CQUJHB010440
OG0007743	AFUN2_004056	CQUJHB010746
OG0007744	AFUN2_004207	CQUJHB006706
OG0007745	AFUN2_001270	CQUJHB009352
OG0007746	AFUN2_007196	CQUJHB010399
OG0007747	AFUN2_008358	CQUJHB018413
OG0007748	AFUN2_011874	CQUJHB006365
OG0007749	AFUN2_005700	CQUJHB002794
OG0007750	AFUN2_013117	CQUJHB017452
OG0007751	AFUN2_014042	CQUJHB000377
OG0007752	AFUN2_014362	CQUJHB014778
OG0007753	AFUN2_012182	CQUJHB010591
OG0007754	AFUN2_011770	CQUJHB004323
OG0007755	AFUN2_001302	CQUJHB017271
OG0007756	AFUN2_008873	CQUJHB000774
OG0007757	AFUN2_013733	CQUJHB008051
OG0007758	AFUN2_002125	CQUJHB009706
OG0007759	AFUN2_003333, AFUN2_007816	CQUJHB000230
OG0007760	AFUN2_007259	CQUJHB014433
OG0007761	AFUN2_007618	CQUJHB016944
OG0007762	AFUN2_004097	CQUJHB004729
OG0007763	AFUN2_007260	CQUJHB002099
OG0007764	AFUN2_001470	CQUJHB007298
OG0007765	AFUN2_007898	CQUJHB010059
OG0007766	AFUN2_012886	CQUJHB005051
OG0007767	AFUN2_007188	CQUJHB000332
OG0007768	AFUN2_002964	CQUJHB003883
OG0007769	AFUN2_012754	CQUJHB013813
OG0007770	AFUN2_001138	CQUJHB017476
OG0007771	AFUN2_007449	CQUJHB017173
OG0007772	AFUN2_012723	CQUJHB016931
OG0007773	AFUN2_008856	CQUJHB017253
OG0007774	AFUN2_011111	CQUJHB017238
OG0007775	AFUN2_006864	CQUJHB016179, CQUJHB015691
OG0007776	AFUN2_009340	CQUJHB014642
OG0007778	AFUN2_010424	CQUJHB006414
OG0007781	AFUN2_007202	CQUJHB017837, CQUJHB012567
OG0007784	AFUN2_008965	CQUJHB015863
OG0007785	AFUN2_014127	CQUJHB010847
OG0007786	AFUN2_013606, AFUN2_008579	CQUJHB003688, CQUJHB009122
OG0007787	AFUN2_008597	CQUJHB017693
OG0007788	AFUN2_003673	CQUJHB000537
OG0007796	AFUN2_006767	CQUJHB011455, CQUJHB001808, CQUJHB012564
OG0007802	AFUN2_012090	CQUJHB016607
OG0007806	AFUN2_013184	CQUJHB006411
OG0007810	AFUN2_014627	CQUJHB020312
OG0007812	AFUN2_007330	CQUJHB011531, CQUJHB008940, CQUJHB001757
OG0007838	AFUN2_004824	CQUJHB009594
OG0007839	AFUN2_001249	CQUJHB007196
OG0007840	AFUN2_011085	CQUJHB015780
OG0007841	AFUN2_014514	CQUJHB020272
OG0007842	AFUN2_014343	CQUJHB008105
OG0007843	AFUN2_003724	CQUJHB006656
OG0007844	AFUN2_005811	CQUJHB011624
OG0007845	AFUN2_009012	CQUJHB012200
OG0007847	AFUN2_004854	CQUJHB012838
OG0007848	AFUN2_004267	CQUJHB014176
OG0007849	AFUN2_003965	CQUJHB015946
OG0007850	AFUN2_003683	CQUJHB011961
OG0007851	AFUN2_004797	CQUJHB015811
OG0007852	AFUN2_001689	CQUJHB001812
OG0007853	AFUN2_001708	CQUJHB003106
OG0007854	AFUN2_013208	CQUJHB012976
OG0007855	AFUN2_004320	CQUJHB010665
OG0007858	AFUN2_002489	CQUJHB018187
OG0007859	AFUN2_008840	CQUJHB016378
OG0007860	AFUN2_003314	CQUJHB015858
OG0007861	AFUN2_000875	CQUJHB016775
OG0007862	AFUN2_012829	CQUJHB010634
OG0007863	AFUN2_014521	CQUJHB011258
OG0007864	AFUN2_004092	CQUJHB011060
OG0007865	AFUN2_003190	CQUJHB016684
OG0007866	AFUN2_011135	CQUJHB013437
OG0007867	AFUN2_006062	CQUJHB017738
OG0007868	AFUN2_003218	CQUJHB002300
OG0007869	AFUN2_010958	CQUJHB001116
OG0007870	AFUN2_002066	CQUJHB014837
OG0007871	AFUN2_007925	CQUJHB002939
OG0007872	AFUN2_007818	CQUJHB005549
OG0007873	AFUN2_012854	CQUJHB011890
OG0007874	AFUN2_007579	CQUJHB017023
OG0007875	AFUN2_009138	CQUJHB002236
OG0007876	AFUN2_001804	CQUJHB013691
OG0007877	AFUN2_010340	CQUJHB003384
OG0007878	AFUN2_014455	CQUJHB004431
OG0007879	AFUN2_004637	CQUJHB011552
OG0007880	AFUN2_000750	CQUJHB015499
OG0007881	AFUN2_006989	CQUJHB004580
OG0007882	AFUN2_014214	CQUJHB017565
OG0007883	AFUN2_007353	CQUJHB007778
OG0007884	AFUN2_001426	CQUJHB004090
OG0007885	AFUN2_014674	CQUJHB015762
OG0007886	AFUN2_006258	CQUJHB018420
OG0007887	AFUN2_000577	CQUJHB014425
OG0007888	AFUN2_007527	CQUJHB002171
OG0007889	AFUN2_009276	CQUJHB009198
OG0007890	AFUN2_002146	CQUJHB013295
OG0007891	AFUN2_012293	CQUJHB010364
OG0007892	AFUN2_014692	CQUJHB002984
OG0007893	AFUN2_008214	CQUJHB002679
OG0007894	AFUN2_000708	CQUJHB017124
OG0007895	AFUN2_001038	CQUJHB017191
OG0007896	AFUN2_006713	CQUJHB006015
OG0007897	AFUN2_005688	CQUJHB000920
OG0007898	AFUN2_009655	CQUJHB002810
OG0007899	AFUN2_006800	CQUJHB002270
OG0007900	AFUN2_009106	CQUJHB007475
OG0007901	AFUN2_014261	CQUJHB003563
OG0007902	AFUN2_008306	CQUJHB007210
OG0007903	AFUN2_012831	CQUJHB005882
OG0007904	AFUN2_011674	CQUJHB012189
OG0007905	AFUN2_004080	CQUJHB007525
OG0007906	AFUN2_013882	CQUJHB008965
OG0007907	AFUN2_003651	CQUJHB002540
OG0007908	AFUN2_001576	CQUJHB009521
OG0007909	AFUN2_008109	CQUJHB014144
OG0007910	AFUN2_007414	CQUJHB017460
OG0007911	AFUN2_009981	CQUJHB012730
OG0007912	AFUN2_008897	CQUJHB005168
OG0007913	AFUN2_002247	CQUJHB004246
OG0007917	AFUN2_012336	CQUJHB012412
OG0007920	AFUN2_008590	CQUJHB011052
OG0007921	AFUN2_001358	CQUJHB003655
OG0007922	AFUN2_004924	CQUJHB017530
OG0007923	AFUN2_012398	CQUJHB010809
OG0007924	AFUN2_001474	CQUJHB000742
OG0007925	AFUN2_013866	CQUJHB015046
OG0007927	AFUN2_003106	CQUJHB013819
OG0007928	AFUN2_004382	CQUJHB017105
OG0007929	AFUN2_006397	CQUJHB004630
OG0007931	AFUN2_003079	CQUJHB008367
OG0007932	AFUN2_013787	CQUJHB002193
OG0007933	AFUN2_003395	CQUJHB017739
OG0007934	AFUN2_013513	CQUJHB002051
OG0007935	AFUN2_013554	CQUJHB010672
OG0007936	AFUN2_010228	CQUJHB007425
OG0007937	AFUN2_013977	CQUJHB003462
OG0007938	AFUN2_011718	CQUJHB012800
OG0007939	AFUN2_009482	CQUJHB014267
OG0007940	AFUN2_007894	CQUJHB016331
OG0007941	AFUN2_011106	CQUJHB005315
OG0007942	AFUN2_012105	CQUJHB000754
OG0007943	AFUN2_005024	CQUJHB009373
OG0007944	AFUN2_002327	CQUJHB017600
OG0007945	AFUN2_002557	CQUJHB005989
OG0007946	AFUN2_010182	CQUJHB004458
OG0007947	AFUN2_007039	CQUJHB015422
OG0007948	AFUN2_013999	CQUJHB011678
OG0007949	AFUN2_007026	CQUJHB005908
OG0007950	AFUN2_013303	CQUJHB018281
OG0007951	AFUN2_001450	CQUJHB006859
OG0007953	AFUN2_004567	CQUJHB015751
OG0007954	AFUN2_011114	CQUJHB000888
OG0007955	AFUN2_001637	CQUJHB005156
OG0007956	AFUN2_004544	CQUJHB000809
OG0007957	AFUN2_000521	CQUJHB014350
OG0007958	AFUN2_003682	CQUJHB000657
OG0007959	AFUN2_012757	CQUJHB000254
OG0007960	AFUN2_002004	CQUJHB004144
OG0007961	AFUN2_000838	CQUJHB000042
OG0007962	AFUN2_001485	CQUJHB003926
OG0007964	AFUN2_005156	CQUJHB009453
OG0007965	AFUN2_006219	CQUJHB013089
OG0007967	AFUN2_003071	CQUJHB010781
OG0007968	AFUN2_008745	CQUJHB014260
OG0007969	AFUN2_003285	CQUJHB005569
OG0007970	AFUN2_000372	CQUJHB010494
OG0007971	AFUN2_004041	CQUJHB002579
OG0007972	AFUN2_003129	CQUJHB013075
OG0007973	AFUN2_010011	CQUJHB010741
OG0007974	AFUN2_013610	CQUJHB001638
OG0007975	AFUN2_001781	CQUJHB005786
OG0007976	AFUN2_013672	CQUJHB007794
OG0007977	AFUN2_000703	CQUJHB010368
OG0007979	AFUN2_001868	CQUJHB014341
OG0007980	AFUN2_002241	CQUJHB017819
OG0007981	AFUN2_001317	CQUJHB004606
OG0007982	AFUN2_008953	CQUJHB000289
OG0007984	AFUN2_008136	CQUJHB015565
OG0007985	AFUN2_004701	CQUJHB009159
OG0007986	AFUN2_011571	CQUJHB011175
OG0007987	AFUN2_003011	CQUJHB014986
OG0007988	AFUN2_003607	CQUJHB008684
OG0007989	AFUN2_002752	CQUJHB014411
OG0007990	AFUN2_004656	CQUJHB000708
OG0007992	AFUN2_014342	CQUJHB013107
OG0007993	AFUN2_007740	CQUJHB000009
OG0007994	AFUN2_012118	CQUJHB006610
OG0007995	AFUN2_008240	CQUJHB018008
OG0007996	AFUN2_002805	CQUJHB005646
OG0007997	AFUN2_008545	CQUJHB002905
OG0007998	AFUN2_002671	CQUJHB002755
OG0007999	AFUN2_010510	CQUJHB009049
OG0008000	AFUN2_002139	CQUJHB004702
OG0008001	AFUN2_003641	CQUJHB017041
OG0008002	AFUN2_003245	CQUJHB010619
OG0008003	AFUN2_008255	CQUJHB002613
OG0008004	AFUN2_012749	CQUJHB000058
OG0008005	AFUN2_013860	CQUJHB018382
OG0008006	AFUN2_009521	CQUJHB001028
OG0008007	AFUN2_000341	CQUJHB010467
OG0008008	AFUN2_008364	CQUJHB016969
OG0008009	AFUN2_005740	CQUJHB012559
OG0008010	AFUN2_013685	CQUJHB002826
OG0008011	AFUN2_012119	CQUJHB014925
OG0008012	AFUN2_010324	CQUJHB014493
OG0008013	AFUN2_000569	CQUJHB011025
OG0008014	AFUN2_004309	CQUJHB011336
OG0008015	AFUN2_011375	CQUJHB016328
OG0008016	AFUN2_012002	CQUJHB014625
OG0008017	AFUN2_005806	CQUJHB009161
OG0008018	AFUN2_009915	CQUJHB017176
OG0008019	AFUN2_012755	CQUJHB003317
OG0008020	AFUN2_003891	CQUJHB013051
OG0008021	AFUN2_013757	CQUJHB013757
OG0008022	AFUN2_003034	CQUJHB007267
OG0008023	AFUN2_014035	CQUJHB010025
OG0008026	AFUN2_005281	CQUJHB012528
OG0008027	AFUN2_002053	CQUJHB003591
OG0008028	AFUN2_008275	CQUJHB015044
OG0008030	AFUN2_001960	CQUJHB002787
OG0008032	AFUN2_012273	CQUJHB011100
OG0008033	AFUN2_011801	CQUJHB017616
OG0008036	AFUN2_003811	CQUJHB015735
OG0008037	AFUN2_012474	CQUJHB017071
OG0008038	AFUN2_001784	CQUJHB016731
OG0008039	AFUN2_007422	CQUJHB005254
OG0008041	AFUN2_005268	CQUJHB017484
OG0008043	AFUN2_007384	CQUJHB005163
OG0008044	AFUN2_007222	CQUJHB018423
OG0008045	AFUN2_014513	CQUJHB017681
OG0008046	AFUN2_004772	CQUJHB014012
OG0008047	AFUN2_012234	CQUJHB010757
OG0008048	AFUN2_006011	CQUJHB016666
OG0008051	AFUN2_011653	CQUJHB012570
OG0008054	AFUN2_002779	CQUJHB000515
OG0008056	AFUN2_012932	CQUJHB005350
OG0008057	AFUN2_014730	CQUJHB008132
OG0008058	AFUN2_014269	CQUJHB018463
OG0008059	AFUN2_005431	CQUJHB011008
OG0008061	AFUN2_010017	CQUJHB005809
OG0008062	AFUN2_002162	CQUJHB016305
OG0008063	AFUN2_007671	CQUJHB016961
OG0008064	AFUN2_003808	CQUJHB013232
OG0008065	AFUN2_014662	CQUJHB014414
OG0008067	AFUN2_004664	CQUJHB013522
OG0008068	AFUN2_002405	CQUJHB010851
OG0008069	AFUN2_001759	CQUJHB013062
OG0008071	AFUN2_013217	CQUJHB005433
OG0008072	AFUN2_008690	CQUJHB012826
OG0008073	AFUN2_007560	CQUJHB009887
OG0008074	AFUN2_012093	CQUJHB008288
OG0008075	AFUN2_007543	CQUJHB001502
OG0008077	AFUN2_007536	CQUJHB017483
OG0008078	AFUN2_004865	CQUJHB015035
OG0008079	AFUN2_000928	CQUJHB010744
OG0008080	AFUN2_000995	CQUJHB009767
OG0008081	AFUN2_012498	CQUJHB001443
OG0008082	AFUN2_009525	CQUJHB013696
OG0008083	AFUN2_008555	CQUJHB016890
OG0008084	AFUN2_000871	CQUJHB001315
OG0008085	AFUN2_012859	CQUJHB010877
OG0008086	AFUN2_001866	CQUJHB017370
OG0008087	AFUN2_012298	CQUJHB013782
OG0008088	AFUN2_012988	CQUJHB004881
OG0008089	AFUN2_004909	CQUJHB015648
OG0008090	AFUN2_002906	CQUJHB017850
OG0008091	AFUN2_011003	CQUJHB003865
OG0008092	AFUN2_003148	CQUJHB010801
OG0008093	AFUN2_001643	CQUJHB014914
OG0008094	AFUN2_003175	CQUJHB002607
OG0008095	AFUN2_004340	CQUJHB000109
OG0008096	AFUN2_008327	CQUJHB012784
OG0008097	AFUN2_005364	CQUJHB006238
OG0008098	AFUN2_008217	CQUJHB002014
OG0008099	AFUN2_014340	CQUJHB001216
OG0008100	AFUN2_003661	CQUJHB003868
OG0008101	AFUN2_011231	CQUJHB005048
OG0008102	AFUN2_000856	CQUJHB014203
OG0008103	AFUN2_006308	CQUJHB009882
OG0008104	AFUN2_002818	CQUJHB009722
OG0008105	AFUN2_008526	CQUJHB001323
OG0008106	AFUN2_001262	CQUJHB015159
OG0008107	AFUN2_013315	CQUJHB008794
OG0008108	AFUN2_002686	CQUJHB002523
OG0008109	AFUN2_007835	CQUJHB006620
OG0008112	AFUN2_003852	CQUJHB012181
OG0008113	AFUN2_013985	CQUJHB017643
OG0008114	AFUN2_009387	CQUJHB001580
OG0008115	AFUN2_011456	CQUJHB009108
OG0008116	AFUN2_006628	CQUJHB003005
OG0008117	AFUN2_008264	CQUJHB005725
OG0008118	AFUN2_002054	CQUJHB013451
OG0008119	AFUN2_003479	CQUJHB002021
OG0008121	AFUN2_009040	CQUJHB014234
OG0008122	AFUN2_013744	CQUJHB008678
OG0008123	AFUN2_003604	CQUJHB000311
OG0008124	AFUN2_001062	CQUJHB017393
OG0008125	AFUN2_004126	CQUJHB011061
OG0008126	AFUN2_006971	CQUJHB011885
OG0008127	AFUN2_003597	CQUJHB016549
OG0008128	AFUN2_011612	CQUJHB017726
OG0008129	AFUN2_002231	CQUJHB005970
OG0008130	AFUN2_002614	CQUJHB003398
OG0008131	AFUN2_001380	CQUJHB015081
OG0008132	AFUN2_006419	CQUJHB002909
OG0008133	AFUN2_006507	CQUJHB006243
OG0008134	AFUN2_006936	CQUJHB013559
OG0008135	AFUN2_012609	CQUJHB010042
OG0008136	AFUN2_006260	CQUJHB015670
OG0008137	AFUN2_002374	CQUJHB008146
OG0008142	AFUN2_012549	CQUJHB008032
OG0008144	AFUN2_005750	CQUJHB013154
OG0008145	AFUN2_009149	CQUJHB017715
OG0008146	AFUN2_008833	CQUJHB005054
OG0008147	AFUN2_005827	CQUJHB006092
OG0008148	AFUN2_012534	CQUJHB017493
OG0008149	AFUN2_001725	CQUJHB009977
OG0008150	AFUN2_010471	CQUJHB004585
OG0008151	AFUN2_007931	CQUJHB009210
OG0008152	AFUN2_006407	CQUJHB005617
OG0008153	AFUN2_013271	CQUJHB012861
OG0008154	AFUN2_007146	CQUJHB012767
OG0008155	AFUN2_007164	CQUJHB017296
OG0008156	AFUN2_006615	CQUJHB012015
OG0008157	AFUN2_001330	CQUJHB013867
OG0008158	AFUN2_014105	CQUJHB008993
OG0008159	AFUN2_004793	CQUJHB016034
OG0008160	AFUN2_010422	CQUJHB000729, CQUJHB011184
OG0008161	AFUN2_011633	CQUJHB016174
OG0008162	AFUN2_002048	CQUJHB003314
OG0008163	AFUN2_003568	CQUJHB006846
OG0008164	AFUN2_003987	CQUJHB010840
OG0008165	AFUN2_004805	CQUJHB004411
OG0008166	AFUN2_010862	CQUJHB004806
OG0008167	AFUN2_006026	CQUJHB004958
OG0008168	AFUN2_013639	CQUJHB013829
OG0008171	AFUN2_004753	CQUJHB001080
OG0008172	AFUN2_005856	CQUJHB010527
OG0008173	AFUN2_013950	CQUJHB007034
OG0008174	AFUN2_003631	CQUJHB008619
OG0008175	AFUN2_008010	CQUJHB013887
OG0008176	AFUN2_007263	CQUJHB004058
OG0008177	AFUN2_005446	CQUJHB015249
OG0008178	AFUN2_012834	CQUJHB014065
OG0008179	AFUN2_012825	CQUJHB017249
OG0008180	AFUN2_011807	CQUJHB015240
OG0008181	AFUN2_013598	CQUJHB006376
OG0008184	AFUN2_011425	CQUJHB013773
OG0008187	AFUN2_003823	CQUJHB007878
OG0008188	AFUN2_009108	CQUJHB005660
OG0008189	AFUN2_002068	CQUJHB011821
OG0008190	AFUN2_011750	CQUJHB001945
OG0008191	AFUN2_002112	CQUJHB009177
OG0008192	AFUN2_009654	CQUJHB008735
OG0008193	AFUN2_011796	CQUJHB014931
OG0008197	AFUN2_003019	CQUJHB012720
OG0008198	AFUN2_001248	CQUJHB008281
OG0008199	AFUN2_012146	CQUJHB005719
OG0008202	AFUN2_009117	CQUJHB007468
OG0008203	AFUN2_008611	CQUJHB014563
OG0008204	AFUN2_001980	CQUJHB017433
OG0008205	AFUN2_011678	CQUJHB007588
OG0008206	AFUN2_013076	CQUJHB008992
OG0008207	AFUN2_009710	CQUJHB003606
OG0008208	AFUN2_002254	CQUJHB001366
OG0008209	AFUN2_008197	CQUJHB007309
OG0008210	AFUN2_014172	CQUJHB013583
OG0008211	AFUN2_014036	CQUJHB013832
OG0008212	AFUN2_014273	CQUJHB006750
OG0008213	AFUN2_008962	CQUJHB018204
OG0008214	AFUN2_006960	CQUJHB012666
OG0008215	AFUN2_007999	CQUJHB005945
OG0008216	AFUN2_009310	CQUJHB008532
OG0008221	AFUN2_006612	CQUJHB011362
OG0008222	AFUN2_009742	CQUJHB007254
OG0008224	AFUN2_005444	CQUJHB003282
OG0008225	AFUN2_008543	CQUJHB000093
OG0008226	AFUN2_002442	CQUJHB012916
OG0008227	AFUN2_002954	CQUJHB015471
OG0008228	AFUN2_008254	CQUJHB012533, CQUJHB004735
OG0008229	AFUN2_008594	CQUJHB007261
OG0008230	AFUN2_006013	CQUJHB012436
OG0008231	AFUN2_005781	CQUJHB002489
OG0008232	AFUN2_008137	CQUJHB014309
OG0008233	AFUN2_014046	CQUJHB001113
OG0008234	AFUN2_014288	CQUJHB010269
OG0008235	AFUN2_012184	CQUJHB015584
OG0008236	AFUN2_001593	CQUJHB013811
OG0008237	AFUN2_005914	CQUJHB011064
OG0008238	AFUN2_013664	CQUJHB016803
OG0008239	AFUN2_003143	CQUJHB016948
OG0008240	AFUN2_003881	CQUJHB009906
OG0008241	AFUN2_003892	CQUJHB017929
OG0008242	AFUN2_008495	CQUJHB017672
OG0008243	AFUN2_011553	CQUJHB008374
OG0008244	AFUN2_001505	CQUJHB017760
OG0008245	AFUN2_012039	CQUJHB009351
OG0008246	AFUN2_005948	CQUJHB003447
OG0008247	AFUN2_008294	CQUJHB006036
OG0008248	AFUN2_004331	CQUJHB005011
OG0008249	AFUN2_009641	CQUJHB014010
OG0008250	AFUN2_005864	CQUJHB007152
OG0008251	AFUN2_008063	CQUJHB006328
OG0008252	AFUN2_011103	CQUJHB011847
OG0008253	AFUN2_009391	CQUJHB011253
OG0008254	AFUN2_002789	CQUJHB005269
OG0008255	AFUN2_005967	CQUJHB009828
OG0008256	AFUN2_013881	CQUJHB005477
OG0008257	AFUN2_009315	CQUJHB005123
OG0008258	AFUN2_011589	CQUJHB002218
OG0008259	AFUN2_014449	CQUJHB014589
OG0008260	AFUN2_009632	CQUJHB006096
OG0008261	AFUN2_014565	CQUJHB006884
OG0008262	AFUN2_003979	CQUJHB014553
OG0008263	AFUN2_003680	CQUJHB007451
OG0008264	AFUN2_008085	CQUJHB010313
OG0008265	AFUN2_014014	CQUJHB017443
OG0008266	AFUN2_002214	CQUJHB005172
OG0008268	AFUN2_005109	CQUJHB012612
OG0008269	AFUN2_002794	CQUJHB005911
OG0008270	AFUN2_005454	CQUJHB018272
OG0008271	AFUN2_003296	CQUJHB007746
OG0008272	AFUN2_005929	CQUJHB000647
OG0008274	AFUN2_013700	CQUJHB003691
OG0008275	AFUN2_003643	CQUJHB016260
OG0008276	AFUN2_006345	CQUJHB001069
OG0008277	AFUN2_000523	CQUJHB007091
OG0008278	AFUN2_005710	CQUJHB011955
OG0008279	AFUN2_009273	CQUJHB008558
OG0008280	AFUN2_001017	CQUJHB002717
OG0008282	AFUN2_005945	CQUJHB016435
OG0008284	AFUN2_002289	CQUJHB004328
OG0008285	AFUN2_010194	CQUJHB012901
OG0008286	AFUN2_003830	CQUJHB010942
OG0008287	AFUN2_001793	CQUJHB006987
OG0008288	AFUN2_002305	CQUJHB008234
OG0008289	AFUN2_008580	CQUJHB009795
OG0008291	AFUN2_002587	CQUJHB017781
OG0008293	AFUN2_013430	CQUJHB009748
OG0008294	AFUN2_003977	CQUJHB010212
OG0008295	AFUN2_006951	CQUJHB012482
OG0008296	AFUN2_011172	CQUJHB014542
OG0008298	AFUN2_002835	CQUJHB004681
OG0008299	AFUN2_006400	CQUJHB004407
OG0008300	AFUN2_004626	CQUJHB014967
OG0008301	AFUN2_002819	CQUJHB008373
OG0008303	AFUN2_009036	CQUJHB011525
OG0008304	AFUN2_007057	CQUJHB000980
OG0008305	AFUN2_009268	CQUJHB017563
OG0008306	AFUN2_013755	CQUJHB014373
OG0008307	AFUN2_013114	CQUJHB015657
OG0008308	AFUN2_003081	CQUJHB005202
OG0008310	AFUN2_011401	CQUJHB001495
OG0008311	AFUN2_008990	CQUJHB009744
OG0008312	AFUN2_008054	CQUJHB008041
OG0008314	AFUN2_013230	CQUJHB000415
OG0008315	AFUN2_006747	CQUJHB001138
OG0008316	AFUN2_002541	CQUJHB000481
OG0008317	AFUN2_014025	CQUJHB015234
OG0008318	AFUN2_010234	CQUJHB009686
OG0008319	AFUN2_010112	CQUJHB017373
OG0008320	AFUN2_005882	CQUJHB006116
OG0008321	AFUN2_014115	CQUJHB017156
OG0008322	AFUN2_009061	CQUJHB010783
OG0008323	AFUN2_013143	CQUJHB009082
OG0008325	AFUN2_007495	CQUJHB005926
OG0008326	AFUN2_007349	CQUJHB013144
OG0008327	AFUN2_003286	CQUJHB014937
OG0008328	AFUN2_010118	CQUJHB004863
OG0008329	AFUN2_008299	CQUJHB005268
OG0008331	AFUN2_007582	CQUJHB004057
OG0008332	AFUN2_005032	CQUJHB015601
OG0008333	AFUN2_013975	CQUJHB006794
OG0008334	AFUN2_005191	CQUJHB008500
