Orthogroup	AfunestusAfunGA1	LlongipalpisASM
OG0007937	AFUN2_013977	LOC129795417
OG0007938	AFUN2_011718	LOC129791773
OG0007939	AFUN2_009482	LOC129794140
OG0007941	AFUN2_011106	LOC129794851
OG0007942	AFUN2_012105	LOC129786119
OG0007944	AFUN2_002327	LOC129793339
OG0007945	AFUN2_002557	LOC129793301
OG0007946	AFUN2_010182	LOC129792182
OG0007947	AFUN2_007039	LOC129791641
OG0007949	AFUN2_007026	LOC129793240
OG0007950	AFUN2_013303	LOC129786959
OG0007952	AFUN2_005613	LOC129790056
OG0007954	AFUN2_011114	LOC129788537
OG0007955	AFUN2_001637	LOC129788420
OG0007957	AFUN2_000521	LOC129791969
OG0007958	AFUN2_003682	LOC129795108
OG0007959	AFUN2_012757	LOC129793947
OG0007960	AFUN2_002004	LOC129794089
OG0007961	AFUN2_000838	LOC129792503
OG0007963	AFUN2_013128	LOC129787498
OG0007964	AFUN2_005156	LOC129790174
OG0007965	AFUN2_006219	LOC129793905
OG0007966	AFUN2_004327	LOC129787574
OG0007968	AFUN2_008745	LOC129793606
OG0007971	AFUN2_004041	LOC129789162
OG0007973	AFUN2_010011	LOC129791697
OG0007974	AFUN2_013610	LOC129790805
OG0007975	AFUN2_001781	LOC129793733
OG0007976	AFUN2_013672	LOC129791687
OG0007977	AFUN2_000703	LOC129790451
OG0007978	AFUN2_008178	LOC129790463
OG0007980	AFUN2_002241	LOC129791362
OG0007982	AFUN2_008953	LOC129788454
OG0007983	AFUN2_012264	LOC129791420
OG0007985	AFUN2_004701	LOC129789182
OG0007986	AFUN2_011571	LOC129794640
OG0007987	AFUN2_003011	LOC129789102
OG0007988	AFUN2_003607	LOC129792876
OG0007990	AFUN2_004656	LOC129792985
OG0007992	AFUN2_014342	LOC129788842
OG0007995	AFUN2_008240	LOC129788891
OG0007997	AFUN2_008545	LOC129792657
OG0007998	AFUN2_002671	LOC129797344
OG0007999	AFUN2_010510	LOC129796054
OG0008000	AFUN2_002139	LOC129794787
OG0008002	AFUN2_003245	LOC129797062
OG0008003	AFUN2_008255	LOC129790723
OG0008004	AFUN2_012749	LOC129797315
OG0008005	AFUN2_013860	LOC129797787
OG0008007	AFUN2_000341	LOC129787643
OG0008009	AFUN2_005740	LOC129794792
OG0008011	AFUN2_012119	LOC129789446
OG0008012	AFUN2_010324	LOC129790387
OG0008015	AFUN2_011375	LOC129791590
OG0008018	AFUN2_009915	LOC129796405
OG0008019	AFUN2_012755	LOC129797376
OG0008020	AFUN2_003891	LOC129787803
OG0008021	AFUN2_013757	LOC129797357
OG0008023	AFUN2_014035	LOC129793920
OG0008024	AFUN2_005286	LOC129787950
OG0008025	AFUN2_008851	LOC129794142
OG0008026	AFUN2_005281	LOC129797159
OG0008028	AFUN2_008275	LOC129788044
OG0008031	AFUN2_001128	LOC129790938
OG0008032	AFUN2_012273	LOC129786188
OG0008036	AFUN2_003811	LOC129797737
OG0008037	AFUN2_012474	LOC129795075
OG0008052	AFUN2_000654	LOC129797366
OG0008053	AFUN2_002518	LOC129797664
OG0008054	AFUN2_002779	LOC129787788
OG0008055	AFUN2_006536	LOC129797539
OG0008056	AFUN2_012932	LOC129787798
OG0008058	AFUN2_014269	LOC129796978
OG0008060	AFUN2_012841	LOC129796462
OG0008062	AFUN2_002162	LOC129790256
OG0008063	AFUN2_007671	LOC129787899
OG0008064	AFUN2_003808	LOC129797139
OG0008065	AFUN2_014662	LOC129789421
OG0008067	AFUN2_004664	LOC129794606
OG0008070	AFUN2_013151	LOC129789681
OG0008071	AFUN2_013217	LOC129788345
OG0008073	AFUN2_007560	LOC129794000
OG0008074	AFUN2_012093	LOC129791556
OG0008077	AFUN2_007536	LOC129791725
OG0008078	AFUN2_004865	LOC129796174
OG0008080	AFUN2_000995	LOC129786468
OG0008084	AFUN2_000871	LOC129788001
OG0008086	AFUN2_001866	LOC129790935
OG0008088	AFUN2_012988	LOC129796243
OG0008090	AFUN2_002906	LOC129791304
OG0008091	AFUN2_011003	LOC129789484
OG0008094	AFUN2_003175	LOC129796517
OG0008096	AFUN2_008327	LOC129795727
OG0008098	AFUN2_008217	LOC129786871
OG0008099	AFUN2_014340	LOC129796546
OG0008100	AFUN2_003661	LOC129795939
OG0008101	AFUN2_011231	LOC129793390
OG0008104	AFUN2_002818	LOC129797566
OG0008106	AFUN2_001262	LOC129785871
OG0008107	AFUN2_013315	LOC129793627
OG0008108	AFUN2_002686	LOC129788507
OG0008109	AFUN2_007835	LOC129792303
OG0008110	AFUN2_004423	LOC129790884
OG0008111	AFUN2_013969	LOC129787881
OG0008112	AFUN2_003852	LOC129787941
OG0008114	AFUN2_009387	LOC129788811
OG0008115	AFUN2_011456	LOC129790076
OG0008119	AFUN2_003479	LOC129796117
OG0008120	AFUN2_009637	LOC129792167
OG0008121	AFUN2_009040	LOC129790139
OG0008122	AFUN2_013744	LOC129787470
OG0008123	AFUN2_003604	LOC129790393
OG0008124	AFUN2_001062	LOC129786627
OG0008125	AFUN2_004126	LOC129792655
OG0008126	AFUN2_006971	LOC129790809
OG0008127	AFUN2_003597	LOC129792751
OG0008130	AFUN2_002614	LOC129797078
OG0008131	AFUN2_001380	LOC129786368
OG0008133	AFUN2_006507	LOC129796799
OG0008134	AFUN2_006936	LOC129794530
OG0008136	AFUN2_006260	LOC129796974
OG0008137	AFUN2_002374	LOC129787112
OG0008138	AFUN2_005841	LOC129788596
OG0008139	AFUN2_012903	LOC129789881
OG0008140	AFUN2_005400	LOC129788742
OG0008141	AFUN2_010037	LOC129789038
OG0008143	AFUN2_012607	LOC129789704
OG0008144	AFUN2_005750	LOC129796237
OG0008145	AFUN2_009149	LOC129795101
OG0008146	AFUN2_008833	LOC129795135
OG0008147	AFUN2_005827	LOC129786171
OG0008148	AFUN2_012534	LOC129795828
OG0008150	AFUN2_010471	LOC129796408
OG0008151	AFUN2_007931	LOC129791683
OG0008152	AFUN2_006407	LOC129792674
OG0008153	AFUN2_013271	LOC129788375
OG0008154	AFUN2_007146	LOC129794258, LOC129788569
OG0008157	AFUN2_001330	LOC129795141
OG0008158	AFUN2_014105	LOC129793629
OG0008159	AFUN2_004793	LOC129792186
OG0008161	AFUN2_011633	LOC129786138
OG0008163	AFUN2_003568	LOC129793133
OG0008164	AFUN2_003987	LOC129793759
OG0008168	AFUN2_013639	LOC129791875
OG0008169	AFUN2_006002	LOC129794198
OG0008170	AFUN2_007051	LOC129786720
OG0008171	AFUN2_004753	LOC129786347
OG0008172	AFUN2_005856	LOC129796934
OG0008174	AFUN2_003631	LOC129786208
OG0008175	AFUN2_008010	LOC129786556
OG0008176	AFUN2_007263	LOC129789552
OG0008177	AFUN2_005446	LOC129789968
OG0008178	AFUN2_012834	LOC129788034
OG0008179	AFUN2_012825	LOC129793074
OG0008180	AFUN2_011807	LOC129791886
OG0008182	AFUN2_008656	LOC129786843
OG0008183	AFUN2_005000	LOC129797088
OG0008185	AFUN2_012494	LOC129786990
OG0008186	AFUN2_005722	LOC129786230
OG0008189	AFUN2_002068	LOC129792235
OG0008190	AFUN2_011750	LOC129787394
OG0008191	AFUN2_002112	LOC129787434
OG0008192	AFUN2_009654	LOC129791090
OG0008193	AFUN2_011796	LOC129794342
OG0008194	AFUN2_002400	LOC129792175
OG0008195	AFUN2_012792	LOC129792173
OG0008196	AFUN2_009045	LOC129793819
OG0008197	AFUN2_003019	LOC129794165
OG0008200	AFUN2_005709	LOC129787971
OG0008201	AFUN2_009577	LOC129787989
OG0008203	AFUN2_008611	LOC129786545
OG0008211	AFUN2_014036	LOC129791958
OG0008212	AFUN2_014273	LOC129792745
OG0008214	AFUN2_006960	LOC129789927
OG0008216	AFUN2_009310	LOC129788640
OG0008218	AFUN2_005477	LOC129787825
OG0008219	AFUN2_000506	LOC129787818
OG0008220	AFUN2_012596	LOC129787834
OG0008222	AFUN2_009742	LOC129795370
OG0008224	AFUN2_005444	LOC129787241
OG0008225	AFUN2_008543	LOC129792792
OG0008228	AFUN2_008254	LOC129792337
OG0008229	AFUN2_008594	LOC129792120
OG0008230	AFUN2_006013	LOC129793208
OG0008231	AFUN2_005781	LOC129793611
OG0008232	AFUN2_008137	LOC129790840
OG0008234	AFUN2_014288	LOC129797696
OG0008235	AFUN2_012184	LOC129797783
OG0008237	AFUN2_005914	LOC129797726
OG0008238	AFUN2_013664	LOC129796371
OG0008239	AFUN2_003143	LOC129793465
OG0008242	AFUN2_008495	LOC129791992
OG0008243	AFUN2_011553	LOC129797755
OG0008244	AFUN2_001505	LOC129790006
OG0008245	AFUN2_012039	LOC129786040
OG0008246	AFUN2_005948	LOC129793770
OG0008250	AFUN2_005864	LOC129789933
OG0008252	AFUN2_011103	LOC129796901
OG0008253	AFUN2_009391	LOC129797303
OG0008254	AFUN2_002789	LOC129787171
OG0008256	AFUN2_013881	LOC129795713
OG0008259	AFUN2_014449	LOC129797222
OG0008260	AFUN2_009632	LOC129792619
OG0008261	AFUN2_014565	LOC129790868
OG0008263	AFUN2_003680	LOC129797014
OG0008265	AFUN2_014014	LOC129790079
OG0008266	AFUN2_002214	LOC129790564
OG0008267	AFUN2_007822	LOC129792191
OG0008270	AFUN2_005454	LOC129789969
OG0008271	AFUN2_003296	LOC129787629
OG0008274	AFUN2_013700	LOC129787597
OG0008275	AFUN2_003643	LOC129786029
OG0008277	AFUN2_000523	LOC129797063
OG0008279	AFUN2_009273	LOC129786731
OG0008280	AFUN2_001017	LOC129795604
OG0008281	AFUN2_008353	LOC129792047
OG0008282	AFUN2_005945	LOC129795668
OG0008283	AFUN2_006896	LOC129792044
OG0008285	AFUN2_010194	LOC129792925
OG0008286	AFUN2_003830	LOC129794623
OG0008290	AFUN2_002355	LOC129790831
OG0008291	AFUN2_002587	LOC129788813
OG0008292	AFUN2_003308	LOC129796828
OG0008294	AFUN2_003977	LOC129790533
OG0008295	AFUN2_006951	LOC129789136
OG0008303	AFUN2_009036	LOC129796345
OG0008305	AFUN2_009268	LOC129796633
OG0008307	AFUN2_013114	LOC129785959
OG0008308	AFUN2_003081	LOC129792926
OG0008309	AFUN2_005263	LOC129787765
OG0008310	AFUN2_011401	LOC129795584
OG0008312	AFUN2_008054	LOC129787318
OG0008315	AFUN2_006747	LOC129789255
OG0008316	AFUN2_002541	LOC129794013
OG0008319	AFUN2_010112	LOC129792496
OG0008321	AFUN2_014115	LOC129792680
OG0008322	AFUN2_009061	LOC129791315
OG0008323	AFUN2_013143	LOC129794171
OG0008325	AFUN2_007495	LOC129789757
OG0008326	AFUN2_007349	LOC129796014
OG0008329	AFUN2_008299	LOC129786570
OG0008331	AFUN2_007582	LOC129790201
OG0008332	AFUN2_005032	LOC129789152
OG0008334	AFUN2_005191	LOC129793243
OG0008335	AFUN2_009588	LOC129787843
OG0008336	AFUN2_003543	LOC129789787
OG0008338	AFUN2_010793	LOC129789166
OG0008339	AFUN2_003948	LOC129794594
OG0008340	AFUN2_003188	LOC129787245
OG0008341	AFUN2_007410	LOC129797353
OG0008343	AFUN2_011402	LOC129792530
OG0008345	AFUN2_006445	LOC129792779
OG0008346	AFUN2_007107	LOC129788795
OG0008351	AFUN2_001130	LOC129794919
OG0008353	AFUN2_008651	LOC129792546
OG0008356	AFUN2_013981	LOC129790421
OG0008357	AFUN2_013082	LOC129793694
OG0008359	AFUN2_014622	LOC129792455
OG0008360	AFUN2_012640	LOC129787624
OG0008361	AFUN2_003897	LOC129797720
OG0008362	AFUN2_006451	LOC129797659
OG0008363	AFUN2_013340	LOC129795524
OG0008364	AFUN2_010374	LOC129789098
OG0008365	AFUN2_011347	LOC129790250
OG0008367	AFUN2_001475	LOC129795497
OG0008370	AFUN2_003241	LOC129786981
OG0008371	AFUN2_005064	LOC129792801
OG0008372	AFUN2_003112	LOC129795322
OG0008374	AFUN2_004335	LOC129794520
OG0008378	AFUN2_007865	LOC129786626
OG0008379	AFUN2_012916	LOC129797355
OG0008380	AFUN2_010247	LOC129797821
OG0008381	AFUN2_013334	LOC129786006
OG0008382	AFUN2_010048	LOC129797820
OG0008383	AFUN2_010610	LOC129797709
OG0008384	AFUN2_007374	LOC129791219
OG0008385	AFUN2_005193	LOC129790268
OG0008386	AFUN2_011714	LOC129789828
OG0008387	AFUN2_007012	LOC129787780
OG0008388	AFUN2_014165	LOC129790986
OG0008389	AFUN2_007086	LOC129796395
OG0008390	AFUN2_010045	LOC129788799
OG0008391	AFUN2_014739	LOC129797484
OG0008392	AFUN2_005513	LOC129797427
OG0008393	AFUN2_011878	LOC129790990
OG0008395	AFUN2_010753	LOC129797166
OG0008396	AFUN2_009455	LOC129797171
OG0008397	AFUN2_011492	LOC129787450
OG0008398	AFUN2_003433	LOC129786719
OG0008403	AFUN2_011918	LOC129791045
OG0008404	AFUN2_005240	LOC129793250, LOC129793249
OG0008405	AFUN2_002409	LOC129790036
OG0008406	AFUN2_002736	LOC129785840
OG0008407	AFUN2_002190	LOC129786383
OG0008409	AFUN2_001715	LOC129793724
OG0008410	AFUN2_007331	LOC129795150
OG0008412	AFUN2_011610	LOC129786017
OG0008413	AFUN2_014796	LOC129786369
OG0008414	AFUN2_008218	LOC129791158
OG0008415	AFUN2_013765	LOC129791253
OG0008416	AFUN2_013892	LOC129793450
OG0008417	AFUN2_003200	LOC129788885
OG0008419	AFUN2_011996	LOC129791754
OG0008421	AFUN2_004447	LOC129789472
OG0008422	AFUN2_013714	LOC129790156
OG0008424	AFUN2_005759	LOC129787962
OG0008425	AFUN2_012248	LOC129797270
OG0008427	AFUN2_011349	LOC129790398
OG0008428	AFUN2_014256	LOC129787272
OG0008429	AFUN2_001699	LOC129790170
OG0008431	AFUN2_000595	LOC129795995
OG0008432	AFUN2_010369	LOC129787020
OG0008433	AFUN2_012084	LOC129787623
OG0008435	AFUN2_009362	LOC129789373
OG0008441	AFUN2_002372	LOC129788814
OG0008442	AFUN2_001967	LOC129789921
OG0008443	AFUN2_011369	LOC129788815
OG0008444	AFUN2_012668	LOC129795215
OG0008446	AFUN2_003247	LOC129792236
OG0008447	AFUN2_004154	LOC129791714
OG0008448	AFUN2_011419	LOC129791317
OG0008449	AFUN2_011410	LOC129786001
OG0008450	AFUN2_011299	LOC129788686
OG0008451	AFUN2_007097	LOC129787576
OG0008453	AFUN2_009499	LOC129786323
OG0008455	AFUN2_005149	LOC129794799
OG0008457	AFUN2_007010	LOC129796067
OG0008463	AFUN2_004257	LOC129793660
OG0008464	AFUN2_002521	LOC129794294
OG0008465	AFUN2_009136	LOC129786168
OG0008466	AFUN2_002382	LOC129787767
OG0008468	AFUN2_013329	LOC129786630
OG0008470	AFUN2_003523	LOC129792149
OG0008471	AFUN2_002092	LOC129787908
OG0008472	AFUN2_013084	LOC129789639
OG0008475	AFUN2_004584	LOC129787490
OG0008476	AFUN2_007420	LOC129785886
OG0008477	AFUN2_007686	LOC129787716
OG0008478	AFUN2_013135	LOC129790397
OG0008479	AFUN2_013049	LOC129792991
OG0008480	AFUN2_002622	LOC129793864
OG0008481	AFUN2_013490	LOC129788674
OG0008482	AFUN2_011676	LOC129786469
OG0008486	AFUN2_007110	LOC129790782
OG0008487	AFUN2_000480	LOC129788012
OG0008488	AFUN2_006479	LOC129787970
OG0008490	AFUN2_006468	LOC129787404
OG0008491	AFUN2_007746	LOC129789987
OG0008493	AFUN2_009054	LOC129793127
OG0008494	AFUN2_003047	LOC129793355
OG0008497	AFUN2_011913	LOC129795762
OG0008499	AFUN2_011334	LOC129795379
OG0008501	AFUN2_003703	LOC129795978
OG0008506	AFUN2_007501	LOC129796461
OG0008509	AFUN2_011411	LOC129795700
OG0008510	AFUN2_002551	LOC129794493
OG0008513	AFUN2_010778	LOC129786339
OG0008516	AFUN2_004305	LOC129794300
OG0008517	AFUN2_013380	LOC129794166
OG0008518	AFUN2_010881	LOC129793121
OG0008520	AFUN2_005647	LOC129790471
OG0008521	AFUN2_004258	LOC129790468
OG0008525	AFUN2_001372	LOC129795936
OG0008526	AFUN2_013331	LOC129794636
OG0008528	AFUN2_006580	LOC129790225
OG0008529	AFUN2_006330	LOC129787345
OG0008531	AFUN2_001113	LOC129794612
OG0008533	AFUN2_003916	LOC129793214
OG0008535	AFUN2_011097	LOC129793537
OG0008536	AFUN2_002634	LOC129788628
OG0008539	AFUN2_003303	LOC129791938
OG0008540	AFUN2_004216	LOC129791880
OG0008541	AFUN2_012240	LOC129790295
OG0008542	AFUN2_001729	LOC129792599
OG0008543	AFUN2_003004	LOC129791825
OG0008544	AFUN2_006745	LOC129795886
OG0008546	AFUN2_011360	LOC129792024
OG0008547	AFUN2_002445	LOC129795891
OG0008548	AFUN2_011601	LOC129797219
OG0008552	AFUN2_000812	LOC129788146
OG0008556	AFUN2_006145	LOC129787201
OG0008559	AFUN2_001655	LOC129793565
OG0008560	AFUN2_009470	LOC129792287
OG0008561	AFUN2_010763	LOC129793563
OG0008565	AFUN2_013844	LOC129796304
OG0008567	AFUN2_002160	LOC129795757
OG0008570	AFUN2_007934	LOC129787860
OG0008571	AFUN2_011095	LOC129787163
OG0008575	AFUN2_003481	LOC129789917
OG0008577	AFUN2_013440	LOC129787539
OG0008578	AFUN2_007768	LOC129786569
OG0008579	AFUN2_008028	LOC129796961
OG0008580	AFUN2_001011	LOC129796976
OG0008581	AFUN2_009712	LOC129793662
OG0008582	AFUN2_005892	LOC129796841, LOC129788195
OG0008583	AFUN2_004969	LOC129786527
OG0008584	AFUN2_001339	LOC129795355
OG0008585	AFUN2_001588	LOC129796276
OG0008586	AFUN2_010502	LOC129794153
OG0008587	AFUN2_008731	LOC129794188
OG0008589	AFUN2_013031	LOC129787845
OG0008590	AFUN2_003425	LOC129787851
OG0008591	AFUN2_009177	LOC129793760
OG0008594	AFUN2_005984	LOC129791061
OG0008595	AFUN2_010967	LOC129794141
OG0008596	AFUN2_013065	LOC129792703
OG0008597	AFUN2_001916	LOC129792114
OG0008598	AFUN2_001586	LOC129792940
OG0008599	AFUN2_003854	LOC129790297
OG0008607	AFUN2_000768	LOC129788836
OG0008610	AFUN2_012805	LOC129797105
OG0008611	AFUN2_007210	LOC129791124
OG0008612	AFUN2_001115	LOC129789530
OG0008615	AFUN2_002994	LOC129792055
OG0008616	AFUN2_002075	LOC129787926
OG0008620	AFUN2_005885	LOC129796296
OG0008621	AFUN2_008862	LOC129794256
OG0008622	AFUN2_001050	LOC129793679
OG0008623	AFUN2_014748	LOC129791968
OG0008624	AFUN2_012432	LOC129794872
OG0008626	AFUN2_014570	LOC129787396
OG0008627	AFUN2_007297	LOC129788003
OG0008628	AFUN2_000775	LOC129786541
OG0008631	AFUN2_011696	LOC129792273
OG0008632	AFUN2_001204	LOC129791402
OG0008633	AFUN2_004166	LOC129792335
OG0008634	AFUN2_007741	LOC129789785
OG0008635	AFUN2_004898	LOC129788744
OG0008636	AFUN2_003953	LOC129795104
OG0008637	AFUN2_006579	LOC129796770
OG0008640	AFUN2_000482	LOC129793265
OG0008646	AFUN2_008303	LOC129793754
OG0008647	AFUN2_012502	LOC129792953
OG0008648	AFUN2_002722	LOC129790327
OG0008650	AFUN2_004580	LOC129791888
OG0008651	AFUN2_006513	LOC129797728
OG0008652	AFUN2_001622	LOC129786543
OG0008653	AFUN2_001028	LOC129797814
OG0008654	AFUN2_012016	LOC129790568
OG0008657	AFUN2_000999	LOC129787055
OG0008658	AFUN2_013663	LOC129790077
OG0008659	AFUN2_006324	LOC129795234
OG0008663	AFUN2_010286	LOC129792861
OG0008664	AFUN2_005624	LOC129790392
OG0008665	AFUN2_012175	LOC129792773
OG0008666	AFUN2_007876	LOC129786524
OG0008670	AFUN2_011241	LOC129794290
OG0008671	AFUN2_000802	LOC129788004
OG0008675	AFUN2_011848	LOC129797177
OG0008677	AFUN2_004421	LOC129792844
OG0008679	AFUN2_001635	LOC129794237
OG0008681	AFUN2_002745	LOC129791260
OG0008682	AFUN2_005257	LOC129790019
OG0008684	AFUN2_006372	LOC129787081
OG0008685	AFUN2_003096	LOC129787298
OG0008688	AFUN2_006658	LOC129793149
OG0008689	AFUN2_005972	LOC129794162
OG0008690	AFUN2_007669	LOC129791682
OG0008691	AFUN2_008116	LOC129797101
OG0008694	AFUN2_002896	LOC129790766, LOC129796352
OG0008696	AFUN2_012705	LOC129786201
OG0008699	AFUN2_003075	LOC129789148
OG0008700	AFUN2_002528	LOC129786184
OG0008701	AFUN2_012344	LOC129786045
OG0008702	AFUN2_013193	LOC129786473
OG0008703	AFUN2_001943	LOC129794468
OG0008705	AFUN2_001271	LOC129786386
OG0008707	AFUN2_014162	LOC129794109
OG0008709	AFUN2_013265	LOC129792181
OG0008711	AFUN2_009407	LOC129796694
OG0008712	AFUN2_006499	LOC129797214
OG0008714	AFUN2_010025	LOC129795180
OG0008719	AFUN2_012197	LOC129796938
OG0008720	AFUN2_008810	LOC129786454
OG0008721	AFUN2_013953	LOC129791087
OG0008723	AFUN2_014749	LOC129790416
OG0008726	AFUN2_005933	LOC129794459
OG0008727	AFUN2_010294	LOC129797531
OG0008728	AFUN2_005350	LOC129795165
OG0008729	AFUN2_000441	LOC129786085
OG0008731	AFUN2_004828	LOC129789456
OG0008732	AFUN2_009696	LOC129790373
OG0008733	AFUN2_003807	LOC129791786
OG0008735	AFUN2_005407	LOC129790808
OG0008737	AFUN2_003509	LOC129788395
OG0008739	AFUN2_013275	LOC129792899
OG0008740	AFUN2_007288	LOC129792451
OG0008741	AFUN2_013674	LOC129789416, LOC129792060
OG0008742	AFUN2_005803	LOC129792380
OG0008743	AFUN2_012629	LOC129792448
OG0008744	AFUN2_011877	LOC129797472
OG0008745	AFUN2_012969	LOC129791910
OG0008746	AFUN2_014448	LOC129786169
OG0008747	AFUN2_012771	LOC129794739
OG0008748	AFUN2_014443	LOC129786059
OG0008749	AFUN2_000605	LOC129797498
OG0008752	AFUN2_007388	LOC129797767
OG0008759	AFUN2_009511	LOC129789827
OG0008760	AFUN2_002098	LOC129789978
OG0008762	AFUN2_007704	LOC129787263
OG0008764	AFUN2_013093	LOC129787626, LOC129795161
OG0008765	AFUN2_002428	LOC129790832
OG0008766	AFUN2_007158	LOC129788418
OG0008767	AFUN2_003120	LOC129795073
OG0008768	AFUN2_010481	LOC129792597
OG0008769	AFUN2_000467	LOC129794115
OG0008770	AFUN2_010272	LOC129792414
OG0008773	AFUN2_001604	LOC129787223
OG0008774	AFUN2_003929	LOC129788028
OG0008777	AFUN2_010817	LOC129787398
OG0008778	AFUN2_010708	LOC129787395
OG0008779	AFUN2_013134	LOC129789820
OG0008780	AFUN2_006954	LOC129787385
OG0008781	AFUN2_009156	LOC129793415
OG0008783	AFUN2_011136	LOC129794856
OG0008785	AFUN2_007493	LOC129792967
OG0008786	AFUN2_006328	LOC129792955
OG0008787	AFUN2_007937	LOC129792087
OG0008789	AFUN2_011317	LOC129792578
OG0008791	AFUN2_011834	LOC129797782
OG0008793	AFUN2_011440	LOC129795665
OG0008794	AFUN2_000529	LOC129788866
OG0008795	AFUN2_012809	LOC129788585
OG0008796	AFUN2_011805	LOC129797544
OG0008797	AFUN2_013204	LOC129789443
OG0008798	AFUN2_003540	LOC129789683
OG0008799	AFUN2_006983	LOC129790539
OG0008800	AFUN2_005889	LOC129788548
OG0008801	AFUN2_008681	LOC129797628
OG0008803	AFUN2_009071	LOC129795374
OG0008804	AFUN2_000982	LOC129792063
OG0008806	AFUN2_003511	LOC129787366
OG0008807	AFUN2_002687	LOC129787118
OG0008808	AFUN2_005185	LOC129794217
OG0008811	AFUN2_006727	LOC129787648
OG0008816	AFUN2_001792	LOC129793349
OG0008817	AFUN2_008332	LOC129796915
OG0008818	AFUN2_014454	LOC129792936
OG0008821	AFUN2_013013	LOC129787939
OG0008822	AFUN2_000338	LOC129786008
OG0008823	AFUN2_007417	LOC129785979
OG0008824	AFUN2_014609	LOC129796403
OG0008825	AFUN2_012074	LOC129787627
OG0008826	AFUN2_001567	LOC129789945
OG0008827	AFUN2_001972	LOC129797231
OG0008828	AFUN2_013673	LOC129796967
OG0008829	AFUN2_001946	LOC129789887
OG0008831	AFUN2_013766	LOC129790858
OG0008832	AFUN2_005988	LOC129793076
OG0008833	AFUN2_013518	LOC129796684
OG0008836	AFUN2_002074	LOC129797253
OG0008837	AFUN2_010429	LOC129792776
OG0008838	AFUN2_004075	LOC129792820
OG0008839	AFUN2_000850	LOC129789866
OG0008841	AFUN2_011694	LOC129794267
OG0008842	AFUN2_012715	LOC129794265
OG0008843	AFUN2_007278	LOC129794905
OG0008844	AFUN2_011598	LOC129787905
OG0008846	AFUN2_004035	LOC129794172
OG0008847	AFUN2_013316	LOC129797267
OG0008849	AFUN2_001482	LOC129786623
OG0008850	AFUN2_006448	LOC129793233
OG0008854	AFUN2_005253	LOC129794295
OG0008855	AFUN2_006356	LOC129789322
OG0008861	AFUN2_001286	LOC129793604
OG0008862	AFUN2_013456	LOC129791249
OG0008864	AFUN2_005730	LOC129790834
OG0008865	AFUN2_002506	LOC129791954
OG0008867	AFUN2_006873	LOC129793488
OG0008868	AFUN2_003666	LOC129789067
OG0008869	AFUN2_002997	LOC129791065
OG0008870	AFUN2_006978	LOC129789144
OG0008871	AFUN2_003940	LOC129786708, LOC129797037
OG0008873	AFUN2_006542	LOC129788435
OG0008874	AFUN2_007906	LOC129787790
OG0008875	AFUN2_001442	LOC129787766
OG0008876	AFUN2_007997	LOC129788685
OG0008877	AFUN2_003193	LOC129793145
OG0008878	AFUN2_011165	LOC129788648
