Orthogroup	AfunestusAfunGA1	LlongipalpisASM
OG0007172	AFUN2_010224	LOC129796249
OG0007173	AFUN2_007910	LOC129797733
OG0007174	AFUN2_009867	LOC129790642
OG0007175	AFUN2_004324	LOC129791536
OG0007176	AFUN2_012888	LOC129790899
OG0007177	AFUN2_009354	LOC129796384
OG0007178	AFUN2_003908	LOC129796559
OG0007179	AFUN2_013827	LOC129787958
OG0007180	AFUN2_009419	LOC129788837
OG0007181	AFUN2_012659	LOC129787934
OG0007182	AFUN2_000744	LOC129795170
OG0007183	AFUN2_014080	LOC129794014
OG0007184	AFUN2_007666	LOC129791366
OG0007185	AFUN2_011899	LOC129788907
OG0007186	AFUN2_005346	LOC129792096
OG0007187	AFUN2_004172	LOC129791060
OG0007188	AFUN2_011787	LOC129788513
OG0007189	AFUN2_000399	LOC129792276
OG0007190	AFUN2_002836	LOC129797779
OG0007191	AFUN2_010274	LOC129787469
OG0007192	AFUN2_005528	LOC129794042
OG0007193	AFUN2_010174	LOC129797842
OG0007194	AFUN2_009618	LOC129796891
OG0007195	AFUN2_010485	LOC129797754
OG0007196	AFUN2_000778	LOC129793058
OG0007197	AFUN2_013667	LOC129786651
OG0007198	AFUN2_000584	LOC129797852
OG0007199	AFUN2_012260	LOC129792834
OG0007200	AFUN2_010153	LOC129788696
OG0007201	AFUN2_001350	LOC129793201
OG0007202	AFUN2_012041	LOC129792923
OG0007203	AFUN2_001827	LOC129789925
OG0007204	AFUN2_013381	LOC129792910
OG0007205	AFUN2_013299	LOC129788846
OG0007206	AFUN2_005048	LOC129786977
OG0007207	AFUN2_006412	LOC129789581
OG0007208	AFUN2_007235	LOC129797442
OG0007209	AFUN2_008135	LOC129797832
OG0007210	AFUN2_011817	LOC129790182
OG0007211	AFUN2_007562	LOC129792948
OG0007212	AFUN2_007915	LOC129794143
OG0007213	AFUN2_011963	LOC129786850
OG0007214	AFUN2_000764	LOC129793293
OG0007215	AFUN2_003328	LOC129794226
OG0007216	AFUN2_009899	LOC129787456
OG0007217	AFUN2_012879	LOC129786411
OG0007218	AFUN2_005680	LOC129790462
OG0007219	AFUN2_003364	LOC129790488
OG0007220	AFUN2_009216	LOC129787167
OG0007221	AFUN2_002932	LOC129789335
OG0007222	AFUN2_011452	LOC129792914
OG0007223	AFUN2_009862	LOC129790477
OG0007224	AFUN2_005846	LOC129789825
OG0007225	AFUN2_009175	LOC129785940
OG0007226	AFUN2_007948	LOC129792916
OG0007227	AFUN2_003937	LOC129790641
OG0007228	AFUN2_004463	LOC129790905
OG0007229	AFUN2_010264	LOC129792545
OG0007230	AFUN2_013677	LOC129796914
OG0007231	AFUN2_007011	LOC129794111
OG0007232	AFUN2_003101	LOC129789878
OG0007233	AFUN2_008838	LOC129790653
OG0007234	AFUN2_004111	LOC129788606
OG0007235	AFUN2_004893	LOC129794754
OG0007236	AFUN2_003007	LOC129788667
OG0007237	AFUN2_012168	LOC129791544
OG0007238	AFUN2_012721	LOC129791291
OG0007239	AFUN2_009094	LOC129792517
OG0007240	AFUN2_005069	LOC129795008
OG0007241	AFUN2_005981	LOC129793561
OG0007242	AFUN2_008412	LOC129792067
OG0007243	AFUN2_013223	LOC129793447
OG0007244	AFUN2_008415	LOC129794190
OG0007245	AFUN2_001852	LOC129790963
OG0007246	AFUN2_008938	LOC129792482
OG0007247	AFUN2_001496	LOC129789090
OG0007248	AFUN2_007520	LOC129793814, LOC129793804
OG0007250	AFUN2_014179	LOC129786295
OG0007251	AFUN2_003747	LOC129792302
OG0007252	AFUN2_008698	LOC129786432
OG0007254	AFUN2_010587	LOC129797522
OG0007255	AFUN2_014142	LOC129792956
OG0007257	AFUN2_001199	LOC129787531
OG0007258	AFUN2_008400	LOC129788067
OG0007259	AFUN2_012000	LOC129795809
OG0007260	AFUN2_004456	LOC129793554
OG0007261	AFUN2_001545	LOC129787852
OG0007263	AFUN2_012875	LOC129789840
OG0007264	AFUN2_010545	LOC129791230
OG0007265	AFUN2_007732	LOC129796783
OG0007266	AFUN2_013260	LOC129792685
OG0007267	AFUN2_005687	LOC129791395
OG0007268	AFUN2_009535	LOC129797379
OG0007269	AFUN2_002892	LOC129794769
OG0007270	AFUN2_009199	LOC129795664
OG0007272	AFUN2_000548	LOC129786159
OG0007273	AFUN2_004951	LOC129793353
OG0007274	AFUN2_003863	LOC129793338
OG0007275	AFUN2_000630	LOC129797045
OG0007276	AFUN2_006265	LOC129794887
OG0007277	AFUN2_001745	LOC129786021
OG0007278	AFUN2_001403	LOC129787248
OG0007279	AFUN2_001931	LOC129787522
OG0007281	AFUN2_011240	LOC129792351
OG0007282	AFUN2_001162	LOC129797740
OG0007283	AFUN2_006613	LOC129788915
OG0007284	AFUN2_008685	LOC129787012
OG0007285	AFUN2_006028	LOC129786238
OG0007286	AFUN2_012350	LOC129791547
OG0007287	AFUN2_006724	LOC129789685
OG0007288	AFUN2_009397	LOC129789540
OG0007290	AFUN2_010188	LOC129787846
OG0007291	AFUN2_012271	LOC129791620
OG0007292	AFUN2_001315	LOC129789307
OG0007293	AFUN2_006829	LOC129789642
OG0007294	AFUN2_013970	LOC129786396
OG0007295	AFUN2_008225	LOC129791887
OG0007296	AFUN2_003257	LOC129794784
OG0007297	AFUN2_010821	LOC129791621
OG0007298	AFUN2_007444	LOC129792454
OG0007299	AFUN2_006332	LOC129796002
OG0007300	AFUN2_001006	LOC129789106, LOC129788879
OG0007301	AFUN2_012905	LOC129791636
OG0007302	AFUN2_002940	LOC129795279
OG0007303	AFUN2_007638	LOC129794088
OG0007304	AFUN2_002718	LOC129788932
OG0007305	AFUN2_007736	LOC129787486
OG0007306	AFUN2_013692	LOC129787951
OG0007307	AFUN2_008032	LOC129791713
OG0007308	AFUN2_007548	LOC129796473
OG0007309	AFUN2_007767	LOC129787384
OG0007310	AFUN2_011327	LOC129793997
OG0007311	AFUN2_001250	LOC129791433
OG0007312	AFUN2_008643	LOC129791618
OG0007313	AFUN2_003271	LOC129792666
OG0007315	AFUN2_001136	LOC129790112
OG0007316	AFUN2_009808	LOC129790278, LOC129796160
OG0007317	AFUN2_013701	LOC129788072
OG0007318	AFUN2_008196	LOC129787023
OG0007319	AFUN2_005287	LOC129787513
OG0007320	AFUN2_010586	LOC129793290
OG0007321	AFUN2_014497	LOC129793702
OG0007322	AFUN2_003994	LOC129792224
OG0007323	AFUN2_005893	LOC129786424
OG0007325	AFUN2_010606	LOC129791623
OG0007326	AFUN2_008474	LOC129791655
OG0007327	AFUN2_008174	LOC129790820
OG0007328	AFUN2_001690	LOC129794990
OG0007329	AFUN2_012880	LOC129788941
OG0007330	AFUN2_009595	LOC129788878
OG0007331	AFUN2_013505	LOC129785865
OG0007332	AFUN2_006085	LOC129791240
OG0007333	AFUN2_010487	LOC129789145
OG0007335	AFUN2_005278	LOC129793717
OG0007336	AFUN2_003228	LOC129792472
OG0007337	AFUN2_013247	LOC129794668
OG0007338	AFUN2_002070	LOC129795527
OG0007339	AFUN2_006979	LOC129786164
OG0007340	AFUN2_011947	LOC129788161
OG0007341	AFUN2_005083	LOC129787871
OG0007342	AFUN2_013510	LOC129792921
OG0007344	AFUN2_008442	LOC129787031
OG0007345	AFUN2_013250	LOC129787613
OG0007346	AFUN2_006051	LOC129785873
OG0007347	AFUN2_009031	LOC129786641
OG0007348	AFUN2_014716	LOC129797280
OG0007349	AFUN2_003814	LOC129790357
OG0007350	AFUN2_003828	LOC129790735
OG0007351	AFUN2_008352	LOC129790772
OG0007352	AFUN2_014220	LOC129787151
OG0007353	AFUN2_003327	LOC129796790
OG0007354	AFUN2_003344	LOC129787728
OG0007355	AFUN2_003294	LOC129791652
OG0007357	AFUN2_014098	LOC129789317
OG0007358	AFUN2_010446	LOC129786991
OG0007359	AFUN2_006833	LOC129786311
OG0007360	AFUN2_003158	LOC129786161
OG0007361	AFUN2_013543	LOC129794099
OG0007362	AFUN2_009986	LOC129793455
OG0007363	AFUN2_014389	LOC129787392, LOC129793407
OG0007364	AFUN2_012531	LOC129797093
OG0007365	AFUN2_011705	LOC129793850
OG0007366	AFUN2_008428	LOC129793524
OG0007367	AFUN2_005453	LOC129789834
OG0007368	AFUN2_002973	LOC129786687
OG0007369	AFUN2_014592	LOC129786079
OG0007370	AFUN2_008248	LOC129793022
OG0007371	AFUN2_001480	LOC129789448
OG0007372	AFUN2_002977	LOC129794246
OG0007373	AFUN2_006329	LOC129790168
OG0007374	AFUN2_004733	LOC129789963
OG0007375	AFUN2_013938	LOC129787188
OG0007376	AFUN2_009646	LOC129788401
OG0007377	AFUN2_003311	LOC129794884
OG0007378	AFUN2_010743	LOC129792079
OG0007380	AFUN2_006472	LOC129787457
OG0007381	AFUN2_011974	LOC129792137
OG0007382	AFUN2_010983	LOC129794207
OG0007383	AFUN2_012222	LOC129790022
OG0007384	AFUN2_006591	LOC129786973
OG0007385	AFUN2_011741	LOC129790045
OG0007386	AFUN2_008100	LOC129786086
OG0007387	AFUN2_007364	LOC129796404
OG0007388	AFUN2_010266	LOC129787369
OG0007389	AFUN2_009756	LOC129788884
OG0007390	AFUN2_000989	LOC129794296
OG0007391	AFUN2_000874	LOC129791932
OG0007393	AFUN2_005042	LOC129786925
OG0007395	AFUN2_010384	LOC129794336
OG0007396	AFUN2_004282	LOC129793057
OG0007397	AFUN2_007322	LOC129790922
OG0007398	AFUN2_014335	LOC129795508
OG0007399	AFUN2_009225	LOC129795814
OG0007400	AFUN2_001789	LOC129797145
OG0007401	AFUN2_010639	LOC129791839
OG0007402	AFUN2_011928	LOC129793967
OG0007403	AFUN2_008084	LOC129792122
OG0007404	AFUN2_010108	LOC129794966
OG0007405	AFUN2_007651	LOC129791571
OG0007406	AFUN2_008498	LOC129788704
OG0007407	AFUN2_011671	LOC129792894
OG0007408	AFUN2_014606	LOC129786403
OG0007409	AFUN2_010534	LOC129795426
OG0007410	AFUN2_002801	LOC129797530
OG0007412	AFUN2_002451	LOC129786919
OG0007413	AFUN2_001613	LOC129786805
OG0007414	AFUN2_009423	LOC129793610
OG0007415	AFUN2_005061	LOC129792778
OG0007416	AFUN2_010414	LOC129786011
OG0007417	AFUN2_005457	LOC129788995
OG0007419	AFUN2_012379	LOC129791871
OG0007420	AFUN2_013848	LOC129793491
OG0007421	AFUN2_014380	LOC129794989
OG0007422	AFUN2_002630	LOC129794437
OG0007423	AFUN2_004732	LOC129792615
OG0007424	AFUN2_007558	LOC129787896
OG0007425	AFUN2_009372	LOC129788852
OG0007426	AFUN2_010986	LOC129796409
OG0007427	AFUN2_005055	LOC129793224, LOC129787195
OG0007428	AFUN2_010589	LOC129793532
OG0007429	AFUN2_000408	LOC129793584
OG0007432	AFUN2_005729	LOC129786575
OG0007433	AFUN2_008467	LOC129789192
OG0007434	AFUN2_012072	LOC129792279
OG0007435	AFUN2_013998	LOC129796141
OG0007436	AFUN2_011037	LOC129793514
OG0007437	AFUN2_009554	LOC129794532
OG0007438	AFUN2_010288	LOC129794012
OG0007439	AFUN2_013416	LOC129789563
OG0007440	AFUN2_013127	LOC129792945
OG0007441	AFUN2_002161	LOC129786677
OG0007442	AFUN2_006676	LOC129795167
OG0007443	AFUN2_013877	LOC129792106
OG0007444	AFUN2_002765	LOC129787929
OG0007445	AFUN2_006697	LOC129788812
OG0007446	AFUN2_011667	LOC129796850
OG0007447	AFUN2_002129	LOC129791723
OG0007448	AFUN2_004941	LOC129791806
OG0007449	AFUN2_013687	LOC129792720
OG0007450	AFUN2_001845	LOC129791457
OG0007451	AFUN2_012204	LOC129793165
OG0007452	AFUN2_003099	LOC129789888
OG0007453	AFUN2_007752	LOC129787529
OG0007454	AFUN2_009038	LOC129787981
OG0007455	AFUN2_000516	LOC129792816
OG0007456	AFUN2_014178	LOC129792177
OG0007458	AFUN2_009973	LOC129794231
OG0007459	AFUN2_010997	LOC129787048
OG0007461	AFUN2_006467	LOC129794323
OG0007462	AFUN2_004788	LOC129787968
OG0007463	AFUN2_011022	LOC129789228
OG0007464	AFUN2_007678	LOC129790817
OG0007466	AFUN2_010368	LOC129789985
OG0007469	AFUN2_003692	LOC129793147
OG0007470	AFUN2_007756	LOC129791820
OG0007471	AFUN2_001695	LOC129793209
OG0007472	AFUN2_005330	LOC129786666
OG0007473	AFUN2_009857	LOC129791518
OG0007475	AFUN2_001458	LOC129787202
OG0007476	AFUN2_005344	LOC129793841
OG0007477	AFUN2_011637	LOC129791532
OG0007478	AFUN2_001499	LOC129786312
OG0007479	AFUN2_004744	LOC129796037
OG0007480	AFUN2_008848	LOC129793159
OG0007481	AFUN2_004391	LOC129789310, LOC129789464
OG0007482	AFUN2_001619	LOC129791915
OG0007483	AFUN2_007175	LOC129792554
OG0007484	AFUN2_009229	LOC129786202
OG0007487	AFUN2_007729	LOC129789385
OG0007488	AFUN2_006238	LOC129793711
OG0007489	AFUN2_006323	LOC129787418
OG0007490	AFUN2_005566	LOC129789394
OG0007491	AFUN2_012788	LOC129794280
OG0007492	AFUN2_007040	LOC129790292
OG0007493	AFUN2_002701	LOC129789759
OG0007494	AFUN2_007591	LOC129791187
OG0007496	AFUN2_013454	LOC129787382
OG0007497	AFUN2_001903	LOC129786756
OG0007498	AFUN2_012842	LOC129792598
OG0007499	AFUN2_010006	LOC129791466
OG0007500	AFUN2_007845	LOC129787550
OG0007503	AFUN2_011020	LOC129788703
OG0007504	AFUN2_005374	LOC129795505
OG0007505	AFUN2_011711	LOC129795041
OG0007506	AFUN2_001443	LOC129794338
OG0007507	AFUN2_007795	LOC129793827
OG0007508	AFUN2_011315	LOC129789306
OG0007509	AFUN2_004296	LOC129787451
OG0007510	AFUN2_009645	LOC129790526
OG0007511	AFUN2_006392	LOC129788934
OG0007512	AFUN2_014547	LOC129795538
OG0007513	AFUN2_003534	LOC129791822
OG0007514	AFUN2_011662	LOC129791941
OG0007515	AFUN2_010505	LOC129788088
OG0007516	AFUN2_000975	LOC129792605
OG0007517	AFUN2_005686	LOC129788423
OG0007518	AFUN2_007129	LOC129795490
OG0007519	AFUN2_002360	LOC129795439
OG0007520	AFUN2_002715	LOC129796052
OG0007521	AFUN2_008847	LOC129788676
OG0007522	AFUN2_012025	LOC129794229
OG0007523	AFUN2_001367	LOC129790674
OG0007524	AFUN2_011133	LOC129791781
OG0007525	AFUN2_005054	LOC129792228
OG0007527	AFUN2_012171	LOC129787964
OG0007528	AFUN2_004991	LOC129793542
OG0007529	AFUN2_001111	LOC129787814
OG0007530	AFUN2_009994	LOC129792075
OG0007531	AFUN2_001510	LOC129797537
OG0007532	AFUN2_006344	LOC129788206
OG0007533	AFUN2_009456	LOC129789638
OG0007534	AFUN2_014760	LOC129787811
OG0007536	AFUN2_004151	LOC129791667
OG0007537	AFUN2_001560	LOC129791913
OG0007538	AFUN2_006394	LOC129790051
OG0007539	AFUN2_000933	LOC129790143
OG0007540	AFUN2_012036	LOC129790145
OG0007541	AFUN2_004529	LOC129785830
OG0007543	AFUN2_012468	LOC129793161
OG0007544	AFUN2_005385	LOC129787628
OG0007545	AFUN2_012528	LOC129786374
OG0007546	AFUN2_001089	LOC129795997
OG0007547	AFUN2_010437	LOC129791220
OG0007548	AFUN2_010016	LOC129790363
OG0007549	AFUN2_010477	LOC129795435
OG0007550	AFUN2_001710	LOC129794119
OG0007551	AFUN2_014029	LOC129794056
OG0007552	AFUN2_012056	LOC129786853
OG0007553	AFUN2_001870	LOC129790668
OG0007554	AFUN2_013989	LOC129791004
OG0007555	AFUN2_009322	LOC129788383
OG0007556	AFUN2_009649	LOC129791465
OG0007557	AFUN2_005366	LOC129794828
OG0007558	AFUN2_006325	LOC129791624
OG0007559	AFUN2_003611	LOC129796922
OG0007560	AFUN2_006137	LOC129796536
OG0007561	AFUN2_001806	LOC129791705
OG0007562	AFUN2_001647	LOC129796308
OG0007563	AFUN2_006000	LOC129788053
OG0007564	AFUN2_005121	LOC129787797
OG0007565	AFUN2_000639	LOC129792095
OG0007566	AFUN2_001753	LOC129791078
OG0007567	AFUN2_010428	LOC129791125
OG0007568	AFUN2_004236	LOC129792138
OG0007569	AFUN2_010727	LOC129794110
OG0007570	AFUN2_008563	LOC129785939
OG0007571	AFUN2_011373	LOC129797163
OG0007572	AFUN2_009067	LOC129794082
OG0007573	AFUN2_003964	LOC129787541
OG0007574	AFUN2_005898	LOC129791776
OG0007576	AFUN2_008009	LOC129791784
OG0007577	AFUN2_009153	LOC129790122
OG0007578	AFUN2_007237	LOC129787025
OG0007579	AFUN2_010597	LOC129797860
OG0007580	AFUN2_009165	LOC129792893
OG0007581	AFUN2_007706	LOC129793755
OG0007582	AFUN2_000831	LOC129793624, LOC129790709
OG0007583	AFUN2_004044	LOC129795484
OG0007584	AFUN2_011809	LOC129797475
OG0007585	AFUN2_001461	LOC129796607
OG0007586	AFUN2_004896	LOC129796993
OG0007587	AFUN2_005108	LOC129791606
OG0007588	AFUN2_001244	LOC129787652
OG0007589	AFUN2_014169	LOC129789875
OG0007590	AFUN2_000815	LOC129797432
OG0007591	AFUN2_006555	LOC129787858
OG0007592	AFUN2_005345	LOC129787540
OG0007593	AFUN2_013288	LOC129797265
OG0007594	AFUN2_014720	LOC129787409
OG0007595	AFUN2_011439	LOC129790544
OG0007597	AFUN2_005537	LOC129790378
OG0007598	AFUN2_003914	LOC129791449
OG0007599	AFUN2_012334	LOC129787440
OG0007600	AFUN2_013085	LOC129792836
OG0007601	AFUN2_011187	LOC129795811
OG0007602	AFUN2_001327	LOC129786009
OG0007603	AFUN2_008229	LOC129792050
OG0007604	AFUN2_003357	LOC129796109
OG0007605	AFUN2_012806	LOC129796254
OG0007606	AFUN2_009318	LOC129793469
OG0007607	AFUN2_011548	LOC129793993
OG0007608	AFUN2_006779	LOC129795491
OG0007610	AFUN2_006032	LOC129789283
OG0007611	AFUN2_002052	LOC129796651
OG0007612	AFUN2_013480	LOC129797515
OG0007613	AFUN2_013579	LOC129792338
OG0007614	AFUN2_012152	LOC129791182
OG0007615	AFUN2_000839	LOC129785890
OG0007616	AFUN2_010696	LOC129793737
OG0007617	AFUN2_012959	LOC129788727
OG0007618	AFUN2_010452	LOC129786234
OG0007619	AFUN2_001134	LOC129794206
OG0007620	AFUN2_010268	LOC129787497
OG0007621	AFUN2_014148	LOC129793302
OG0007622	AFUN2_000801	LOC129791704
OG0007623	AFUN2_011035	LOC129788945
OG0007624	AFUN2_003371	LOC129791978
OG0007625	AFUN2_004554	LOC129790598
OG0007626	AFUN2_008159	LOC129787077
OG0007627	AFUN2_008694	LOC129793475
OG0007628	AFUN2_010812	LOC129794626
OG0007630	AFUN2_000481	LOC129790072
OG0007631	AFUN2_010026	LOC129792579
OG0007632	AFUN2_000472	LOC129797153
OG0007633	AFUN2_007670	LOC129794279
OG0007634	AFUN2_013633	LOC129792483
OG0007635	AFUN2_005141	LOC129792246
OG0007636	AFUN2_004227	LOC129797866
OG0007637	AFUN2_012978	LOC129796586
OG0007638	AFUN2_004238	LOC129791819
OG0007639	AFUN2_003606	LOC129790271
OG0007640	AFUN2_007087	LOC129793169
OG0007641	AFUN2_004485	LOC129789302
OG0007642	AFUN2_001801	LOC129792480
OG0007643	AFUN2_007245	LOC129788933
OG0007644	AFUN2_003380	LOC129791572
OG0007645	AFUN2_007881	LOC129786540
OG0007646	AFUN2_012911	LOC129791774
OG0007648	AFUN2_008325	LOC129790908
OG0007649	AFUN2_000650	LOC129788734
OG0007650	AFUN2_006354	LOC129797247
OG0007651	AFUN2_001633	LOC129788385
OG0007652	AFUN2_012143	LOC129793382
OG0007653	AFUN2_014032	LOC129794729
OG0007654	AFUN2_008578	LOC129794157
OG0007655	AFUN2_006912	LOC129787748
OG0007656	AFUN2_013129	LOC129788718
OG0007657	AFUN2_007247	LOC129786030
OG0007658	AFUN2_007880	LOC129792796
OG0007660	AFUN2_004417	LOC129797469
OG0007661	AFUN2_013253	LOC129794277
OG0007663	AFUN2_002659	LOC129796935
OG0007664	AFUN2_009813	LOC129797212
OG0007665	AFUN2_012781	LOC129786013
OG0007666	AFUN2_010393	LOC129790659
OG0007668	AFUN2_011189	LOC129792819
OG0007669	AFUN2_013861	LOC129786418
OG0007670	AFUN2_008227	LOC129787882
OG0007671	AFUN2_005724	LOC129791867
OG0007672	AFUN2_010713	LOC129794569
OG0007674	AFUN2_013754	LOC129794074
OG0007675	AFUN2_005877	LOC129789485
OG0007676	AFUN2_010474	LOC129789100
OG0007677	AFUN2_002163	LOC129792930
OG0007678	AFUN2_009454	LOC129792494
OG0007679	AFUN2_010951	LOC129787121
OG0007680	AFUN2_001107	LOC129790465
OG0007681	AFUN2_014800	LOC129791234
OG0007682	AFUN2_010355	LOC129789399
OG0007683	AFUN2_001901	LOC129793501
OG0007684	AFUN2_002128	LOC129795303
OG0007685	AFUN2_013414	LOC129787892
OG0007686	AFUN2_008513	LOC129785831
OG0007688	AFUN2_001572	LOC129791567
OG0007689	AFUN2_009593	LOC129786400
OG0007690	AFUN2_004426	LOC129793130
OG0007691	AFUN2_001701	LOC129788759
OG0007692	AFUN2_007606	LOC129787891
OG0007693	AFUN2_010013	LOC129790046
OG0007694	AFUN2_012536	LOC129794244
OG0007695	AFUN2_008860	LOC129791842
OG0007696	AFUN2_012874	LOC129795455
OG0007697	AFUN2_007290	LOC129793795
OG0007698	AFUN2_014719	LOC129788732
OG0007699	AFUN2_005974	LOC129797426
OG0007700	AFUN2_005196	LOC129796701
OG0007701	AFUN2_012726	LOC129786989
OG0007702	AFUN2_014387	LOC129795285
OG0007703	AFUN2_001325	LOC129794286
OG0007704	AFUN2_005355	LOC129794341
OG0007705	AFUN2_014685	LOC129789353
OG0007706	AFUN2_007163	LOC129797785
OG0007707	AFUN2_004553	LOC129786402
OG0007708	AFUN2_009160	LOC129796525
OG0007709	AFUN2_009765	LOC129785849
OG0007710	AFUN2_013195	LOC129786514
OG0007711	AFUN2_012299	LOC129789660
OG0007712	AFUN2_004393	LOC129787006
OG0007713	AFUN2_006656	LOC129796354
OG0007714	AFUN2_002182	LOC129791286
OG0007715	AFUN2_009368	LOC129787079
OG0007716	AFUN2_013919	LOC129792570
OG0007717	AFUN2_001259	LOC129786613
OG0007719	AFUN2_013165	LOC129793952
OG0007720	AFUN2_002042	LOC129793363
OG0007721	AFUN2_006239	LOC129791595
OG0007722	AFUN2_001294	LOC129788950
OG0007723	AFUN2_000398	LOC129792553
OG0007724	AFUN2_010772	LOC129795449
OG0007725	AFUN2_011288	LOC129790129
OG0007726	AFUN2_004144	LOC129790619
OG0007727	AFUN2_001298	LOC129788428
OG0007728	AFUN2_011149	LOC129788070
OG0007729	AFUN2_004632	LOC129797721
OG0007730	AFUN2_005636	LOC129787526
OG0007731	AFUN2_003317	LOC129791326
OG0007732	AFUN2_004031	LOC129790729
OG0007733	AFUN2_013207	LOC129792629
OG0007734	AFUN2_013386	LOC129793269
OG0007735	AFUN2_012691	LOC129789592
OG0007736	AFUN2_007544	LOC129797424
OG0007737	AFUN2_013840	LOC129795463
OG0007738	AFUN2_011721	LOC129786081
OG0007739	AFUN2_007135	LOC129796044
OG0007740	AFUN2_010985	LOC129787032
OG0007741	AFUN2_009863	LOC129797736
OG0007742	AFUN2_013441	LOC129790092
OG0007743	AFUN2_004056	LOC129790706
OG0007744	AFUN2_004207	LOC129795459
OG0007745	AFUN2_001270	LOC129794683
OG0007748	AFUN2_011874	LOC129786479
OG0007750	AFUN2_013117	LOC129787521
OG0007751	AFUN2_014042	LOC129796778
OG0007752	AFUN2_014362	LOC129792718
OG0007753	AFUN2_012182	LOC129790704
OG0007754	AFUN2_011770	LOC129793448
OG0007755	AFUN2_001302	LOC129790502
OG0007757	AFUN2_013733	LOC129789829
OG0007758	AFUN2_002125	LOC129786891
OG0007760	AFUN2_007259	LOC129792375
OG0007761	AFUN2_007618	LOC129794060
OG0007762	AFUN2_004097	LOC129796351
OG0007763	AFUN2_007260	LOC129792371
OG0007764	AFUN2_001470	LOC129786215
OG0007765	AFUN2_007898	LOC129795447
OG0007766	AFUN2_012886	LOC129789661
OG0007767	AFUN2_007188	LOC129786621
OG0007768	AFUN2_002964	LOC129788438
OG0007770	AFUN2_001138	LOC129787614
OG0007771	AFUN2_007449	LOC129789143
OG0007772	AFUN2_012723	LOC129788677
OG0007773	AFUN2_008856	LOC129791455
OG0007774	AFUN2_011111	LOC129791438
OG0007775	AFUN2_006864	LOC129795085
OG0007778	AFUN2_010424	LOC129788639
OG0007781	AFUN2_007202	LOC129797683
OG0007782	AFUN2_006284, AFUN2_012377, AFUN2_003505, AFUN2_011588	LOC129790656
OG0007784	AFUN2_008965	LOC129785836
OG0007785	AFUN2_014127	LOC129794638
OG0007787	AFUN2_008597	LOC129797373
OG0007796	AFUN2_006767	LOC129793773
OG0007802	AFUN2_012090	LOC129789261, LOC129789693
OG0007813	AFUN2_005227	LOC129792057, LOC129792054
OG0007838	AFUN2_004824	LOC129787581
OG0007839	AFUN2_001249	LOC129797335
OG0007840	AFUN2_011085	LOC129797750
OG0007842	AFUN2_014343	LOC129787916
OG0007843	AFUN2_003724	LOC129796800
OG0007846	AFUN2_005445	LOC129788876
OG0007848	AFUN2_004267	LOC129786394
OG0007849	AFUN2_003965	LOC129796504
OG0007852	AFUN2_001689	LOC129786373
OG0007853	AFUN2_001708	LOC129795324
OG0007855	AFUN2_004320	LOC129786789
OG0007856	AFUN2_005009	LOC129792478
OG0007857	AFUN2_006160	LOC129787007, LOC129787013
OG0007858	AFUN2_002489	LOC129792479
OG0007860	AFUN2_003314	LOC129796634
OG0007862	AFUN2_012829	LOC129797099
OG0007863	AFUN2_014521	LOC129795864
OG0007864	AFUN2_004092	LOC129792178
OG0007866	AFUN2_011135	LOC129795725
OG0007867	AFUN2_006062	LOC129789919
OG0007868	AFUN2_003218	LOC129793144
OG0007875	AFUN2_009138	LOC129795084
OG0007877	AFUN2_010340	LOC129795301
OG0007878	AFUN2_014455	LOC129796900
OG0007879	AFUN2_004637	LOC129795703
OG0007881	AFUN2_006989	LOC129795179
OG0007882	AFUN2_014214	LOC129796339
OG0007884	AFUN2_001426	LOC129795460
OG0007887	AFUN2_000577	LOC129795721
OG0007888	AFUN2_007527	LOC129785951
OG0007889	AFUN2_009276	LOC129792222
OG0007890	AFUN2_002146	LOC129796301
OG0007891	AFUN2_012293	LOC129794805
OG0007892	AFUN2_014692	LOC129793883
OG0007893	AFUN2_008214	LOC129795200
OG0007894	AFUN2_000708	LOC129790670
OG0007895	AFUN2_001038	LOC129789973
OG0007896	AFUN2_006713	LOC129789401
OG0007897	AFUN2_005688	LOC129797771
OG0007901	AFUN2_014261	LOC129796222
OG0007902	AFUN2_008306	LOC129796255
OG0007903	AFUN2_012831	LOC129794576
OG0007904	AFUN2_011674	LOC129794587
OG0007906	AFUN2_013882	LOC129788035
OG0007907	AFUN2_003651	LOC129787688
OG0007908	AFUN2_001576	LOC129796884
OG0007909	AFUN2_008109	LOC129792957
OG0007910	AFUN2_007414	LOC129796700
OG0007911	AFUN2_009981	LOC129787854
OG0007914	AFUN2_004977	LOC129796572
OG0007915	AFUN2_001763	LOC129787796
OG0007916	AFUN2_008205	LOC129793637
OG0007917	AFUN2_012336	LOC129791902
OG0007918	AFUN2_007157	LOC129787804
OG0007919	AFUN2_006186	LOC129791775
OG0007920	AFUN2_008590	LOC129790346
OG0007922	AFUN2_004924	LOC129795858
OG0007923	AFUN2_012398	LOC129797704
OG0007924	AFUN2_001474	LOC129786012
OG0007925	AFUN2_013866	LOC129790353
OG0007926	AFUN2_007253	LOC129795551
OG0007930	AFUN2_004032	LOC129794633
OG0007931	AFUN2_003079	LOC129790069
OG0007932	AFUN2_013787	LOC129787057
OG0007934	AFUN2_013513	LOC129788447
OG0007935	AFUN2_013554	LOC129790972
OG0007936	AFUN2_010228	LOC129788410
