Orthogroup	AdirusWRAIR2	Aalbopictus_AalbF5
OG0000362	ADIR015887, ADIR015885	LOC109417695, LOC134289747, LOC109417559, LOC109417694
OG0000363	ADIR015546	LOC109431669
OG0000363	ADIR015547	LOC109431631, LOC115267493, LOC115259270
OG0000364	ADIR016198, ADIR016196	LOC109417614, LOC109426760, LOC109426761
OG0000365	ADIR004665	LOC109420926
OG0000366	ADIR010711	LOC109419189, LOC109419188, LOC109419155, LOC115262156
OG0000367	ADIR003716	LOC109406417
OG0000368	ADIR004446	LOC115268779, LOC115253469, LOC109412743
OG0000369	ADIR010893, ADIR010887	LOC115255405
OG0000370	ADIR010058	LOC109421677, LOC109426721
OG0000371	ADIR007434	LOC134288495
OG0000371	ADIR007436	LOC115265256
OG0000372	ADIR015735	LOC109402069, LOC134285328
OG0000376	ADIR006762, ADIR004461, ADIR001984, ADIR008524	LOC134286423
OG0000380	ADIR015576	LOC134284314, LOC134290310
OG0000380	ADIR015577	LOC109400822
OG0000381	ADIR016122	LOC109431293
OG0000381	ADIR016121	LOC109418937
OG0000382	ADIR011633	LOC109408978
OG0000382	ADIR011634	LOC109426479
OG0000383	ADIR009909	LOC109413923
OG0000383	ADIR009553	LOC115260955
OG0000384	ADIR011575, ADIR011584, ADIR011574	LOC109397157
OG0000386	ADIR007470	LOC109406410
OG0000387	ADIR001678	LOC115267498
OG0000387	ADIR006893	LOC109404924
OG0000388	ADIR010377, ADIR010378, ADIR010640	LOC109412442, LOC109430335, LOC109430333
OG0000389	ADIR003638	LOC115254253
OG0000390	ADIR009143	LOC109428795, LOC115271008, LOC109429608, LOC109429601, LOC109429611, LOC109422133, LOC109422136, LOC109432597
OG0000391	ADIR006703	LOC109423211
OG0000391	ADIR000463	LOC115256097
OG0000392	ADIR015588, ADIR015589, ADIR015587	LOC109404501
OG0000393	ADIR008379	LOC109424077
OG0000393	ADIR008380	LOC109424074
OG0000394	ADIR009815	LOC109408907
OG0000395	ADIR004795	LOC109405903
OG0000395	ADIR000918	LOC109398706
OG0000396	ADIR006188	LOC109430162
OG0000396	ADIR006187	LOC109430163
OG0000397	ADIR005187	LOC109428250
OG0000397	ADIR002696	LOC109427075
OG0000398	ADIR008789	LOC109420163, LOC109420161, LOC109420162, LOC109410030
OG0000399	ADIR007577	LOC115263357
OG0000400	ADIR003792	LOC109407994
OG0000400	ADIR003582	LOC109405168
OG0000401	ADIR003313	LOC109418407
OG0000401	ADIR001782	LOC109412802
OG0000402	ADIR004118, ADIR007659, ADIR007661	LOC109397830, LOC109397831, LOC109405350, LOC134287499
OG0000403	ADIR001185	LOC109405351, LOC115255632
OG0000403	ADIR008736	LOC109398107
OG0000404	ADIR000386	LOC109401173, LOC109401146, LOC134284179
OG0000405	ADIR016033, ADIR016035	LOC109409749, LOC109409746, LOC109432138
OG0000406	ADIR010242, ADIR002392, ADIR002343	LOC109428655
OG0000407	ADIR002282	LOC109424709, LOC134283926
OG0000407	ADIR009590	LOC109424712, LOC134291633, LOC134285730
OG0000408	ADIR001544	LOC115260129, LOC115260130
OG0000409	ADIR004706, ADIR004703	LOC109420930
OG0000409	ADIR004705	LOC109412654
OG0000410	ADIR002540	LOC109415792, LOC115264861, LOC115266173, LOC109412327, LOC115266099, LOC109422540, LOC109422701, LOC109412339
OG0000412	ADIR002367, ADIR002366	LOC134284900, LOC115256380
OG0000412	ADIR002365	LOC115256649, LOC115256648
OG0000413	ADIR015533, ADIR015532, ADIR015501	LOC109397940
OG0000414	ADIR014057, ADIR000659, ADIR000660, ADIR000661	LOC109424228
OG0000416	ADIR007938	LOC115253908, LOC109426657, LOC109426655
OG0000416	ADIR007755	LOC109426741, LOC109417941
OG0000417	ADIR010431	LOC109411049
OG0000417	ADIR005728	LOC109406499
OG0000419	ADIR003915	LOC134290305, LOC134284407
OG0000419	ADIR011741	LOC109398619
OG0000421	ADIR016222, ADIR016219, ADIR016220, ADIR016221, ADIR014849	LOC115256531
OG0000422	ADIR011739, ADIR014489, ADIR006716, ADIR000769, ADIR005287, ADIR004661, ADIR008945, ADIR005286, ADIR005759, ADIR009557, ADIR005282	LOC115266089
OG0000428	ADIR015548, ADIR015549	LOC134288941, LOC109418739
OG0000430	ADIR009309	LOC109427699
OG0000430	ADIR003911	LOC109427697
OG0000431	ADIR003217	LOC109411861
OG0000432	ADIR009396	LOC109409360
OG0000432	ADIR004972	LOC109417427
OG0000433	ADIR003006	LOC109623006
OG0000433	ADIR003007	LOC109622188
OG0000434	ADIR015930, ADIR015929	LOC109407821, LOC134288727, LOC134288724, LOC109410038
OG0000435	ADIR010798	LOC109399074, LOC134291823, LOC109409889
OG0000437	ADIR005813	LOC109433402
OG0000437	ADIR005815	LOC109433401
OG0000438	ADIR005817, ADIR005814	LOC109403303, LOC109433400, LOC109403274
OG0000439	ADIR010992	LOC109425148
OG0000440	ADIR003328	LOC109411686
OG0000440	ADIR003327	LOC109411655
OG0000441	ADIR007412, ADIR000981	LOC109423025
OG0000442	ADIR004523	LOC109428969
OG0000442	ADIR004521	LOC109408718
OG0000443	ADIR005386	LOC109400886
OG0000443	ADIR007351	LOC109401381
OG0000445	ADIR000225, ADIR000224	LOC109398913
OG0000446	ADIR007631	LOC109414069, LOC115258016
OG0000446	ADIR007632	LOC115258017
OG0000447	ADIR006355	LOC109409155
OG0000447	ADIR016048	LOC109409153
OG0000448	ADIR007075	LOC109409127
OG0000448	ADIR002786	LOC109405027
OG0000449	ADIR001435	LOC115256563, LOC109401927
OG0000449	ADIR011623	LOC109433196
OG0000450	ADIR006287	LOC115255343
OG0000451	ADIR001343	LOC134284988
OG0000451	ADIR001344	LOC109412193
OG0000452	ADIR003211	LOC109622640, LOC109419264
OG0000453	ADIR002048	LOC109413132
OG0000454	ADIR006123	LOC109406531, LOC109429681
OG0000455	ADIR003615	LOC109423314
OG0000455	ADIR001796	LOC115253807
OG0000456	ADIR008105	LOC109415681
OG0000457	ADIR010440	LOC109398361
OG0000457	ADIR010441	LOC109398558
OG0000458	ADIR000582, ADIR000585, ADIR000586	LOC109431816
OG0000459	ADIR010100	LOC134284121, LOC134284123, LOC134290263, LOC134284117, LOC134284118, LOC134284124
OG0000460	ADIR010285	LOC109399355
OG0000461	ADIR001398	LOC109422876, LOC109433652
OG0000462	ADIR000055	LOC115264747
OG0000462	ADIR000056	LOC109403759
OG0000463	ADIR009788	LOC115260592
OG0000464	ADIR006989	LOC115265356
OG0000464	ADIR006988	LOC115265355
OG0000465	ADIR009087, ADIR001140	LOC109424835
OG0000466	ADIR001786, ADIR000450	LOC109433657
OG0000476	ADIR015520	LOC109416051
OG0000477	ADIR015939	LOC109621595
OG0000477	ADIR015938	LOC109400142, LOC109400026
OG0000478	ADIR009352	LOC115265005
OG0000478	ADIR009353	LOC115264937
OG0000479	ADIR003422, ADIR003423	LOC115268723, LOC109428027
OG0000480	ADIR000106, ADIR000107	LOC109426513
OG0000481	ADIR004329	LOC109407398
OG0000482	ADIR015529	LOC109429643
OG0000482	ADIR015530	LOC109429642
OG0000484	ADIR009697	LOC109425082
OG0000484	ADIR000755	LOC109419028
OG0000485	ADIR011226	LOC109621339
OG0000486	ADIR004130	LOC109415196
OG0000486	ADIR010048	LOC109421809
OG0000487	ADIR011456	LOC109621808
OG0000487	ADIR002382	LOC109416114
OG0000488	ADIR005675	LOC109403460, LOC109403431
OG0000489	ADIR011660	LOC109406904
OG0000489	ADIR011661	LOC109412957
OG0000490	ADIR002278	LOC134289965, LOC134291854
OG0000491	ADIR010196	LOC109623095
OG0000492	ADIR001274	LOC109425357
OG0000492	ADIR015512	LOC109418683
OG0000493	ADIR010823, ADIR003156	LOC109402010, LOC109401998
OG0000494	ADIR001926	LOC109400872
OG0000494	ADIR006809	LOC134287907, LOC109623132
OG0000495	ADIR008544	LOC109428206
OG0000496	ADIR016174	LOC109411182
OG0000497	ADIR010268	LOC115269560
OG0000497	ADIR011592	LOC109420370
OG0000498	ADIR001903	LOC109418646
OG0000499	ADIR003605	LOC134288418, LOC109413463
OG0000500	ADIR001164	LOC109431093
OG0000500	ADIR007528	LOC109414630, LOC109424816
OG0000502	ADIR015872	LOC109421941
OG0000503	ADIR010403, ADIR010386	LOC109425029, LOC109425031
OG0000504	ADIR010398	LOC115266033, LOC109424039
OG0000504	ADIR005554	LOC109402353
OG0000505	ADIR004460	LOC109417013, LOC109412849
OG0000506	ADIR000144	LOC115256102
OG0000507	ADIR011452	LOC115256103
OG0000507	ADIR006617	LOC109414072
OG0000508	ADIR016191, ADIR016190, ADIR007988	LOC109422787
OG0000509	ADIR007447	LOC109426589
OG0000509	ADIR007448	LOC109426590, LOC134287360
OG0000510	ADIR000926	LOC109425180
OG0000510	ADIR002571	LOC109425173
OG0000511	ADIR008094, ADIR016142	LOC109425513, LOC109425525
OG0000512	ADIR002377	LOC109415211
OG0000512	ADIR002378	LOC109428382
OG0000514	ADIR008504	LOC109400992
OG0000514	ADIR004788	LOC115255015
OG0000515	ADIR015942	LOC115264138
OG0000515	ADIR015940	LOC109398588
OG0000516	ADIR002633	LOC109401458
OG0000517	ADIR005492, ADIR005493	LOC109415719
OG0000518	ADIR007074	LOC109423301
OG0000518	ADIR007072	LOC109423253
OG0000520	ADIR006171	LOC109423887
OG0000521	ADIR007269	LOC109418072
OG0000521	ADIR010663	LOC109418321
OG0000522	ADIR003989	LOC115257747
OG0000522	ADIR003992	LOC109420067
OG0000523	ADIR005431	LOC115259474
OG0000524	ADIR007502, ADIR007504	LOC109403198, LOC109402739
OG0000525	ADIR007248	LOC134283917, LOC109418111
OG0000526	ADIR001209	LOC109411927
OG0000526	ADIR004082	LOC109406265
OG0000527	ADIR005535	LOC109423591
OG0000527	ADIR005536	LOC109423594
OG0000528	ADIR007580	LOC115270379
OG0000528	ADIR007576	LOC109403072
OG0000529	ADIR009775, ADIR005588	LOC109432424
OG0000529	ADIR009037	LOC134287482, LOC134289588, LOC134284080, LOC115257565
OG0000529	ADIR005689	LOC134291254
OG0000534	ADIR004940	LOC109408101, LOC109419033
OG0000535	ADIR005911	LOC109429794, LOC109398275
OG0000536	ADIR008027	LOC109414815
OG0000536	ADIR002347	LOC109418840
OG0000538	ADIR003261	LOC109430354
OG0000539	ADIR003268, ADIR003267	LOC109412473, LOC134286592
OG0000540	ADIR002371	LOC109402659, LOC115268762, LOC134284849, LOC134284856, LOC134284906, LOC109402682
OG0000541	ADIR011392, ADIR000730	LOC134288839, LOC115257877
OG0000542	ADIR002521	LOC109412237
OG0000542	ADIR002522	LOC115253484
OG0000543	ADIR001792	LOC109427741, LOC115260725
OG0000544	ADIR006076	LOC109429585
OG0000544	ADIR008375	LOC109415777
OG0000546	ADIR000983	LOC115253915, LOC109423056
OG0000547	ADIR009748	LOC109622788
OG0000547	ADIR008851	LOC109622622
OG0000549	ADIR007473, ADIR011705, ADIR011704	LOC109427648
OG0000550	ADIR004260	LOC115263103, LOC109416717, LOC115263134, LOC109425632
OG0000551	ADIR005366	LOC109432153
OG0000552	ADIR005528, ADIR005530, ADIR005529	LOC115267361, LOC134285723
OG0000553	ADIR008143	LOC109412894
OG0000554	ADIR010047	LOC109428614, LOC109421685, LOC134290135, LOC109428015
OG0000555	ADIR005419	LOC109416395, LOC109430046, LOC109416372, LOC115263411
OG0000556	ADIR002690	LOC115264438, LOC115264437
OG0000557	ADIR002816, ADIR001118	LOC109405654
OG0000558	ADIR010572	LOC109419262
OG0000558	ADIR001028	LOC109400382
OG0000559	ADIR010538	LOC109429221
OG0000559	ADIR010539	LOC115261363
OG0000560	ADIR004634	LOC109418122, LOC109424772
OG0000561	ADIR003887	LOC109431683
OG0000562	ADIR008626	LOC109406256
OG0000562	ADIR008625	LOC109406730
OG0000563	ADIR015945	LOC115264129
OG0000563	ADIR015943	LOC115264141
OG0000564	ADIR011483	LOC109409290, LOC109419533
OG0000565	ADIR004400, ADIR009049	LOC109422005, LOC115256419
OG0000566	ADIR000074	LOC109410100
OG0000566	ADIR000076	LOC109418615
OG0000567	ADIR004302	LOC109403135
OG0000567	ADIR007725	LOC109414720
OG0000568	ADIR004213	LOC115268481, LOC109407918
OG0000569	ADIR010351	LOC109414177, LOC109414176
OG0000570	ADIR008400, ADIR005510	LOC109425508
OG0000571	ADIR009253	LOC109416085, LOC109402929, LOC109402930
OG0000572	ADIR009208	LOC109408067
OG0000573	ADIR002372	LOC115256807, LOC109405102
OG0000576	ADIR000871	LOC134288156
OG0000579	ADIR007934	LOC115253489
OG0000579	ADIR004490	LOC109413755
OG0000581	ADIR001607	LOC115263322
OG0000581	ADIR001609	LOC109416943
OG0000582	ADIR015869, ADIR015868	LOC109621814
OG0000583	ADIR006996	LOC134288929, LOC134288931
OG0000584	ADIR000205	LOC115267440
OG0000584	ADIR000208	LOC109400174
OG0000585	ADIR006922	LOC109622485, LOC109420172
OG0000586	ADIR003218	LOC109412123, LOC109411871, LOC109425546
OG0000588	ADIR010647	LOC115268552
OG0000592	ADIR011607, ADIR011598, ADIR006755, ADIR011612, ADIR011602, ADIR011599, ADIR011608, ADIR011606, ADIR011613, ADIR009462, ADIR011562, ADIR006754, ADIR016093, ADIR009461, ADIR005783	LOC109417092
OG0000595	ADIR009712, ADIR001030, ADIR009034, ADIR005289, ADIR009710	LOC134286126, LOC115256601, LOC109622768, LOC115265498, LOC115268099
OG0000596	ADIR001805, ADIR011638	LOC134288570, LOC115257075
OG0000606	ADIR010706	LOC109415498, LOC109415500, LOC115267668
OG0000607	ADIR000209	LOC109413555
OG0000608	ADIR006043, ADIR006044	LOC109429916
OG0000609	ADIR006271	LOC109419595
OG0000610	ADIR007166	LOC109407392
OG0000610	ADIR007165	LOC109416014
OG0000611	ADIR007100	LOC109622501, LOC109622498
OG0000612	ADIR006139	LOC115265630
OG0000613	ADIR003502	LOC109429147
OG0000614	ADIR003599	LOC109413458
OG0000615	ADIR007513	LOC109623117
OG0000616	ADIR016185, ADIR016184	LOC109409377, LOC109409353, LOC109419551, LOC109409287, LOC109623130
OG0000617	ADIR014435, ADIR014433, ADIR014425	LOC109409326, LOC109419099
OG0000618	ADIR004564, ADIR001182	LOC109400383
OG0000619	ADIR003359	LOC109425300
OG0000620	ADIR011338	LOC109419854, LOC109420716, LOC109419855
OG0000621	ADIR009431	LOC109432285
OG0000621	ADIR001339	LOC109420692
OG0000622	ADIR005772	LOC134290554, LOC109396976
OG0000623	ADIR001819, ADIR001948	LOC109399668
OG0000624	ADIR006550	LOC109429096, LOC109429098
OG0000625	ADIR015792	LOC134284016
OG0000625	ADIR015794	LOC109413737
OG0000626	ADIR002370	LOC134284853, LOC109402667
OG0000627	ADIR005607, ADIR005612	LOC109409926
OG0000628	ADIR009278	LOC115260719
OG0000629	ADIR000859	LOC109431375, LOC109431398
OG0000630	ADIR002291, ADIR002307	LOC109425952, LOC109407629
OG0000631	ADIR011098	LOC115264910
OG0000632	ADIR002589	LOC115255627, LOC115255639
OG0000633	ADIR001162, ADIR008662	LOC109424971
OG0000634	ADIR001434, ADIR005413	LOC109397138
OG0000635	ADIR010027, ADIR010026, ADIR005808	LOC109428007, LOC115268734
OG0000636	ADIR004263	LOC109425681
OG0000637	ADIR010754, ADIR010756	LOC109422198
OG0000638	ADIR016063, ADIR015866	LOC109399427, LOC109401200
OG0000639	ADIR007163	LOC115261964
OG0000640	ADIR007483	LOC109414369, LOC109415824, LOC115269659, LOC115269658
OG0000641	ADIR006280	LOC109622813, LOC115254098
OG0000642	ADIR002901	LOC134285837
OG0000642	ADIR002900	LOC109412847
OG0000643	ADIR010103	LOC109427063, LOC115266489, LOC109427062
OG0000644	ADIR000026	LOC109420412, LOC134292130
OG0000645	ADIR008785	LOC109420201
OG0000645	ADIR008787	LOC109420202
OG0000646	ADIR007094	LOC109622580, LOC109622515, LOC109622581
OG0000647	ADIR007084	LOC109622523
OG0000648	ADIR015991, ADIR015990	LOC109419940, LOC109419941
OG0000649	ADIR015836	LOC109412099, LOC115269169
OG0000650	ADIR009272	LOC115258682
OG0000652	ADIR001181, ADIR007213	LOC109412987
OG0000653	ADIR010712	LOC109407076
OG0000653	ADIR011268	LOC109407178
OG0000654	ADIR007302	LOC109429065, LOC109399249
OG0000655	ADIR008840	LOC109410041
OG0000655	ADIR007857	LOC109430876
OG0000656	ADIR006297	LOC109419565
OG0000656	ADIR006298	LOC115260918
OG0000657	ADIR011479	LOC109419528, LOC115258746, LOC109409299
OG0000658	ADIR008934	LOC109402847
OG0000658	ADIR008935	LOC109422588
OG0000660	ADIR003385	LOC109404968
OG0000661	ADIR001298	LOC109405382
OG0000662	ADIR002069	LOC109426928
OG0000663	ADIR005873	LOC109425363, LOC115262363
OG0000664	ADIR004975	LOC109410571, LOC109417342
OG0000665	ADIR010523	LOC109400176
OG0000666	ADIR001094	LOC134285018
OG0000666	ADIR001091	LOC109422047
OG0000667	ADIR005250	LOC109401310, LOC109623294
OG0000668	ADIR011665	LOC109428378, LOC109415212
OG0000671	ADIR005757, ADIR001820	LOC115267997
OG0000672	ADIR011370, ADIR011369	LOC109427628
OG0000673	ADIR009373	LOC115257965
OG0000673	ADIR009378	LOC109622862
OG0000674	ADIR000182	LOC115253893
OG0000675	ADIR004357	LOC109418473
OG0000675	ADIR004359	LOC134284634
OG0000676	ADIR015831	LOC109422703, LOC115264863, LOC115266101
OG0000677	ADIR004057	LOC109421075
OG0000678	ADIR008664, ADIR008663	LOC109426679
OG0000679	ADIR008098, ADIR008707	LOC109414996
OG0000680	ADIR001462	LOC109432919
OG0000681	ADIR003575, ADIR003576, ADIR003569	LOC109412528
OG0000682	ADIR001375	LOC109431465
OG0000683	ADIR011193, ADIR004792	LOC115255007
OG0000684	ADIR008684, ADIR001359	LOC109422124
OG0000685	ADIR009036, ADIR009689	LOC134286086
OG0000686	ADIR008967, ADIR008968, ADIR008965, ADIR008966	LOC109405741
OG0000687	ADIR005260, ADIR006874	LOC115263936
OG0000698	ADIR010606	LOC109400851
OG0000700	ADIR000562	LOC109426058
OG0000701	ADIR009737, ADIR000544	LOC115253491
OG0000703	ADIR002997, ADIR002996	LOC109424813, LOC109414631
OG0000704	ADIR005443	LOC109432159, LOC109428437
OG0000705	ADIR003853, ADIR014326	LOC115267291
OG0000706	ADIR008446	LOC109415200, LOC109402140, LOC115254736
OG0000707	ADIR007676, ADIR007679	LOC134288666
OG0000708	ADIR000862	LOC109415190
OG0000709	ADIR003944	LOC109433007, LOC115255771
OG0000710	ADIR001331	LOC134285812, LOC109397699, LOC109432974
OG0000711	ADIR000483	LOC115257573, LOC115257738
OG0000712	ADIR005673, ADIR005674	LOC115257461, LOC109403425
OG0000713	ADIR003761	LOC109428739, LOC115270179, LOC109426302
OG0000714	ADIR010237	LOC115254094, LOC109427282
OG0000715	ADIR002785, ADIR005811	LOC109433405, LOC109433403
OG0000716	ADIR002517, ADIR015809	LOC109403259
OG0000717	ADIR004994	LOC109402253
OG0000718	ADIR009106	LOC109418644
OG0000719	ADIR015877, ADIR015878	LOC109408711, LOC109428968, LOC109408710, LOC115267753
OG0000720	ADIR005353	LOC115263718
OG0000721	ADIR015873	LOC109398470
OG0000722	ADIR010217, ADIR010216	LOC109411373
OG0000723	ADIR008414, ADIR010092	LOC109416240
OG0000724	ADIR004314	LOC109399449
OG0000724	ADIR004315	LOC109404319
OG0000725	ADIR007428	LOC109405632
OG0000726	ADIR005496, ADIR005497	LOC109429237
OG0000727	ADIR000192, ADIR000191	LOC109621475, LOC109621486
OG0000728	ADIR007813, ADIR009268	LOC109410133
OG0000729	ADIR011499, ADIR001420	LOC115260570
OG0000730	ADIR000405	LOC109399566, LOC109399105
OG0000731	ADIR003750	LOC109401917
OG0000732	ADIR016014, ADIR016015	LOC109430359, LOC109430358
OG0000733	ADIR007422	LOC115270390
OG0000734	ADIR001121, ADIR009318	LOC115253434, LOC109422004
OG0000735	ADIR004318, ADIR004573	LOC115270450
OG0000736	ADIR007028	LOC134288725
OG0000736	ADIR007030, ADIR007029	LOC109407731
OG0000737	ADIR000955	LOC109405345
OG0000738	ADIR004104, ADIR004106	LOC109415132
OG0000739	ADIR003753, ADIR003755, ADIR003754	LOC109398030
OG0000740	ADIR008993	LOC109405285
OG0000741	ADIR009181, ADIR009178, ADIR009180	LOC109412774
OG0000742	ADIR003440, ADIR003439	LOC115269291, LOC115269290, LOC109415309
OG0000743	ADIR010773	LOC109432718
OG0000744	ADIR006121	LOC134285744, LOC109405464
OG0000745	ADIR002922	LOC109430722, LOC115257484
OG0000746	ADIR008974	LOC115267638, LOC115268656
OG0000747	ADIR002716	LOC134291558, LOC134292032
OG0000748	ADIR010525	LOC109427008
OG0000748	ADIR010524	LOC109400207
OG0000749	ADIR001353, ADIR007200	LOC134284672, LOC109416871
OG0000750	ADIR010959	LOC109623155
OG0000751	ADIR001384	LOC134289711, LOC109431492
OG0000752	ADIR007588, ADIR001235	LOC109430087, LOC115256456
OG0000753	ADIR003634, ADIR011231	LOC109403630
OG0000754	ADIR008000	LOC109400239, LOC109414274
OG0000756	ADIR009868	LOC134289725
OG0000757	ADIR005640	LOC109399842, LOC115256995, LOC109399850
OG0000760	ADIR002003	LOC109425998
OG0000761	ADIR004099, ADIR004098	LOC109414440
OG0000762	ADIR008985, ADIR000772, ADIR009061, ADIR008884, ADIR008911, ADIR008912	LOC109404958
OG0000763	ADIR007037	LOC134284619, LOC109398403
OG0000764	ADIR006059	LOC109429977
OG0000764	ADIR006058	LOC109429978
OG0000766	ADIR014475, ADIR005643, ADIR005641	LOC109399236
OG0000767	ADIR002095	LOC109427049, LOC109623359
OG0000769	ADIR010785, ADIR010786	LOC109421901, LOC115267702
OG0000770	ADIR001063	LOC109428484
OG0000770	ADIR001062	LOC109412976, LOC109428530
OG0000771	ADIR001419, ADIR001418	LOC109415781
OG0000772	ADIR007672	LOC109623124
OG0000773	ADIR004802, ADIR004801	LOC115254013
OG0000774	ADIR002089	LOC109427045
OG0000774	ADIR002087	LOC109426944
OG0000775	ADIR004192, ADIR004194	LOC109622194
OG0000776	ADIR002136	LOC109399555
OG0000776	ADIR002137	LOC109431991
OG0000777	ADIR008628, ADIR008631, ADIR008629	LOC109414982
OG0000778	ADIR006485	LOC115261554
OG0000779	ADIR004267, ADIR004268, ADIR004269	LOC109423124
OG0000784	ADIR005285	LOC115261339
OG0000786	ADIR005558	LOC109430291
OG0000787	ADIR009031	LOC134289795, LOC134288827, LOC134285061
OG0000790	ADIR011743, ADIR009707, ADIR011742, ADIR014780, ADIR009729, ADIR010826, ADIR001701	LOC134289963
OG0000799	ADIR009139	LOC115266992, LOC109413206, LOC109425581
OG0000800	ADIR006579, ADIR006580	LOC109427250
