Orthogroup	AdirusWRAIR2	LlongipalpisASM
OG0006464	ADIR006724	LOC129787770
OG0006465	ADIR004447	LOC129785996
OG0006467	ADIR009849	LOC129796917
OG0006468	ADIR000083	LOC129796396
OG0006469	ADIR009372	LOC129789677
OG0006470	ADIR002054	LOC129795986
OG0006471	ADIR007403	LOC129792900
OG0006472	ADIR001789	LOC129787772
OG0006473	ADIR001790	LOC129796966
OG0006474	ADIR001785	LOC129787561
OG0006475	ADIR005131	LOC129792935
OG0006476	ADIR007177	LOC129787954
OG0006477	ADIR008052	LOC129793081
OG0006478	ADIR007570	LOC129793083
OG0006479	ADIR007571	LOC129793064, LOC129793221
OG0006480	ADIR000524	LOC129796360
OG0006481	ADIR000523	LOC129796082
OG0006482	ADIR009200	LOC129795935
OG0006483	ADIR000024	LOC129796683
OG0006484	ADIR000023	LOC129794763
OG0006485	ADIR010865	LOC129793693
OG0006486	ADIR010928	LOC129793238
OG0006487	ADIR011083	LOC129796084
OG0006488	ADIR000556	LOC129793512
OG0006489	ADIR011281	LOC129787229
OG0006490	ADIR011280	LOC129788465
OG0006491	ADIR006759	LOC129788519
OG0006492	ADIR004004	LOC129789427
OG0006493	ADIR004003	LOC129789423
OG0006494	ADIR004002	LOC129788745
OG0006495	ADIR004005	LOC129789354
OG0006497	ADIR004001	LOC129788717
OG0006498	ADIR007234	LOC129787293
OG0006499	ADIR008886	LOC129786462
OG0006500	ADIR000997	LOC129787747
OG0006501	ADIR005540	LOC129787836
OG0006502	ADIR004064	LOC129797100
OG0006503	ADIR000805	LOC129789712
OG0006504	ADIR005516	LOC129795955
OG0006505	ADIR001499	LOC129790325
OG0006506	ADIR010790	LOC129789303
OG0006507	ADIR001333	LOC129789069
OG0006508	ADIR007592	LOC129793424
OG0006509	ADIR007595	LOC129792811
OG0006510	ADIR004393	LOC129796614
OG0006511	ADIR004390	LOC129794973
OG0006512	ADIR004388	LOC129792497
OG0006513	ADIR008868	LOC129790302
OG0006515	ADIR008870	LOC129788827
OG0006516	ADIR007372	LOC129792782
OG0006517	ADIR004976	LOC129788767
OG0006518	ADIR004978	LOC129789391
OG0006519	ADIR002097	LOC129795554
OG0006520	ADIR007573	LOC129791983
OG0006521	ADIR007574	LOC129791899
OG0006522	ADIR005039	LOC129788641
OG0006523	ADIR004955	LOC129785825
OG0006524	ADIR011374	LOC129785833
OG0006525	ADIR011375	LOC129785901
OG0006526	ADIR011376	LOC129785884
OG0006527	ADIR008955	LOC129797201
OG0006529	ADIR008058	LOC129792562
OG0006530	ADIR000022	LOC129796411
OG0006531	ADIR005961	LOC129788520
OG0006532	ADIR007972	LOC129792064
OG0006533	ADIR007973	LOC129792062
OG0006534	ADIR009232	LOC129797651
OG0006535	ADIR009828	LOC129796389
OG0006536	ADIR001633	LOC129794149
OG0006537	ADIR010791	LOC129794266
OG0006538	ADIR005129	LOC129790349
OG0006539	ADIR000086	LOC129795843
OG0006540	ADIR001897	LOC129792229
OG0006541	ADIR014564	LOC129787205
OG0006542	ADIR006161	LOC129793418
OG0006543	ADIR006156	LOC129793792
OG0006544	ADIR006160	LOC129791138
OG0006545	ADIR006159	LOC129791135
OG0006546	ADIR014533	LOC129795624
OG0006547	ADIR006157	LOC129789818
OG0006548	ADIR006163	LOC129788863
OG0006549	ADIR006166	LOC129796362
OG0006550	ADIR006165	LOC129795631
OG0006551	ADIR006164	LOC129794127
OG0006553	ADIR008706	LOC129797264
OG0006555	ADIR011094	LOC129789325
OG0006556	ADIR004763	LOC129791206
OG0006557	ADIR004764	LOC129789316
OG0006558	ADIR003452	LOC129797625
OG0006559	ADIR003813	LOC129792431
OG0006560	ADIR005195	LOC129792644
OG0006561	ADIR005749	LOC129796419
OG0006563	ADIR010724	LOC129786571
OG0006564	ADIR010725	LOC129786586
OG0006565	ADIR010722	LOC129786566
OG0006566	ADIR010522	LOC129797712
OG0006567	ADIR008270	LOC129786820
OG0006569	ADIR004860	LOC129788711
OG0006570	ADIR005210	LOC129792998
OG0006571	ADIR008829	LOC129791680
OG0006572	ADIR008828	LOC129791686
OG0006573	ADIR008830	LOC129789907
OG0006575	ADIR009152	LOC129788820
OG0006576	ADIR015875	LOC129789358
OG0006577	ADIR005477	LOC129797083
OG0006578	ADIR005473	LOC129790195
OG0006579	ADIR005512	LOC129790212
OG0006580	ADIR015662	LOC129788816
OG0006581	ADIR001504	LOC129791150
OG0006582	ADIR001686	LOC129794197
OG0006583	ADIR001687	LOC129794199
OG0006584	ADIR005538	LOC129787837
OG0006585	ADIR008588	LOC129792172
OG0006586	ADIR002597	LOC129789071
OG0006587	ADIR002596	LOC129788973
OG0006588	ADIR002598	LOC129789074
OG0006589	ADIR008715	LOC129793683
OG0006590	ADIR008718	LOC129793686
OG0006591	ADIR007040	LOC129791790
OG0006592	ADIR007087	LOC129794219
OG0006593	ADIR015906	LOC129794118
OG0006594	ADIR007012	LOC129793533, LOC129794126
OG0006595	ADIR001623	LOC129792198
OG0006596	ADIR001624	LOC129791431
OG0006597	ADIR001625	LOC129791430
OG0006599	ADIR008415	LOC129785862
OG0006600	ADIR008416	LOC129797823
OG0006601	ADIR003940	LOC129790375
OG0006602	ADIR011027	LOC129792156
OG0006603	ADIR011021	LOC129789114
OG0006604	ADIR011023	LOC129792785
OG0006605	ADIR001585	LOC129788489
OG0006606	ADIR011026	LOC129791596
OG0006607	ADIR009270	LOC129790458
OG0006608	ADIR004914	LOC129789062
OG0006609	ADIR004744	LOC129793520
OG0006610	ADIR010354	LOC129786232
OG0006611	ADIR008770	LOC129792357
OG0006612	ADIR008096	LOC129791758
OG0006613	ADIR001913	LOC129796494
OG0006614	ADIR007178	LOC129796486
OG0006615	ADIR003645	LOC129792697
OG0006616	ADIR003101	LOC129787855
OG0006617	ADIR003097	LOC129787530
OG0006618	ADIR003098	LOC129787901
OG0006619	ADIR003103	LOC129794513
OG0006620	ADIR011086	LOC129792211
OG0006621	ADIR011087	LOC129786028
OG0006622	ADIR004849	LOC129788632
OG0006623	ADIR005931	LOC129797487
OG0006624	ADIR004848	LOC129796153
OG0006625	ADIR004852	LOC129795088
OG0006626	ADIR005292	LOC129787930
OG0006628	ADIR001095	LOC129789960
OG0006629	ADIR008702	LOC129792831
OG0006630	ADIR006293	LOC129788798
OG0006631	ADIR005267	LOC129790210
OG0006632	ADIR006737	LOC129793744
OG0006633	ADIR000013	LOC129796148
OG0006634	ADIR010176	LOC129787040
OG0006635	ADIR010174	LOC129787037
OG0006636	ADIR005842	LOC129791021
OG0006637	ADIR002951	LOC129786288
OG0006638	ADIR010234	LOC129797238
OG0006639	ADIR010232	LOC129785968
OG0006640	ADIR007582	LOC129793156
OG0006641	ADIR004727	LOC129792202
OG0006642	ADIR007386	LOC129793323
OG0006643	ADIR007922	LOC129792673
OG0006644	ADIR007923	LOC129793768
OG0006645	ADIR002211	LOC129793320
OG0006646	ADIR008765	LOC129792247
OG0006647	ADIR009890	LOC129789713
OG0006649	ADIR011695	LOC129795707
OG0006650	ADIR011694	LOC129795620
OG0006651	ADIR001189	LOC129791081
OG0006652	ADIR002143	LOC129797077
OG0006653	ADIR001332	LOC129793764
OG0006654	ADIR006507	LOC129796990
OG0006655	ADIR006468	LOC129788142
OG0006656	ADIR011405	LOC129789131
OG0006657	ADIR011675	LOC129789728
OG0006658	ADIR011689	LOC129789857
OG0006659	ADIR004607	LOC129790893
OG0006660	ADIR010429	LOC129787510
OG0006661	ADIR000782	LOC129789281
OG0006662	ADIR007687	LOC129786212
OG0006663	ADIR009295	LOC129794563
OG0006664	ADIR009294	LOC129794215
OG0006665	ADIR001446	LOC129787269
OG0006666	ADIR004148	LOC129795109
OG0006667	ADIR004616	LOC129787092
OG0006668	ADIR005766	LOC129789324
OG0006669	ADIR008616	LOC129789637
OG0006670	ADIR007180	LOC129791604
OG0006671	ADIR007915	LOC129786436
OG0006672	ADIR007181	LOC129791615
OG0006673	ADIR001938	LOC129794582
OG0006674	ADIR000320	LOC129793652
OG0006675	ADIR000530	LOC129791236
OG0006676	ADIR006292	LOC129788758
OG0006677	ADIR006984	LOC129794085
OG0006678	ADIR005152	LOC129797019
OG0006679	ADIR004817	LOC129792848
OG0006680	ADIR010225	LOC129785926
OG0006681	ADIR009901	LOC129793184
OG0006682	ADIR004325	LOC129791952
OG0006683	ADIR004324	LOC129794257
OG0006684	ADIR010822	LOC129788167
OG0006685	ADIR015760	LOC129795640
OG0006686	ADIR000195	LOC129796045
OG0006687	ADIR007921	LOC129795877
OG0006688	ADIR009385	LOC129789594
OG0006689	ADIR004455	LOC129789784
OG0006690	ADIR001754	LOC129788909
OG0006691	ADIR010143	LOC129795252
OG0006692	ADIR007409	LOC129792023
OG0006693	ADIR007408	LOC129792856
OG0006694	ADIR009074	LOC129787859
OG0006695	ADIR010494	LOC129788751
OG0006696	ADIR002221	LOC129789741
OG0006697	ADIR006731	LOC129787548
OG0006698	ADIR009872	LOC129797199
OG0006699	ADIR009994	LOC129787359
OG0006700	ADIR005086	LOC129790950
OG0006701	ADIR006177	LOC129788349
OG0006702	ADIR006180	LOC129788503
OG0006703	ADIR006176	LOC129788578
OG0006704	ADIR005087	LOC129790851
OG0006705	ADIR006182	LOC129790047
OG0006706	ADIR009891	LOC129797119
OG0006707	ADIR007210	LOC129790137
OG0006708	ADIR008716	LOC129793680
OG0006709	ADIR000895	LOC129786671
OG0006710	ADIR008330	LOC129787348
OG0006711	ADIR010201	LOC129797641
OG0006712	ADIR001850	LOC129795129
OG0006713	ADIR001848	LOC129786604
OG0006714	ADIR002077	LOC129792015
OG0006715	ADIR002081	LOC129786004
OG0006716	ADIR002083	LOC129795570
OG0006717	ADIR007375	LOC129793820
OG0006718	ADIR007377	LOC129793232
OG0006719	ADIR011237	LOC129793466
OG0006720	ADIR004881	LOC129789079
OG0006721	ADIR001346	LOC129787453
OG0006722	ADIR001347	LOC129787454
OG0006723	ADIR002075	LOC129795019
OG0006724	ADIR002074	LOC129795091
OG0006726	ADIR000336	LOC129795151
OG0006727	ADIR004497	LOC129786455
OG0006729	ADIR011091	LOC129797113
OG0006730	ADIR006158	LOC129790061
OG0006731	ADIR005254	LOC129797540
OG0006732	ADIR005253	LOC129795296
OG0006733	ADIR007924	LOC129790997
OG0006734	ADIR008374	LOC129796992
OG0006735	ADIR000934	LOC129790993
OG0006737	ADIR011314	LOC129795674
OG0006738	ADIR011317	LOC129788050
OG0006739	ADIR011316	LOC129795710
OG0006740	ADIR000408	LOC129789754
OG0006741	ADIR008735	LOC129797838
OG0006742	ADIR006478	LOC129792317
OG0006743	ADIR009252	LOC129792445
OG0006744	ADIR008157	LOC129792267
OG0006745	ADIR008158	LOC129792266
OG0006746	ADIR008155	LOC129793435
OG0006747	ADIR008720	LOC129792421
OG0006748	ADIR001075	LOC129791235
OG0006749	ADIR001676	LOC129792419
OG0006750	ADIR009392	LOC129790622
OG0006751	ADIR006337	LOC129791075
OG0006752	ADIR001473	LOC129788508
OG0006753	ADIR010527	LOC129797555
OG0006754	ADIR010526	LOC129797685
OG0006755	ADIR002832	LOC129797273
OG0006756	ADIR002834	LOC129797347
OG0006757	ADIR001486	LOC129795795
OG0006758	ADIR007385	LOC129793326
OG0006759	ADIR008399	LOC129797523
OG0006760	ADIR003277	LOC129797835
OG0006761	ADIR011333	LOC129795755, LOC129793673
OG0006762	ADIR008424	LOC129794950
OG0006763	ADIR002406	LOC129792764
OG0006764	ADIR002959	LOC129786274
OG0006765	ADIR004671	LOC129792020
OG0006766	ADIR010927	LOC129789250
OG0006767	ADIR005936	LOC129794332
OG0006768	ADIR006949	LOC129790407
OG0006769	ADIR009213	LOC129791670
OG0006770	ADIR008900	LOC129797091
OG0006771	ADIR008791	LOC129794230
OG0006772	ADIR008995	LOC129787173
OG0006773	ADIR004453	LOC129787478
OG0006774	ADIR004454	LOC129786443
OG0006775	ADIR004451	LOC129787966
OG0006776	ADIR004452	LOC129787996
OG0006778	ADIR010875	LOC129790624
OG0006779	ADIR006983	LOC129792970
OG0006780	ADIR006980	LOC129792942
OG0006781	ADIR009311	LOC129786730
OG0006782	ADIR009262	LOC129788147
OG0006783	ADIR016057	LOC129787942
OG0006784	ADIR010981	LOC129793725
OG0006785	ADIR006178	LOC129790179
OG0006786	ADIR002977	LOC129787198
OG0006787	ADIR001570	LOC129792734
OG0006788	ADIR001569	LOC129793939
OG0006789	ADIR001572	LOC129794304
OG0006790	ADIR001573	LOC129794205
OG0006791	ADIR011717	LOC129791295
OG0006792	ADIR002930	LOC129791711
OG0006793	ADIR005935	LOC129792577
OG0006794	ADIR003797	LOC129793951
OG0006795	ADIR006719	LOC129787102
OG0006796	ADIR004595	LOC129787484
OG0006797	ADIR000692	LOC129791161
OG0006798	ADIR000693	LOC129791156
OG0006799	ADIR002279	LOC129789134
OG0006800	ADIR011126	LOC129790586
OG0006801	ADIR001383	LOC129788890
OG0006803	ADIR007731	LOC129792715
OG0006804	ADIR010957	LOC129791188
OG0006805	ADIR007848	LOC129791848
OG0006806	ADIR004851	LOC129788642
OG0006808	ADIR009041	LOC129787277
OG0006809	ADIR004334	LOC129793303
OG0006810	ADIR004333	LOC129793305
OG0006811	ADIR004472	LOC129786490
OG0006812	ADIR004816	LOC129791003
OG0006813	ADIR004248	LOC129792770
OG0006814	ADIR004256	LOC129791996
OG0006815	ADIR009853	LOC129793653
OG0006816	ADIR004828	LOC129794334
OG0006817	ADIR004829	LOC129794243
OG0006818	ADIR003776	LOC129792634
OG0006819	ADIR000248	LOC129791325
OG0006820	ADIR010446	LOC129786681
OG0006821	ADIR010866	LOC129790000
OG0006822	ADIR001591	LOC129794203
OG0006823	ADIR001590	LOC129794204
OG0006824	ADIR003602	LOC129787897
OG0006825	ADIR005939	LOC129789347
OG0006826	ADIR008731	LOC129792780
OG0006827	ADIR008729	LOC129792587
OG0006828	ADIR007488	LOC129792933
OG0006829	ADIR004065	LOC129797114
OG0006830	ADIR007736	LOC129793141
OG0006831	ADIR007353	LOC129793358
OG0006832	ADIR011672	LOC129789463
OG0006833	ADIR008004	LOC129788440
OG0006834	ADIR015934	LOC129791993
OG0006835	ADIR008006	LOC129797111
OG0006836	ADIR003692	LOC129793471
OG0006837	ADIR008623	LOC129789621
OG0006838	ADIR009082	LOC129787876
OG0006839	ADIR003787	LOC129792277
OG0006840	ADIR005215	LOC129789301
OG0006841	ADIR004139	LOC129793060
OG0006842	ADIR003076	LOC129787924
OG0006843	ADIR011655	LOC129797792
OG0006844	ADIR010896	LOC129791259, LOC129790384
OG0006845	ADIR003563	LOC129792951
OG0006846	ADIR003981	LOC129786107
OG0006847	ADIR003656	LOC129792868
OG0006848	ADIR002883	LOC129796620
OG0006849	ADIR010437	LOC129797741
OG0006850	ADIR003798	LOC129791931
OG0006851	ADIR003799	LOC129791943
OG0006852	ADIR005134	LOC129789614
OG0006854	ADIR001409	LOC129790001
OG0006855	ADIR004775	LOC129789532
OG0006856	ADIR001007	LOC129789856
OG0006857	ADIR001656	LOC129792633
OG0006858	ADIR008478	LOC129796791
OG0006859	ADIR003960	LOC129788990
OG0006860	ADIR007625	LOC129795059
OG0006861	ADIR000684	LOC129788464
OG0006862	ADIR011670	LOC129790867
OG0006863	ADIR007537	LOC129793116
OG0006864	ADIR008509	LOC129793756
OG0006865	ADIR001728	LOC129787598
OG0006866	ADIR010696	LOC129789367
OG0006867	ADIR007258	LOC129792125
OG0006868	ADIR011683	LOC129790592
OG0006869	ADIR000256	LOC129797689
OG0006870	ADIR004835	LOC129789725
OG0006871	ADIR009918	LOC129796862
OG0006872	ADIR007990	LOC129786431
OG0006873	ADIR003201	LOC129795602
OG0006874	ADIR009327	LOC129796474
OG0006875	ADIR001487	LOC129794081
OG0006876	ADIR000046	LOC129797221
OG0006877	ADIR001218	LOC129785851
OG0006878	ADIR005945	LOC129788498
OG0006879	ADIR001219	LOC129785883
OG0006880	ADIR007187	LOC129793210
OG0006881	ADIR005489	LOC129795717
OG0006882	ADIR011212	LOC129789133
OG0006883	ADIR015666	LOC129793038
OG0006884	ADIR008110	LOC129791863
OG0006885	ADIR001422	LOC129791239
OG0006886	ADIR008107	LOC129794002
OG0006887	ADIR010343	LOC129797668
OG0006888	ADIR001109	LOC129790029
OG0006889	ADIR005949	LOC129790804
OG0006890	ADIR008658	LOC129793180
OG0006891	ADIR001761	LOC129795114
OG0006892	ADIR007117	LOC129793998
OG0006893	ADIR004762	LOC129789343
OG0006894	ADIR004831	LOC129789603
OG0006896	ADIR002702	LOC129795014
OG0006897	ADIR000260	LOC129796792
OG0006898	ADIR015694	LOC129786446
OG0006899	ADIR003374	LOC129796380
OG0006900	ADIR007629	LOC129792368
OG0006901	ADIR009770	LOC129794987
OG0006902	ADIR002587	LOC129788555
OG0006903	ADIR001337	LOC129788991
OG0006904	ADIR010083	LOC129794931
OG0006905	ADIR001863	LOC129796057
OG0006906	ADIR006143	LOC129793370
OG0006907	ADIR006067	LOC129789634
OG0006908	ADIR008261	LOC129787105
OG0006909	ADIR002271	LOC129795067
OG0006910	ADIR002403	LOC129786259
OG0006911	ADIR008999	LOC129790238
OG0006912	ADIR006027	LOC129791070
OG0006913	ADIR000235	LOC129796878
OG0006914	ADIR008238	LOC129793374
OG0006915	ADIR005838	LOC129789663
OG0006916	ADIR016083	LOC129792748
OG0006917	ADIR003720	LOC129792799
OG0006918	ADIR000042	LOC129795566
OG0006919	ADIR008056	LOC129793953
OG0006920	ADIR005502	LOC129794988
OG0006921	ADIR003917	LOC129788048
OG0006922	ADIR006914	LOC129793826
OG0006923	ADIR010980	LOC129788927
OG0006924	ADIR003161	LOC129796555
OG0006925	ADIR000397	LOC129790102
OG0006926	ADIR010061	LOC129796789
OG0006927	ADIR005484	LOC129786664
OG0006928	ADIR005905	LOC129791270
OG0006929	ADIR000340	LOC129789308
OG0006930	ADIR010628	LOC129796953
OG0006931	ADIR001158	LOC129788944
OG0006932	ADIR001988	LOC129789571
OG0006933	ADIR008837	LOC129793122
OG0006934	ADIR016152	LOC129792270
OG0006935	ADIR002778	LOC129791841
OG0006936	ADIR002674	LOC129786882
OG0006937	ADIR001501	LOC129790120
OG0006938	ADIR006590	LOC129789625
OG0006939	ADIR010169	LOC129794907
OG0006940	ADIR011207	LOC129789946
OG0006941	ADIR005671	LOC129795456
OG0006942	ADIR007823	LOC129792904
OG0006943	ADIR005798	LOC129788961
OG0006944	ADIR011253	LOC129797465
OG0006945	ADIR007893	LOC129788017
OG0006946	ADIR006528	LOC129796442
OG0006947	ADIR010592	LOC129796059
OG0006948	ADIR007838	LOC129792787
OG0006949	ADIR002668	LOC129797130
OG0006950	ADIR009539	LOC129795787
OG0006951	ADIR000085	LOC129794619
OG0006952	ADIR010081	LOC129795155
OG0006953	ADIR002623	LOC129797208
OG0006954	ADIR000155	LOC129796656
OG0006955	ADIR003195	LOC129795714
OG0006956	ADIR006216	LOC129790790
OG0006957	ADIR016053	LOC129793612
OG0006958	ADIR016159	LOC129792592
OG0006959	ADIR007995	LOC129787414
OG0006960	ADIR000673	LOC129788937
OG0006962	ADIR010233	LOC129786602
OG0006963	ADIR005179	LOC129789333
OG0006964	ADIR007348	LOC129797485, LOC129792234
OG0006965	ADIR011144	LOC129790161
OG0006966	ADIR005938	LOC129789587
OG0006967	ADIR011057	LOC129790341
OG0006968	ADIR009580	LOC129794876
OG0006969	ADIR015692	LOC129790849
OG0006971	ADIR004588	LOC129787022
OG0006972	ADIR002478	LOC129797193
OG0006973	ADIR005820, ADIR005824	LOC129797011
OG0006974	ADIR008913	LOC129786144
OG0006975	ADIR010672	LOC129796521
OG0006976	ADIR007552	LOC129791900
OG0006977	ADIR010069	LOC129797165
OG0006978	ADIR011102	LOC129791086
OG0006979	ADIR007770	LOC129793643
OG0006980	ADIR000829	LOC129785823
OG0006981	ADIR004014	LOC129790455
OG0006982	ADIR011545	LOC129793897
OG0006983	ADIR009980	LOC129796983
OG0006984	ADIR006779	LOC129790118
OG0006985	ADIR005074	LOC129786429
OG0006986	ADIR005208	LOC129789418
OG0006987	ADIR005233	LOC129786359
OG0006988	ADIR006995	LOC129791796
OG0006989	ADIR011008	LOC129791337
OG0006990	ADIR009482	LOC129796094
OG0006991	ADIR002293	LOC129788892, LOC129793908
OG0006992	ADIR004161	LOC129792986
OG0006993	ADIR008224	LOC129794041
OG0006994	ADIR001155	LOC129788716
OG0006995	ADIR008178	LOC129792568
OG0006996	ADIR005857	LOC129786770
OG0006997	ADIR011301	LOC129791303
OG0006998	ADIR000445	LOC129794658
OG0006999	ADIR015509	LOC129797524
OG0007001	ADIR007390	LOC129791589
OG0007002	ADIR008891	LOC129787443
OG0007003	ADIR009871	LOC129786609
OG0007004	ADIR005844	LOC129791017
OG0007005	ADIR008034	LOC129791965
OG0007006	ADIR009164	LOC129796248
OG0007007	ADIR009574	LOC129793783
OG0007009	ADIR004232	LOC129793477
OG0007010	ADIR000608	LOC129788660
OG0007011	ADIR010291	LOC129786410
OG0007012	ADIR010877	LOC129790620
OG0007013	ADIR005989	LOC129788472
OG0007014	ADIR004160	LOC129791576
OG0007015	ADIR009957	LOC129794517
OG0007016	ADIR009961	LOC129793914
OG0007017	ADIR011329	LOC129791132
OG0007018	ADIR001115	LOC129789812
OG0007019	ADIR001116	LOC129789811
OG0007020	ADIR006366	LOC129791033
OG0007021	ADIR004386	LOC129795781
OG0007022	ADIR010704	LOC129787501
OG0007023	ADIR004079	LOC129796135
OG0007024	ADIR001889	LOC129795963
OG0007025	ADIR003459	LOC129797457
OG0007026	ADIR004855	LOC129788940
OG0007027	ADIR009292	LOC129796956
OG0007028	ADIR015667	LOC129791814
OG0007029	ADIR000674	LOC129786412
OG0007030	ADIR010914	LOC129789865
OG0007031	ADIR007861, ADIR007856	LOC129793279
OG0007032	ADIR004347	LOC129791563
OG0007033	ADIR000119	LOC129794694
OG0007034	ADIR004915	LOC129791025
OG0007035	ADIR007593	LOC129793396
OG0007036	ADIR011679	LOC129790018
OG0007037	ADIR004374	LOC129794852
OG0007038	ADIR007107	LOC129793174
OG0007039	ADIR000857	LOC129789577
OG0007040	ADIR006761	LOC129788378
OG0007041	ADIR004346	LOC129787976
OG0007042	ADIR011213	LOC129789032
OG0007043	ADIR010659	LOC129792133
OG0007044	ADIR006269	LOC129788873
OG0007045	ADIR009932	LOC129797269
OG0007046	ADIR004928	LOC129790142
OG0007047	ADIR001697	LOC129793745
OG0007048	ADIR003811	LOC129793135
OG0007049	ADIR002657	LOC129794957
OG0007050	ADIR000263	LOC129786554
OG0007051	ADIR011192	LOC129788387
OG0007053	ADIR009538	LOC129795830
OG0007054	ADIR007082	LOC129785843
OG0007055	ADIR009495	LOC129787021
OG0007056	ADIR005358	LOC129785835
OG0007057	ADIR007638	LOC129793197
OG0007058	ADIR010924	LOC129791193
OG0007059	ADIR004995	LOC129793896
OG0007060	ADIR003288	LOC129797824
OG0007061	ADIR011517	LOC129793519
OG0007062	ADIR007001	LOC129793468
OG0007063	ADIR006484	LOC129794034
OG0007064	ADIR000877	LOC129791106
OG0007065	ADIR010814	LOC129796079
OG0007067	ADIR002258	LOC129795342
OG0007068	ADIR004906	LOC129790534
OG0007069	ADIR006797	LOC129789872
OG0007070	ADIR009616	LOC129789782
OG0007071	ADIR001758	LOC129785941
OG0007072	ADIR005005	LOC129790157
OG0007073	ADIR008839	LOC129793595
OG0007074	ADIR003846	LOC129789006
OG0007075	ADIR005298	LOC129787216
OG0007076	ADIR009123	LOC129786370, LOC129796108
OG0007077	ADIR002163	LOC129795061
OG0007078	ADIR007741	LOC129793178
OG0007079	ADIR008260	LOC129787097
OG0007080	ADIR008877	LOC129788248
OG0007081	ADIR004048	LOC129790216
OG0007082	ADIR000510	LOC129796049
OG0007083	ADIR008430	LOC129786398
OG0007084	ADIR009641	LOC129796660
OG0007085	ADIR006734	LOC129786260
OG0007086	ADIR000417	LOC129789257
OG0007087	ADIR011166	LOC129788985
OG0007088	ADIR003623	LOC129792571
OG0007089	ADIR006205	LOC129790125
OG0007090	ADIR010767	LOC129795969
OG0007091	ADIR007913, ADIR007914	LOC129793017
OG0007092	ADIR002034	LOC129796547
OG0007093	ADIR016151	LOC129791748
OG0007094	ADIR004074	LOC129795896
OG0007095	ADIR003609	LOC129792169
OG0007096	ADIR006977	LOC129793641
OG0007097	ADIR004720	LOC129797481
OG0007098	ADIR008730	LOC129792781
OG0007099	ADIR008757	LOC129793830
OG0007100	ADIR001299	LOC129790542
OG0007101	ADIR004026	LOC129788445
OG0007102	ADIR006624	LOC129786401
OG0007103	ADIR011444	LOC129787683
OG0007104	ADIR008986	LOC129796626
OG0007106	ADIR004580	LOC129792474
OG0007107	ADIR000505	LOC129795343
OG0007108	ADIR005183	LOC129788382
OG0007109	ADIR002135	LOC129796543
OG0007110	ADIR007511	LOC129793094
OG0007111	ADIR008841	LOC129793189
OG0007112	ADIR009411	LOC129789165
OG0007113	ADIR008515	LOC129795389
OG0007114	ADIR006250	LOC129790530
OG0007115	ADIR001008	LOC129789846
OG0007116	ADIR009215	LOC129791658
OG0007117	ADIR011447	LOC129789277
OG0007118	ADIR009176	LOC129796427
OG0007119	ADIR006175	LOC129788573
OG0007120	ADIR004378	LOC129795099
OG0007121	ADIR008944	LOC129785984
OG0007122	ADIR008947	LOC129785983
OG0007124	ADIR010884	LOC129790107
OG0007125	ADIR009368	LOC129789564
OG0007126	ADIR004877	LOC129789883
OG0007127	ADIR000743	LOC129790647
OG0007128	ADIR005242	LOC129797033
OG0007129	ADIR009990	LOC129791419
OG0007130	ADIR010515	LOC129789821
OG0007131	ADIR009432	LOC129790007
OG0007132	ADIR011078	LOC129790999
OG0007133	ADIR003332	LOC129786358
OG0007134	ADIR004134	LOC129792180
OG0007135	ADIR008762	LOC129792366
OG0007136	ADIR016160	LOC129787935
OG0007137	ADIR006469	LOC129790041
OG0007138	ADIR007229	LOC129793594
OG0007139	ADIR009507	LOC129795967
OG0007140	ADIR006954	LOC129791808
OG0007141	ADIR007283	LOC129794052
OG0007142	ADIR011591	LOC129796519
OG0007143	ADIR004891	LOC129788424
OG0007144	ADIR002726	LOC129797299
OG0007145	ADIR004021	LOC129791785
OG0007146	ADIR002864	LOC129786826
OG0007147	ADIR003890	LOC129793347
OG0007148	ADIR006707	LOC129797260
OG0007149	ADIR010795	LOC129792717
OG0007150	ADIR005848	LOC129791018
OG0007151	ADIR005776	LOC129796068
OG0007152	ADIR016214, ADIR016213	LOC129792046
OG0007153	ADIR004884	LOC129790529
OG0007154	ADIR004946	LOC129790541
OG0007155	ADIR010094	LOC129796858
OG0007156	ADIR000078	LOC129792757
OG0007157	ADIR004832	LOC129788834
OG0007158	ADIR010043	LOC129786643
OG0007159	ADIR008585	LOC129791553
OG0007160	ADIR005604	LOC129797369
OG0007161	ADIR016109	LOC129787937
OG0007162	ADIR008871	LOC129787489
OG0007163	ADIR001668	LOC129789409
OG0007164	ADIR004434	LOC129789296
OG0007165	ADIR008290	LOC129787338
OG0007166	ADIR007328	LOC129792081
OG0007167	ADIR007352	LOC129791906
OG0007168	ADIR009229	LOC129797478
OG0007169	ADIR003655	LOC129792866
OG0007170	ADIR003679	LOC129793273
OG0007171	ADIR002230	LOC129794469
OG0007172	ADIR000149	LOC129796249
OG0007173	ADIR016095	LOC129797733
OG0007174	ADIR001259	LOC129790642
OG0007175	ADIR006861	LOC129791536
OG0007176	ADIR001844	LOC129790899
OG0007177	ADIR015769	LOC129796384
OG0007178	ADIR002212	LOC129796559
OG0007179	ADIR011697	LOC129787958
OG0007180	ADIR005097	LOC129788837
OG0007181	ADIR001058	LOC129787934
OG0007182	ADIR009483	LOC129795170
OG0007183	ADIR009248	LOC129794014
OG0007184	ADIR002201	LOC129791366
OG0007185	ADIR010736	LOC129788907
