Orthogroup	Aalbopictus_AalbF5	AminimusMINIMUS1
OG0001747	LOC109412507	AMIN008181, AMIN008179
OG0001748	LOC109622592	AMIN004574
OG0001749	LOC109423813	AMIN011276, AMIN007287
OG0001750	LOC109397805	AMIN005729, AMIN005730
OG0001751	LOC115262555, LOC109421913	AMIN004323
OG0001752	LOC109412833	AMIN003462
OG0001753	LOC109425656	AMIN008741, AMIN008743
OG0001754	LOC109405799	AMIN008552
OG0001755	LOC109407063, LOC134287784	AMIN001509
OG0001756	LOC109404905	AMIN008028, AMIN008031
OG0001757	LOC109428450	AMIN003463
OG0001758	LOC109424214	AMIN001687
OG0001759	LOC115253756	AMIN001685
OG0001760	LOC109409473, LOC109409536	AMIN002035
OG0001762	LOC109403484	AMIN005252, AMIN005251
OG0001763	LOC109409745, LOC134290471	AMIN010356
OG0001764	LOC109416470	AMIN010999, AMIN011001
OG0001765	LOC109416471	AMIN011004, AMIN011005
OG0001766	LOC115259763, LOC109402938, LOC115259762, LOC109402932	AMIN006458
OG0001767	LOC109412573, LOC134285652, LOC134291846, LOC109397046	AMIN000602
OG0001768	LOC109417011	AMIN007696, AMIN007697
OG0001769	LOC134285649, LOC109397026, LOC109397016	AMIN000601
OG0001771	LOC109417248	AMIN001562, AMIN001533
OG0001772	LOC109420576, LOC109417482	AMIN001558
OG0001773	LOC134292031, LOC134291557	AMIN000414
OG0001774	LOC134291921	AMIN000407
OG0001775	LOC109430170, LOC115264870	AMIN009768
OG0001776	LOC134284690, LOC109417821	AMIN007983
OG0001777	LOC109407268	AMIN001453
OG0001778	LOC109412274	AMIN002634, AMIN002636
OG0001779	LOC109432700, LOC134291660	AMIN004320
OG0001780	LOC109421912, LOC134291661	AMIN004319
OG0001781	LOC109417113	AMIN003397
OG0001782	LOC109404988	AMIN003735
OG0001783	LOC115269840, LOC134285564	AMIN004878
OG0001784	LOC109417839, LOC109400156, LOC134291253	AMIN011220
OG0001786	LOC109622009	AMIN006328, AMIN006329
OG0001787	LOC109430088, LOC115256457	AMIN005488
OG0001788	LOC109399416	AMIN010624
OG0001789	LOC109400672	AMIN010625
OG0001790	LOC115269692, LOC109398409	AMIN002012
OG0001791	LOC115258107, LOC109421724	AMIN003556
OG0001792	LOC109425704	AMIN009998
OG0001793	LOC134288462, LOC109418002	AMIN009986
OG0001794	LOC109406030, LOC134287316	AMIN009987
OG0001795	LOC109401855	AMIN005564
OG0001796	LOC109397908	AMIN015771
OG0001797	LOC109430946	AMIN007957
OG0001798	LOC109417110	AMIN003399
OG0001799	LOC134292118, LOC109431857	AMIN000646
OG0001800	LOC115267643, LOC109398720	AMIN001449
OG0001801	LOC109429036, LOC109429037	AMIN010499
OG0001802	LOC109402431	AMIN014005, AMIN000079, AMIN000080
OG0001803	LOC109427363	AMIN005838
OG0001804	LOC109427576, LOC109432855, LOC115268908	AMIN006121
OG0001805	LOC109411553	AMIN015793, AMIN015794
OG0001806	LOC109418918	AMIN009902, AMIN009903
OG0001807	LOC109398712	AMIN009387, AMIN009388
OG0001808	LOC134288996	AMIN011581
OG0001809	LOC109428244, LOC115266369, LOC109427949	AMIN009558
OG0001810	LOC109427940	AMIN009569
OG0001811	LOC109422709	AMIN002928
OG0001812	LOC134288872, LOC109401913	AMIN005218
OG0001813	LOC109418066	AMIN010630
OG0001814	LOC109414833	AMIN010631
OG0001815	LOC109427442	AMIN001576, AMIN001574
OG0001816	LOC115263163	AMIN011109
OG0001817	LOC115255345	AMIN009741, AMIN009740
OG0001818	LOC109407931	AMIN010148
OG0001819	LOC109428456, LOC109422096	AMIN005653
OG0001820	LOC109409788	AMIN010360, AMIN010361
OG0001821	LOC109403224	AMIN007908
OG0001822	LOC109416244	AMIN009715
OG0001823	LOC109622551, LOC109622547	AMIN010415
OG0001824	LOC109622879, LOC134287988	AMIN006690
OG0001825	LOC109428464	AMIN005256
OG0001826	LOC109428247	AMIN015552
OG0001827	LOC109413232	AMIN005095
OG0001828	LOC109420226	AMIN006358
OG0001829	LOC109424480	AMIN008903
OG0001830	LOC109426675	AMIN007611
OG0001831	LOC109428415, LOC134284681	AMIN002093
OG0001832	LOC109401664, LOC109418846	AMIN008561
OG0001833	LOC109621803	AMIN007185
OG0001834	LOC109416692	AMIN015497
OG0001835	LOC109413271	AMIN004932, AMIN004933
OG0001836	LOC109418152	AMIN009456
OG0001837	LOC109411881	AMIN004883, AMIN004881
OG0001838	LOC115264580	AMIN008289, AMIN008290
OG0001839	LOC109423925	AMIN001761
OG0001840	LOC109405671	AMIN005561
OG0001841	LOC109407816, LOC134288728	AMIN010560
OG0001842	LOC134292126, LOC109425933	AMIN009351
OG0001843	LOC115261297	AMIN003499, AMIN003500
OG0001844	LOC109433484	AMIN006986
OG0001845	LOC109422692, LOC115260992	AMIN015778
OG0001846	LOC109405247	AMIN008369
OG0001848	LOC134284916, LOC109397853	AMIN005470
OG0001849	LOC109419429	AMIN008447, AMIN008446
OG0001850	LOC109401980	AMIN000620, AMIN000621
OG0001851	LOC134292233, LOC109428047	AMIN002423
OG0001852	LOC109428744	AMIN008435, AMIN008434
OG0001853	LOC109402885	AMIN015973
OG0001854	LOC109432643, LOC109401984	AMIN004311
OG0001855	LOC109404342	AMIN007620, AMIN007619
OG0001856	LOC109409625	AMIN015737
OG0001857	LOC109622061	AMIN003689, AMIN003690
OG0001859	LOC115260811	AMIN003454
OG0001860	LOC134291182, LOC109404964	AMIN000263
OG0001861	LOC109408373	AMIN010248
OG0001862	LOC109423135	AMIN003396
OG0001863	LOC109403764	AMIN008168
OG0001864	LOC134284696	AMIN009862
OG0001865	LOC109402625, LOC134284665	AMIN005321
OG0001866	LOC109421746	AMIN003418
OG0001867	LOC109419826	AMIN005984
OG0001868	LOC109412872	AMIN004673, AMIN004674
OG0001869	LOC109418781	AMIN004954, AMIN006497, AMIN004999
OG0001870	LOC109426187	AMIN000808
OG0001871	LOC109422596	AMIN007313
OG0001872	LOC109410077	AMIN014894, AMIN014892, AMIN002741
OG0001873	LOC109399319	AMIN002562
OG0001874	LOC109419187	AMIN003048, AMIN003047
OG0001875	LOC109419645	AMIN010798
OG0001876	LOC109397249	AMIN004600, AMIN004595
OG0001877	LOC109401326, LOC134289759	AMIN004826, AMIN004827
OG0001878	LOC109621340	AMIN006215, AMIN006213
OG0001879	LOC109621461	AMIN008890
OG0001881	LOC109406017	AMIN009979
OG0001883	LOC109419707, LOC109398542	AMIN009931
OG0001884	LOC134285003	AMIN001054
OG0001885	LOC109415066, LOC109403279	AMIN002968
OG0001886	LOC109424966	AMIN005742
OG0001887	LOC115257308	AMIN005613
OG0001889	LOC109433612	AMIN005658, AMIN005661
OG0001890	LOC134290813, LOC109425718	AMIN008213
OG0001891	LOC109419396, LOC115255253	AMIN009438
OG0001892	LOC109406961	AMIN000116, AMIN000114
OG0001893	LOC115268038	AMIN004384, AMIN004338
OG0001894	LOC109405079	AMIN002076
OG0001895	LOC109404946	AMIN010600
OG0001896	LOC109398729	AMIN001064
OG0001897	LOC109427728	AMIN005514, AMIN005515
OG0001898	LOC109397684	AMIN005288
OG0001899	LOC109421627, LOC109407309	AMIN006008
OG0001901	LOC109401394	AMIN006378
OG0001902	LOC109425480	AMIN002991
OG0001903	LOC109417933	AMIN000469
OG0001905	LOC115260613, LOC109422822	AMIN000638
OG0001906	LOC115263719	AMIN004037
OG0001907	LOC109433256	AMIN008739, AMIN008738
OG0001908	LOC109399310	AMIN002563
OG0001909	LOC109401882	AMIN006182
OG0001910	LOC109406561	AMIN006553, AMIN006554
OG0001912	LOC109418706	AMIN004504
OG0001913	LOC109415218	AMIN005221, AMIN005223
OG0001914	LOC109622269, LOC134284321	AMIN011518
OG0001915	LOC109411724	AMIN003811
OG0001916	LOC109418329, LOC109427298, LOC134290652	AMIN000785
OG0001917	LOC134289826, LOC134290016	AMIN003280
OG0001918	LOC109416319, LOC109426538	AMIN002067
OG0001919	LOC109404918	AMIN016209, AMIN010174
OG0001920	LOC134291561, LOC134292029	AMIN000410
OG0001921	LOC109400821, LOC115261618	AMIN000378
OG0001922	LOC109432087	AMIN007989
OG0001923	LOC109418028	AMIN011279
OG0001924	LOC109407223	AMIN006781
OG0001925	LOC134289014, LOC109433003	AMIN002090
OG0001926	LOC109422966	AMIN005567
OG0001927	LOC109430812	AMIN009966, AMIN009965
OG0001928	LOC109411119	AMIN011226
OG0001929	LOC109415216	AMIN005224
OG0001930	LOC109407984	AMIN016212
OG0001931	LOC109431473	AMIN001231, AMIN001193
OG0001933	LOC109422611, LOC134290099	AMIN000149
OG0001934	LOC109409980, LOC109420213	AMIN011386
OG0001935	LOC115255029	AMIN001324
OG0001937	LOC109428694	AMIN010521, AMIN010519
OG0001938	LOC134289924, LOC134291084	AMIN006913
OG0001939	LOC109431794	AMIN015735
OG0001940	LOC134284706	AMIN005390, AMIN005388
OG0001941	LOC109428574	AMIN005486
OG0001942	LOC109430547	AMIN007330, AMIN007331
OG0001943	LOC109423620, LOC109400223	AMIN003533
OG0001944	LOC115267705, LOC109401974	AMIN004312
OG0001945	LOC109416118	AMIN005359
OG0001946	LOC109428492	AMIN006606
OG0001947	LOC109398278, LOC134287376	AMIN007109
OG0001948	LOC134285004	AMIN005424
OG0001949	LOC109411764, LOC134283906, LOC115262162	AMIN001886
OG0001950	LOC109420871	AMIN015502, AMIN007679
OG0001951	LOC109429628	AMIN001795
OG0001952	LOC109414279	AMIN011287
OG0001953	LOC109400594	AMIN010183
OG0001954	LOC115269977	AMIN009989
OG0001955	LOC109429386	AMIN007233
OG0001956	LOC109424975, LOC109431086	AMIN005577
OG0001957	LOC115254148	AMIN010161
OG0001958	LOC109422033, LOC115258249	AMIN005075, AMIN004398
OG0001959	LOC109400375, LOC134292012	AMIN000834
OG0001960	LOC109400170	AMIN003315
OG0001961	LOC115262164, LOC109411692	AMIN001871
OG0001962	LOC109411919	AMIN001127, AMIN001126
OG0001963	LOC109400999	AMIN009864
OG0001964	LOC115259196	AMIN007949, AMIN007950
OG0001965	LOC109408777	AMIN004289
OG0001968	LOC109432288, LOC109397081	AMIN008112
OG0001969	LOC109406016, LOC134287314, LOC109426628	AMIN010662
OG0001970	LOC109430327	AMIN003167
OG0001971	LOC109622601, LOC115262671	AMIN004269
OG0001972	LOC109424736, LOC109412777, LOC109424735	AMIN008126
OG0001973	LOC134284006, LOC109401373	AMIN006810
OG0001974	LOC109424678	AMIN005498
OG0001975	LOC109404750	AMIN011026
OG0001976	LOC134290393, LOC109424037	AMIN003507
OG0001977	LOC115256432, LOC115256898	AMIN005416
OG0001978	LOC109415848	AMIN015741
OG0001979	LOC109405716	AMIN000233
OG0001980	LOC109421982	AMIN005639
OG0001981	LOC109401056	AMIN004852
OG0001982	LOC109408928	AMIN005659
OG0001983	LOC109428527	AMIN005588
OG0001984	LOC134289613, LOC134289614	AMIN009185
OG0001986	LOC109406627, LOC109401861	AMIN011050
OG0001991	LOC109408951	AMIN005459
OG0001997	LOC109621246, LOC109427461	AMIN015625
OG0001998	LOC109427676	AMIN005634
OG0002000	LOC109622174	AMIN004536
OG0002008	LOC134291300	AMIN003076, AMIN003075
OG0002027	LOC134284098	AMIN003035
OG0002028	LOC109400867	AMIN000742
OG0002029	LOC109400853	AMIN016063
OG0002030	LOC109415517	AMIN000729
OG0002032	LOC109416752	AMIN004840
OG0002033	LOC109400817	AMIN003566
OG0002034	LOC109408864	AMIN000883
OG0002035	LOC109400059	AMIN002860
OG0002036	LOC109430465	AMIN002474
OG0002037	LOC109400635	AMIN007459
OG0002038	LOC109409544	AMIN016265
OG0002039	LOC109405475	AMIN005004
OG0002040	LOC109423284	AMIN016267
OG0002041	LOC134291427	AMIN006460
OG0002042	LOC109409112, LOC109420361	AMIN005013
OG0002043	LOC109407042, LOC134284007	AMIN010723
OG0002044	LOC109424917, LOC134289878	AMIN002134
OG0002045	LOC109431073	AMIN005824
OG0002046	LOC109424407	AMIN008681
OG0002047	LOC134287379, LOC109402571	AMIN016072
OG0002048	LOC109422373	AMIN008309
OG0002049	LOC109422315	AMIN008671
OG0002050	LOC109399436	AMIN007814, AMIN007813
OG0002051	LOC109430500	AMIN003126
OG0002052	LOC109400724, LOC134288393	AMIN008508
OG0002053	LOC134284704, LOC109399363	AMIN007810
OG0002054	LOC109426021	AMIN008924
OG0002055	LOC109427215	AMIN014085, AMIN000846
OG0002056	LOC109411621	AMIN004044
OG0002057	LOC115254070	AMIN000848
OG0002058	LOC109427264	AMIN000655
OG0002059	LOC109411614	AMIN004816
OG0002060	LOC115261425	AMIN000849
OG0002061	LOC109411631	AMIN000654
OG0002062	LOC109428135	AMIN003590, AMIN003592
OG0002063	LOC109403732	AMIN000395
OG0002064	LOC115267986	AMIN008791
OG0002065	LOC115267989	AMIN009170
OG0002066	LOC109407648	AMIN009163
OG0002067	LOC109421749	AMIN003419
OG0002068	LOC109421742	AMIN003413
OG0002069	LOC115265604	AMIN009474
OG0002070	LOC109426013, LOC134292105	AMIN004404
OG0002072	LOC109429538	AMIN004763
OG0002073	LOC109418903, LOC134287421	AMIN007740
OG0002074	LOC109407764, LOC134287422	AMIN007739
OG0002075	LOC134288620, LOC109407766	AMIN007737
OG0002076	LOC109407765, LOC134288618	AMIN007738
OG0002077	LOC115268668	AMIN008560
OG0002078	LOC115269073	AMIN003972
OG0002079	LOC109413927	AMIN003975
OG0002080	LOC109622070	AMIN003973
OG0002081	LOC115267811	AMIN004275
OG0002082	LOC115260975, LOC109432267	AMIN009309
OG0002083	LOC109397123, LOC134289571	AMIN008954
OG0002084	LOC134291763, LOC109432323	AMIN003006
OG0002085	LOC109410268	AMIN011061
OG0002086	LOC109410742	AMIN008582
OG0002087	LOC109403343	AMIN008197
OG0002088	LOC109403370	AMIN001301
OG0002089	LOC109410756	AMIN001310
OG0002090	LOC109622181	AMIN004529
OG0002091	LOC109410269	AMIN011062
OG0002092	LOC109410744	AMIN008580
OG0002094	LOC109403365	AMIN008340
OG0002095	LOC109426154, LOC115262909	AMIN000347
OG0002096	LOC109413045	AMIN011144, AMIN011145
OG0002097	LOC109621711	AMIN011141
OG0002098	LOC109418416, LOC115262876	AMIN003332
OG0002099	LOC109418413, LOC115263952	AMIN003072
OG0002100	LOC109410392	AMIN003711
OG0002101	LOC109430278	AMIN003633
OG0002102	LOC115255990, LOC109430275	AMIN003178
OG0002103	LOC109428428	AMIN005570
OG0002104	LOC109425830	AMIN006918
OG0002105	LOC109419582, LOC134287816	AMIN009567
OG0002106	LOC109409242	AMIN001475
OG0002107	LOC109419602	AMIN001474
OG0002108	LOC109397554	AMIN015991
OG0002109	LOC115253868	AMIN011619
OG0002110	LOC109419603	AMIN001186
OG0002111	LOC109418101	AMIN009452
OG0002112	LOC109405331, LOC109422994	AMIN005799
OG0002113	LOC109407734	AMIN001551
OG0002114	LOC109419706	AMIN009929
OG0002115	LOC109419413	AMIN011435, AMIN011436
OG0002116	LOC109416058, LOC134288309	AMIN007541
OG0002117	LOC115263247	AMIN010906
OG0002118	LOC115253829	AMIN011643
OG0002119	LOC109419421	AMIN009961
OG0002120	LOC109428485	AMIN002109
OG0002122	LOC109428898	AMIN006443
OG0002123	LOC134287413, LOC109418954	AMIN010541
OG0002124	LOC109423789	AMIN007304
OG0002125	LOC109430785	AMIN009682
OG0002126	LOC109430626	AMIN007369
OG0002127	LOC115270285	AMIN007276
OG0002128	LOC109406442	AMIN010480
OG0002129	LOC109413170	AMIN010466
OG0002130	LOC109418076, LOC134289683	AMIN010475
OG0002131	LOC109418045	AMIN010474
OG0002132	LOC109418078	AMIN010476
OG0002133	LOC109418113	AMIN010454
OG0002134	LOC109403570	AMIN005571
OG0002135	LOC134287957, LOC109412372	AMIN001648
OG0002136	LOC109432886, LOC109401423	AMIN005998
OG0002137	LOC109432885	AMIN006808
OG0002138	LOC109432877	AMIN007157
OG0002139	LOC109432878, LOC115257144	AMIN005947
OG0002140	LOC109412364, LOC134287960	AMIN001181
OG0002141	LOC109401402, LOC134287975	AMIN005989
OG0002142	LOC109412374	AMIN001649
OG0002143	LOC109422420	AMIN008877
OG0002144	LOC115253715, LOC115257520	AMIN008865
OG0002145	LOC109417180, LOC115258192	AMIN008872
OG0002146	LOC109622503	AMIN010223
OG0002149	LOC109423358	AMIN010343
OG0002150	LOC109622494, LOC109408572	AMIN010211
OG0002151	LOC109423373	AMIN010258
OG0002152	LOC134284473, LOC109622496	AMIN010216
OG0002153	LOC134287835, LOC109408104	AMIN001367
OG0002154	LOC109419069, LOC134283963	AMIN006403
OG0002155	LOC109426636, LOC109410531	AMIN007610
OG0002156	LOC109402345	AMIN006042
OG0002157	LOC109413994	AMIN010929
OG0002158	LOC109430952	AMIN011547
OG0002159	LOC109431639	AMIN011542
OG0002160	LOC109417170	AMIN001568
OG0002161	LOC109407612	AMIN001351
OG0002162	LOC109417181	AMIN001569
OG0002163	LOC109420521	AMIN005940
OG0002164	LOC115255020, LOC134286135	AMIN001347
OG0002165	LOC134286353, LOC109420179	AMIN006362
OG0002166	LOC109420136	AMIN001180
OG0002167	LOC109420437	AMIN007218
OG0002168	LOC109420252	AMIN006366
OG0002169	LOC109420234	AMIN006364
OG0002170	LOC109401710, LOC134283939	AMIN007220
OG0002171	LOC109420154, LOC134287016	AMIN009559
OG0002172	LOC109420446	AMIN007219
OG0002173	LOC109428002	AMIN009690
OG0002174	LOC109427854	AMIN009428
OG0002175	LOC109427951	AMIN009691
OG0002176	LOC134287653	AMIN009699
OG0002177	LOC109412636, LOC109415898	AMIN009066
OG0002178	LOC115254132	AMIN009064
OG0002179	LOC109432552	AMIN006223
OG0002180	LOC109421499	AMIN006207
OG0002181	LOC109421441	AMIN006227
OG0002182	LOC109417751	AMIN015600
OG0002183	LOC115253940	AMIN006189, AMIN001209
OG0002184	LOC109409012	AMIN003881
OG0002185	LOC109429114, LOC115261407	AMIN004055
OG0002186	LOC109412597, LOC109433466	AMIN003245
OG0002187	LOC109433542, LOC109412591	AMIN015560
OG0002188	LOC115259639, LOC109433552	AMIN015561
OG0002189	LOC109414087	AMIN005353
OG0002190	LOC109421345, LOC134289999	AMIN001744
OG0002191	LOC109421303	AMIN006085
OG0002192	LOC109421347	AMIN001743
OG0002193	LOC109621874	AMIN009819
OG0002194	LOC109623123	AMIN007920
OG0002195	LOC109623112	AMIN010990
OG0002196	LOC109623122	AMIN007921
OG0002197	LOC109622232	AMIN008906
OG0002198	LOC109622220	AMIN009252
OG0002199	LOC109403168	AMIN009233
OG0002200	LOC109399521	AMIN011284
OG0002201	LOC109398015	AMIN007387
OG0002202	LOC109399522	AMIN007390
OG0002203	LOC109399509	AMIN007717
OG0002204	LOC109415425	AMIN002121
OG0002205	LOC109398005	AMIN011282
OG0002206	LOC109399457	AMIN007389
OG0002208	LOC109409311	AMIN001518
OG0002209	LOC109419113	AMIN001540
OG0002210	LOC109419105	AMIN001593
OG0002211	LOC109410267	AMIN011063
OG0002212	LOC109430200	AMIN004772
OG0002213	LOC109423501	AMIN003786
OG0002214	LOC109623422, LOC109413030	AMIN005748
OG0002215	LOC134283969, LOC109413007	AMIN005125
OG0002216	LOC109417065	AMIN007316
OG0002217	LOC109415735	AMIN010651
OG0002218	LOC109409421, LOC134285077	AMIN007166
OG0002219	LOC109398413, LOC115256555	AMIN002016
OG0002220	LOC109425306	AMIN002637
OG0002221	LOC134285537, LOC109419802	AMIN003449
OG0002222	LOC109425329, LOC109419800	AMIN003447
OG0002223	LOC134292059, LOC109433204	AMIN005031
OG0002224	LOC109405037	AMIN003688
OG0002226	LOC115257472	AMIN004298
OG0002227	LOC109429491	AMIN004092
OG0002228	LOC109403464	AMIN005029
OG0002229	LOC109403400	AMIN006858
OG0002230	LOC109427858, LOC134287077	AMIN001386
OG0002231	LOC109427863	AMIN001378
OG0002232	LOC109405991	AMIN000767
OG0002233	LOC109410372	AMIN010342
OG0002234	LOC109417851, LOC134288489	AMIN010890
OG0002235	LOC109403858	AMIN004800
OG0002236	LOC109408466	AMIN003969
OG0002237	LOC109412791, LOC109404039	AMIN002665
OG0002238	LOC109419338	AMIN000733
OG0002239	LOC115254246, LOC109420326	AMIN000730
OG0002240	LOC134285685, LOC109623083	AMIN000595
OG0002242	LOC109414930	AMIN004779
OG0002244	LOC134285148	AMIN005615
OG0002245	LOC109422877	AMIN015556
OG0002246	LOC109403518	AMIN005616
OG0002247	LOC109422938	AMIN000771
OG0002248	LOC109405092	AMIN005444
OG0002249	LOC109405086	AMIN011286
OG0002250	LOC115267344	AMIN000926
OG0002251	LOC109409091	AMIN000925
OG0002252	LOC109411175	AMIN000927
OG0002253	LOC109426519	AMIN008807
OG0002254	LOC109419228	AMIN003253
OG0002256	LOC109419233	AMIN003250, AMIN001938
OG0002257	LOC109419166	AMIN000803
OG0002258	LOC109425282	AMIN000287
OG0002259	LOC115260961, LOC109425456	AMIN005547
OG0002260	LOC109418592	AMIN005145
OG0002261	LOC109423709	AMIN011048
OG0002262	LOC109423726	AMIN015961
OG0002263	LOC109414229	AMIN007954
OG0002264	LOC134288165, LOC109410293	AMIN016037
OG0002265	LOC109414239	AMIN007386
OG0002266	LOC109432360	AMIN005451
OG0002267	LOC109420869	AMIN010061
OG0002268	LOC109412925	AMIN001300
OG0002269	LOC109412924	AMIN001299
OG0002270	LOC109418710	AMIN008214
OG0002271	LOC109418696	AMIN001312
OG0002272	LOC115257397	AMIN001313
OG0002273	LOC109415951	AMIN004505
OG0002274	LOC109420080	AMIN007254
OG0002275	LOC109621577	AMIN003871
OG0002276	LOC134287982, LOC109420074	AMIN007259
OG0002277	LOC134283903, LOC109430342	AMIN003828
OG0002278	LOC109621581	AMIN003833
OG0002279	LOC109430341, LOC134285460	AMIN003829
OG0002280	LOC109412448	AMIN016285
OG0002281	LOC109430330	AMIN003524
OG0002282	LOC109416056	AMIN010767
OG0002283	LOC109419882	AMIN009591
OG0002284	LOC109406400	AMIN010760
OG0002285	LOC109415699	AMIN001710
OG0002286	LOC109420708, LOC109419878	AMIN009705
OG0002287	LOC134289036, LOC109420598	AMIN009707
OG0002288	LOC109420709, LOC109419880	AMIN009706
OG0002289	LOC109416070	AMIN010780
OG0002290	LOC109416062	AMIN010769
OG0002291	LOC109414266, LOC115255130	AMIN001027
OG0002292	LOC109409873	AMIN009184
OG0002293	LOC109397053	AMIN007462
OG0002294	LOC109432777, LOC109427581	AMIN006126
OG0002295	LOC115265866, LOC109432762	AMIN006125
OG0002296	LOC134288835, LOC109429946	AMIN006109
OG0002297	LOC109424749, LOC134288162, LOC134288161	AMIN005185
OG0002298	LOC134289420, LOC134284108	AMIN000502
OG0002299	LOC134284223, LOC134290051	AMIN000444
OG0002300	LOC134289491, LOC134289492	AMIN000499
