Orthogroup	Aalbopictus_AalbF5	AminimusMINIMUS1
OG0006569	LOC109405858	AMIN001452
OG0006570	LOC109405396	AMIN007442
OG0006571	LOC115254507	AMIN009926
OG0006572	LOC109423312	AMIN009925
OG0006573	LOC109423265	AMIN009927
OG0006574	LOC134283942, LOC109407806	AMIN001259
OG0006575	LOC109398849	AMIN007435
OG0006576	LOC109398863	AMIN015883
OG0006577	LOC115269340	AMIN004808
OG0006578	LOC109398852	AMIN004804
OG0006579	LOC109398877	AMIN015885
OG0006580	LOC109429199	AMIN006462
OG0006581	LOC109405497	AMIN005552
OG0006582	LOC109430890	AMIN011401
OG0006583	LOC109430956	AMIN011400
OG0006584	LOC109423553	AMIN004134
OG0006585	LOC115263226	AMIN009955
OG0006586	LOC115267077	AMIN000225
OG0006587	LOC109399932	AMIN000224
OG0006588	LOC115267078	AMIN000226
OG0006589	LOC115257303	AMIN015601
OG0006590	LOC109404556	AMIN015500
OG0006591	LOC109423353	AMIN010345
OG0006592	LOC109423347	AMIN010301
OG0006593	LOC109423349	AMIN010346
OG0006595	LOC109423863	AMIN011468
OG0006596	LOC109423861	AMIN016138
OG0006597	LOC109423860	AMIN014873
OG0006598	LOC109411070	AMIN003695
OG0006599	LOC109417115	AMIN002839
OG0006600	LOC109417114	AMIN002840
OG0006601	LOC109412192	AMIN005644
OG0006602	LOC115258731	AMIN006259
OG0006603	LOC109424394	AMIN016291
OG0006604	LOC109433249	AMIN006262
OG0006605	LOC115253500	AMIN011505
OG0006606	LOC109433257	AMIN006260
OG0006607	LOC109424435	AMIN007217
OG0006608	LOC109433264	AMIN001395
OG0006609	LOC109398650	AMIN006836
OG0006610	LOC115253685	AMIN002444
OG0006611	LOC109623144	AMIN010808
OG0006612	LOC109427318	AMIN008026
OG0006613	LOC109401307	AMIN008628
OG0006614	LOC109409609	AMIN010895
OG0006615	LOC109426379	AMIN010098
OG0006616	LOC109416206	AMIN003730
OG0006617	LOC109416148	AMIN003734
OG0006618	LOC109416210	AMIN003733
OG0006620	LOC109420976	AMIN005973
OG0006621	LOC109420982	AMIN005972
OG0006622	LOC109407206	AMIN001463
OG0006623	LOC109407203	AMIN007106
OG0006624	LOC109405872	AMIN001464
OG0006625	LOC109407202	AMIN001460
OG0006626	LOC109402640	AMIN001968
OG0006628	LOC134285017, LOC109422046	AMIN005050
OG0006629	LOC109407993	AMIN010848
OG0006630	LOC109417715	AMIN009745
OG0006631	LOC115258121	AMIN009289
OG0006632	LOC109400405	AMIN004879
OG0006633	LOC115260075	AMIN008339
OG0006634	LOC109430283	AMIN003632
OG0006635	LOC109415558	AMIN003630
OG0006636	LOC109401051	AMIN002596
OG0006637	LOC109403613	AMIN003850
OG0006638	LOC115262638	AMIN003944
OG0006639	LOC109418340	AMIN003942
OG0006640	LOC115270378	AMIN007835
OG0006641	LOC109417536	AMIN015803
OG0006642	LOC109410770	AMIN007801
OG0006643	LOC109399409	AMIN010675
OG0006644	LOC109400633	AMIN010676
OG0006645	LOC109408764	AMIN004279
OG0006646	LOC109623416	AMIN015507
OG0006647	LOC109428058	AMIN002430
OG0006649	LOC109414688	AMIN005339
OG0006650	LOC115255743	AMIN005337
OG0006651	LOC109427655	AMIN002060
OG0006652	LOC109430085	AMIN004227
OG0006653	LOC109428414	AMIN002092
OG0006654	LOC109622735	AMIN002753
OG0006655	LOC109622734	AMIN002789
OG0006656	LOC115258666	AMIN009405
OG0006657	LOC109433651	AMIN005323
OG0006658	LOC109433658	AMIN005335
OG0006659	LOC109402233	AMIN001095
OG0006660	LOC109400229	AMIN003481
OG0006661	LOC109424776	AMIN005267
OG0006662	LOC109417976, LOC134288466	AMIN007941
OG0006663	LOC109406267	AMIN006642
OG0006664	LOC109406269	AMIN006641
OG0006665	LOC109432365	AMIN005454
OG0006666	LOC109400634	AMIN010626
OG0006668	LOC109424754, LOC115256571	AMIN005269
OG0006669	LOC109414477	AMIN011515
OG0006670	LOC109426814	AMIN010894
OG0006671	LOC109426816	AMIN010887
OG0006672	LOC109426815	AMIN010893
OG0006673	LOC109401928	AMIN008609
OG0006674	LOC109401835	AMIN004520
OG0006675	LOC109426912	AMIN008952
OG0006676	LOC109417712	AMIN009744
OG0006677	LOC109419666	AMIN010387
OG0006678	LOC109622810	AMIN009540
OG0006679	LOC109412653	AMIN001498
OG0006680	LOC109414398	AMIN003935
OG0006681	LOC109421723	AMIN003555
OG0006682	LOC109423344	AMIN010298
OG0006683	LOC109423345	AMIN010299
OG0006684	LOC109423346	AMIN010300
OG0006685	LOC115264678	AMIN008483
OG0006686	LOC109401542	AMIN008695
OG0006687	LOC109406031	AMIN009985
OG0006688	LOC109417717	AMIN006715
OG0006689	LOC115259641	AMIN004891
OG0006690	LOC109406880	AMIN008443
OG0006691	LOC109406887	AMIN003603
OG0006692	LOC109430919	AMIN007956
OG0006693	LOC109430918	AMIN011039
OG0006694	LOC109405212	AMIN000117
OG0006695	LOC109415589	AMIN008265
OG0006696	LOC109431470	AMIN004499
OG0006697	LOC115253495	AMIN004873
OG0006698	LOC109426121	AMIN002409
OG0006699	LOC115266080	AMIN002238
OG0006700	LOC109404799	AMIN009481
OG0006701	LOC115265858	AMIN009628
OG0006702	LOC109423915	AMIN009625
OG0006703	LOC109423909	AMIN009629
OG0006704	LOC109423919	AMIN009482
OG0006705	LOC109404786	AMIN009765
OG0006706	LOC109418279	AMIN002431
OG0006707	LOC109409585	AMIN010421
OG0006708	LOC115267257	AMIN015602
OG0006709	LOC109405385	AMIN005751
OG0006710	LOC109418350	AMIN000916
OG0006711	LOC109418349	AMIN003916
OG0006712	LOC109413612	AMIN008765
OG0006713	LOC115262744	AMIN016204
OG0006714	LOC109427036	AMIN004482
OG0006716	LOC109427043	AMIN004486
OG0006717	LOC109413527	AMIN007791
OG0006718	LOC109410780	AMIN007793
OG0006719	LOC109420032	AMIN006198
OG0006720	LOC109417740	AMIN001433
OG0006721	LOC109403482	AMIN002074
OG0006722	LOC109433659	AMIN002075
OG0006723	LOC109623345	AMIN004480
OG0006724	LOC109623344	AMIN004479
OG0006725	LOC109412658	AMIN001316, AMIN009071
OG0006726	LOC109401245	AMIN008705
OG0006727	LOC109432733	AMIN016220
OG0006728	LOC115254755	AMIN007337
OG0006729	LOC115254139	AMIN005970
OG0006730	LOC109421967	AMIN009778
OG0006731	LOC109401304	AMIN009268
OG0006732	LOC109401196	AMIN009269
OG0006733	LOC109623292	AMIN010677
OG0006734	LOC115257286	AMIN004072
OG0006735	LOC109402081	AMIN005837
OG0006736	LOC109402079	AMIN005839
OG0006737	LOC109427574	AMIN006119
OG0006738	LOC109432680	AMIN006114
OG0006739	LOC109427558	AMIN006117
OG0006740	LOC109428448	AMIN008196
OG0006741	LOC115267615	AMIN010873
OG0006742	LOC109421957	AMIN002780
OG0006743	LOC115263285	AMIN011642
OG0006744	LOC109418923	AMIN009906
OG0006745	LOC109407770	AMIN009907
OG0006746	LOC109418921	AMIN009904
OG0006747	LOC109404944	AMIN010857
OG0006748	LOC109401894	AMIN005815
OG0006749	LOC109398085	AMIN011413
OG0006750	LOC109428264	AMIN006722
OG0006751	LOC109428262	AMIN006093
OG0006752	LOC109422059	AMIN005088
OG0006753	LOC109400195	AMIN003288
OG0006754	LOC109427095	AMIN003289
OG0006755	LOC109415472	AMIN000665
OG0006756	LOC115264700	AMIN000663
OG0006757	LOC109415234	AMIN005307
OG0006758	LOC109410771	AMIN007800
OG0006759	LOC109425506	AMIN000344
OG0006760	LOC109405431	AMIN003772
OG0006762	LOC109623011	AMIN002848
OG0006763	LOC109419596	AMIN003367
OG0006764	LOC109407028	AMIN000963
OG0006765	LOC109420918	AMIN001325
OG0006766	LOC109417672	AMIN009131
OG0006767	LOC109429800	AMIN007113
OG0006768	LOC109401844	AMIN008083
OG0006769	LOC109398004	AMIN008162
OG0006770	LOC109411497, LOC134285768	AMIN002583
OG0006771	LOC109420204	AMIN010786
OG0006772	LOC134287602	AMIN003091
OG0006773	LOC109411874	AMIN004893
OG0006774	LOC134291393	AMIN004892
OG0006775	LOC109425244	AMIN004895
OG0006776	LOC109399052	AMIN004894
OG0006777	LOC115255378	AMIN000131, AMIN006797
OG0006778	LOC109417653	AMIN001008
OG0006779	LOC109410015	AMIN010390
OG0006780	LOC109419659	AMIN010392
OG0006781	LOC109414431	AMIN015928
OG0006782	LOC109622251	AMIN001104
OG0006783	LOC109428462	AMIN003731
OG0006784	LOC109414987	AMIN006307
OG0006785	LOC109423910	AMIN009627
OG0006786	LOC109397118	AMIN004217
OG0006787	LOC109430818	AMIN007357
OG0006788	LOC109430831	AMIN007356
OG0006789	LOC115263201	AMIN016296
OG0006790	LOC115263208	AMIN016295
OG0006792	LOC115254576, LOC109406970	AMIN003827
OG0006793	LOC109429799	AMIN007112
OG0006794	LOC109398023	AMIN010685
OG0006795	LOC109405207	AMIN004862
OG0006796	LOC109428348	AMIN005141
OG0006797	LOC109414307	AMIN009112
OG0006798	LOC109407239	AMIN009113
OG0006799	LOC109428515	AMIN008274
OG0006800	LOC109420731	AMIN005936
OG0006801	LOC109424864	AMIN005611
OG0006802	LOC109409388	AMIN011214
OG0006803	LOC109410517	AMIN008004
OG0006804	LOC109623154	AMIN006334
OG0006805	LOC115263162	AMIN015774
OG0006806	LOC109405866	AMIN001461
OG0006808	LOC109405289	AMIN000008
OG0006809	LOC115263138	AMIN007549
OG0006810	LOC109416209	AMIN007548
OG0006811	LOC109404190	AMIN016224
OG0006812	LOC109420935	AMIN001500
OG0006813	LOC115268536	AMIN007695
OG0006814	LOC115253842	AMIN007692
OG0006815	LOC109413565	AMIN007517
OG0006816	LOC109400996	AMIN001486
OG0006817	LOC109400978	AMIN001485
OG0006818	LOC109413832	AMIN007293
OG0006819	LOC109421934	AMIN009013
OG0006821	LOC109417552	AMIN001013
OG0006822	LOC109416676	AMIN011499
OG0006823	LOC109416489	AMIN011500
OG0006824	LOC109414881	AMIN010057
OG0006825	LOC109429805	AMIN007116
OG0006826	LOC115253461	AMIN010871
OG0006827	LOC109398061	AMIN010869
OG0006828	LOC109403214	AMIN010965
OG0006829	LOC115268659	AMIN001140
OG0006830	LOC115258002	AMIN011223
OG0006831	LOC109400674	AMIN007769
OG0006832	LOC134285180	AMIN005219
OG0006833	LOC109414249	AMIN011296
OG0006834	LOC109423740	AMIN011293
OG0006835	LOC115265103	AMIN011294
OG0006836	LOC109420863	AMIN010139
OG0006837	LOC109621324	AMIN011520
OG0006838	LOC109406956	AMIN000109, AMIN000108
OG0006839	LOC109405140	AMIN007282
OG0006840	LOC115269089	AMIN001230
OG0006841	LOC109399408	AMIN010618
OG0006842	LOC109406620	AMIN000491
OG0006843	LOC115253966	AMIN014123
OG0006844	LOC115255416	AMIN000987
OG0006845	LOC109404349	AMIN011554
OG0006846	LOC134287900	AMIN001201
OG0006847	LOC109399440	AMIN010107
OG0006848	LOC109405639	AMIN003239
OG0006849	LOC115264334	AMIN003472
OG0006850	LOC134288265	AMIN010684
OG0006851	LOC134288266	AMIN010683
OG0006852	LOC109621307	AMIN009528
OG0006854	LOC109422058	AMIN005585
OG0006855	LOC109410186	AMIN006803
OG0006856	LOC109433644	AMIN005077
OG0006857	LOC109419417	AMIN011437
OG0006858	LOC109424071	AMIN004162
OG0006859	LOC109433636	AMIN005672
OG0006860	LOC109429070	AMIN007877
OG0006861	LOC109414321	AMIN001676
OG0006862	LOC109428370	AMIN005222
OG0006863	LOC109409765	AMIN011012
OG0006865	LOC109401683	AMIN008468
OG0006866	LOC109410717	AMIN003027
OG0006867	LOC134287439	AMIN010465
OG0006868	LOC134285146	AMIN005331
OG0006869	LOC109401295	AMIN009021
OG0006870	LOC109413713	AMIN001478
OG0006871	LOC109407071	AMIN003574
OG0006872	LOC109425701	AMIN011309
OG0006873	LOC115267628	AMIN002802
OG0006874	LOC109416187	AMIN006677
OG0006875	LOC109397595	AMIN005306
OG0006876	LOC109403455	AMIN008311
OG0006877	LOC109427444, LOC109410171	AMIN005505
OG0006878	LOC109411735	AMIN001916
OG0006879	LOC109410166	AMIN005504
OG0006880	LOC109418091	AMIN010399
OG0006881	LOC109428083	AMIN004087
OG0006882	LOC109401390, LOC109432880	AMIN005997
OG0006883	LOC109410292	AMIN016041
OG0006884	LOC109413955	AMIN010920
OG0006885	LOC109432959	AMIN005291
OG0006886	LOC109413958	AMIN010923
OG0006887	LOC109423362	AMIN002530
OG0006888	LOC134285005	AMIN005423
OG0006889	LOC109420448	AMIN001920
OG0006890	LOC109431672	AMIN007614
OG0006891	LOC109419430	AMIN008436
OG0006892	LOC109423341	AMIN010295
OG0006893	LOC109622164	AMIN006821
OG0006894	LOC109408139	AMIN001483
OG0006895	LOC109622212	AMIN009234
OG0006896	LOC109399798	AMIN000427
OG0006897	LOC115257016	AMIN009025
OG0006898	LOC109408393	AMIN000696
OG0006899	LOC109404961	AMIN000270
OG0006900	LOC109419618	AMIN007881
OG0006901	LOC109400776	AMIN006527
OG0006902	LOC109621578	AMIN000215
OG0006903	LOC109416314	AMIN002066
OG0006904	LOC109418254	AMIN002326
OG0006905	LOC109413626	AMIN006974
OG0006906	LOC109430988	AMIN001745
OG0006907	LOC109429573	AMIN001836
OG0006908	LOC109427336	AMIN003885
OG0006909	LOC115260377	AMIN008266
OG0006910	LOC109419547	AMIN003370
OG0006911	LOC109397228	AMIN003096
OG0006912	LOC109404634	AMIN001873
OG0006913	LOC109413608	AMIN008985
OG0006914	LOC109409739	AMIN010599
OG0006915	LOC109405451	AMIN003160
OG0006916	LOC109418991	AMIN015939
OG0006917	LOC109403126	AMIN007405
OG0006918	LOC109420155	AMIN008314
OG0006919	LOC109400731	AMIN011247
OG0006920	LOC115261355	AMIN004101
OG0006921	LOC109413950	AMIN005646
OG0006922	LOC109397360	AMIN010158
OG0006923	LOC109428220	AMIN006308
OG0006924	LOC109413710	AMIN015755
OG0006925	LOC109428942	AMIN008184
OG0006926	LOC109421675	AMIN002306
OG0006927	LOC115262121	AMIN004082
OG0006928	LOC109411760	AMIN006426
OG0006929	LOC109405634	AMIN009314
OG0006930	LOC109415279	AMIN000891
OG0006931	LOC109431113	AMIN005692
OG0006932	LOC109421864	AMIN005758
OG0006933	LOC109398227	AMIN009935
OG0006934	LOC109418925	AMIN009909
OG0006935	LOC109414129	AMIN000362
OG0006936	LOC109414162	AMIN002517
OG0006937	LOC109405486	AMIN005555
OG0006938	LOC115254050	AMIN003170
OG0006939	LOC109404504	AMIN003623
OG0006940	LOC115265578	AMIN001728
OG0006941	LOC109433210	AMIN005032
OG0006942	LOC109404759	AMIN011136
OG0006943	LOC109406001	AMIN003120
OG0006944	LOC109419958	AMIN006180
OG0006945	LOC109411096	AMIN014839
OG0006946	LOC115254250	AMIN002882
OG0006947	LOC109419384	AMIN004628
OG0006948	LOC109430909	AMIN011120
OG0006949	LOC109411219	AMIN002510
OG0006950	LOC109425818	AMIN006930
OG0006951	LOC109405281	AMIN008375
OG0006952	LOC109418261	AMIN002324
OG0006953	LOC109410453	AMIN000199
OG0006954	LOC109408362	AMIN008853
OG0006955	LOC109411141	AMIN002795
OG0006956	LOC109430179	AMIN009668
OG0006957	LOC109622630	AMIN015501
OG0006958	LOC115253786	AMIN011301
OG0006959	LOC109423749	AMIN011304
OG0006960	LOC109414334	AMIN001688
OG0006961	LOC109410929	AMIN000630
OG0006962	LOC109418338	AMIN003943
OG0006963	LOC109428257	AMIN009568
OG0006964	LOC109401421	AMIN007764
OG0006965	LOC109407366	AMIN005918
OG0006966	LOC109429859	AMIN007115
OG0006967	LOC109432528	AMIN006229
OG0006968	LOC109422269	AMIN009319
OG0006969	LOC109420669	AMIN009757
OG0006970	LOC109430339, LOC109412460	AMIN002648
OG0006971	LOC109415697	AMIN010764
OG0006972	LOC134291115, LOC134291305	AMIN000508
OG0006973	LOC109406576	AMIN003147
OG0006974	LOC109422636	AMIN000145
OG0006975	LOC109411600	AMIN000851
OG0006976	LOC109413506	AMIN007807
OG0006977	LOC109425542	AMIN002314
OG0006978	LOC109400338	AMIN016155
OG0006979	LOC109409677	AMIN011188
OG0006980	LOC109397708	AMIN005448
OG0006981	LOC109409635	AMIN007240
OG0006982	LOC109410662	AMIN007055
OG0006983	LOC109406132	AMIN002221
OG0006984	LOC109414019	AMIN001638
OG0006985	LOC109419322	AMIN009468
OG0006986	LOC109423010	AMIN001948
OG0006987	LOC109407855	AMIN009285
OG0006988	LOC115265357	AMIN010376
OG0006989	LOC109401722	AMIN006276
OG0006990	LOC109412058	AMIN008685
OG0006991	LOC109407623	AMIN008534
OG0006992	LOC109426573	AMIN011357
OG0006993	LOC109409728	AMIN010580
OG0006994	LOC109409427	AMIN005690
OG0006995	LOC109418946	AMIN010537
OG0006996	LOC115253705	AMIN000043
OG0006997	LOC109427584	AMIN006136
OG0006998	LOC109621471	AMIN006895
OG0006999	LOC109414899	AMIN015503
OG0007000	LOC109410792	AMIN000629
OG0007001	LOC109404755	AMIN011023
OG0007002	LOC115259710	AMIN000032
OG0007003	LOC109426120	AMIN002407
OG0007004	LOC109429325	AMIN002594
OG0007005	LOC109403791	AMIN011267
OG0007006	LOC109409861	AMIN008110
OG0007007	LOC109425852	AMIN008710
OG0007008	LOC109404503	AMIN004015
OG0007009	LOC109399472	AMIN007711
OG0007010	LOC115265592	AMIN006005
OG0007011	LOC115263581	AMIN004004
OG0007012	LOC109417651	AMIN001006
OG0007013	LOC109421495	AMIN001910
OG0007014	LOC109426568	AMIN011358
OG0007015	LOC109431757	AMIN002198
OG0007016	LOC109401451	AMIN002202
OG0007017	LOC109432671	AMIN009603
OG0007018	LOC109431765	AMIN015902
OG0007019	LOC109431661	AMIN015901
OG0007020	LOC109409200	AMIN006062
OG0007021	LOC109622245	AMIN004429
OG0007022	LOC109409049	AMIN003036
OG0007023	LOC109411920	AMIN001125
OG0007024	LOC109418536	AMIN008652
OG0007025	LOC109415284	AMIN016084
OG0007026	LOC115258558	AMIN001456
OG0007027	LOC109406727	AMIN006639
OG0007028	LOC109406602	AMIN005400
OG0007029	LOC109431463	AMIN007030
OG0007030	LOC109402501	AMIN009149
OG0007031	LOC115263159	AMIN011104
OG0007032	LOC109621272	AMIN010867
OG0007033	LOC109408351	AMIN008815
OG0007034	LOC109433252	AMIN001394
OG0007035	LOC109404376	AMIN007848
OG0007036	LOC109415220	AMIN005328
OG0007037	LOC109622237	AMIN004415
OG0007038	LOC109408584	AMIN010212
OG0007039	LOC109427393	AMIN005178
OG0007040	LOC109428745	AMIN006301
OG0007041	LOC115253753	AMIN010776
OG0007042	LOC109432531	AMIN006225
OG0007043	LOC109428106	AMIN000864
OG0007044	LOC109409255	AMIN009719
OG0007045	LOC109431907	AMIN002171
OG0007046	LOC109427861	AMIN001381
OG0007047	LOC109423646	AMIN010761
OG0007048	LOC109415818	AMIN009990
OG0007049	LOC109408491	AMIN000737
OG0007050	LOC115257360	AMIN009028
OG0007051	LOC109419785	AMIN001713
OG0007052	LOC109402953, LOC109416083	AMIN011640
OG0007053	LOC109407558	AMIN006931
OG0007054	LOC109409093	AMIN010306
OG0007055	LOC109424416	AMIN008670
OG0007056	LOC109430557	AMIN004691
OG0007057	LOC109401345	AMIN007889
OG0007058	LOC109417673	AMIN009136
OG0007059	LOC115255110	AMIN001544
OG0007060	LOC109622669	AMIN003782
OG0007061	LOC109430795	AMIN011613
OG0007062	LOC109411815	AMIN010369
OG0007063	LOC109432845	AMIN002774
OG0007064	LOC109416786	AMIN005189
OG0007065	LOC109409918	AMIN009210
OG0007066	LOC134289553, LOC134284120	AMIN003281
OG0007067	LOC109424684	AMIN008253
OG0007068	LOC109400281	AMIN001403
OG0007069	LOC109433115	AMIN001655
OG0007070	LOC109413547	AMIN008744
OG0007071	LOC109414986	AMIN008439
OG0007072	LOC109409271	AMIN001531
OG0007073	LOC109420217	AMIN009938
OG0007074	LOC109431612	AMIN007305
OG0007075	LOC109419224	AMIN003394
OG0007076	LOC134291451	AMIN007468
OG0007077	LOC109397119	AMIN009180
OG0007078	LOC109426798	AMIN011218
OG0007079	LOC109427338	AMIN003887
OG0007080	LOC109416065	AMIN010770
OG0007081	LOC109398534	AMIN001156
OG0007082	LOC109425927	AMIN009347
OG0007083	LOC109408327	AMIN002855
OG0007084	LOC109405805	AMIN008719
OG0007085	LOC109400400	AMIN004876
OG0007086	LOC109403142	AMIN008205
OG0007087	LOC109416797	AMIN015766
OG0007088	LOC109403681	AMIN010079
OG0007089	LOC134287642	AMIN009657
OG0007090	LOC109425768	AMIN008510
OG0007091	LOC109414220	AMIN011047
OG0007092	LOC109425964	AMIN008543
OG0007093	LOC109406566	AMIN008025
OG0007094	LOC109411912	AMIN001130
OG0007095	LOC109413473, LOC134288878	AMIN010065
OG0007096	LOC109410007	AMIN010395
OG0007097	LOC109410252	AMIN001047
OG0007098	LOC109426115	AMIN010870
OG0007099	LOC109417794	AMIN007591
OG0007100	LOC109422800	AMIN002008
OG0007101	LOC109420079	AMIN015807
OG0007102	LOC109425258	AMIN002630
OG0007103	LOC109421315	AMIN009816
OG0007104	LOC109405842	AMIN011663, AMIN003081
OG0007105	LOC109398266	AMIN007120
OG0007106	LOC109414654	AMIN004555
OG0007107	LOC115254207	AMIN009353
OG0007108	LOC115266350	AMIN009571
OG0007109	LOC115267895	AMIN004235
OG0007110	LOC109623115	AMIN010986
OG0007111	LOC109409975	AMIN016207
OG0007112	LOC109433275	AMIN006741
OG0007113	LOC134291546	AMIN000761
OG0007114	LOC109421249	AMIN009702
OG0007115	LOC109433653	AMIN005078
OG0007116	LOC109431646	AMIN008165
OG0007117	LOC109421313	AMIN009820
OG0007118	LOC109397413	AMIN008120
OG0007119	LOC109423908	AMIN009630
OG0007120	LOC109622239	AMIN004418
OG0007121	LOC109621281	AMIN000830
OG0007122	LOC109416442	AMIN000828
OG0007123	LOC109421792	AMIN002311
OG0007124	LOC109417642	AMIN000998
OG0007125	LOC109622866	AMIN006701
OG0007126	LOC109414139	AMIN001437
OG0007127	LOC109408110	AMIN006404
OG0007128	LOC109405861	AMIN009277
OG0007129	LOC109402762	AMIN016231
OG0007130	LOC109400186	AMIN003301
OG0007131	LOC109411287	AMIN001609
OG0007132	LOC109420963	AMIN016159
OG0007133	LOC109408473	AMIN004655
OG0007134	LOC115270035	AMIN010614
OG0007135	LOC109413869	AMIN010819
OG0007136	LOC109408165	AMIN011235
OG0007137	LOC109416430	AMIN002787
OG0007138	LOC109397838	AMIN010439
OG0007139	LOC109418535	AMIN008656
OG0007140	LOC134288434	AMIN008077
OG0007141	LOC109407830	AMIN010487
OG0007142	LOC109401648	AMIN007014
OG0007143	LOC109621350	AMIN001421
OG0007144	LOC109423379	AMIN002477
OG0007145	LOC109412362	AMIN001183
OG0007146	LOC115257165	AMIN000586
OG0007147	LOC109398038	AMIN015769
OG0007148	LOC109397277	AMIN016158
OG0007149	LOC109409885	AMIN009194
OG0007150	LOC109429326	AMIN002592
OG0007151	LOC109428914	AMIN006518
OG0007153	LOC109410817	AMIN001430
OG0007154	LOC109406911	AMIN001364
OG0007155	LOC109426949	AMIN002337
OG0007156	LOC109418595	AMIN008367
OG0007157	LOC109409613	AMIN001482
OG0007158	LOC109427974	AMIN016230
OG0007159	LOC109430601	AMIN009951
OG0007160	LOC109401709	AMIN007497
OG0007161	LOC109423574	AMIN003348
OG0007162	LOC109420851	AMIN007324
OG0007163	LOC109427701	AMIN011421
OG0007164	LOC109408315	AMIN004911
OG0007165	LOC109400045	AMIN003852
OG0007166	LOC109428702	AMIN010528
OG0007167	LOC109404596	AMIN007768
OG0007168	LOC115257976	AMIN008182
OG0007169	LOC109398053	AMIN010106
OG0007170	LOC109420858	AMIN010128
OG0007171	LOC134291860	AMIN008229
OG0007172	LOC109425587	AMIN008846
OG0007174	LOC109428420	AMIN002096
OG0007175	LOC109410789	AMIN007552
OG0007176	LOC109421945	AMIN008768
OG0007177	LOC109409848	AMIN015619
OG0007178	LOC109432689	AMIN004278
OG0007179	LOC109414690	AMIN005340
OG0007180	LOC134287627	AMIN009491
OG0007181	LOC109428533	AMIN002111
OG0007182	LOC115262627	AMIN008684
OG0007183	LOC115263302	AMIN011645
OG0007184	LOC109401825	AMIN004287
OG0007185	LOC109405519	AMIN005678
OG0007186	LOC109408012	AMIN008007
OG0007187	LOC109422974	AMIN005756
OG0007188	LOC109428232	AMIN009110
OG0007189	LOC109405147	AMIN007280
OG0007190	LOC109415421	AMIN003435
OG0007191	LOC109408847	AMIN002731
OG0007192	LOC109410161	AMIN010331
OG0007193	LOC109430296	AMIN003768
OG0007194	LOC109417350	AMIN004074
OG0007195	LOC134285835	AMIN003227
OG0007196	LOC109400737	AMIN007816
OG0007197	LOC109399960	AMIN004624
OG0007198	LOC115269571	AMIN005445
OG0007199	LOC109404272	AMIN007839
OG0007200	LOC109431443	AMIN008494
OG0007201	LOC109420166	AMIN007664
OG0007202	LOC109420392	AMIN001912
OG0007203	LOC115258417	AMIN004030
OG0007205	LOC109405507	AMIN005554
OG0007206	LOC109405220	AMIN003792
OG0007207	LOC109428468	AMIN005700
OG0007208	LOC109404609	AMIN006825
OG0007209	LOC115269183	AMIN003773
OG0007210	LOC115264812	AMIN006146
OG0007211	LOC109423842	AMIN011442
OG0007212	LOC115266603	AMIN011510
OG0007213	LOC115267366	AMIN000203
OG0007214	LOC109422494	AMIN010648
OG0007215	LOC109406018	AMIN009977
OG0007216	LOC109422054	AMIN001225
OG0007218	LOC109423479	AMIN000098
OG0007219	LOC109414343	AMIN001335
OG0007220	LOC109431241	AMIN002764
OG0007221	LOC109622057	AMIN003685
OG0007222	LOC109399485	AMIN007616
OG0007223	LOC109398279	AMIN009611
OG0007224	LOC109427666	AMIN005676
OG0007225	LOC109423600	AMIN004138
OG0007226	LOC109426843	AMIN007585
OG0007227	LOC109429896	AMIN007131
OG0007228	LOC109408938	AMIN007712
OG0007229	LOC109409553	AMIN010422
OG0007230	LOC109405265	AMIN007515
OG0007231	LOC109403644	AMIN010708
OG0007232	LOC115253964	AMIN001227, AMIN002147
OG0007233	LOC109430623	AMIN005949
OG0007234	LOC109417654	AMIN001009
OG0007235	LOC115253935	AMIN016019
OG0007236	LOC109405489	AMIN005428
OG0007237	LOC109622112	AMIN010347
OG0007238	LOC109420658	AMIN001936
OG0007239	LOC109403226	AMIN010966
OG0007240	LOC109426653	AMIN009842
OG0007241	LOC109431655	AMIN010686
OG0007242	LOC109409699	AMIN011168
OG0007243	LOC109418133	AMIN010440
OG0007244	LOC109419671	AMIN010380
OG0007245	LOC134291013	AMIN005174
OG0007246	LOC109415021	AMIN010851
OG0007247	LOC109412376	AMIN006676
OG0007248	LOC109431480	AMIN005492
OG0007249	LOC109433605	AMIN005667, AMIN005666
OG0007250	LOC109433598	AMIN005456
OG0007251	LOC109430084	AMIN009161
OG0007252	LOC109413914	AMIN003558
OG0007253	LOC109410075	AMIN002740
OG0007254	LOC109401266	AMIN007501
OG0007255	LOC109621845	AMIN011138
OG0007256	LOC109397072	AMIN006161
OG0007257	LOC109406630	AMIN003482
OG0007258	LOC109398549	AMIN006021
OG0007259	LOC109405196	AMIN003214
OG0007260	LOC109401023	AMIN010141
OG0007261	LOC109416915	AMIN004144
OG0007262	LOC109417983	AMIN011209
OG0007263	LOC109422055	AMIN001226
OG0007264	LOC109430493	AMIN003056
OG0007265	LOC109400860	AMIN000727
OG0007266	LOC109427357	AMIN003365
OG0007267	LOC109424496	AMIN008338
OG0007268	LOC109403149	AMIN009258
OG0007269	LOC109425886	AMIN009357
OG0007270	LOC115256309	AMIN000645
OG0007271	LOC109420337	AMIN008635
OG0007272	LOC109432682	AMIN004280
OG0007273	LOC109423965	AMIN006752
OG0007274	LOC109404578	AMIN010681
OG0007275	LOC115254113	AMIN000441
