Orthogroup	LlongipalpisASM	AaegyptiLVP_AGWG
OG0006679	LOC129792848	AAEL013952
OG0006680	LOC129785926	AAEL013960
OG0006681	LOC129793184	AAEL013967
OG0006682	LOC129791952	AAEL013969
OG0006683	LOC129794257	AAEL013970
OG0006684	LOC129788167	AAEL013971
OG0006685	LOC129795640	AAEL013982
OG0006686	LOC129796045	AAEL013985
OG0006687	LOC129795877	AAEL013992
OG0006688	LOC129789594	AAEL014003
OG0006689	LOC129789784	AAEL014006
OG0006690	LOC129788909	AAEL014014
OG0006691	LOC129795252	AAEL014016
OG0006692	LOC129792023	AAEL014024
OG0006693	LOC129792856	AAEL014028
OG0006694	LOC129787859	AAEL014032
OG0006695	LOC129788751	AAEL014037
OG0006696	LOC129789741	AAEL014040
OG0006697	LOC129787548	AAEL014046
OG0006698	LOC129797199	AAEL014057
OG0006699	LOC129787359	AAEL014063
OG0006700	LOC129790950	AAEL014064
OG0006701	LOC129788349	AAEL014067
OG0006702	LOC129788503	AAEL014068
OG0006703	LOC129788578	AAEL014069
OG0006704	LOC129790851	AAEL014070
OG0006705	LOC129790047	AAEL014071
OG0006706	LOC129797119	AAEL014072
OG0006707	LOC129790137	AAEL014084
OG0006708	LOC129793680	AAEL014094
OG0006709	LOC129786671	AAEL014130
OG0006710	LOC129787348	AAEL014142
OG0006711	LOC129797641	AAEL014144
OG0006712	LOC129795129	AAEL014151
OG0006713	LOC129786604	AAEL014152
OG0006714	LOC129792015	AAEL014153
OG0006715	LOC129786004	AAEL014154
OG0006716	LOC129795570	AAEL014161
OG0006717	LOC129793820	AAEL014169
OG0006718	LOC129793232	AAEL014171
OG0006719	LOC129793466	AAEL014183
OG0006720	LOC129789079	AAEL014187
OG0006721	LOC129787453	AAEL014198
OG0006722	LOC129787454	AAEL014201
OG0006723	LOC129795019	AAEL014203
OG0006724	LOC129795091	AAEL014204
OG0006726	LOC129795151	AAEL014212
OG0006727	LOC129786455	AAEL014227
OG0006729	LOC129797113	AAEL014250
OG0006730	LOC129790061	AAEL014251
OG0006731	LOC129797540	AAEL014252
OG0006732	LOC129795296	AAEL014255
OG0006733	LOC129790997	AAEL014256
OG0006734	LOC129796992	AAEL014265
OG0006735	LOC129790993	AAEL014273
OG0006737	LOC129795674	AAEL014282
OG0006738	LOC129788050	AAEL014283
OG0006739	LOC129795710	AAEL014287
OG0006740	LOC129789754	AAEL014295
OG0006741	LOC129797838	AAEL014296
OG0006742	LOC129792317	AAEL014302
OG0006743	LOC129792445	AAEL014311
OG0006744	LOC129792267	AAEL014315
OG0006745	LOC129792266	AAEL014316
OG0006746	LOC129793435	AAEL014317
OG0006747	LOC129792421	AAEL014325
OG0006748	LOC129791235	AAEL014333
OG0006749	LOC129792419	AAEL014334
OG0006750	LOC129790622	AAEL014345
OG0006751	LOC129791075	AAEL014347
OG0006752	LOC129788508	AAEL014357
OG0006753	LOC129797555	AAEL014365
OG0006754	LOC129797685	AAEL014366
OG0006755	LOC129797273	AAEL014376
OG0006756	LOC129797347	AAEL014379
OG0006757	LOC129795795	AAEL014389
OG0006758	LOC129793326	AAEL014391
OG0006759	LOC129797523	AAEL014408
OG0006760	LOC129797835	AAEL014410
OG0006761	LOC129795755, LOC129793673	AAEL014419
OG0006762	LOC129794950	AAEL014426
OG0006763	LOC129792764	AAEL014428
OG0006764	LOC129786274	AAEL014433
OG0006765	LOC129792020	AAEL014484
OG0006766	LOC129789250	AAEL014486
OG0006767	LOC129794332	AAEL014495
OG0006768	LOC129790407	AAEL014501
OG0006769	LOC129791670	AAEL014510
OG0006770	LOC129797091	AAEL014511
OG0006771	LOC129794230	AAEL014520
OG0006772	LOC129787173	AAEL014523
OG0006773	LOC129787478	AAEL014526
OG0006774	LOC129786443	AAEL014527
OG0006775	LOC129787966	AAEL014528
OG0006776	LOC129787996	AAEL014529
OG0006778	LOC129790624	AAEL014536
OG0006779	LOC129792970	AAEL014549
OG0006780	LOC129792942	AAEL014550
OG0006781	LOC129786730	AAEL014562
OG0006782	LOC129788147	AAEL014566
OG0006783	LOC129787942	AAEL014583
OG0006784	LOC129793725	AAEL014596
OG0006785	LOC129790179	AAEL014622
OG0006786	LOC129787198	AAEL014628
OG0006787	LOC129792734	AAEL014641
OG0006788	LOC129793939	AAEL014642
OG0006789	LOC129794304	AAEL014644
OG0006790	LOC129794205	AAEL014645
OG0006791	LOC129791295	AAEL014704
OG0006792	LOC129791711	AAEL014705
OG0006793	LOC129792577	AAEL014709
OG0006794	LOC129793951	AAEL014715
OG0006795	LOC129787102	AAEL014717
OG0006796	LOC129787484	AAEL014720
OG0006797	LOC129791161	AAEL014732
OG0006798	LOC129791156	AAEL014734
OG0006799	LOC129789134	AAEL014749
OG0006800	LOC129790586	AAEL014754
OG0006801	LOC129788890	AAEL014760
OG0006803	LOC129792715	AAEL014768
OG0006804	LOC129791188	AAEL014771
OG0006805	LOC129791848	AAEL014773
OG0006806	LOC129788642	AAEL014797
OG0006808	LOC129787277	AAEL014822
OG0006809	LOC129793303	AAEL014832
OG0006810	LOC129793305	AAEL014836
OG0006811	LOC129786490	AAEL014846
OG0006812	LOC129791003	AAEL014868
OG0006813	LOC129792770	AAEL014883
OG0006814	LOC129791996	AAEL014889
OG0006815	LOC129793653	AAEL014895
OG0006816	LOC129794334	AAEL014899
OG0006817	LOC129794243	AAEL014900
OG0006818	LOC129792634	AAEL014904
OG0006819	LOC129791325	AAEL014908
OG0006820	LOC129786681	AAEL014915
OG0006821	LOC129790000	AAEL014949
OG0006822	LOC129794203	AAEL014957
OG0006823	LOC129794204	AAEL014959
OG0006824	LOC129787897	AAEL014960
OG0006825	LOC129789347	AAEL014970
OG0006826	LOC129792780	AAEL014990
OG0006827	LOC129792587	AAEL014992
OG0006828	LOC129792933	AAEL014999
OG0006829	LOC129797114	AAEL015006
OG0006830	LOC129793141	AAEL015014
OG0006831	LOC129793358	AAEL015016
OG0006832	LOC129789463	AAEL015052
OG0006833	LOC129788440	AAEL015060
OG0006834	LOC129791993	AAEL015061
OG0006835	LOC129797111	AAEL015062
OG0006836	LOC129793471	AAEL015065
OG0006837	LOC129789621	AAEL015100
OG0006838	LOC129787876	AAEL015111
OG0006839	LOC129792277	AAEL015142
OG0006840	LOC129789301	AAEL015180
OG0006841	LOC129793060	AAEL015199
OG0006842	LOC129787924	AAEL015216
OG0006843	LOC129797792	AAEL015238
OG0006844	LOC129791259, LOC129790384	AAEL015275
OG0006845	LOC129792951	AAEL015298
OG0006846	LOC129786107	AAEL015300
OG0006847	LOC129792868	AAEL015304
OG0006848	LOC129796620	AAEL015305
OG0006849	LOC129797741	AAEL015307
OG0006850	LOC129791931	AAEL015335
OG0006851	LOC129791943	AAEL015336
OG0006852	LOC129789614	AAEL015345
OG0006853	LOC129795026, LOC129795023, LOC129796520, LOC129795005, LOC129795009, LOC129795003	AAEL015347
OG0006854	LOC129790001	AAEL015393
OG0006855	LOC129789532	AAEL015394
OG0006856	LOC129789856	AAEL015411
OG0006857	LOC129792633	AAEL015416
OG0006858	LOC129796791	AAEL015455
OG0006859	LOC129788990	AAEL015458
OG0006860	LOC129795059	AAEL015472
OG0006861	LOC129788464	AAEL015493
OG0006862	LOC129790867	AAEL015559
OG0006863	LOC129793116	AAEL015593
OG0006864	LOC129793756	AAEL015603
OG0006865	LOC129787598	AAEL015607
OG0006866	LOC129789367	AAEL015631
OG0006867	LOC129792125	AAEL015651
OG0006868	LOC129790592	AAEL015653
OG0006869	LOC129797689	AAEL016972
OG0006870	LOC129789725	AAEL016984
OG0006871	LOC129796862	AAEL016986
OG0006872	LOC129786431	AAEL016992
OG0006873	LOC129795602	AAEL016997
OG0006874	LOC129796474	AAEL016998
OG0006875	LOC129794081	AAEL016999
OG0006876	LOC129797221	AAEL017004
OG0006877	LOC129785851	AAEL017005
OG0006878	LOC129788498	AAEL017010
OG0006879	LOC129785883	AAEL017015
OG0006880	LOC129793210	AAEL017059
OG0006881	LOC129795717	AAEL017080
OG0006882	LOC129789133	AAEL017082
OG0006883	LOC129793038	AAEL017085
OG0006884	LOC129791863	AAEL017098
OG0006885	LOC129791239	AAEL017115
OG0006886	LOC129794002	AAEL017120
OG0006887	LOC129797668	AAEL017133
OG0006888	LOC129790029	AAEL017142
OG0006889	LOC129790804	AAEL017155
OG0006890	LOC129793180	AAEL017164
OG0006891	LOC129795114	AAEL017184
OG0006892	LOC129793998	AAEL017188
OG0006893	LOC129789343	AAEL017204
OG0006894	LOC129789603	AAEL017224
OG0006896	LOC129795014	AAEL017263
OG0006897	LOC129796792	AAEL017272
OG0006898	LOC129786446	AAEL017280
OG0006899	LOC129796380	AAEL017282
OG0006900	LOC129792368	AAEL017300
OG0006901	LOC129794987	AAEL017315
OG0006902	LOC129788555	AAEL017329
OG0006903	LOC129788991	AAEL017331
OG0006904	LOC129794931	AAEL017332
OG0006905	LOC129796057	AAEL017338
OG0006906	LOC129793370	AAEL017368
OG0006907	LOC129789634	AAEL017374
OG0006908	LOC129787105	AAEL017385
OG0006909	LOC129795067	AAEL017395
OG0006910	LOC129786259	AAEL017421
OG0006911	LOC129790238	AAEL017437
OG0006912	LOC129791070	AAEL017445
OG0006913	LOC129796878	AAEL017447
OG0006914	LOC129793374	AAEL017462
OG0006915	LOC129789663	AAEL017503
OG0006916	LOC129792748	AAEL017516
OG0006917	LOC129792799	AAEL017526
OG0006918	LOC129795566	AAEL017543
OG0006919	LOC129793953	AAEL017560
OG0006920	LOC129794988	AAEL017986
OG0006921	LOC129788048	AAEL017994
OG0006922	LOC129793826	AAEL018011
OG0006923	LOC129788927	AAEL018032
OG0006924	LOC129796555	AAEL018039
OG0006925	LOC129790102	AAEL018040
OG0006926	LOC129796789	AAEL018048
OG0006927	LOC129786664	AAEL018050
OG0006928	LOC129791270	AAEL018052
OG0006929	LOC129789308	AAEL018054
OG0006930	LOC129796953	AAEL018056
OG0006931	LOC129788944	AAEL018059
OG0006932	LOC129789571	AAEL018112
OG0006933	LOC129793122	AAEL018119
OG0006934	LOC129792270	AAEL018121
OG0006935	LOC129791841	AAEL018124
OG0006936	LOC129786882	AAEL018125
OG0006937	LOC129790120	AAEL018127
OG0006938	LOC129789625	AAEL018130
OG0006939	LOC129794907	AAEL018132
OG0006940	LOC129789946	AAEL018136
OG0006941	LOC129795456	AAEL018146
OG0006942	LOC129792904	AAEL018150
OG0006943	LOC129788961	AAEL023530, AAEL018152
OG0006944	LOC129797465	AAEL018159
OG0006945	LOC129788017	AAEL018160
OG0006946	LOC129796442	AAEL018163
OG0006947	LOC129796059	AAEL018164
OG0006948	LOC129792787	AAEL018168
OG0006949	LOC129797130	AAEL018173
OG0006950	LOC129795787	AAEL018174
OG0006951	LOC129794619	AAEL018178
OG0006952	LOC129795155	AAEL018182
OG0006953	LOC129797208	AAEL018200
OG0006954	LOC129796656	AAEL018205
OG0006955	LOC129795714	AAEL018207
OG0006956	LOC129790790	AAEL018228
OG0006957	LOC129793612	AAEL018234
OG0006958	LOC129792592	AAEL018236
OG0006959	LOC129787414	AAEL018237
OG0006960	LOC129788937	AAEL018244
OG0006962	LOC129786602	AAEL018265
OG0006963	LOC129789333	AAEL018273
OG0006964	LOC129797485, LOC129792234	AAEL018276
OG0006965	LOC129790161	AAEL018278
OG0006966	LOC129789587	AAEL018280
OG0006967	LOC129790341	AAEL018281
OG0006968	LOC129794876	AAEL018288
OG0006969	LOC129790849	AAEL018293
OG0006971	LOC129787022	AAEL018297
OG0006972	LOC129797193	AAEL018300
OG0006973	LOC129797011	AAEL018308
OG0006974	LOC129786144	AAEL018312
OG0006975	LOC129796521	AAEL018313
OG0006976	LOC129791900	AAEL018318
OG0006977	LOC129797165	AAEL018322
OG0006978	LOC129791086	AAEL018329
OG0006979	LOC129793643	AAEL018333
OG0006980	LOC129785823	AAEL018339
OG0006981	LOC129790455	AAEL018341
OG0006982	LOC129793897	AAEL018342
OG0006983	LOC129796983	AAEL018344
OG0006984	LOC129790118	AAEL018348
OG0006985	LOC129786429	AAEL018350
OG0006986	LOC129789418	AAEL018353
OG0006987	LOC129786359	AAEL018354
OG0006988	LOC129791796	AAEL018703
OG0006989	LOC129791337	AAEL018707
OG0006990	LOC129796094	AAEL018710
OG0006991	LOC129788892, LOC129793908	AAEL019408
OG0006992	LOC129792986	AAEL019410
OG0006993	LOC129794041	AAEL019416
OG0006994	LOC129788716	AAEL019422
OG0006995	LOC129792568	AAEL019423
OG0006996	LOC129786770	AAEL019426
OG0006997	LOC129791303	AAEL019427
OG0006998	LOC129794658	AAEL019428
OG0006999	LOC129797524	AAEL019431
OG0007001	LOC129791589	AAEL019436
OG0007002	LOC129787443	AAEL019437
OG0007003	LOC129786609	AAEL019441
OG0007004	LOC129791017	AAEL019447
OG0007005	LOC129791965	AAEL019452
OG0007006	LOC129796248	AAEL019455
OG0007007	LOC129793783	AAEL019458
OG0007009	LOC129793477	AAEL019460
OG0007010	LOC129788660	AAEL019461
OG0007011	LOC129786410	AAEL019464
OG0007012	LOC129790620	AAEL019466
OG0007013	LOC129788472	AAEL019477
OG0007014	LOC129791576	AAEL019478
OG0007015	LOC129794517	AAEL019483
OG0007016	LOC129793914	AAEL019485
OG0007017	LOC129791132	AAEL019487
OG0007018	LOC129789812	AAEL019492, AAEL026374
OG0007019	LOC129789811	AAEL020474, AAEL019493
OG0007020	LOC129791033	AAEL019495
OG0007021	LOC129795781	AAEL019503
OG0007022	LOC129787501	AAEL019508
OG0007023	LOC129796135	AAEL019509
OG0007024	LOC129795963	AAEL019511
OG0007025	LOC129797457	AAEL019513
OG0007026	LOC129788940	AAEL019516
OG0007027	LOC129796956	AAEL019518
OG0007028	LOC129791814	AAEL019521
OG0007029	LOC129786412	AAEL019522
OG0007030	LOC129789865	AAEL019523
OG0007031	LOC129793279	AAEL019527
OG0007032	LOC129791563	AAEL019529
OG0007033	LOC129794694	AAEL019530
OG0007034	LOC129791025	AAEL019532
OG0007035	LOC129793396	AAEL019537
OG0007036	LOC129790018	AAEL019539
OG0007037	LOC129794852	AAEL019544
OG0007038	LOC129793174	AAEL019546
OG0007039	LOC129789577	AAEL019549
OG0007040	LOC129788378	AAEL019552
OG0007041	LOC129787976	AAEL019557
OG0007042	LOC129789032	AAEL019559
OG0007043	LOC129792133	AAEL019562
OG0007044	LOC129788873	AAEL019565
OG0007045	LOC129797269	AAEL020206, AAEL019567
OG0007046	LOC129790142	AAEL019572
OG0007047	LOC129793745	AAEL019575
OG0007048	LOC129793135	AAEL019576
OG0007049	LOC129794957	AAEL019579
OG0007050	LOC129786554	AAEL019580
OG0007051	LOC129788387	AAEL019583
OG0007053	LOC129795830	AAEL019594
OG0007054	LOC129785843	AAEL019597
OG0007055	LOC129787021	AAEL019598
OG0007056	LOC129785835	AAEL019601
OG0007057	LOC129793197	AAEL019604
OG0007058	LOC129791193	AAEL019605
OG0007059	LOC129793896	AAEL019606
OG0007060	LOC129797824	AAEL019607
OG0007061	LOC129793519	AAEL019608
OG0007062	LOC129793468	AAEL019618, AAEL025187
OG0007063	LOC129794034	AAEL019622
OG0007064	LOC129791106	AAEL019626
OG0007065	LOC129796079	AAEL019627
OG0007067	LOC129795342	AAEL019629
OG0007068	LOC129790534	AAEL019638
OG0007069	LOC129789872	AAEL019641
OG0007070	LOC129789782	AAEL019643
OG0007071	LOC129785941	AAEL019651
OG0007072	LOC129790157	AAEL019662
OG0007073	LOC129793595	AAEL019668
OG0007074	LOC129789006	AAEL019670
OG0007075	LOC129787216	AAEL019672
OG0007076	LOC129786370, LOC129796108	AAEL019673
OG0007077	LOC129795061	AAEL019677
OG0007078	LOC129793178	AAEL019681
OG0007079	LOC129787097	AAEL019683
OG0007080	LOC129788248	AAEL019685
OG0007081	LOC129790216	AAEL019690
OG0007082	LOC129796049	AAEL019693
OG0007083	LOC129786398	AAEL019696
OG0007084	LOC129796660	AAEL019697
OG0007085	LOC129786260	AAEL019700
OG0007086	LOC129789257	AAEL019703
OG0007087	LOC129788985	AAEL019708
OG0007088	LOC129792571	AAEL019709
OG0007089	LOC129790125	AAEL019711
OG0007090	LOC129795969	AAEL019713
OG0007091	LOC129793017	AAEL019720
OG0007092	LOC129796547	AAEL019728
OG0007093	LOC129791748	AAEL019731
OG0007094	LOC129795896	AAEL019739
OG0007095	LOC129792169	AAEL019740
OG0007096	LOC129793641	AAEL019742
OG0007097	LOC129797481	AAEL019744
OG0007098	LOC129792781	AAEL019745
OG0007099	LOC129793830	AAEL019746
OG0007100	LOC129790542	AAEL019747
OG0007101	LOC129788445	AAEL019748
OG0007102	LOC129786401	AAEL019752
OG0007103	LOC129787683	AAEL019753
OG0007104	LOC129796626	AAEL019755
OG0007106	LOC129792474	AAEL019769
OG0007107	LOC129795343	AAEL019770
OG0007108	LOC129788382	AAEL019772
OG0007109	LOC129796543	AAEL019774
OG0007110	LOC129793094	AAEL019776
OG0007111	LOC129793189	AAEL019780
OG0007112	LOC129789165	AAEL019782
OG0007113	LOC129795389	AAEL019783
OG0007114	LOC129790530	AAEL019785
OG0007115	LOC129789846	AAEL019787
OG0007116	LOC129791658	AAEL019788
OG0007117	LOC129789277	AAEL019793
OG0007118	LOC129796427	AAEL019794
OG0007119	LOC129788573	AAEL019800
OG0007120	LOC129795099	AAEL019802
OG0007121	LOC129785984	AAEL019804
OG0007122	LOC129785983	AAEL019805
OG0007124	LOC129790107	AAEL019818
OG0007125	LOC129789564	AAEL019819
OG0007126	LOC129789883	AAEL019826
OG0007127	LOC129790647	AAEL019827
OG0007128	LOC129797033	AAEL019832
OG0007129	LOC129791419	AAEL019838
OG0007130	LOC129789821	AAEL019841
OG0007131	LOC129790007	AAEL019854
OG0007132	LOC129790999	AAEL019859
OG0007133	LOC129786358	AAEL019860
OG0007134	LOC129792180	AAEL019864
OG0007135	LOC129792366	AAEL019865
OG0007136	LOC129787935	AAEL019869
OG0007137	LOC129790041	AAEL019880
OG0007138	LOC129793594	AAEL019885
OG0007139	LOC129795967	AAEL019887
OG0007140	LOC129791808	AAEL019895
OG0007141	LOC129794052	AAEL019896
OG0007142	LOC129796519	AAEL019898
OG0007143	LOC129788424	AAEL019904
OG0007144	LOC129797299	AAEL019905
OG0007145	LOC129791785	AAEL019916
OG0007146	LOC129786826	AAEL019917
OG0007147	LOC129793347	AAEL019918
OG0007148	LOC129797260	AAEL019921
OG0007149	LOC129792717	AAEL019922
OG0007150	LOC129791018	AAEL019927
OG0007151	LOC129796068	AAEL019932
OG0007152	LOC129792046	AAEL019936
OG0007153	LOC129790529	AAEL019950
OG0007154	LOC129790541	AAEL019952
OG0007155	LOC129796858	AAEL019960
OG0007156	LOC129792757	AAEL019965
OG0007157	LOC129788834	AAEL019966
OG0007158	LOC129786643	AAEL019970
OG0007159	LOC129791553	AAEL019977
OG0007160	LOC129797369	AAEL019982
OG0007161	LOC129787937	AAEL019983
OG0007162	LOC129787489	AAEL019986
OG0007163	LOC129789409	AAEL019988
OG0007164	LOC129789296	AAEL019992
OG0007165	LOC129787338	AAEL020002
OG0007166	LOC129792081	AAEL020018
OG0007167	LOC129791906	AAEL020021
OG0007168	LOC129797478	AAEL020057
OG0007169	LOC129792866	AAEL020071
OG0007170	LOC129793273	AAEL020073
OG0007171	LOC129794469	AAEL020083
OG0007172	LOC129796249	AAEL020092
OG0007173	LOC129797733	AAEL020093
OG0007174	LOC129790642	AAEL020100, AAEL020508
OG0007175	LOC129791536	AAEL020110
OG0007176	LOC129790899	AAEL020113
OG0007177	LOC129796384	AAEL020123
OG0007178	LOC129796559	AAEL020132
OG0007179	LOC129787958	AAEL020162
OG0007180	LOC129788837	AAEL020186
OG0007181	LOC129787934	AAEL020203
OG0007182	LOC129795170	AAEL020217
OG0007183	LOC129794014	AAEL020233
OG0007184	LOC129791366	AAEL020238
OG0007185	LOC129788907	AAEL020256
OG0007186	LOC129792096	AAEL020261
OG0007187	LOC129791060	AAEL020264
OG0007188	LOC129788513	AAEL020307
OG0007189	LOC129792276	AAEL020311
OG0007190	LOC129797779	AAEL020313
OG0007191	LOC129787469	AAEL020340
OG0007192	LOC129794042	AAEL020341
OG0007193	LOC129797842	AAEL020347
OG0007194	LOC129796891	AAEL020363
OG0007195	LOC129797754	AAEL020368
OG0007196	LOC129793058	AAEL020382
OG0007197	LOC129786651	AAEL020387
OG0007198	LOC129797852	AAEL020390
OG0007199	LOC129792834	AAEL020432
OG0007200	LOC129788696	AAEL020441
OG0007201	LOC129793201	AAEL020456
OG0007202	LOC129792923	AAEL020457
OG0007203	LOC129789925	AAEL020459
OG0007204	LOC129792910	AAEL020466, AAEL024975
OG0007205	LOC129788846	AAEL020467
OG0007206	LOC129786977	AAEL020476
OG0007207	LOC129789581	AAEL020482
OG0007208	LOC129797442	AAEL020484
OG0007209	LOC129797832	AAEL020485
OG0007210	LOC129790182	AAEL020486
OG0007211	LOC129792948	AAEL020488
OG0007212	LOC129794143	AAEL020489
OG0007213	LOC129786850	AAEL020502
OG0007214	LOC129793293	AAEL020528
OG0007215	LOC129794226	AAEL020530
OG0007216	LOC129787456	AAEL020542
OG0007217	LOC129786411	AAEL024281, AAEL020570
OG0007218	LOC129790462	AAEL020573
OG0007219	LOC129790488	AAEL020583
OG0007220	LOC129787167	AAEL020590, AAEL028182
OG0007221	LOC129789335	AAEL020592
OG0007222	LOC129792914	AAEL020597
OG0007223	LOC129790477	AAEL020615
OG0007224	LOC129789825	AAEL020617
OG0007225	LOC129785940	AAEL020631
OG0007226	LOC129792916	AAEL020636
OG0007227	LOC129790641	AAEL020638
OG0007228	LOC129790905	AAEL020642
OG0007229	LOC129792545	AAEL020646
OG0007230	LOC129796914	AAEL020654
OG0007231	LOC129794111	AAEL020696
OG0007232	LOC129789878	AAEL020709
OG0007233	LOC129790653	AAEL020747
OG0007234	LOC129788606	AAEL020761
OG0007235	LOC129794754	AAEL020769
OG0007236	LOC129788667	AAEL020822
OG0007237	LOC129791544	AAEL020827, AAEL022320
OG0007238	LOC129791291	AAEL020848
OG0007239	LOC129792517	AAEL020878
OG0007240	LOC129795008	AAEL024572, AAEL020884
OG0007241	LOC129793561	AAEL020903
OG0007242	LOC129792067	AAEL020915
OG0007243	LOC129793447	AAEL020929
OG0007244	LOC129794190	AAEL020936
OG0007245	LOC129790963	AAEL020950
OG0007246	LOC129792482	AAEL025695, AAEL020969
OG0007247	LOC129789090	AAEL021008
OG0007248	LOC129793814, LOC129793804	AAEL021015
OG0007250	LOC129786295	AAEL021024
OG0007251	LOC129792302	AAEL021061
OG0007252	LOC129786432	AAEL021073
OG0007254	LOC129797522	AAEL021092
OG0007255	LOC129792956	AAEL021093
OG0007257	LOC129787531	AAEL021138
OG0007258	LOC129788067	AAEL021145
OG0007259	LOC129795809	AAEL021151
OG0007260	LOC129793554	AAEL021171
OG0007261	LOC129787852	AAEL021176
OG0007263	LOC129789840	AAEL021200
OG0007264	LOC129791230	AAEL021240
OG0007265	LOC129796783	AAEL021256
OG0007266	LOC129792685	AAEL021258, AAEL026944
OG0007267	LOC129791395	AAEL021261
OG0007268	LOC129797379	AAEL021263
OG0007269	LOC129794769	AAEL021278
OG0007270	LOC129795664	AAEL021284
OG0007272	LOC129786159	AAEL021301
OG0007273	LOC129793353	AAEL021307
OG0007274	LOC129793338	AAEL021323
OG0007275	LOC129797045	AAEL021333
OG0007276	LOC129794887	AAEL021353
OG0007277	LOC129786021	AAEL021367
OG0007278	LOC129787248	AAEL021394
OG0007279	LOC129787522	AAEL021395
OG0007281	LOC129792351	AAEL021417
OG0007282	LOC129797740	AAEL021418
OG0007283	LOC129788915	AAEL021429
OG0007284	LOC129787012	AAEL021432
OG0007285	LOC129786238	AAEL021449
OG0007286	LOC129791547	AAEL021473
OG0007287	LOC129789685	AAEL021479
OG0007288	LOC129789540	AAEL021491
OG0007290	LOC129787846	AAEL021520
OG0007291	LOC129791620	AAEL021532
OG0007292	LOC129789307	AAEL021533
OG0007293	LOC129789642	AAEL021555
OG0007294	LOC129786396	AAEL021556
OG0007295	LOC129791887	AAEL021570
OG0007296	LOC129794784	AAEL021581
OG0007297	LOC129791621	AAEL021595
OG0007298	LOC129792454	AAEL021605
OG0007299	LOC129796002	AAEL021611
OG0007300	LOC129789106, LOC129788879	AAEL021618
OG0007301	LOC129791636	AAEL021621, AAEL024175
OG0007302	LOC129795279	AAEL021641
OG0007303	LOC129794088	AAEL021659
OG0007304	LOC129788932	AAEL021679
OG0007305	LOC129787486	AAEL021698
OG0007306	LOC129787951	AAEL021708
OG0007307	LOC129791713	AAEL021728
OG0007308	LOC129796473	AAEL021732
OG0007309	LOC129787384	AAEL021733
OG0007310	LOC129793997	AAEL021741
OG0007311	LOC129791433	AAEL021746
OG0007312	LOC129791618	AAEL021756
OG0007313	LOC129792666	AAEL021789
OG0007315	LOC129790112	AAEL021828
OG0007316	LOC129790278, LOC129796160	AAEL021868
OG0007317	LOC129788072	AAEL021877
OG0007318	LOC129787023	AAEL021904
OG0007319	LOC129787513	AAEL021953
OG0007320	LOC129793290	AAEL021982
OG0007321	LOC129793702	AAEL021986
OG0007322	LOC129792224	AAEL022001
OG0007323	LOC129786424	AAEL022008
OG0007325	LOC129791623	AAEL022068
OG0007326	LOC129791655	AAEL022076
OG0007327	LOC129790820	AAEL022080
OG0007328	LOC129794990	AAEL022082
OG0007329	LOC129788941	AAEL022091
OG0007330	LOC129788878	AAEL022098
OG0007331	LOC129785865	AAEL022104
OG0007332	LOC129791240	AAEL022105
OG0007333	LOC129789145	AAEL022126
OG0007335	LOC129793717	AAEL022149
OG0007336	LOC129792472	AAEL022154
OG0007337	LOC129794668	AAEL022162
OG0007338	LOC129795527	AAEL022163
OG0007339	LOC129786164	AAEL022168
OG0007340	LOC129788161	AAEL022174
OG0007341	LOC129787871	AAEL022179
OG0007342	LOC129792921	AAEL022180
OG0007344	LOC129787031	AAEL022229
OG0007345	LOC129787613	AAEL022232
OG0007346	LOC129785873	AAEL022268
OG0007347	LOC129786641	AAEL022277, AAEL024576
OG0007348	LOC129797280	AAEL022286
OG0007349	LOC129790357	AAEL023176, AAEL022304
OG0007350	LOC129790735	AAEL022309
OG0007351	LOC129790772	AAEL022328
OG0007352	LOC129787151	AAEL022363
OG0007353	LOC129796790	AAEL022373
OG0007354	LOC129787728	AAEL022385
OG0007355	LOC129791652	AAEL022397
OG0007357	LOC129789317	AAEL022402
OG0007358	LOC129786991	AAEL022413
OG0007359	LOC129786311	AAEL022443
OG0007360	LOC129786161	AAEL022452
OG0007361	LOC129794099	AAEL022460
OG0007362	LOC129793455	AAEL022465
OG0007363	LOC129787392, LOC129793407, LOC129793803	AAEL022478
OG0007364	LOC129797093	AAEL022490
OG0007365	LOC129793850	AAEL022496
OG0007366	LOC129793524	AAEL022497
OG0007367	LOC129789834	AAEL022535
OG0007368	LOC129786687	AAEL022538
OG0007369	LOC129786079	AAEL022540
OG0007370	LOC129793022	AAEL022593
OG0007371	LOC129789448	AAEL022595
OG0007372	LOC129794246	AAEL022609
OG0007373	LOC129790168	AAEL022615
OG0007374	LOC129789963	AAEL022631
OG0007375	LOC129787188	AAEL022661
OG0007376	LOC129788401	AAEL022680
OG0007377	LOC129794884	AAEL022687
OG0007378	LOC129792079	AAEL022689
OG0007380	LOC129787457	AAEL022698
OG0007381	LOC129792137	AAEL022725
OG0007382	LOC129794207	AAEL022729
OG0007383	LOC129790022	AAEL022735
OG0007384	LOC129786973	AAEL022746
OG0007385	LOC129790045	AAEL022793
OG0007386	LOC129786086	AAEL022806
OG0007387	LOC129796404	AAEL022812
OG0007388	LOC129787369	AAEL022819
OG0007389	LOC129788884	AAEL022844
OG0007390	LOC129794296	AAEL022845
OG0007391	LOC129791932	AAEL022867
