Orthogroup	LlongipalpisASM	AaegyptiLVP_AGWG
OG0002321	LOC129787175	AAEL003564, AAEL003568
OG0002322	LOC129789941, LOC129789940	AAEL003570
OG0002325	LOC129785876	AAEL003611
OG0002326	LOC129787545	AAEL003646
OG0002328	LOC129791851	AAEL027460, AAEL003666
OG0002329	LOC129797403	AAEL003698
OG0002330	LOC129786253	AAEL003736
OG0002331	LOC129786187	AAEL024850, AAEL003749
OG0002332	LOC129786748	AAEL022058, AAEL003754
OG0002333	LOC129786299	AAEL003755, AAEL020229
OG0002334	LOC129786267	AAEL003769
OG0002335	LOC129786296	AAEL003771, AAEL022498
OG0002336	LOC129786256	AAEL003772
OG0002337	LOC129791435	AAEL003812
OG0002338	LOC129786699	AAEL003813, AAEL023552
OG0002339	LOC129796019	AAEL003837
OG0002340	LOC129795472	AAEL003896
OG0002341	LOC129795471	AAEL003901
OG0002342	LOC129791807	AAEL003908, AAEL025153
OG0002343	LOC129786936	AAEL003929
OG0002344	LOC129786043	AAEL003945
OG0002346	LOC129796797	AAEL003983, AAEL021114
OG0002347	LOC129794184	AAEL027639, AAEL003986
OG0002348	LOC129787124, LOC129789001	AAEL004013
OG0002349	LOC129787282	AAEL004023
OG0002350	LOC129787523	AAEL004035, AAEL022660
OG0002351	LOC129787150	AAEL004041
OG0002352	LOC129790865, LOC129790231	AAEL004048
OG0002353	LOC129789284	AAEL004064
OG0002355	LOC129795357	AAEL004106
OG0002356	LOC129786496	AAEL004124
OG0002357	LOC129796952	AAEL004128
OG0002358	LOC129789471	AAEL004130
OG0002359	LOC129796826	AAEL004138
OG0002360	LOC129793096	AAEL025212, AAEL004165
OG0002361	LOC129794309	AAEL004174
OG0002362	LOC129786375	AAEL004271
OG0002363	LOC129792566	AAEL004297
OG0002364	LOC129786277	AAEL004298
OG0002365	LOC129792656	AAEL004300
OG0002367	LOC129794620	AAEL004306
OG0002368	LOC129794057	AAEL004319
OG0002369	LOC129796302	AAEL004328
OG0002370	LOC129795401	AAEL004329
OG0002371	LOC129796313	AAEL004347
OG0002372	LOC129786076	AAEL004385
OG0002373	LOC129795733	AAEL004414
OG0002374	LOC129796619	AAEL004417
OG0002375	LOC129796931	AAEL004427
OG0002376	LOC129786382	AAEL004430
OG0002377	LOC129797330	AAEL004433
OG0002378	LOC129796930	AAEL004436
OG0002379	LOC129797640	AAEL004437
OG0002380	LOC129795616	AAEL004438
OG0002381	LOC129795607	AAEL004445
OG0002382	LOC129789462, LOC129786346	AAEL004467
OG0002383	LOC129797341	AAEL021932, AAEL004471
OG0002384	LOC129797178	AAEL027716, AAEL004475
OG0002385	LOC129793384	AAEL021242, AAEL004480
OG0002386	LOC129788590	AAEL024995, AAEL004489
OG0002387	LOC129790966, LOC129790962	AAEL004509
OG0002388	LOC129789974	AAEL004521
OG0002389	LOC129789922, LOC129789923	AAEL004532
OG0002390	LOC129790073	AAEL004557
OG0002391	LOC129789078	AAEL020850, AAEL004566
OG0002392	LOC129790402	AAEL004568
OG0002393	LOC129796443	AAEL004586, AAEL027991
OG0002395	LOC129789386	AAEL004688
OG0002396	LOC129787280	AAEL004697
OG0002397	LOC129792725	AAEL004698
OG0002399	LOC129794857, LOC129787284	AAEL004700
OG0002400	LOC129787157, LOC129790536, LOC129789042	AAEL004703
OG0002401	LOC129789667	AAEL004709
OG0002402	LOC129790284, LOC129789947	AAEL004715
OG0002403	LOC129789084, LOC129789088	AAEL004728
OG0002404	LOC129790472	AAEL004741, AAEL021132
OG0002406	LOC129791173	AAEL004766
OG0002408	LOC129797670	AAEL020753, AAEL004783
OG0002409	LOC129794649	AAEL004802
OG0002410	LOC129796322	AAEL004803
OG0002411	LOC129794916	AAEL004817
OG0002412	LOC129794580	AAEL004818
OG0002414	LOC129793151	AAEL027919, AAEL004859
OG0002415	LOC129788332	AAEL004877, AAEL027692
OG0002416	LOC129791826	AAEL004896
OG0002417	LOC129792313	AAEL004903
OG0002418	LOC129793117	AAEL004914
OG0002419	LOC129788994	AAEL004920
OG0002420	LOC129789356	AAEL004931
OG0002421	LOC129787829	AAEL004952
OG0002422	LOC129788374	AAEL004972
OG0002423	LOC129792721	AAEL004973
OG0002424	LOC129791358	AAEL004974, AAEL021447
OG0002425	LOC129790699	AAEL004979
OG0002426	LOC129790478	AAEL004990
OG0002427	LOC129787552	AAEL005003
OG0002428	LOC129787827	AAEL005006
OG0002429	LOC129794503	AAEL005008
OG0002430	LOC129792689	AAEL005106
OG0002431	LOC129794794	AAEL005131
OG0002432	LOC129790799	AAEL028242, AAEL005133
OG0002433	LOC129796596	AAEL005137, AAEL026783
OG0002434	LOC129796595	AAEL005140, AAEL022249
OG0002435	LOC129788886	AAEL005145
OG0002436	LOC129795366	AAEL027000, AAEL005146
OG0002437	LOC129793010	AAEL024541, AAEL005176
OG0002438	LOC129790698	AAEL005254
OG0002439	LOC129793416	AAEL005258
OG0002440	LOC129793387	AAEL005269
OG0002441	LOC129791833	AAEL005277
OG0002442	LOC129791169	AAEL020047, AAEL005285
OG0002443	LOC129795304	AAEL005290
OG0002444	LOC129797612	AAEL005308
OG0002445	LOC129797371	AAEL005309
OG0002446	LOC129786723	AAEL005312
OG0002447	LOC129797406	AAEL005374
OG0002448	LOC129797407	AAEL005375
OG0002449	LOC129797012	AAEL005395
OG0002450	LOC129797097	AAEL005410, AAEL025587
OG0002451	LOC129786982	AAEL005411
OG0002452	LOC129786996	AAEL005415, AAEL024350
OG0002453	LOC129788324	AAEL005432
OG0002454	LOC129790669	AAEL005437, AAEL021199
OG0002455	LOC129796197	AAEL005457
OG0002456	LOC129796391	AAEL005472
OG0002457	LOC129795197	AAEL022958, AAEL005475
OG0002458	LOC129795191	AAEL005477, AAEL024807
OG0002459	LOC129795190	AAEL005478, AAEL023936
OG0002460	LOC129787295	AAEL005490
OG0002461	LOC129796078, LOC129787274	AAEL005491
OG0002462	LOC129797861	AAEL005493
OG0002463	LOC129793046	AAEL024830, AAEL005518
OG0002464	LOC129797149	AAEL005539
OG0002465	LOC129785971	AAEL020828, AAEL005552
OG0002466	LOC129796587	AAEL005581
OG0002467	LOC129796038	AAEL005590
OG0002468	LOC129797066	AAEL025712, AAEL005601
OG0002469	LOC129797060	AAEL024040, AAEL005610
OG0002470	LOC129790273	AAEL005628
OG0002471	LOC129789315	AAEL005633
OG0002472	LOC129790898	AAEL005635
OG0002473	LOC129793956	AAEL014772, AAEL005671
OG0002474	LOC129788869	AAEL005701
OG0002475	LOC129791133	AAEL005704
OG0002476	LOC129790070	AAEL005708
OG0002477	LOC129791388	AAEL005712
OG0002478	LOC129793190	AAEL005718
OG0002479	LOC129789103	AAEL005722
OG0002480	LOC129791874	AAEL005738, AAEL025360
OG0002481	LOC129788471	AAEL005765
OG0002482	LOC129797133	AAEL005772
OG0002483	LOC129793504	AAEL005798, AAEL022056
OG0002484	LOC129786397	AAEL005802
OG0002485	LOC129786440	AAEL005811, AAEL022803
OG0002486	LOC129787049, LOC129793799	AAEL005816
OG0002487	LOC129786101	AAEL005819
OG0002488	LOC129791947	AAEL005851
OG0002489	LOC129797508	AAEL005858
OG0002490	LOC129795544	AAEL005863
OG0002491	LOC129796181	AAEL023516, AAEL005877
OG0002492	LOC129795956	AAEL027510, AAEL005880
OG0002493	LOC129787146	AAEL005885
OG0002494	LOC129795595	AAEL025333, AAEL005892
OG0002495	LOC129797046	AAEL019789, AAEL005901
OG0002496	LOC129793195	AAEL005921
OG0002497	LOC129786854	AAEL005943
OG0002498	LOC129786470	AAEL005945
OG0002499	LOC129795391	AAEL006013
OG0002500	LOC129790765	AAEL023372, AAEL006026
OG0002501	LOC129797391	AAEL006028
OG0002502	LOC129796088	AAEL006035
OG0002503	LOC129786336	AAEL025276, AAEL006038
OG0002504	LOC129797393	AAEL006039
OG0002505	LOC129790267	AAEL006061
OG0002506	LOC129786984	AAEL023240, AAEL006063
OG0002507	LOC129786983	AAEL025772, AAEL006075
OG0002508	LOC129787412	AAEL006095
OG0002509	LOC129796998	AAEL006122
OG0002510	LOC129791800	AAEL006128
OG0002511	LOC129797402	AAEL006145, AAEL006812
OG0002512	LOC129790994	AAEL021190, AAEL006155
OG0002513	LOC129786485, LOC129786483	AAEL006169
OG0002514	LOC129788143	AAEL006187
OG0002515	LOC129797549	AAEL006196
OG0002516	LOC129792429	AAEL006214
OG0002517	LOC129791599	AAEL006226
OG0002518	LOC129794086	AAEL006227
OG0002519	LOC129786589	AAEL006236
OG0002520	LOC129795012	AAEL006239
OG0002522	LOC129793999	AAEL006269
OG0002523	LOC129792441, LOC129791102	AAEL006275
OG0002524	LOC129791630	AAEL006294
OG0002525	LOC129797592	AAEL006309
OG0002526	LOC129787633	AAEL006312
OG0002527	LOC129790487	AAEL006315
OG0002528	LOC129796578	AAEL006320
OG0002529	LOC129797613	AAEL006321
OG0002530	LOC129789414	AAEL006354, AAEL006342
OG0002533	LOC129796137	AAEL006356
OG0002534	LOC129789534	AAEL006360
OG0002535	LOC129794815	AAEL006386
OG0002536	LOC129791672	AAEL006399
OG0002538	LOC129790714	AAEL006435
OG0002539	LOC129789052	AAEL006442
OG0002540	LOC129797495	AAEL006449
OG0002541	LOC129789005	AAEL006452
OG0002542	LOC129793750	AAEL006469
OG0002543	LOC129797455	AAEL006474
OG0002544	LOC129789455	AAEL006515, AAEL006507
OG0002545	LOC129788989	AAEL006510
OG0002546	LOC129788340	AAEL022739, AAEL006532
OG0002547	LOC129792314	AAEL006541
OG0002548	LOC129792134	AAEL006550
OG0002550	LOC129794627, LOC129797017	AAEL006571
OG0002551	LOC129786529, LOC129786533, LOC129786531	AAEL006572
OG0002552	LOC129786445	AAEL006584
OG0002553	LOC129789486	AAEL026822, AAEL006619
OG0002554	LOC129795184	AAEL006633
OG0002555	LOC129786513	AAEL006641
OG0002556	LOC129796819	AAEL006650
OG0002557	LOC129795783	AAEL006689
OG0002558	LOC129787179	AAEL006690
OG0002561	LOC129787231	AAEL006708, AAEL027817
OG0002562	LOC129792527	AAEL006731
OG0002563	LOC129792521	AAEL006734
OG0002564	LOC129792823, LOC129792824	AAEL006744
OG0002565	LOC129795789	AAEL006752
OG0002566	LOC129795720	AAEL021422, AAEL006785
OG0002567	LOC129796882	AAEL006786
OG0002568	LOC129795880	AAEL006792
OG0002571	LOC129790829	AAEL006822
OG0002572	LOC129788589	AAEL006825
OG0002573	LOC129797580	AAEL006844
OG0002574	LOC129790149	AAEL006856, AAEL023412
OG0002575	LOC129786052	AAEL006862
OG0002576	LOC129786026	AAEL027925, AAEL006876
OG0002577	LOC129792319	AAEL006892
OG0002578	LOC129796386	AAEL006917
OG0002579	LOC129795992	AAEL006945
OG0002580	LOC129788075	AAEL006947
OG0002581	LOC129788821	AAEL006948, AAEL024962
OG0002583	LOC129788078	AAEL021249, AAEL006955
OG0002584	LOC129795888	AAEL006993, AAEL023712
OG0002585	LOC129796775	AAEL007007
OG0002586	LOC129786706	AAEL007033, AAEL024717
OG0002587	LOC129796136	AAEL020329, AAEL007045
OG0002588	LOC129795432	AAEL007046
OG0002589	LOC129795429	AAEL007058
OG0002590	LOC129795308	AAEL007066
OG0002591	LOC129797839	AAEL022194, AAEL007077
OG0002592	LOC129787744	AAEL021734, AAEL007080, AAEL021382
OG0002595	LOC129791461	AAEL007147
OG0002596	LOC129797435	AAEL007150
OG0002597	LOC129796801	AAEL007153
OG0002598	LOC129793798	AAEL007156
OG0002599	LOC129788919, LOC129788918	AAEL007180
OG0002600	LOC129788917	AAEL007187
OG0002601	LOC129793503	AAEL007197
OG0002602	LOC129794214	AAEL007208
OG0002603	LOC129793616	AAEL007209
OG0002604	LOC129789823	AAEL007226
OG0002605	LOC129791149	AAEL023227, AAEL007228
OG0002606	LOC129793535	AAEL007230
OG0002607	LOC129786254	AAEL007276
OG0002608	LOC129795860	AAEL007282
OG0002609	LOC129787569	AAEL007283
OG0002610	LOC129796402	AAEL007289
OG0002611	LOC129793043	AAEL007311
OG0002612	LOC129791612	AAEL007322
OG0002613	LOC129795404	AAEL007343
OG0002614	LOC129797182	AAEL007351
OG0002615	LOC129797181	AAEL007353
OG0002616	LOC129796842	AAEL007356
OG0002617	LOC129797184	AAEL007357
OG0002618	LOC129791551	AAEL007369
OG0002619	LOC129788926	AAEL007370
OG0002620	LOC129795615	AAEL007375
OG0002623	LOC129787768	AAEL007487
OG0002624	LOC129786992, LOC129786328	AAEL007494
OG0002625	LOC129786062	AAEL022065, AAEL007496
OG0002626	LOC129795487	AAEL007512
OG0002627	LOC129787922	AAEL007527
OG0002628	LOC129787925	AAEL007531
OG0002629	LOC129786702	AAEL007541
OG0002630	LOC129786685	AAEL007546
OG0002631	LOC129788511	AAEL007565
OG0002632	LOC129789790	AAEL023687, AAEL007576
OG0002633	LOC129797512	AAEL021474, AAEL007578
OG0002634	LOC129790315	AAEL007581, AAEL024947
OG0002635	LOC129797851, LOC129785829	AAEL007586
OG0002636	LOC129792847	AAEL007632
OG0002637	LOC129797840	AAEL007647, AAEL028214
OG0002638	LOC129792613	AAEL007667
OG0002639	LOC129789068	AAEL007668
OG0002640	LOC129789037	AAEL007681
OG0002642	LOC129793351	AAEL007691
OG0002643	LOC129790204	AAEL007694
OG0002644	LOC129791074	AAEL007697
OG0002645	LOC129788894	AAEL007699
OG0002646	LOC129786831	AAEL007700
OG0002647	LOC129791760	AAEL007704
OG0002648	LOC129788889	AAEL007710
OG0002649	LOC129795280	AAEL007712
OG0002650	LOC129792891	AAEL007726
OG0002651	LOC129797255	AAEL007752
OG0002652	LOC129793155	AAEL007770
OG0002653	LOC129786439	AAEL007792
OG0002654	LOC129796350	AAEL028044, AAEL007797
OG0002655	LOC129797444	AAEL007804
OG0002656	LOC129797614	AAEL007806
OG0002657	LOC129790444	AAEL007811
OG0002658	LOC129790596	AAEL007826
OG0002659	LOC129787735	AAEL007832, AAEL021197
OG0002660	LOC129790510	AAEL007838
OG0002661	LOC129793449	AAEL007865
OG0002662	LOC129796043	AAEL007876
OG0002663	LOC129795117	AAEL007884, AAEL025379
OG0002664	LOC129795846	AAEL007889
OG0002665	LOC129790789	AAEL007899
OG0002666	LOC129789285	AAEL007914
OG0002667	LOC129793016	AAEL007990
OG0002668	LOC129792492	AAEL008000
OG0002669	LOC129792498	AAEL008002
OG0002671	LOC129786442	AAEL008005
OG0002672	LOC129793309	AAEL008006
OG0002673	LOC129789428	AAEL008014
OG0002674	LOC129786408	AAEL008021
OG0002675	LOC129791192	AAEL026494, AAEL008027
OG0002676	LOC129786852	AAEL023051, AAEL008037
OG0002677	LOC129788928	AAEL008063
OG0002678	LOC129790563	AAEL008084
OG0002679	LOC129795610	AAEL008112
OG0002680	LOC129786050	AAEL008125
OG0002681	LOC129795560	AAEL008146
OG0002682	LOC129797445	AAEL022013, AAEL008177
OG0002683	LOC129797291	AAEL008183, AAEL026780
OG0002684	LOC129792912	AAEL008185
OG0002685	LOC129787159	AAEL008192
OG0002688	LOC129793915, LOC129786178	AAEL008257
OG0002691	LOC129785946	AAEL020291, AAEL008306
OG0002692	LOC129788981	AAEL008324
OG0002693	LOC129789775	AAEL008329
OG0002694	LOC129788636	AAEL008336
OG0002695	LOC129789873	AAEL008347
OG0002696	LOC129792253	AAEL008356
OG0002697	LOC129789854	AAEL008364
OG0002698	LOC129795178	AAEL008367
OG0002699	LOC129787504	AAEL008389
OG0002701	LOC129791883	AAEL008406
OG0002702	LOC129793902, LOC129786946	AAEL008410
OG0002703	LOC129786645	AAEL008414, AAEL021404
OG0002704	LOC129786726	AAEL008417, AAEL028177
OG0002705	LOC129787415	AAEL008427
OG0002706	LOC129791437	AAEL008431
OG0002707	LOC129786763	AAEL008454, AAEL027406
OG0002708	LOC129789791	AAEL008458
OG0002709	LOC129790141	AAEL008462
OG0002710	LOC129790160	AAEL008465
OG0002711	LOC129789270	AAEL008466
OG0002712	LOC129790801	AAEL008494, AAEL025921
OG0002713	LOC129792917, LOC129797476	AAEL008507
OG0002714	LOC129791727	AAEL008509
OG0002715	LOC129793361	AAEL008510
OG0002716	LOC129787000	AAEL008517
OG0002717	LOC129792895	AAEL008556
OG0002718	LOC129792901	AAEL008565
OG0002719	LOC129795851	AAEL008578
OG0002720	LOC129796584	AAEL008583
OG0002721	LOC129788588	AAEL008587, AAEL024730, AAEL024694
OG0002722	LOC129791942	AAEL008593
OG0002723	LOC129792821, LOC129791408	AAEL008671
OG0002724	LOC129793129	AAEL008683
OG0002725	LOC129796533	AAEL008714
OG0002726	LOC129792647, LOC129792670	AAEL008717
OG0002728	LOC129794945	AAEL008752
OG0002729	LOC129796594	AAEL008755
OG0002730	LOC129794886	AAEL008759
OG0002731	LOC129796598	AAEL008763
OG0002732	LOC129792070, LOC129792080	AAEL008773
OG0002733	LOC129796487	AAEL008788
OG0002734	LOC129788008	AAEL008828
OG0002735	LOC129790711	AAEL008829
OG0002736	LOC129791964	AAEL020133, AAEL008837
OG0002737	LOC129788988, LOC129788983	AAEL008841
OG0002738	LOC129792731	AAEL008848
OG0002739	LOC129795470	AAEL008862
OG0002740	LOC129787546	AAEL008863
OG0002741	LOC129796250	AAEL008871
OG0002742	LOC129795871	AAEL008893
OG0002743	LOC129793895	AAEL008894
OG0002744	LOC129786920	AAEL008940
OG0002745	LOC129789998	AAEL008944
OG0002746	LOC129790464	AAEL008947
OG0002747	LOC129788797	AAEL008962
OG0002748	LOC129788684, LOC129794873	AAEL009024
OG0002749	LOC129793463	AAEL009077
OG0002750	LOC129795625	AAEL009092
OG0002751	LOC129795779	AAEL009110
OG0002752	LOC129790741	AAEL009112
OG0002753	LOC129788737	AAEL009147
OG0002754	LOC129790083	AAEL009153, AAEL025687
OG0002755	LOC129791336	AAEL009154
OG0002756	LOC129792397	AAEL009185
OG0002757	LOC129792360	AAEL009192
OG0002758	LOC129792701	AAEL009235
OG0002759	LOC129793350	AAEL009240
OG0002760	LOC129793365	AAEL009242
OG0002762	LOC129788621	AAEL009257
OG0002763	LOC129788613	AAEL009264
OG0002764	LOC129797029	AAEL021214, AAEL009276
OG0002765	LOC129795195	AAEL009278
OG0002766	LOC129786616	AAEL009280, AAEL023779
OG0002767	LOC129793377	AAEL009282
OG0002768	LOC129787001	AAEL009287
OG0002769	LOC129791728	AAEL009302
OG0002770	LOC129793944	AAEL023202, AAEL009306
OG0002771	LOC129787983	AAEL009309, AAEL027140
OG0002772	LOC129796663, LOC129788065	AAEL009311
OG0002773	LOC129791382	AAEL009327
OG0002774	LOC129788565	AAEL009340
OG0002775	LOC129796392	AAEL009360
OG0002776	LOC129789187	AAEL027008, AAEL009372
OG0002777	LOC129793481	AAEL009381
OG0002779	LOC129786111	AAEL009406
OG0002780	LOC129796617	AAEL009412
OG0002781	LOC129791319	AAEL009428
OG0002782	LOC129792275	AAEL013687, AAEL009448
OG0002783	LOC129789142	AAEL009467
OG0002784	LOC129786297	AAEL009486, AAEL023604
OG0002785	LOC129797710, LOC129788023	AAEL009497
OG0002786	LOC129797126	AAEL009498, AAEL017156
OG0002787	LOC129790695	AAEL009507
OG0002788	LOC129789942	AAEL009538
OG0002789	LOC129786363	AAEL009544
OG0002790	LOC129786777	AAEL009579
OG0002791	LOC129793562	AAEL009615
OG0002792	LOC129785974	AAEL020156, AAEL009630
OG0002793	LOC129788547, LOC129789095	AAEL009644
OG0002794	LOC129786025	AAEL009645
OG0002795	LOC129796476	AAEL009660
OG0002796	LOC129794862	AAEL009663
OG0002800	LOC129793431	AAEL009734
OG0002801	LOC129791663	AAEL009736
OG0002802	LOC129797288	AAEL009748, AAEL026380
OG0002803	LOC129790627	AAEL009773
OG0002805	LOC129797319	AAEL009808
OG0002806	LOC129786563	AAEL009811
OG0002807	LOC129787778	AAEL009825, AAEL024434
OG0002808	LOC129786693, LOC129786692	AAEL009835
OG0002809	LOC129786654, LOC129786663	AAEL009839
OG0002810	LOC129786697, LOC129786696	AAEL009846
OG0002811	LOC129793288	AAEL009857
OG0002812	LOC129793289	AAEL009858
OG0002813	LOC129790039	AAEL009869
OG0002814	LOC129793784	AAEL009883
OG0002816	LOC129786782	AAEL009895
OG0002817	LOC129788602	AAEL009911
OG0002818	LOC129791026	AAEL012015, AAEL009913
OG0002819	LOC129787752	AAEL022554, AAEL009915
OG0002820	LOC129787184	AAEL009932
OG0002821	LOC129794316, LOC129791451	AAEL009951
OG0002822	LOC129793778	AAEL009955
OG0002823	LOC129791778	AAEL009959
OG0002824	LOC129786477	AAEL009994
OG0002825	LOC129786000	AAEL010004
OG0002826	LOC129786752	AAEL010012
OG0002827	LOC129789023	AAEL010013, AAEL023654
OG0002828	LOC129797776	AAEL010037
OG0002829	LOC129787997	AAEL023468, AAEL010045
OG0002830	LOC129797619	AAEL022213, AAEL010048
OG0002831	LOC129790159	AAEL010049, AAEL021853
OG0002832	LOC129786018	AAEL010059
OG0002833	LOC129793342	AAEL010061
OG0002834	LOC129789051	AAEL010065
OG0002835	LOC129786727	AAEL010067
OG0002836	LOC129796863	AAEL022340, AAEL010071
OG0002837	LOC129786034	AAEL010074, AAEL024455
OG0002838	LOC129793177	AAEL010108
OG0002839	LOC129791675	AAEL010145
OG0002840	LOC129788524	AAEL010147
OG0002841	LOC129786444	AAEL010162
OG0002842	LOC129786494	AAEL010175
OG0002843	LOC129794968	AAEL021915, AAEL010178
OG0002844	LOC129795160	AAEL010185, AAEL020182
OG0002845	LOC129793707	AAEL010190
OG0002846	LOC129791216	AAEL010214
OG0002847	LOC129785970	AAEL026577, AAEL010222
OG0002848	LOC129790164, LOC129791269	AAEL010289, AAEL027040
OG0002849	LOC129796218	AAEL010324
OG0002850	LOC129795051	AAEL010327
OG0002851	LOC129792323, LOC129796542	AAEL010379
OG0002852	LOC129792635, LOC129792304	AAEL010386
OG0002853	LOC129786842	AAEL010387
OG0002854	LOC129786705	AAEL010411
OG0002855	LOC129787237	AAEL010412
OG0002856	LOC129786313	AAEL010413
OG0002857	LOC129792161, LOC129792163	AAEL010414
OG0002858	LOC129794426	AAEL010432
OG0002859	LOC129794629	AAEL010439
OG0002860	LOC129789415	AAEL010461, AAEL023327
OG0002862	LOC129788997	AAEL010488
OG0002863	LOC129792280	AAEL010509
OG0002864	LOC129786261	AAEL010513
OG0002865	LOC129789004	AAEL010532
OG0002866	LOC129790082, LOC129790081	AAEL010543
OG0002867	LOC129788652	AAEL010546
OG0002868	LOC129789986	AAEL023059, AAEL010557
OG0002869	LOC129790259	AAEL010563
OG0002870	LOC129792649	AAEL010589
OG0002871	LOC129789583	AAEL010598
OG0002873	LOC129791558	AAEL026393, AAEL010640
OG0002874	LOC129789319	AAEL010644, AAEL023255
OG0002875	LOC129792121	AAEL017375, AAEL010691
OG0002876	LOC129793479	AAEL010698
OG0002877	LOC129793928	AAEL010704
OG0002878	LOC129790974	AAEL010721
OG0002879	LOC129790787	AAEL010732
OG0002880	LOC129791355	AAEL010770
OG0002881	LOC129790489	AAEL020552, AAEL010772
OG0002882	LOC129797249	AAEL010791
OG0002883	LOC129787446	AAEL010815
OG0002884	LOC129786090	AAEL010816
OG0002885	LOC129796025	AAEL010869
OG0002886	LOC129786391	AAEL010896
OG0002887	LOC129793125	AAEL010900
OG0002889	LOC129797448, LOC129795186	AAEL010913
OG0002890	LOC129791184	AAEL010944
OG0002891	LOC129791210	AAEL010949
