Orthogroup	AsinensisChina	LlongipalpisASM
OG0000512	ASIC017133	LOC129789516
OG0000514	ASIC020694, ASIC009980	LOC129785846
OG0000515	ASIC006036, ASIC006038	LOC129790939
OG0000516	ASIC004630, ASIC004631	LOC129791524, LOC129797636
OG0000517	ASIC020109	LOC129795838, LOC129787799, LOC129787785, LOC129789028, LOC129790802
OG0000518	ASIC003764	LOC129793591
OG0000519	ASIC016591	LOC129793219
OG0000520	ASIC006463	LOC129788574
OG0000520	ASIC006464	LOC129788575
OG0000521	ASIC019716	LOC129792109
OG0000522	ASIC007537, ASIC007522	LOC129788714
OG0000523	ASIC005435	LOC129797678
OG0000523	ASIC009124	LOC129795335
OG0000524	ASIC015079, ASIC015078	LOC129792438
OG0000526	ASIC004001, ASIC013447	LOC129796859, LOC129794163
OG0000527	ASIC006188, ASIC006184	LOC129787200
OG0000528	ASIC019523, ASIC019533	LOC129793220
OG0000535	ASIC007433, ASIC007432	LOC129788946, LOC129788947
OG0000536	ASIC018664, ASIC018175	LOC129786855
OG0000537	ASIC012036	LOC129792344
OG0000538	ASIC013828, ASIC013827	LOC129785868
OG0000540	ASIC006350	LOC129795815, LOC129795822
OG0000542	ASIC009920	LOC129787142
OG0000542	ASIC004304	LOC129787129
OG0000543	ASIC004786, ASIC004787	LOC129790875, LOC129790828
OG0000544	ASIC009116	LOC129793456
OG0000546	ASIC005135, ASIC005132	LOC129791189
OG0000547	ASIC015901	LOC129789445
OG0000548	ASIC003926	LOC129788460, LOC129793810, LOC129796665
OG0000549	ASIC011717, ASIC000602	LOC129796163, LOC129787746
OG0000550	ASIC018855	LOC129793857
OG0000551	ASIC020945, ASIC020944	LOC129787904, LOC129787888
OG0000552	ASIC011854	LOC129793549
OG0000553	ASIC012929	LOC129792363
OG0000557	ASIC016139, ASIC016141, ASIC020362	LOC129791307
OG0000558	ASIC021641, ASIC005215	LOC129793107
OG0000559	ASIC004610	LOC129787647
OG0000560	ASIC019767, ASIC010256	LOC129791771, LOC129796515
OG0000561	ASIC012229	LOC129792664
OG0000561	ASIC001853	LOC129792671
OG0000562	ASIC019233	LOC129796001
OG0000562	ASIC019235	LOC129793753, LOC129796544
OG0000563	ASIC003207, ASIC003208	LOC129787428
OG0000564	ASIC002237, ASIC002236	LOC129790481
OG0000565	ASIC009122, ASIC009643	LOC129788762
OG0000566	ASIC012715, ASIC012709	LOC129795066
OG0000567	ASIC013727	LOC129794069
OG0000568	ASIC016809, ASIC016808	LOC129793949
OG0000569	ASIC000871	LOC129797441
OG0000572	ASIC009149	LOC129793426
OG0000573	ASIC017361	LOC129790886
OG0000574	ASIC014642, ASIC014643	LOC129790054
OG0000579	ASIC019246, ASIC004749	LOC129793001
OG0000581	ASIC016520, ASIC016521	LOC129792112
OG0000582	ASIC022081, ASIC022080	LOC129791278
OG0000584	ASIC014518, ASIC014523	LOC129795290
OG0000586	ASIC010040	LOC129786887, LOC129790177
OG0000588	ASIC011987	LOC129786769
OG0000588	ASIC011985	LOC129797624
OG0000606	ASIC009431	LOC129795943, LOC129795511
OG0000608	ASIC007277, ASIC007273, ASIC007276	LOC129790262
OG0000609	ASIC006672	LOC129789280, LOC129790035, LOC129789951, LOC129791241, LOC129788166, LOC129795243, LOC129794971, LOC129794411
OG0000610	ASIC002451	LOC129793437
OG0000611	ASIC016343	LOC129794969, LOC129792305
OG0000613	ASIC011367, ASIC011363, ASIC011361	LOC129797020
OG0000614	ASIC019653	LOC129794514, LOC129787902
OG0000615	ASIC015189, ASIC015191	LOC129793095
OG0000616	ASIC019016	LOC129787986
OG0000618	ASIC011972, ASIC007617	LOC129786155
OG0000619	ASIC014716	LOC129790543, LOC129790552
OG0000621	ASIC010689, ASIC016929	LOC129789158
OG0000622	ASIC005585	LOC129791514, LOC129795662, LOC129794311, LOC129795246
OG0000623	ASIC005025, ASIC018080	LOC129795989
OG0000624	ASIC003474	LOC129787186
OG0000625	ASIC012166, ASIC012167	LOC129797405
OG0000626	ASIC006348, ASIC006347	LOC129787438
OG0000627	ASIC015345, ASIC015349, ASIC015335	LOC129796028
OG0000631	ASIC013517	LOC129790689, LOC129790682, LOC129790676, LOC129790648, LOC129790687, LOC129789197, LOC129790679
OG0000632	ASIC006603, ASIC017016	LOC129790746
OG0000633	ASIC010261, ASIC018590	LOC129789117
OG0000634	ASIC020589	LOC129789630, LOC129790889, LOC129794049
OG0000635	ASIC011390	LOC129793876
OG0000636	ASIC018863, ASIC018864	LOC129792190
OG0000637	ASIC014475, ASIC014478, ASIC014477	LOC129794946
OG0000639	ASIC003698, ASIC003697	LOC129792772
OG0000640	ASIC011609	LOC129788673
OG0000641	ASIC006689	LOC129787296
OG0000641	ASIC006690	LOC129787356, LOC129787297
OG0000643	ASIC011571, ASIC011572	LOC129796821, LOC129792422, LOC129796228
OG0000644	ASIC015378, ASIC015379	LOC129794535, LOC129794595, LOC129795223, LOC129795224
OG0000645	ASIC012463	LOC129794232
OG0000647	ASIC003824, ASIC003826	LOC129787355
OG0000650	ASIC010159	LOC129789372
OG0000651	ASIC017959	LOC129788154, LOC129786032
OG0000652	ASIC017015	LOC129786179
OG0000654	ASIC019682, ASIC019681	LOC129790933
OG0000656	ASIC020766, ASIC020763	LOC129790214
OG0000657	ASIC002248	LOC129790497, LOC129790495
OG0000658	ASIC012368, ASIC012369	LOC129786084
OG0000661	ASIC010596, ASIC020488	LOC129793785, LOC129791227
OG0000662	ASIC022183, ASIC022185, ASIC022186, ASIC022184	LOC129795022
OG0000663	ASIC014312, ASIC014313	LOC129791581, LOC129795004
OG0000664	ASIC005888, ASIC005889	LOC129788373, LOC129788783
OG0000665	ASIC004570	LOC129797714
OG0000665	ASIC004569	LOC129797715
OG0000666	ASIC016904, ASIC016903, ASIC016901	LOC129789920
OG0000668	ASIC006798, ASIC006797	LOC129789518
OG0000671	ASIC005036, ASIC005042, ASIC005041, ASIC005035	LOC129796439
OG0000672	ASIC008550, ASIC008546	LOC129797850
OG0000673	ASIC020840, ASIC004282	LOC129790089
OG0000674	ASIC011893, ASIC011909, ASIC011907	LOC129794686
OG0000675	ASIC009194	LOC129792563
OG0000675	ASIC009192	LOC129792639
OG0000676	ASIC009273	LOC129792412, LOC129792447, LOC129786950
OG0000677	ASIC013419	LOC129792367
OG0000678	ASIC018598, ASIC018592	LOC129793735, LOC129793408
OG0000679	ASIC011060, ASIC011058	LOC129791603
OG0000680	ASIC020500, ASIC020285	LOC129785935
OG0000681	ASIC019611, ASIC019602	LOC129792486
OG0000682	ASIC007710, ASIC001898	LOC129797098
OG0000683	ASIC017317, ASIC009973	LOC129788436
OG0000684	ASIC013707	LOC129790629
OG0000694	ASIC004226	LOC129794508
OG0000698	ASIC002954	LOC129787630
OG0000698	ASIC004743	LOC129796776
OG0000701	ASIC015884, ASIC017991	LOC129796793
OG0000704	ASIC012649	LOC129797389
OG0000705	ASIC012203, ASIC012204	LOC129796588
OG0000706	ASIC021044	LOC129797846
OG0000707	ASIC001005, ASIC001006, ASIC001004	LOC129792435
OG0000708	ASIC007091	LOC129787482
OG0000709	ASIC016024, ASIC009545	LOC129789636
OG0000710	ASIC017105	LOC129791310
OG0000713	ASIC000957	LOC129792499
OG0000714	ASIC013805	LOC129792793
OG0000715	ASIC012621, ASIC002919	LOC129796879
OG0000716	ASIC009916, ASIC009915	LOC129787130
OG0000717	ASIC002029	LOC129794764, LOC129786762
OG0000717	ASIC002030	LOC129786764
OG0000718	ASIC011829, ASIC011830	LOC129796921
OG0000720	ASIC003556	LOC129796031
OG0000721	ASIC020534	LOC129788149
OG0000722	ASIC022221	LOC129786896
OG0000723	ASIC014878, ASIC011561	LOC129794187
OG0000725	ASIC005286, ASIC007620, ASIC002939, ASIC006218, ASIC005285	LOC129791110
OG0000726	ASIC020143, ASIC006866, ASIC020142	LOC129788835
OG0000727	ASIC011928, ASIC011923	LOC129796652
OG0000728	ASIC004841, ASIC020452	LOC129794810
OG0000729	ASIC010226, ASIC012775	LOC129791068
OG0000730	ASIC017919	LOC129796264
OG0000731	ASIC009453, ASIC011790	LOC129789026
OG0000732	ASIC012635	LOC129797450
OG0000733	ASIC011002, ASIC011013	LOC129785863, LOC129785872
OG0000734	ASIC012871	LOC129789331
OG0000735	ASIC019585, ASIC003487	LOC129794676
OG0000736	ASIC003780	LOC129793708
OG0000737	ASIC009472	LOC129796348, LOC129788882, LOC129795358, LOC129791062, LOC129791063
OG0000738	ASIC013483, ASIC013482	LOC129793763
OG0000739	ASIC000970	LOC129792495
OG0000739	ASIC000950	LOC129793879
OG0000740	ASIC008050	LOC129787177
OG0000740	ASIC008048	LOC129790677
OG0000741	ASIC014976, ASIC014978	LOC129797548
OG0000743	ASIC018202, ASIC018366	LOC129794837
OG0000745	ASIC002565	LOC129786239
OG0000746	ASIC020209	LOC129787579, LOC129787575, LOC129792742, LOC129787572
OG0000747	ASIC008334, ASIC008323	LOC129785899
OG0000748	ASIC004573, ASIC004572	LOC129796516
OG0000749	ASIC019830	LOC129790710
OG0000751	ASIC016940, ASIC006249	LOC129792694
OG0000752	ASIC015937, ASIC004455	LOC129790897
OG0000754	ASIC019253	LOC129795829, LOC129795608, LOC129794471, LOC129792308
OG0000755	ASIC002943	LOC129785867
OG0000760	ASIC014803	LOC129787524
OG0000760	ASIC014804	LOC129786893
OG0000761	ASIC013465, ASIC013463	LOC129788153
OG0000762	ASIC008818, ASIC008819	LOC129796373
OG0000763	ASIC003796, ASIC003794, ASIC003797	LOC129792352
OG0000764	ASIC007332	LOC129790190
OG0000764	ASIC007326	LOC129790181
OG0000765	ASIC017213, ASIC017219, ASIC017218	LOC129789275
OG0000766	ASIC015273, ASIC015280	LOC129786356
OG0000767	ASIC020069	LOC129795536
OG0000769	ASIC018352, ASIC018350	LOC129794848
OG0000770	ASIC005253	LOC129786315
OG0000771	ASIC010224, ASIC010222, ASIC010213, ASIC010214	LOC129790610
OG0000772	ASIC009423, ASIC010659	LOC129792370
OG0000773	ASIC009946, ASIC009947	LOC129792988
OG0000774	ASIC015592, ASIC015577	LOC129795444
OG0000775	ASIC018881, ASIC018826, ASIC018859	LOC129792524, LOC129792514
OG0000776	ASIC015996, ASIC015997	LOC129789709, LOC129795694
OG0000777	ASIC019231	LOC129796454
OG0000778	ASIC020101	LOC129797210, LOC129795529
OG0000779	ASIC018873, ASIC018871, ASIC018874	LOC129793955
OG0000786	ASIC005778	LOC129787036
OG0000786	ASIC005779	LOC129787035
OG0000799	ASIC013358	LOC129793175
OG0000800	ASIC014042, ASIC014037	LOC129795872
OG0000802	ASIC010833	LOC129791127
OG0000808	ASIC014189, ASIC014182	LOC129790680
OG0000809	ASIC006983	LOC129791710
OG0000810	ASIC003966, ASIC014687	LOC129788735
OG0000811	ASIC003969	LOC129788764
OG0000813	ASIC012108, ASIC012110, ASIC012109, ASIC012111	LOC129791403
OG0000814	ASIC005584	LOC129787257
OG0000815	ASIC020637	LOC129797564
OG0000816	ASIC012651	LOC129797354
OG0000817	ASIC006311, ASIC011944	LOC129787592
OG0000818	ASIC009311	LOC129795093, LOC129795251, LOC129791377, LOC129795090, LOC129795163, LOC129795057, LOC129795174
OG0000821	ASIC005223	LOC129790272
OG0000823	ASIC018051, ASIC018052	LOC129794529
OG0000825	ASIC009744, ASIC009778	LOC129791777
OG0000827	ASIC019496	LOC129794122
OG0000828	ASIC006317, ASIC006324	LOC129788185, LOC129788181
OG0000829	ASIC003920	LOC129789057
OG0000830	ASIC011142	LOC129790240
OG0000831	ASIC010156	LOC129791176, LOC129791175
OG0000832	ASIC009101	LOC129794224
OG0000834	ASIC017356	LOC129791780
OG0000835	ASIC020621	LOC129792918
OG0000836	ASIC002676	LOC129790211, LOC129790329
OG0000837	ASIC016440	LOC129794116
OG0000837	ASIC016555	LOC129787331, LOC129792069
OG0000838	ASIC009560, ASIC015831, ASIC008806, ASIC007665	LOC129789521
OG0000840	ASIC013299, ASIC010736, ASIC017800	LOC129789194, LOC129791076
OG0000841	ASIC007143	LOC129794927
OG0000841	ASIC007141	LOC129790946
OG0000843	ASIC021030	LOC129786227
OG0000845	ASIC016333	LOC129792536
OG0000846	ASIC007965	LOC129787444
OG0000847	ASIC007549	LOC129791272
OG0000849	ASIC002768	LOC129795434, LOC129788080, LOC129790226, LOC129791276
OG0000850	ASIC007559	LOC129791444
OG0000852	ASIC018361	LOC129788599
OG0000854	ASIC019634, ASIC019639	LOC129793009
OG0000855	ASIC010229, ASIC010228	LOC129789897
OG0000856	ASIC019688	LOC129790813, LOC129792104, LOC129786181
OG0000857	ASIC007489, ASIC003072	LOC129785877
OG0000858	ASIC001875, ASIC001876, ASIC001414	LOC129785850
OG0000859	ASIC011203, ASIC011204	LOC129788037
OG0000860	ASIC015296	LOC129786266
OG0000863	ASIC019791, ASIC019790	LOC129793328
OG0000864	ASIC013860, ASIC013869	LOC129793138
OG0000865	ASIC005377, ASIC005935	LOC129790135
OG0000866	ASIC015035	LOC129792732
OG0000867	ASIC011242, ASIC016184	LOC129786070
OG0000868	ASIC021141, ASIC021136	LOC129792166
OG0000870	ASIC020396	LOC129787090
OG0000872	ASIC007709, ASIC003733	LOC129797115
OG0000873	ASIC019046	LOC129792698
OG0000874	ASIC014135, ASIC014142	LOC129790074
OG0000875	ASIC017056, ASIC015356	LOC129788011
OG0000876	ASIC009780	LOC129797390
OG0000878	ASIC016491	LOC129793385
OG0000881	ASIC008413, ASIC008409	LOC129797026
OG0000882	ASIC019412, ASIC019413	LOC129795525
OG0000883	ASIC018442, ASIC018444	LOC129791918
OG0000884	ASIC008951, ASIC008954, ASIC008952	LOC129796295
OG0000885	ASIC011978, ASIC011979, ASIC011980	LOC129787789
OG0000886	ASIC019854	LOC129793963
OG0000887	ASIC013297	LOC129789293
OG0000888	ASIC010717, ASIC010720	LOC129790593
OG0000889	ASIC019922, ASIC019929	LOC129793644
OG0000890	ASIC014867, ASIC008439	LOC129786434
OG0000893	ASIC004679	LOC129788074
OG0000893	ASIC004690	LOC129786042
OG0000894	ASIC020550, ASIC012840	LOC129790516, LOC129789882
OG0000895	ASIC017057, ASIC017058	LOC129797858
OG0000896	ASIC017732, ASIC017731	LOC129788923, LOC129790573
OG0000900	ASIC017002, ASIC017003, ASIC017004	LOC129791238
OG0000901	ASIC017457, ASIC017451	LOC129795564
OG0000906	ASIC019097	LOC129792596
OG0000907	ASIC006166	LOC129790351
OG0000908	ASIC020022, ASIC006147	LOC129790100
OG0000910	ASIC015064, ASIC003325	LOC129795282
OG0000911	ASIC009667	LOC129795049, LOC129795046, LOC129795115, LOC129795047, LOC129795048, LOC129795050
OG0000929	ASIC017610	LOC129794044
OG0000940	ASIC016260, ASIC016015, ASIC016018, ASIC016013, ASIC016259	LOC129790864
OG0000941	ASIC021485, ASIC021436, ASIC021487	LOC129796100
OG0000944	ASIC008233	LOC129786944, LOC129786945
OG0000945	ASIC002969, ASIC002968	LOC129791341
OG0000946	ASIC021493, ASIC021504	LOC129788541
OG0000947	ASIC009305	LOC129795083
OG0000948	ASIC000641	LOC129793500
OG0000951	ASIC015194, ASIC015193	LOC129793103
OG0000954	ASIC020471	LOC129790521
OG0000955	ASIC013403	LOC129788857
OG0000956	ASIC007294	LOC129791637
OG0000958	ASIC004476	LOC129789081
OG0000959	ASIC004659, ASIC004656	LOC129788197
OG0000960	ASIC021667, ASIC021680	LOC129787101
OG0000962	ASIC011118	LOC129788175
OG0000963	ASIC008300, ASIC008299	LOC129791715
OG0000964	ASIC005083, ASIC005081	LOC129789690
OG0000965	ASIC012479	LOC129793540
OG0000966	ASIC019954	LOC129796954, LOC129794317, LOC129796959
OG0000967	ASIC009917	LOC129787131
OG0000968	ASIC020347, ASIC020346	LOC129786430
OG0000972	ASIC006679	LOC129791340
OG0000973	ASIC020184, ASIC020186	LOC129788414
OG0000974	ASIC006392	LOC129790235
OG0000975	ASIC015181	LOC129794101
OG0000976	ASIC016838, ASIC016839	LOC129794233
OG0000977	ASIC021684	LOC129795519
OG0000978	ASIC012758	LOC129791015
OG0000979	ASIC003185	LOC129790816
OG0000980	ASIC020979, ASIC010262, ASIC010263	LOC129788975
OG0000982	ASIC006306, ASIC006307	LOC129797134
OG0000984	ASIC016301, ASIC016306	LOC129792919
OG0000985	ASIC016678	LOC129794771
OG0000986	ASIC015268	LOC129793529
OG0000987	ASIC007258	LOC129789906
OG0000989	ASIC012020, ASIC012021	LOC129794910
OG0000990	ASIC007221	LOC129790037
OG0000991	ASIC015520	LOC129792113
OG0000993	ASIC002067, ASIC002068, ASIC002159	LOC129793738
OG0000994	ASIC016389, ASIC016387, ASIC016386, ASIC016385, ASIC016381	LOC129794241
OG0000995	ASIC015404, ASIC009598	LOC129787625
OG0000996	ASIC017229	LOC129796131
OG0000997	ASIC019080, ASIC019076, ASIC019081	LOC129792516
OG0000998	ASIC012645	LOC129787963
OG0000999	ASIC019299	LOC129787879, LOC129797687, LOC129797198
OG0001000	ASIC017776	LOC129794479, LOC129795878, LOC129794521, LOC129795305
OG0001001	ASIC000014, ASIC010786	LOC129789861, LOC129793688
OG0001002	ASIC007149, ASIC007151	LOC129791439
OG0001003	ASIC006287	LOC129792614
OG0001004	ASIC007842	LOC129789094, LOC129792668
OG0001005	ASIC009647, ASIC008582	LOC129790275
OG0001006	ASIC009653	LOC129790929
OG0001008	ASIC014457	LOC129795176
OG0001009	ASIC007645	LOC129786970, LOC129786956, LOC129791459
OG0001010	ASIC007604	LOC129792704, LOC129795695, LOC129788700, LOC129791406
OG0001011	ASIC008845	LOC129788760, LOC129790740
OG0001013	ASIC009610	LOC129791329, LOC129791681, LOC129791698
OG0001014	ASIC006512	LOC129791201
OG0001016	ASIC002109	LOC129797780, LOC129797778
OG0001018	ASIC020388	LOC129788551, LOC129788546
OG0001020	ASIC016968	LOC129786180
OG0001022	ASIC005644	LOC129786089
OG0001023	ASIC016431, ASIC016432	LOC129796319, LOC129793389, LOC129794274
OG0001024	ASIC010752	LOC129788527
OG0001026	ASIC019437	LOC129794084
OG0001027	ASIC015551, ASIC015549	LOC129795138
OG0001028	ASIC008874, ASIC003514	LOC129795454
OG0001029	ASIC009642	LOC129788741
OG0001032	ASIC004759	LOC129797772
OG0001034	ASIC021524, ASIC021528, ASIC021527, ASIC021525	LOC129795761, LOC129787325
OG0001035	ASIC004152	LOC129792675, LOC129788485
OG0001036	ASIC007397	LOC129791200
OG0001037	ASIC013855, ASIC002100	LOC129792572
OG0001038	ASIC021511, ASIC021512	LOC129786672
OG0001039	ASIC004085, ASIC004096	LOC129787219
OG0001040	ASIC017745	LOC129790565, LOC129797394, LOC129790576
OG0001042	ASIC011532	LOC129796040, LOC129796033, LOC129796013, LOC129796003
OG0001043	ASIC009006	LOC129796562
OG0001044	ASIC018691	LOC129791588, LOC129791587
OG0001045	ASIC005228	LOC129790522
OG0001047	ASIC011591	LOC129786341, LOC129786344, LOC129794036, LOC129786345
OG0001048	ASIC017966	LOC129797230, LOC129797229
OG0001049	ASIC022309	LOC129796382
OG0001050	ASIC019160	LOC129794622, LOC129790880
OG0001055	ASIC021890	LOC129790165
OG0001056	ASIC017837	LOC129790417
OG0001057	ASIC002942	LOC129785857
OG0001058	ASIC007054	LOC129786362
OG0001059	ASIC005336	LOC129797218
OG0001060	ASIC014678, ASIC014689	LOC129797828
OG0001061	ASIC010737	LOC129790603
OG0001062	ASIC021526	LOC129788539
OG0001062	ASIC021515	LOC129788347
OG0001063	ASIC002518, ASIC001736	LOC129788634
OG0001064	ASIC011699, ASIC011701	LOC129791853
OG0001065	ASIC020340, ASIC020339	LOC129787932
OG0001066	ASIC014094, ASIC014097	LOC129789269
OG0001067	ASIC009000, ASIC001664	LOC129789781
OG0001068	ASIC014034, ASIC020966	LOC129787046
OG0001069	ASIC005764, ASIC005767	LOC129787026
OG0001070	ASIC017182	LOC129793530
OG0001070	ASIC017184	LOC129793555
OG0001071	ASIC015918, ASIC015920, ASIC015919	LOC129795388
OG0001072	ASIC009090, ASIC009078	LOC129791290
OG0001073	ASIC009568, ASIC009569	LOC129790121
OG0001074	ASIC017968, ASIC005155	LOC129788670
OG0001075	ASIC021814	LOC129797022
OG0001076	ASIC010084	LOC129785981
OG0001077	ASIC018001, ASIC018000, ASIC017998	LOC129793752
OG0001078	ASIC012769	LOC129788875
OG0001079	ASIC016515	LOC129793657
OG0001080	ASIC019274, ASIC019273	LOC129791356
OG0001081	ASIC012969	LOC129791844
OG0001082	ASIC005371, ASIC013577, ASIC005369	LOC129791458
OG0001083	ASIC008134, ASIC001417	LOC129795765
OG0001084	ASIC017799, ASIC017802	LOC129794593
OG0001085	ASIC000548, ASIC000547	LOC129796635
OG0001086	ASIC002992, ASIC002984	LOC129792225
OG0001088	ASIC004315, ASIC004324	LOC129787136
OG0001090	ASIC005258	LOC129786306
OG0001091	ASIC003387, ASIC003380, ASIC003390	LOC129794575
OG0001092	ASIC007959	LOC129788411, LOC129788409
OG0001094	ASIC020472	LOC129790523, LOC129790524
OG0001095	ASIC008516, ASIC008517	LOC129794186
OG0001096	ASIC016949	LOC129790467, LOC129789266
OG0001097	ASIC013838, ASIC013837	LOC129791217
OG0001098	ASIC013589, ASIC013584	LOC129791313
OG0001101	ASIC019857, ASIC019856	LOC129793636
OG0001102	ASIC007492, ASIC007493, ASIC005486, ASIC003626	LOC129791849
OG0001103	ASIC020366, ASIC002035, ASIC020193	LOC129794982
OG0001104	ASIC012516, ASIC012522	LOC129785976
OG0001105	ASIC002338, ASIC002333	LOC129797284
OG0001106	ASIC007740, ASIC007739	LOC129791987
OG0001107	ASIC021952, ASIC021954, ASIC021960	LOC129797543
OG0001109	ASIC006997, ASIC006992	LOC129788390
OG0001110	ASIC018582, ASIC018517	LOC129791799
OG0001111	ASIC016146, ASIC016145, ASIC016144	LOC129792625
OG0001112	ASIC015640, ASIC015639	LOC129794923
OG0001113	ASIC021203	LOC129793132
OG0001115	ASIC021765	LOC129787244, LOC129787243
OG0001123	ASIC016806, ASIC002293	LOC129787595
OG0001138	ASIC008225	LOC129793026
OG0001139	ASIC012451	LOC129792462
OG0001142	ASIC011995	LOC129797673, LOC129797675
OG0001144	ASIC009181	LOC129790186
OG0001145	ASIC009582	LOC129790848
OG0001147	ASIC012981	LOC129792090
OG0001149	ASIC021370	LOC129796816
OG0001150	ASIC007916, ASIC007911	LOC129794585
OG0001152	ASIC007426, ASIC007427	LOC129790528
OG0001153	ASIC004993, ASIC004982	LOC129795593
OG0001154	ASIC005060, ASIC020518, ASIC005027, ASIC005038	LOC129795336
OG0001155	ASIC005082, ASIC005012, ASIC005013, ASIC004949	LOC129795834
OG0001158	ASIC000841	LOC129797717
OG0001159	ASIC018817	LOC129793087
OG0001160	ASIC006190	LOC129789294
OG0001162	ASIC006527, ASIC006505, ASIC006516	LOC129789452
